
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:17:02.700 --> 00:17:02.930]   wrote
[00:17:02.930 --> 00:17:03.060]   to
[00:17:03.060 --> 00:17:03.250]   me
[00:17:03.250 --> 00:17:03.390]   and
[00:17:03.390 --> 00:17:03.720]   said
[00:17:03.720 --> 00:17:03.840]   i
[00:17:03.840 --> 00:17:03.920]  've
[00:17:03.920 --> 00:17:04.190]   been
[00:17:04.190 --> 00:17:04.250]   a
[00:17:04.250 --> 00:17:04.660]   reader
[00:17:04.660 --> 00:17:04.790]   of
[00:17:04.790 --> 00:17:05.080]   your
[00:17:05.080 --> 00:17:05.400]   stuff
[00:17:05.400 --> 00:17:05.600]   for
[00:17:05.600 --> 00:17:05.940]   about
[00:17:05.940 --> 00:17:06.180]   five
[00:17:06.180 --> 00:17:06.660]   years
[00:17:06.660 --> 00:17:06.960]   really
[00:17:06.960 --> 00:17:07.300]   enjoy
[00:17:07.300 --> 00:17:07.770]   your
[00:17:07.770 --> 00:17:07.840]   work
[00:17:07.840 --> 00:17:07.990]   on
[00:17:07.990 --> 00:17:08.380]   stocks
[00:17:08.380 --> 00:17:08.620]   and
[00:17:08.620 --> 00:17:09.060]   finance
[00:17:09.060 --> 00:17:09.420]  .
[00:17:09.420 --> 00:17:09.470]   I
[00:17:09.470 --> 00:17:09.950]   heard
[00:17:09.950 --> 00:17:10.130]   you
[00:17:10.130 --> 00:17:10.280]   right
[00:17:10.280 --> 00:17:10.520]   that
[00:17:10.520 --> 00:17:10.700]   was
[00:17:10.700 --> 00:17:10.940]   your
[00:17:10.940 --> 00:17:11.530]   birthday
[00:17:11.530 --> 00:17:11.550]   so
[00:17:11.550 --> 00:17:11.610]   i
[00:17:11.610 --> 00:17:12.060]   bought
[00:17:12.060 --> 00:17:12.160]   you
[00:17:12.160 --> 00:17:12.230]   j
[00:17:12.230 --> 00:17:12.460]  ames
[00:17:12.460 --> 00:17:12.640]   out
[00:17:12.640 --> 00:17:12.820]   the
[00:17:12.820 --> 00:17:13.130]   shirt
[00:17:13.130 --> 00:17:13.390]   dot
[00:17:13.390 --> 00:17:13.490]   com
[00:17:13.490 --> 00:17:13.780]  .
[00:17:13.780 --> 00:17:13.840]   I
[00:17:13.840 --> 00:17:13.970]   didn
[00:17:13.970 --> 00:17:14.650]  't
[00:17:14.650 --> 00:17:14.860]   respond
[00:17:14.860 --> 00:17:15.010]   to
[00:17:15.010 --> 00:17:15.270]   him
[00:17:15.270 --> 00:17:15.630]   until
[00:17:15.630 --> 00:17:16.010]   three
[00:17:16.010 --> 00:17:16.410]   years
[00:17:16.410 --> 00:17:16.800]   later
[00:17:16.800 --> 00:17:17.030]   and
[00:17:17.030 --> 00:17:17.100]   i
[00:17:17.100 --> 00:17:17.410]   said
[00:17:17.410 --> 00:17:17.740]   you
[00:17:17.740 --> 00:17:17.950]   know
[00:17:17.950 --> 00:17:18.020]   i
[00:17:18.020 --> 00:17:18.410]   think
[00:17:18.410 --> 00:17:18.480]   i
[00:17:18.480 --> 00:17:18.940]  'll
[00:17:18.940 --> 00:17:19.020]   take
[00:17:19.020 --> 00:17:19.330]   that
[00:17:19.330 --> 00:17:19.640]   gift
[00:17:19.640 --> 00:17:20.300]   now
[00:17:20.300 --> 00:17:20.430]   and
[00:17:20.430 --> 00:17:20.560]   i
[00:17:20.560 --> 00:17:21.580]   thought
[00:17:21.580 --> 00:17:21.780]   he
[00:17:21.780 --> 00:17:22.130]   was
[00:17:22.130 --> 00:17:22.660]   like
[00:17:22.660 --> 00:17:23.050]   wow
[00:17:23.050 --> 00:17:23.620]   that
[00:17:23.620 --> 00:17:23.840]  's
[00:17:23.840 --> 00:17:24.230]   the
[00:17:24.230 --> 00:17:25.260]   longest
[00:17:25.260 --> 00:17:26.110]   delayed
[00:17:26.110 --> 00:17:27.240]   response
[00:17:27.240 --> 00:17:27.600]  .
[00:17:27.700 --> 00:17:27.910]  
[00:17:27.910 --> 00:17:27.990]   What
[00:17:27.990 --> 00:17:28.200]   you
[00:17:28.200 --> 00:17:28.490]   have
[00:17:28.490 --> 00:17:28.800]   like
[00:17:28.800 --> 00:17:29.070]   what
[00:17:29.070 --> 00:17:29.360]   like
[00:17:29.360 --> 00:17:29.570]   ten
[00:17:29.570 --> 00:17:30.150]   thousand
[00:17:30.150 --> 00:17:30.420]   on
[00:17:30.420 --> 00:17:30.500]   and
[00:17:30.500 --> 00:17:30.950]   thirty
[00:17:30.950 --> 00:17:31.360]   emails
[00:17:31.360 --> 00:17:31.520]   in
[00:17:31.520 --> 00:17:31.790]   your
[00:17:31.790 --> 00:17:32.150]   inbox
[00:17:32.150 --> 00:17:32.280]   or
[00:17:32.280 --> 00:17:32.940]   something
[00:17:32.940 --> 00:17:33.270]   like
[00:17:33.270 --> 00:17:33.530]   that
[00:17:33.530 --> 00:17:33.820]  .
[00:17:33.820 --> 00:17:34.310]   Hundred
[00:17:34.310 --> 00:17:34.390]   and
[00:17:34.390 --> 00:17:34.560]   ten
[00:17:34.560 --> 00:17:35.020]   thousand
[00:17:35.020 --> 00:17:35.190]   two
[00:17:35.190 --> 00:17:35.620]   hundred
[00:17:35.620 --> 00:17:35.940]   twenty
[00:17:35.940 --> 00:17:36.230]   nine
[00:17:36.230 --> 00:17:36.280]   so
[00:17:36.280 --> 00:17:36.330]   i
[00:17:36.330 --> 00:17:36.680]   should
[00:17:36.680 --> 00:17:36.910]   feel
[00:17:36.910 --> 00:17:37.310]   honored
[00:17:37.310 --> 00:17:37.540]   that
[00:17:37.540 --> 00:17:37.710]   you
[00:17:37.710 --> 00:17:38.230]   responded
[00:17:38.230 --> 00:17:38.340]   to
[00:17:38.340 --> 00:17:38.510]   our
[00:17:38.510 --> 00:17:39.100]   invitation
[00:17:39.100 --> 00:17:39.200]   to
[00:17:39.200 --> 00:17:39.310]   be
[00:17:39.310 --> 00:17:39.460]   on
[00:17:39.460 --> 00:17:39.590]   the
[00:17:39.590 --> 00:17:39.820]   show
[00:17:39.820 --> 00:17:40.060]   that
[00:17:40.060 --> 00:17:40.160]  's
[00:17:40.160 --> 00:17:40.580]   amazing
[00:17:40.580 --> 00:17:40.960]   exactly
[00:17:40.960 --> 00:17:41.580]   yes
[00:17:41.580 --> 00:17:42.420]   so
[00:17:42.420 --> 00:17:42.960]   so
[00:17:42.960 --> 00:17:43.380]   i
[00:17:43.380 --> 00:17:44.640]  .
[00:17:44.640 --> 00:17:45.380]   Actually
[00:17:45.380 --> 00:17:45.530]   i
[00:17:45.530 --> 00:17:46.370]   just
[00:17:46.370 --> 00:17:46.580]   speaking
[00:17:46.580 --> 00:17:46.950]   that
[00:17:46.950 --> 00:17:47.220]   you
[00:17:47.220 --> 00:17:47.590]   made
[00:17:47.590 --> 00:17:47.800]   me
[00:17:47.800 --> 00:17:48.140]   look
[00:17:48.140 --> 00:17:48.320]   at
[00:17:48.320 --> 00:17:48.500]   my
[00:17:48.500 --> 00:17:48.960]   email
[00:17:48.960 --> 00:17:49.230]   box
[00:17:49.230 --> 00:17:49.500]   now
[00:17:49.500 --> 00:17:49.770]   and
[00:17:49.770 --> 00:17:50.040]   not
[00:17:50.040 --> 00:17:50.400]  .
[00:17:50.420 --> 00:17:50.660]  
[00:17:50.660 --> 00:17:50.870]   What
[00:17:50.870 --> 00:17:51.200]   are
[00:17:51.200 --> 00:17:51.690]   your
[00:17:51.690 --> 00:17:52.000]   all
[00:17:52.000 --> 00:17:53.100]   distracted
[00:17:53.100 --> 00:17:53.600]   walk
[00:17:53.600 --> 00:17:53.810]  er
[00:17:53.810 --> 00:17:54.220]   just
[00:17:54.220 --> 00:17:54.830]   wrote
[00:17:54.830 --> 00:17:55.000]   me
[00:17:55.000 --> 00:17:55.110]   i
[00:17:55.110 --> 00:17:55.440]   see
[00:17:55.440 --> 00:17:55.770]   you
[00:17:55.770 --> 00:17:56.100]   off
[00:17:56.100 --> 00:17:56.430]   the
[00:17:56.430 --> 00:17:56.950]   list
[00:17:56.950 --> 00:17:57.330]   math
[00:17:57.330 --> 00:17:58.410]   meaning
[00:17:58.410 --> 00:17:58.460]   my
[00:17:58.460 --> 00:17:59.030]   last
[00:17:59.030 --> 00:17:59.680]   thirteen
[00:17:59.680 --> 00:18:00.210]   posts
[00:18:00.210 --> 00:18:00.740]   weren
[00:18:00.740 --> 00:18:01.140]  't
[00:18:01.140 --> 00:18:01.290]   list
[00:18:01.290 --> 00:18:01.670]   posts
[00:18:01.670 --> 00:18:01.810]   he
[00:18:01.810 --> 00:18:02.170]   was
[00:18:02.170 --> 00:18:02.670]   accusing
[00:18:02.670 --> 00:18:02.820]   me
[00:18:02.820 --> 00:18:02.970]   of
[00:18:02.970 --> 00:18:03.350]   doing
[00:18:03.350 --> 00:18:03.620]  .
[00:18:03.620 --> 00:18:04.290]   Link
[00:18:04.290 --> 00:18:04.960]   bait
[00:18:04.960 --> 00:18:05.690]   post
[00:18:05.690 --> 00:18:06.340]   yet
[00:18:06.340 --> 00:18:06.360]   but
[00:18:06.360 --> 00:18:06.910]   reality
[00:18:06.910 --> 00:18:06.970]   is
[00:18:06.970 --> 00:18:07.310]   those
[00:18:07.310 --> 00:18:07.510]   are
[00:18:07.510 --> 00:18:07.710]   the
[00:18:07.710 --> 00:18:07.980]   most
[00:18:07.980 --> 00:18:08.460]   popular
[00:18:08.460 --> 00:18:08.730]   post
[00:18:08.730 --> 00:18:08.860]   so
[00:18:08.860 --> 00:18:09.060]   you
[00:18:09.060 --> 00:18:09.400]   gotta
[00:18:09.400 --> 00:18:09.530]   go
[00:18:09.530 --> 00:18:09.800]   back
[00:18:09.800 --> 00:18:10.000]   and
[00:18:10.000 --> 00:18:10.680]   forth
[00:18:10.680 --> 00:18:10.950]   but
[00:18:10.950 --> 00:18:11.460]  .
[00:18:11.620 --> 00:18:11.870]  
[00:18:11.870 --> 00:18:12.100]   Anyway
[00:18:12.100 --> 00:18:12.240]   so
[00:18:12.240 --> 00:18:12.430]   so
[00:18:12.430 --> 00:18:12.460]   i
[00:18:12.460 --> 00:18:12.690]   got
[00:18:12.690 --> 00:18:12.920]   the
[00:18:12.920 --> 00:18:13.400]   domain
[00:18:13.400 --> 00:18:13.700]   name
[00:18:13.700 --> 00:18:13.770]   j
[00:18:13.770 --> 00:18:14.080]  ames
[00:18:14.080 --> 00:18:14.310]   out
[00:18:14.310 --> 00:18:14.540]   the
[00:18:14.540 --> 00:18:14.930]   shirt
[00:18:14.930 --> 00:18:15.000]   i
[00:18:15.000 --> 00:18:15.310]   come
[00:18:15.310 --> 00:18:15.930]   from
[00:18:15.930 --> 00:18:15.950]   this
[00:18:15.950 --> 00:18:16.160]   guy
[00:18:16.160 --> 00:18:16.390]   and
[00:18:16.390 --> 00:18:16.740]  .
[00:18:16.740 --> 00:18:17.040]   I
[00:18:17.040 --> 00:18:17.120]   didn
[00:18:17.120 --> 00:18:17.160]  't
[00:18:17.160 --> 00:18:17.420]   know
[00:18:17.420 --> 00:18:17.640]   what
[00:18:17.640 --> 00:18:17.760]   to
[00:18:17.760 --> 00:18:17.880]   do
[00:18:17.880 --> 00:18:18.130]   with
[00:18:18.130 --> 00:18:18.240]   it
[00:18:18.240 --> 00:18:18.480]   like
[00:18:18.480 --> 00:18:18.790]   my
[00:18:18.790 --> 00:18:18.840]   wife
[00:18:18.840 --> 00:18:19.320]   actually
[00:18:19.320 --> 00:18:19.580]   kept
[00:18:19.580 --> 00:18:19.920]   saying
[00:18:19.920 --> 00:18:20.100]   you
[00:18:20.100 --> 00:18:20.340]   need
[00:18:20.340 --> 00:18:20.460]   to
[00:18:20.460 --> 00:18:20.580]   do
[00:18:20.580 --> 00:18:20.640]   a
[00:18:20.640 --> 00:18:20.880]   blog
[00:18:20.880 --> 00:18:21.090]   and
[00:18:21.090 --> 00:18:21.300]   then
[00:18:21.300 --> 00:18:21.360]   a
[00:18:21.360 --> 00:18:21.720]   friend
[00:18:21.720 --> 00:18:21.840]   of
[00:18:21.840 --> 00:18:22.080]   mine
[00:18:22.080 --> 00:18:22.260]   tim
[00:18:22.260 --> 00:18:22.450]   sy
[00:18:22.450 --> 00:18:22.550]  kes
[00:18:22.550 --> 00:18:22.680]   is
[00:18:22.680 --> 00:18:22.860]   got
[00:18:22.860 --> 00:18:22.920]   a
[00:18:22.920 --> 00:18:23.160]   very
[00:18:23.160 --> 00:18:23.870]   popular
[00:18:23.870 --> 00:18:23.910]   up
[00:18:23.910 --> 00:18:24.300]   stock
[00:18:24.300 --> 00:18:24.810]   related
[00:18:24.810 --> 00:18:25.120]   blog
[00:18:25.120 --> 00:18:25.360]   and
[00:18:25.360 --> 00:18:25.980]   business
[00:18:25.980 --> 00:18:26.260]  .
[00:18:26.260 --> 00:18:26.600]   He
[00:18:26.600 --> 00:18:26.660]   kept
[00:18:26.660 --> 00:18:27.070]   saying
[00:18:27.070 --> 00:18:27.390]   you
[00:18:27.390 --> 00:18:27.610]   gotta
[00:18:27.610 --> 00:18:27.740]   do
[00:18:27.740 --> 00:18:27.800]   a
[00:18:27.800 --> 00:18:28.240]   stocks
[00:18:28.240 --> 00:18:28.480]   blog
[00:18:28.480 --> 00:18:28.740]   you
[00:18:28.740 --> 00:18:29.020]   gotta
[00:18:29.020 --> 00:18:29.150]   do
[00:18:29.150 --> 00:18:29.210]   a
[00:18:29.210 --> 00:18:29.860]   newsletter
[00:18:29.860 --> 00:18:30.100]   you
[00:18:30.100 --> 00:18:30.300]   can
[00:18:30.300 --> 00:18:30.590]   make
[00:18:30.590 --> 00:18:30.630]   a
[00:18:30.630 --> 00:18:30.830]   ton
[00:18:30.830 --> 00:18:30.960]   of
[00:18:30.960 --> 00:18:31.530]   money
[00:18:31.530 --> 00:18:31.570]   sell
[00:18:31.570 --> 00:18:31.630]   d
[00:18:31.630 --> 00:18:31.690]  v
[00:18:31.690 --> 00:18:31.870]  ds
[00:18:31.870 --> 00:18:31.950]   of
[00:18:31.950 --> 00:18:32.500]   yourself
[00:18:32.500 --> 00:18:33.080]   talking
[00:18:33.080 --> 00:18:33.320]   about
[00:18:33.320 --> 00:18:33.730]   stocks
[00:18:33.730 --> 00:18:34.180]  .
[00:18:34.180 --> 00:18:34.250]   I
[00:18:34.250 --> 00:18:34.710]   didn
[00:18:34.710 --> 00:18:34.910]  't
[00:18:34.910 --> 00:18:35.170]   really
[00:18:35.170 --> 00:18:35.550]   wanna
[00:18:35.550 --> 00:18:35.700]   do
[00:18:35.700 --> 00:18:35.930]   any
[00:18:35.930 --> 00:18:36.080]   of
[00:18:36.080 --> 00:18:36.380]   this
[00:18:36.380 --> 00:18:36.660]  .
[00:18:37.240 --> 00:18:37.480]  
[00:18:37.480 --> 00:18:37.490]   But
[00:18:37.490 --> 00:18:37.800]   then
[00:18:37.800 --> 00:18:38.440]   suddenly
[00:18:38.440 --> 00:18:38.520]   i
[00:18:38.520 --> 00:18:38.760]   don
[00:18:38.760 --> 00:18:38.920]  't
[00:18:38.920 --> 00:18:39.070]   know
[00:18:39.070 --> 00:18:39.810]   what
[00:18:39.810 --> 00:18:40.200]   happened
[00:18:40.200 --> 00:18:40.520]   like
[00:18:40.520 --> 00:18:41.200]   suddenly
[00:18:41.200 --> 00:18:41.640]   around
[00:18:41.640 --> 00:18:41.960]   last
[00:18:41.960 --> 00:18:42.200]   oct
[00:18:42.200 --> 00:18:42.520]  ober
[00:18:42.520 --> 00:18:42.840]   nove
[00:18:42.840 --> 00:18:43.160]  mber
[00:18:43.160 --> 00:18:43.440]  .
[00:18:43.440 --> 00:18:43.520]   I
[00:18:43.520 --> 00:18:44.470]   said
[00:18:44.470 --> 00:18:44.500]   you
[00:18:44.500 --> 00:18:45.030]   know
[00:18:45.030 --> 00:18:45.460]  .
[00:18:45.460 --> 00:18:46.260]   All
[00:18:46.260 --> 00:18:46.310]   through
[00:18:46.310 --> 00:18:46.590]   the
[00:18:46.590 --> 00:18:46.740]   nin
[00:18:46.740 --> 00:18:47.140]  eties
[00:18:47.140 --> 00:18:47.380]   and
[00:18:47.380 --> 00:18:47.700]   late
[00:18:47.700 --> 00:18:48.100]   eight
[00:18:48.100 --> 00:18:48.340]  ies
[00:18:48.340 --> 00:18:48.420]   i
[00:18:48.420 --> 00:18:48.910]   wanted
[00:18:48.910 --> 00:18:49.060]   to
[00:18:49.060 --> 00:18:49.220]   be
[00:18:49.220 --> 00:18:49.290]   a
[00:18:49.290 --> 00:18:49.780]   writer
[00:18:49.780 --> 00:18:50.100]   like
[00:18:50.100 --> 00:18:50.190]   i
[00:18:50.190 --> 00:18:50.660]   wanted
[00:18:50.660 --> 00:18:50.820]   to
[00:18:50.820 --> 00:18:50.900]   i
[00:18:50.900 --> 00:18:51.440]   wrote
[00:18:51.440 --> 00:18:51.570]   tons
[00:18:51.570 --> 00:18:51.690]   of
[00:18:51.690 --> 00:18:52.060]   novels
[00:18:52.060 --> 00:18:52.360]   short
[00:18:52.360 --> 00:18:52.800]   stories
[00:18:52.800 --> 00:18:53.250]   nothing
[00:18:53.250 --> 00:18:53.410]   got
[00:18:53.410 --> 00:18:54.040]   published
[00:18:54.040 --> 00:18:54.150]   cuz
[00:18:54.150 --> 00:18:54.400]   they
[00:18:54.400 --> 00:18:54.650]   were
[00:18:54.650 --> 00:18:54.810]   all
[00:18:54.810 --> 00:18:54.850]   bad
[00:18:54.850 --> 00:18:55.480]   i
[00:18:55.480 --> 00:18:56.190]   read
[00:18:56.190 --> 00:18:56.860]   thousands
[00:18:56.860 --> 00:18:57.020]   of
[00:18:57.020 --> 00:18:57.540]   books
[00:18:57.540 --> 00:18:57.610]   so
[00:18:57.610 --> 00:18:57.700]   i
[00:18:57.700 --> 00:18:58.070]   can
[00:18:58.070 --> 00:18:58.210]   put
[00:18:58.210 --> 00:18:58.380]   in
[00:18:58.380 --> 00:18:58.660]  .
[00:18:58.660 --> 00:18:59.040]   I
[00:18:59.040 --> 00:18:59.110]   would
[00:18:59.110 --> 00:18:59.340]   say
[00:18:59.340 --> 00:18:59.490]   my
[00:18:59.490 --> 00:18:59.720]   ten
[00:18:59.720 --> 00:19:00.340]   thousand
[00:19:00.340 --> 00:19:00.720]   hours
[00:19:00.720 --> 00:19:00.900]   of
[00:19:00.900 --> 00:19:01.410]   writing
[00:19:01.410 --> 00:19:01.720]   even
[00:19:01.720 --> 00:19:01.870]   if
[00:19:01.870 --> 00:19:01.940]   i
[00:19:01.940 --> 00:19:02.250]   wasn
[00:19:02.250 --> 00:19:02.400]  't
[00:19:02.400 --> 00:19:03.560]   necessarily
[00:19:03.560 --> 00:19:03.660]   good
[00:19:03.660 --> 00:19:03.790]   and
[00:19:03.790 --> 00:19:03.860]   i
[00:19:03.860 --> 00:19:04.400]   said
[00:19:04.400 --> 00:19:04.470]   you
[00:19:04.470 --> 00:19:04.710]   know
[00:19:04.710 --> 00:19:05.020]   what
[00:19:05.020 --> 00:19:05.340]  .
[00:19:06.000 --> 00:19:06.060]  
[00:19:06.060 --> 00:19:06.230]   I
[00:19:06.230 --> 00:19:06.250]   don
[00:19:06.250 --> 00:19:06.370]  't
[00:19:06.370 --> 00:19:06.690]   think
[00:19:06.690 --> 00:19:07.080]   people
[00:19:07.080 --> 00:19:07.340]   need
[00:19:07.340 --> 00:19:07.470]   to
[00:19:07.470 --> 00:19:07.890]   know
[00:19:07.890 --> 00:19:08.180]   whether
[00:19:08.180 --> 00:19:08.570]   apples
[00:19:08.570 --> 00:19:08.760]   are
[00:19:08.760 --> 00:19:08.890]   by
[00:19:08.890 --> 00:19:09.020]   or
[00:19:09.020 --> 00:19:09.280]   not
[00:19:09.280 --> 00:19:09.510]   that
[00:19:09.510 --> 00:19:09.590]  's
[00:19:09.590 --> 00:19:09.840]  .
[00:19:09.840 --> 00:19:10.210]   Yes
[00:19:10.210 --> 00:19:10.340]   can
[00:19:10.340 --> 00:19:10.420]   i
[00:19:10.420 --> 00:19:10.670]   say
[00:19:10.670 --> 00:19:10.750]   b
[00:19:10.750 --> 00:19:10.930]  s
[00:19:10.930 --> 00:19:10.990]   on
[00:19:10.990 --> 00:19:11.320]   this
[00:19:11.320 --> 00:19:11.600]   are
[00:19:11.600 --> 00:19:11.820]   you
[00:19:11.820 --> 00:19:12.070]   are
[00:19:12.070 --> 00:19:12.320]   you
[00:19:12.320 --> 00:19:12.650]   even
[00:19:12.650 --> 00:19:12.900]   say
[00:19:12.900 --> 00:19:13.570]   bullshit
[00:19:13.570 --> 00:19:13.730]   if
[00:19:13.730 --> 00:19:13.980]   you
[00:19:13.980 --> 00:19:14.310]   want
[00:19:14.310 --> 00:19:14.640]   that
[00:19:14.640 --> 00:19:14.830]  's
[00:19:14.830 --> 00:19:15.470]   bullshit
[00:19:15.470 --> 00:19:15.630]   no
[00:19:15.630 --> 00:19:15.880]   one
[00:19:15.880 --> 00:19:16.290]   needs
[00:19:16.290 --> 00:19:16.460]   to
[00:19:16.460 --> 00:19:16.780]   know
[00:19:16.780 --> 00:19:17.630]   whether
[00:19:17.630 --> 00:19:17.750]   and
[00:19:17.750 --> 00:19:18.210]   video
[00:19:18.210 --> 00:19:18.390]   is
[00:19:18.390 --> 00:19:18.480]   a
[00:19:18.480 --> 00:19:19.030]   better
[00:19:19.030 --> 00:19:19.300]   buy
[00:19:19.300 --> 00:19:19.660]   than
[00:19:19.660 --> 00:19:19.840]   ib
[00:19:19.840 --> 00:19:19.930]  m
[00:19:19.930 --> 00:19:20.110]   or
[00:19:20.110 --> 00:19:20.400]   mic
[00:19:20.400 --> 00:19:21.110]  rosoft
[00:19:21.110 --> 00:19:21.170]   like
[00:19:21.170 --> 00:19:21.450]   nobody
[00:19:21.450 --> 00:19:21.730]   should
[00:19:21.730 --> 00:19:21.920]   even
[00:19:21.920 --> 00:19:22.010]   be
[00:19:22.010 --> 00:19:22.290]   buying
[00:19:22.290 --> 00:19:22.570]   stocks
[00:19:22.570 --> 00:19:22.890]   really
[00:19:22.890 --> 00:19:23.040]   that
[00:19:23.040 --> 00:19:23.130]  's
[00:19:23.130 --> 00:19:23.270]   not
[00:19:23.270 --> 00:19:23.510]   gonna
[00:19:23.510 --> 00:19:23.740]   make
[00:19:23.740 --> 00:19:23.890]   them
[00:19:23.890 --> 00:19:24.130]   happy
[00:19:24.130 --> 00:19:24.360]  .
[00:19:24.360 --> 00:19:24.740]   So
[00:19:24.740 --> 00:19:24.780]   how
[00:19:24.780 --> 00:19:24.970]   can
[00:19:24.970 --> 00:19:25.040]   i
[00:19:25.040 --> 00:19:25.460]   have
[00:19:25.460 --> 00:19:25.490]   an
[00:19:25.490 --> 00:19:26.100]   audience
[00:19:26.100 --> 00:19:26.400]   that
[00:19:26.400 --> 00:19:26.470]   i
[00:19:26.470 --> 00:19:26.850]   built
[00:19:26.850 --> 00:19:27.020]   up
[00:19:27.020 --> 00:19:27.340]   over
[00:19:27.340 --> 00:19:27.680]   years
[00:19:27.680 --> 00:19:28.140]   how
[00:19:28.140 --> 00:19:28.180]   can
[00:19:28.180 --> 00:19:28.210]   i
[00:19:28.210 --> 00:19:28.360]   do
[00:19:28.360 --> 00:19:29.070]   something
[00:19:29.070 --> 00:19:29.350]   that
[00:19:29.350 --> 00:19:29.960]   actually
[00:19:29.960 --> 00:19:30.920]   provides
[00:19:30.920 --> 00:19:30.950]   value
[00:19:30.950 --> 00:19:31.100]   to
[00:19:31.100 --> 00:19:31.400]   them
[00:19:31.400 --> 00:19:31.440]   and
[00:19:31.440 --> 00:19:31.910]   i
[00:19:31.910 --> 00:19:32.160]   really
[00:19:32.160 --> 00:19:32.740]   started
[00:19:32.740 --> 00:19:32.840]   to
[00:19:32.840 --> 00:19:33.220]   write
[00:19:33.220 --> 00:19:33.580]  .
[00:19:33.860 --> 00:19:34.100]  
[00:19:34.100 --> 00:19:34.140]   What
[00:19:34.140 --> 00:19:34.210]   i
[00:19:34.210 --> 00:19:34.620]   think
[00:19:34.620 --> 00:19:35.320]   really
[00:19:35.320 --> 00:19:35.560]   provides
[00:19:35.560 --> 00:19:35.910]   value
[00:19:35.910 --> 00:19:36.120]   and
[00:19:36.120 --> 00:19:36.400]   when
[00:19:36.400 --> 00:19:36.470]   i
[00:19:36.470 --> 00:19:36.680]   say
[00:19:36.680 --> 00:19:37.030]   right
[00:19:37.030 --> 00:19:37.170]   it
[00:19:37.170 --> 00:19:37.310]  's
[00:19:37.310 --> 00:19:37.590]   like
[00:19:37.590 --> 00:19:37.870]   with
[00:19:37.870 --> 00:19:37.940]   a
[00:19:37.940 --> 00:19:38.490]   capital
[00:19:38.490 --> 00:19:38.510]   w
[00:19:38.510 --> 00:19:38.580]   i
[00:19:38.580 --> 00:19:39.010]   really
[00:19:39.010 --> 00:19:39.360]   focus
[00:19:39.360 --> 00:19:39.500]   on
[00:19:39.500 --> 00:19:39.710]   the
[00:19:39.710 --> 00:19:40.200]   writing
[00:19:40.200 --> 00:19:40.350]   so
[00:19:40.350 --> 00:19:40.780]   before
[00:19:40.780 --> 00:19:41.130]   every
[00:19:41.130 --> 00:19:41.270]   post
[00:19:41.270 --> 00:19:41.780]   i
[00:19:41.780 --> 00:19:42.740]   probably
[00:19:42.740 --> 00:19:42.820]   i
[00:19:42.820 --> 00:19:43.390]   probably
[00:19:43.390 --> 00:19:43.820]   read
[00:19:43.820 --> 00:19:43.960]   for
[00:19:43.960 --> 00:19:44.350]   about
[00:19:44.350 --> 00:19:44.590]   two
[00:19:44.590 --> 00:19:44.990]   hours
[00:19:44.990 --> 00:19:45.480]   before
[00:19:45.480 --> 00:19:45.560]   i
[00:19:45.560 --> 00:19:45.720]   do
[00:19:45.720 --> 00:19:46.190]   any
[00:19:46.190 --> 00:19:46.360]   post
[00:19:46.360 --> 00:19:46.530]   my
[00:19:46.530 --> 00:19:46.870]   only
[00:19:46.870 --> 00:19:47.200]   read
[00:19:47.200 --> 00:19:47.400]  ,
[00:19:47.400 --> 00:19:47.980]   writers
[00:19:47.980 --> 00:19:48.250]   who
[00:19:48.250 --> 00:19:48.310]   i
[00:19:48.310 --> 00:19:48.720]   think
[00:19:48.720 --> 00:19:49.050]   have
[00:19:49.050 --> 00:19:49.130]   a
[00:19:49.130 --> 00:19:49.460]   very
[00:19:49.460 --> 00:19:50.070]   strong
[00:19:50.070 --> 00:19:50.520]   voice
[00:19:50.520 --> 00:19:50.620]   and
[00:19:50.620 --> 00:19:50.950]   then
[00:19:50.950 --> 00:19:51.030]   i
[00:19:51.030 --> 00:19:51.550]   sit
[00:19:51.550 --> 00:19:51.610]   down
[00:19:51.610 --> 00:19:51.920]   and
[00:19:51.920 --> 00:19:51.940]   i
[00:19:51.940 --> 00:19:52.440]   really
[00:19:52.440 --> 00:19:52.690]   try
[00:19:52.690 --> 00:19:52.850]   to
[00:19:52.850 --> 00:19:53.260]   think
[00:19:53.260 --> 00:19:53.590]   well
[00:19:53.590 --> 00:19:53.980]   what
[00:19:53.980 --> 00:19:54.280]  .
[00:19:54.920 --> 00:19:55.120]  
[00:19:55.120 --> 00:19:55.260]   When
[00:19:55.260 --> 00:19:55.450]   did
[00:19:55.450 --> 00:19:55.520]   i
[00:19:55.520 --> 00:19:55.820]   need
[00:19:55.820 --> 00:19:56.120]   help
[00:19:56.120 --> 00:19:56.260]   in
[00:19:56.260 --> 00:19:56.420]   my
[00:19:56.420 --> 00:19:56.810]   life
[00:19:56.810 --> 00:19:56.950]   and
[00:19:56.950 --> 00:19:57.250]   what
[00:19:57.250 --> 00:19:57.860]   happened
[00:19:57.860 --> 00:19:58.010]   to
[00:19:58.010 --> 00:19:58.170]   me
[00:19:58.170 --> 00:19:58.460]   that
[00:19:58.460 --> 00:19:58.690]   was
[00:19:58.690 --> 00:19:59.070]   going
