
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.400]   Just
[00:17:10.740 --> 00:17:11.050]   and
[00:17:11.050 --> 00:17:11.210]   what
[00:17:11.210 --> 00:17:11.340]   we
[00:17:11.340 --> 00:17:11.610]   didn
[00:17:11.610 --> 00:17:11.750]  't
[00:17:11.750 --> 00:17:12.010]   know
[00:17:12.010 --> 00:17:12.210]   and
[00:17:12.210 --> 00:17:12.610]   that
[00:17:12.610 --> 00:17:12.650]  's
[00:17:12.650 --> 00:17:12.810]   how
[00:17:12.810 --> 00:17:12.940]   it
[00:17:12.940 --> 00:17:13.540]   started
[00:17:14.120 --> 00:17:14.120]  
[00:17:14.120 --> 00:17:14.510]   And
[00:17:14.510 --> 00:17:14.640]   that
[00:17:14.640 --> 00:17:14.680]   was
[00:17:14.680 --> 00:17:14.730]   a
[00:17:14.730 --> 00:17:14.950]   blog
[00:17:14.950 --> 00:17:15.290]   format
[00:17:15.290 --> 00:17:15.530]   is
[00:17:15.530 --> 00:17:15.620]   what
[00:17:15.620 --> 00:17:15.790]   she
[00:17:15.790 --> 00:17:16.210]   started
[00:17:16.210 --> 00:17:16.410]   with
[00:17:16.410 --> 00:17:16.580]  .
[00:17:16.580 --> 00:17:16.660]   That
[00:17:16.660 --> 00:17:17.020]  's
[00:17:17.020 --> 00:17:17.130]   it
[00:17:17.130 --> 00:17:17.240]  .
[00:17:17.240 --> 00:17:17.410]   Yeah
[00:17:17.410 --> 00:17:17.520]  ,
[00:17:17.520 --> 00:17:17.630]   it
[00:17:17.630 --> 00:17:17.740]  's
[00:17:17.740 --> 00:17:18.020]   still
[00:17:18.020 --> 00:17:18.290]   up
[00:17:18.290 --> 00:17:18.390]  .
[00:17:18.390 --> 00:17:18.440]   It
[00:17:18.440 --> 00:17:18.520]  's
[00:17:18.520 --> 00:17:18.870]   reactive
[00:17:18.870 --> 00:17:18.940]   hyp
[00:17:18.940 --> 00:17:19.010]  ogly
[00:17:19.010 --> 00:17:19.090]  cem
[00:17:19.090 --> 00:17:19.120]  ia
[00:17:19.120 --> 00:17:20.320]   info
[00:17:20.320 --> 00:17:20.790]   What
[00:17:20.790 --> 00:17:20.800]  's
[00:17:20.800 --> 00:17:21.030]   the
[00:17:21.030 --> 00:17:21.580]   primary
[00:17:21.580 --> 00:17:22.130]   revenue
[00:17:22.130 --> 00:17:22.610]   driver
[00:17:22.610 --> 00:17:22.880]  ?
[00:17:22.880 --> 00:17:23.000]   Is
[00:17:23.000 --> 00:17:23.120]   it
[00:17:23.120 --> 00:17:23.330]   the
[00:17:23.330 --> 00:17:23.430]   ad
[00:17:23.430 --> 00:17:23.750]   sense
[00:17:23.750 --> 00:17:23.870]   or
[00:17:23.870 --> 00:17:24.010]   is
[00:17:24.010 --> 00:17:24.110]   it
[00:17:24.110 --> 00:17:24.300]   the
[00:17:24.300 --> 00:17:24.620]   sales
[00:17:24.620 --> 00:17:24.740]   of
[00:17:24.740 --> 00:17:24.930]   the
[00:17:24.930 --> 00:17:24.990]   e
[00:17:24.990 --> 00:17:25.050]  -
[00:17:25.050 --> 00:17:25.300]  book
[00:17:25.300 --> 00:17:25.600]  ?
[00:17:25.600 --> 00:17:26.750]   definitely
[00:17:26.750 --> 00:17:27.090]   the
[00:17:27.090 --> 00:17:27.880]   books
[00:17:27.880 --> 00:17:28.200]   definitely
[00:17:28.200 --> 00:17:28.350]   the
[00:17:28.350 --> 00:17:28.610]   books
[00:17:28.610 --> 00:17:28.710]   we
[00:17:28.710 --> 00:17:28.850]   we
[00:17:28.850 --> 00:17:29.020]   have
[00:17:29.020 --> 00:17:29.100]   a
[00:17:29.100 --> 00:17:30.590]   dashboard
[00:17:30.590 --> 00:17:31.400]   that
[00:17:31.400 --> 00:17:31.470]   I
[00:17:31.470 --> 00:17:31.640]   have
[00:17:31.640 --> 00:17:31.990]   sort
[00:17:31.990 --> 00:17:32.030]   of
[00:17:32.030 --> 00:17:32.490]   created
[00:17:32.490 --> 00:17:32.750]   over
[00:17:32.750 --> 00:17:32.950]   the
[00:17:32.950 --> 00:17:33.210]   last
[00:17:33.210 --> 00:17:33.410]   six
[00:17:33.410 --> 00:17:33.810]   months
[00:17:33.810 --> 00:17:33.940]   or
[00:17:33.940 --> 00:17:34.070]   so
[00:17:34.070 --> 00:17:34.320]   and
[00:17:34.320 --> 00:17:34.830]   an
[00:17:34.830 --> 00:17:35.090]   80
[00:17:35.090 --> 00:17:35.090]  %
[00:17:35.090 --> 00:17:35.360]   of
[00:17:35.360 --> 00:17:35.550]   our
[00:17:35.550 --> 00:17:36.130]   revenue
[00:17:36.130 --> 00:17:36.560]   comes
[00:17:36.560 --> 00:17:36.900]   from
[00:17:36.900 --> 00:17:37.330]   books
[00:17:37.330 --> 00:17:37.660]   and
[00:17:37.660 --> 00:17:37.890]   in
[00:17:37.890 --> 00:17:38.120]   that
[00:17:38.120 --> 00:17:38.600]   80
[00:17:38.600 --> 00:17:38.680]  %
[00:17:38.680 --> 00:17:38.840]   is
[00:17:38.840 --> 00:17:39.160]   both
[00:17:39.160 --> 00:17:39.240]   e
[00:17:39.240 --> 00:17:39.790]  books
[00:17:39.790 --> 00:17:39.970]   that
[00:17:39.970 --> 00:17:40.150]   we
[00:17:40.150 --> 00:17:40.440]   sell
[00:17:40.440 --> 00:17:41.080]   directly
[00:17:41.080 --> 00:17:41.360]   and
[00:17:43.200 --> 00:17:43.200]  
[00:17:43.200 --> 00:17:43.940]   And
[00:17:43.940 --> 00:17:45.100]   Amazon
[00:17:45.100 --> 00:17:45.200]   also
[00:17:45.200 --> 00:17:45.450]   self
[00:17:45.450 --> 00:17:45.510]  -
[00:17:45.510 --> 00:17:45.570]  p
[00:17:45.570 --> 00:17:45.720]  ub
[00:17:45.720 --> 00:17:46.110]  lished
[00:17:46.110 --> 00:17:46.380]   books
[00:17:46.380 --> 00:17:46.490]   on
[00:17:46.490 --> 00:17:46.910]   Amazon
[00:17:46.910 --> 00:17:47.420]   I
[00:17:47.420 --> 00:17:47.760]   see
[00:17:47.760 --> 00:17:48.000]   so
[00:17:48.000 --> 00:17:48.400]   you
[00:17:48.400 --> 00:17:48.430]  're
[00:17:48.430 --> 00:17:48.670]   your
[00:17:48.670 --> 00:17:48.920]   self
[00:17:48.920 --> 00:17:48.970]  -
[00:17:48.970 --> 00:17:49.160]  p
[00:17:49.160 --> 00:17:49.170]  ub
[00:17:49.170 --> 00:17:49.630]  lishing
[00:17:49.630 --> 00:17:49.960]   books
[00:17:49.960 --> 00:17:50.090]   on
[00:17:50.090 --> 00:17:50.540]   Amazon
[00:17:50.540 --> 00:17:51.160]   Correct
[00:17:51.160 --> 00:17:51.250]  .
[00:17:51.250 --> 00:17:51.450]   You
[00:17:51.450 --> 00:17:51.550]   know
[00:17:51.550 --> 00:17:52.110]  ,
[00:17:52.110 --> 00:17:52.230]   these
[00:17:52.230 --> 00:17:52.440]   are
[00:17:52.440 --> 00:17:52.510]   e
[00:17:52.510 --> 00:17:52.860]  books
[00:17:52.860 --> 00:17:53.070]   are
[00:17:53.070 --> 00:17:53.480]   these
[00:17:53.480 --> 00:17:54.160]   Act
[00:17:54.160 --> 00:17:54.190]  ual
[00:17:54.190 --> 00:17:54.790]   paper
[00:17:54.790 --> 00:17:55.370]   books
[00:17:55.370 --> 00:17:55.610]   or
[00:17:55.610 --> 00:17:56.350]   either
[00:17:56.350 --> 00:17:56.480]   or
[00:17:56.480 --> 00:17:56.840]   what
[00:17:56.840 --> 00:17:56.920]   but
[00:17:56.920 --> 00:17:57.060]   or
[00:17:57.060 --> 00:17:57.320]   both
[00:17:57.320 --> 00:17:57.520]   we
[00:17:57.520 --> 00:17:57.980]   have
[00:17:57.980 --> 00:17:58.110]   we
[00:17:58.110 --> 00:17:58.520]   have
[00:17:58.520 --> 00:17:59.050]   we
[00:17:59.050 --> 00:17:59.600]   have
[00:17:59.600 --> 00:17:59.720]   a
[00:17:59.720 --> 00:17:59.840]   let
[00:17:59.840 --> 00:18:00.590]   me
[00:18:00.590 --> 00:18:00.960]   think
[00:18:00.960 --> 00:18:01.360]   We
[00:18:01.360 --> 00:18:01.410]   have
[00:18:01.410 --> 00:18:01.420]   a
[00:18:01.420 --> 00:18:01.840]   couple
[00:18:01.840 --> 00:18:02.170]   books
[00:18:02.170 --> 00:18:02.440]   that
[00:18:02.440 --> 00:18:02.640]   are
[00:18:02.640 --> 00:18:02.960]   both
[00:18:02.960 --> 00:18:03.440]   We
[00:18:03.440 --> 00:18:03.500]   have
[00:18:03.500 --> 00:18:03.860]   some
[00:18:03.860 --> 00:18:04.310]   books
[00:18:04.310 --> 00:18:04.670]   that
[00:18:04.670 --> 00:18:05.030]   are
[00:18:05.030 --> 00:18:05.300]   only
[00:18:05.300 --> 00:18:05.480]   on
[00:18:05.480 --> 00:18:06.030]   Amazon
[00:18:06.030 --> 00:18:06.300]   and
[00:18:06.300 --> 00:18:06.480]   we
[00:18:06.480 --> 00:18:06.840]   have
[00:18:06.840 --> 00:18:07.330]   I
[00:18:07.330 --> 00:18:07.570]   believe
[00:18:07.570 --> 00:18:07.840]   one
[00:18:07.840 --> 00:18:08.300]   book
[00:18:08.600 --> 00:18:08.600]  
[00:18:08.600 --> 00:18:08.630]   Now
[00:18:08.630 --> 00:18:09.070]   I
[00:18:09.070 --> 00:18:09.160]   take
[00:18:09.160 --> 00:18:09.440]   that
[00:18:09.440 --> 00:18:09.720]   back
[00:18:09.720 --> 00:18:09.930]   now
[00:18:09.930 --> 00:18:10.140]   all
[00:18:10.140 --> 00:18:10.350]   our
[00:18:10.350 --> 00:18:10.700]   books
[00:18:10.700 --> 00:18:10.910]   are
[00:18:10.910 --> 00:18:11.190]   both
[00:18:11.190 --> 00:18:11.330]   on
[00:18:11.330 --> 00:18:11.750]   Amazon
[00:18:11.750 --> 00:18:11.960]   all
[00:18:11.960 --> 00:18:12.190]   our
[00:18:12.190 --> 00:18:12.240]   e
[00:18:12.240 --> 00:18:12.590]  books
[00:18:12.590 --> 00:18:12.800]   are
[00:18:12.800 --> 00:18:13.080]   also
[00:18:13.080 --> 00:18:13.220]   on
[00:18:13.220 --> 00:18:13.680]   Amazon
[00:18:13.680 --> 00:18:13.920]   and
[00:18:13.920 --> 00:18:14.810]   Barnes
[00:18:14.810 --> 00:18:14.930]   &
[00:18:14.930 --> 00:18:15.880]   Noble
[00:18:15.880 --> 00:18:15.940]   also
[00:18:15.940 --> 00:18:16.000]   I
[00:18:16.000 --> 00:18:16.180]   can
[00:18:16.180 --> 00:18:16.580]   really
[00:18:16.580 --> 00:18:17.240]   understand
[00:18:17.240 --> 00:18:17.430]   why
[00:18:17.430 --> 00:18:17.820]   people
[00:18:17.820 --> 00:18:18.010]   buy
[00:18:18.010 --> 00:18:18.340]   those
[00:18:18.340 --> 00:18:18.670]   books
[00:18:18.670 --> 00:18:18.920]  .
[00:18:18.920 --> 00:18:18.930]   I
[00:18:18.930 --> 00:18:19.180]   mean
[00:18:19.180 --> 00:18:19.390]   for
[00:18:19.390 --> 00:18:19.920]   example
[00:18:19.920 --> 00:18:20.600]   recently
[00:18:20.600 --> 00:18:20.680]   I
[00:18:20.680 --> 00:18:20.760]   I
[00:18:20.760 --> 00:18:21.440]   suffered
[00:18:21.440 --> 00:18:21.840]   from
[00:18:21.840 --> 00:18:22.120]   some
[00:18:22.120 --> 00:18:22.370]   bad
[00:18:22.370 --> 00:18:22.710]   acid
[00:18:22.710 --> 00:18:22.960]   ref
[00:18:22.960 --> 00:18:23.040]  l
[00:18:23.040 --> 00:18:23.230]  ux
[00:18:23.230 --> 00:18:23.630]   right
[00:18:23.630 --> 00:18:23.960]   and
[00:18:23.960 --> 00:18:23.980]   I
[00:18:23.980 --> 00:18:24.210]   was
[00:18:24.210 --> 00:18:24.550]   goog
[00:18:24.550 --> 00:18:24.890]  ling
[00:18:24.890 --> 00:18:25.310]   about
[00:18:25.310 --> 00:18:25.480]   it
[00:18:25.480 --> 00:18:25.840]   and
[00:18:25.840 --> 00:18:26.240]   you
[00:18:26.240 --> 00:18:26.340]  'll
[00:18:26.340 --> 00:18:26.440]   see
[00:18:26.440 --> 00:18:26.770]   these
[00:18:26.770 --> 00:18:26.970]   ads
[00:18:26.970 --> 00:18:27.250]   on
[00:18:27.250 --> 00:18:27.300]   the
[00:18:27.300 --> 00:18:27.560]   side
[00:18:27.560 --> 00:18:27.820]   that
[00:18:27.820 --> 00:18:28.030]   say
[00:18:28.030 --> 00:18:28.280]   well
[00:18:28.280 --> 00:18:28.610]   check
[00:18:28.610 --> 00:18:28.810]   out
[00:18:28.810 --> 00:18:29.140]   that
[00:18:29.140 --> 00:18:29.280]   our
[00:18:29.280 --> 00:18:29.730]   natural
[00:18:29.730 --> 00:18:29.990]   cure
[00:18:29.990 --> 00:18:30.120]   to
[00:18:30.120 --> 00:18:30.440]   acid
[00:18:30.440 --> 00:18:30.580]   ref
[00:18:30.580 --> 00:18:30.650]  l
[00:18:30.650 --> 00:18:30.770]  ux
[00:18:30.770 --> 00:18:30.970]   and
[00:18:30.970 --> 00:18:31.280]   then
[00:18:31.280 --> 00:18:31.460]   you
[00:18:31.460 --> 00:18:31.630]  'll
[00:18:31.630 --> 00:18:31.760]   go
[00:18:31.760 --> 00:18:31.890]   to
[00:18:31.890 --> 00:18:32.200]   the
[00:18:32.200 --> 00:18:32.440]   site
[00:18:32.440 --> 00:18:32.720]   and
[00:18:32.720 --> 00:18:32.870]   It
[00:18:32.870 --> 00:18:33.300]   will
[00:18:33.300 --> 00:18:33.490]   give
[00:18:33.490 --> 00:18:33.770]   you
[00:18:33.770 --> 00:18:34.640]   information
[00:18:34.640 --> 00:18:34.820]   and
[00:18:34.820 --> 00:18:35.040]   say
[00:18:35.040 --> 00:18:35.360]   look
[00:18:35.360 --> 00:18:35.460]  ,
[00:18:35.460 --> 00:18:35.510]   you
[00:18:35.510 --> 00:18:35.640]   know
[00:18:35.640 --> 00:18:35.720]  ,
[00:18:35.720 --> 00:18:35.850]   you
[00:18:35.850 --> 00:18:35.980]   don
[00:18:35.980 --> 00:18:36.060]  't
[00:18:36.060 --> 00:18:36.260]   need
[00:18:36.260 --> 00:18:36.310]   to
[00:18:36.310 --> 00:18:36.390]   go
[00:18:36.390 --> 00:18:36.470]   to
[00:18:36.470 --> 00:18:36.510]   a
[00:18:36.510 --> 00:18:36.840]   doctor
[00:18:36.840 --> 00:18:36.840]  
[00:18:36.840 --> 00:18:36.940]   We
[00:18:36.940 --> 00:18:37.090]  'll
[00:18:37.090 --> 00:18:37.290]   just
[00:18:37.290 --> 00:18:37.490]   tell
[00:18:37.490 --> 00:18:37.640]   you
[00:18:37.640 --> 00:18:37.800]   how
[00:18:37.800 --> 00:18:37.890]   to
[00:18:37.890 --> 00:18:38.040]   eat
[00:18:38.040 --> 00:18:38.640]   differently
[00:18:38.640 --> 00:18:38.920]   We
[00:18:38.920 --> 00:18:38.980]  've
[00:18:38.980 --> 00:18:39.090]   got
[00:18:39.090 --> 00:18:39.320]   some
[00:18:39.320 --> 00:18:39.550]   good
[00:18:39.550 --> 00:18:40.200]   information
[00:18:40.200 --> 00:18:40.370]   and
[00:18:40.370 --> 00:18:40.540]   the
[00:18:40.540 --> 00:18:40.710]   the
[00:18:40.710 --> 00:18:40.810]   e
[00:18:40.810 --> 00:18:41.060]  books
[00:18:41.060 --> 00:18:41.350]   gonna
[00:18:41.350 --> 00:18:41.680]   cost
[00:18:41.680 --> 00:18:41.840]   that
[00:18:41.840 --> 00:18:41.870]   I
[00:18:41.870 --> 00:18:42.010]   know
[00:18:42.010 --> 00:18:42.220]   20
[00:18:42.220 --> 00:18:42.400]   bucks
[00:18:42.400 --> 00:18:42.470]   or
[00:18:42.470 --> 00:18:42.790]   something
[00:18:42.790 --> 00:18:42.930]   like
[00:18:42.930 --> 00:18:43.120]   that
[00:18:43.120 --> 00:18:44.000]   Sure
[00:18:44.000 --> 00:18:44.170]  ,
[00:18:44.170 --> 00:18:44.280]   you
[00:18:44.280 --> 00:18:44.520]   know
[00:18:44.520 --> 00:18:44.690]   when
[00:18:44.690 --> 00:18:44.820]   you
[00:18:44.820 --> 00:18:44.980]   have
[00:18:44.980 --> 00:18:45.160]   when
[00:18:45.160 --> 00:18:45.340]   you
[00:18:45.340 --> 00:18:45.460]   have
[00:18:45.460 --> 00:18:45.540]   an
[00:18:45.540 --> 00:18:45.760]   issue
[00:18:45.760 --> 00:18:45.930]   like
[00:18:45.930 --> 00:18:46.220]   that
[00:18:46.220 --> 00:18:46.490]   and
[00:18:46.490 --> 00:18:46.660]   you
[00:18:46.660 --> 00:18:47.000]   know
[00:18:47.000 --> 00:18:47.110]  ,
[00:18:47.110 --> 00:18:47.220]   it
[00:18:47.220 --> 00:18:47.370]  's
[00:18:47.370 --> 00:18:47.560]   just
[00:18:47.560 --> 00:18:47.700]   a
[00:18:47.700 --> 00:18:47.960]   20
[00:18:47.960 --> 00:18:48.240]   buck
[00:18:48.240 --> 00:18:48.600]   gamble
[00:18:48.600 --> 00:18:48.820]   It
[00:18:48.820 --> 00:18:49.040]  's
[00:18:49.040 --> 00:18:49.130]   easy
[00:18:49.130 --> 00:18:49.200]   for
[00:18:49.200 --> 00:18:49.310]   me
[00:18:49.310 --> 00:18:49.420]   to
[00:18:49.420 --> 00:18:49.640]   make
[00:18:49.640 --> 00:18:49.800]   the
[00:18:49.800 --> 00:18:50.240]   decision
[00:18:50.240 --> 00:18:50.350]   to
[00:18:50.350 --> 00:18:50.570]   just
[00:18:50.570 --> 00:18:50.750]   buy
[00:18:50.750 --> 00:18:50.950]   that
[00:18:50.950 --> 00:18:51.240]   book
[00:18:51.240 --> 00:18:51.420]   So
[00:18:51.420 --> 00:18:51.500]   I
[00:18:51.500 --> 00:18:51.780]   can
[00:18:51.780 --> 00:18:51.860]   I
[00:18:51.860 --> 00:18:52.390]   can
[00:18:52.390 --> 00:18:52.680]   really
[00:18:52.680 --> 00:18:52.940]   see
[00:18:52.940 --> 00:18:53.220]   how
[00:18:53.220 --> 00:18:53.580]   that
[00:18:53.580 --> 00:18:54.030]   works
[00:18:54.030 --> 00:18:54.440]  .
[00:18:54.440 --> 00:18:54.550]   Yeah
[00:18:54.550 --> 00:18:54.630]  ,
[00:18:54.630 --> 00:18:54.720]   and
[00:18:54.720 --> 00:18:54.890]   and
[00:18:54.890 --> 00:18:55.120]   that
[00:18:55.120 --> 00:18:55.230]  's
[00:18:55.230 --> 00:18:55.700]   actually
[00:18:55.700 --> 00:18:55.870]   you
[00:18:55.870 --> 00:18:56.280]   touched
[00:18:56.280 --> 00:18:56.390]   on
[00:18:56.390 --> 00:18:57.000]   something
[00:18:57.000 --> 00:18:57.260]   that
[00:18:57.260 --> 00:18:57.390]  's
[00:18:57.390 --> 00:18:58.000]   important
[00:18:58.000 --> 00:18:58.130]   We
[00:18:58.130 --> 00:18:58.260]   we
[00:18:58.260 --> 00:18:58.660]   weren
[00:18:58.660 --> 00:18:58.730]  't
[00:18:58.730 --> 00:18:59.120]   this
[00:18:59.120 --> 00:18:59.680]   analytical
[00:18:59.680 --> 00:19:00.020]   about
[00:19:00.020 --> 00:19:00.200]   it
[00:19:00.200 --> 00:19:00.400]   when
[00:19:00.400 --> 00:19:00.550]   we
[00:19:00.550 --> 00:19:00.770]   first
[00:19:00.770 --> 00:19:01.000]   began
[00:19:01.000 --> 00:19:01.250]   Like
[00:19:01.250 --> 00:19:01.320]   I
[00:19:01.320 --> 00:19:01.580]   said
[00:19:01.580 --> 00:19:02.110]   reactive
[00:19:02.110 --> 00:19:02.290]   hyp
[00:19:02.290 --> 00:19:02.550]  ogly
[00:19:02.550 --> 00:19:02.740]  cem
[00:19:02.740 --> 00:19:02.920]  ia
[00:19:02.920 --> 00:19:03.110]   just
[00:19:03.110 --> 00:19:03.300]   sort
[00:19:03.300 --> 00:19:03.450]   of
[00:19:03.450 --> 00:19:03.590]   fell
[00:19:03.590 --> 00:19:03.790]   into
[00:19:03.790 --> 00:19:03.930]   our
[00:19:03.930 --> 00:19:04.120]   lap
[00:19:04.120 --> 00:19:04.120]  
[00:19:04.120 --> 00:19:04.290]   but
[00:19:04.290 --> 00:19:04.460]   one
[00:19:04.460 --> 00:19:04.750]   thing
[00:19:04.750 --> 00:19:04.980]   that
[00:19:04.980 --> 00:19:05.090]   we
[00:19:05.090 --> 00:19:05.330]  've
[00:19:05.330 --> 00:19:05.960]   noticed
[00:19:05.960 --> 00:19:05.960]   about
[00:19:05.960 --> 00:19:06.300]   the
[00:19:06.300 --> 00:19:06.440]   books
[00:19:06.440 --> 00:19:06.650]   that
[00:19:06.650 --> 00:19:06.880]   have
[00:19:06.880 --> 00:19:07.110]   sold
[00:19:07.110 --> 00:19:07.430]   well
[00:19:07.430 --> 00:19:07.450]   in
[00:19:07.450 --> 00:19:07.620]   the
[00:19:07.620 --> 00:19:07.910]   books
[00:19:07.910 --> 00:19:08.140]   that
[00:19:08.140 --> 00:19:08.430]   haven
[00:19:08.430 --> 00:19:08.540]  't
[00:19:08.540 --> 00:19:08.760]   is
[00:19:08.760 --> 00:19:10.720]   how
[00:19:10.720 --> 00:19:11.570]   desperate
[00:19:11.570 --> 00:19:12.440]   people
[00:19:12.440 --> 00:19:12.440]   are
[00:19:12.440 --> 00:19:12.630]   For
[00:19:12.630 --> 00:19:12.840]   the
[00:19:12.840 --> 00:19:13.560]   information
[00:19:13.560 --> 00:19:13.690]  .
[00:19:13.690 --> 00:19:13.780]   So
[00:19:13.780 --> 00:19:13.960]   with
[00:19:13.960 --> 00:19:14.140]   acid
[00:19:14.140 --> 00:19:14.290]   ref
[00:19:14.290 --> 00:19:14.310]  l
[00:19:14.310 --> 00:19:14.440]  ux
[00:19:14.440 --> 00:19:14.760]   you
[00:19:14.760 --> 00:19:15.140]   you
[00:19:15.140 --> 00:19:15.430]  're
[00:19:15.430 --> 00:19:15.650]   in
[00:19:15.650 --> 00:19:16.120]   pain
[00:19:16.120 --> 00:19:16.290]  .
[00:19:16.290 --> 00:19:16.640]   You
[00:19:16.640 --> 00:19:16.690]   need
[00:19:16.690 --> 00:19:16.740]   a
[00:19:16.740 --> 00:19:17.240]   solution
[00:19:17.240 --> 00:19:17.380]  .
[00:19:17.380 --> 00:19:17.520]   You
[00:19:17.520 --> 00:19:17.710]   need
[00:19:17.710 --> 00:19:17.800]   it
[00:19:17.800 --> 00:19:18.090]   sooner
[00:19:18.090 --> 00:19:18.380]   rather
[00:19:18.380 --> 00:19:18.570]   than
[00:19:18.570 --> 00:19:18.840]   later
[00:19:18.840 --> 00:19:19.360]   and
[00:19:19.360 --> 00:19:19.970]   So
[00:19:19.970 --> 00:19:20.000]   maybe
[00:19:20.000 --> 00:19:20.460]   maybe
[00:19:20.460 --> 00:19:20.730]   you
[00:19:20.730 --> 00:19:21.000]  're
[00:19:21.000 --> 00:19:21.840]   compelled
[00:19:21.840 --> 00:19:22.040]   to
[00:19:22.040 --> 00:19:22.280]   buy
[00:19:22.280 --> 00:19:22.610]   it
[00:19:22.610 --> 00:19:22.630]  ,
[00:19:22.630 --> 00:19:22.970]   but
[00:19:22.970 --> 00:19:23.010]   but
[00:19:23.010 --> 00:19:23.080]   if
[00:19:23.080 --> 00:19:23.420]   you
[00:19:23.420 --> 00:19:23.530]  're
[00:19:23.530 --> 00:19:23.590]   not
[00:19:23.590 --> 00:19:24.120]   desperate
[00:19:24.120 --> 00:19:24.290]   for
[00:19:24.290 --> 00:19:24.460]   the
[00:19:24.460 --> 00:19:25.200]   information
[00:19:25.200 --> 00:19:25.270]  ,
[00:19:25.270 --> 00:19:25.410]   then
[00:19:25.410 --> 00:19:25.520]   you
[00:19:25.520 --> 00:19:25.710]   think
[00:19:25.710 --> 00:19:25.840]   well
[00:19:25.840 --> 00:19:25.910]   I
[00:19:25.910 --> 00:19:26.130]  'll
[00:19:26.130 --> 00:19:26.460]   just
[00:19:26.460 --> 00:19:26.710]   keep
[00:19:26.710 --> 00:19:26.990]   goog
[00:19:26.990 --> 00:19:27.430]  ling
[00:19:27.430 --> 00:19:27.530]   it
[00:19:27.530 --> 00:19:27.650]  .
[00:19:27.650 --> 00:19:27.840]   So
[00:19:27.840 --> 00:19:28.310]   there
[00:19:28.310 --> 00:19:28.490]  's
[00:19:28.490 --> 00:19:28.580]   a
[00:19:28.580 --> 00:19:29.050]   there
[00:19:29.050 --> 00:19:29.230]  's
[00:19:29.230 --> 00:19:29.320]   a
[00:19:29.320 --> 00:19:29.690]   book
[00:19:29.690 --> 00:19:30.060]   that
[00:19:30.060 --> 00:19:30.240]   we
[00:19:30.240 --> 00:19:30.610]   have
[00:19:30.610 --> 00:19:30.850]   called
[00:19:30.850 --> 00:19:31.540]   T
[00:19:31.540 --> 00:19:31.550]  iet
[00:19:31.550 --> 00:19:31.720]  ze
[00:19:31.720 --> 00:19:31.960]  's
[00:19:31.960 --> 00:19:32.680]   syndrome
[00:19:32.680 --> 00:19:33.040]   and
[00:19:33.880 --> 00:19:33.220]   That
[00:19:33.220 --> 00:19:33.700]  's
[00:19:33.700 --> 00:19:33.770]   one
[00:19:33.770 --> 00:19:34.100]   that
[00:19:34.100 --> 00:19:34.530]   that
[00:19:34.530 --> 00:19:34.590]  's
[00:19:34.590 --> 00:19:35.080]   pretty
[00:19:35.080 --> 00:19:35.810]   popular
[00:19:35.810 --> 00:19:35.890]   and
[00:19:35.890 --> 00:19:36.130]   the
[00:19:36.130 --> 00:19:36.620]   reason
[00:19:36.620 --> 00:19:36.780]   is
[00:19:36.780 --> 00:19:37.110]   that
[00:19:37.110 --> 00:19:37.190]   T
[00:19:37.190 --> 00:19:37.430]  iet
[00:19:37.430 --> 00:19:37.680]  ze
[00:19:37.680 --> 00:19:37.770]  's
[00:19:37.770 --> 00:19:38.410]   syndrome
[00:19:38.410 --> 00:19:38.570]   is
[00:19:38.570 --> 00:19:38.760]   a
[00:19:38.760 --> 00:19:38.960]   It
[00:19:38.960 --> 00:19:39.360]  's
[00:19:39.360 --> 00:19:39.360]   it
[00:19:39.360 --> 00:19:39.560]  's
[00:19:39.560 --> 00:19:39.650]   a
[00:19:39.650 --> 00:19:40.190]   type
[00:19:40.190 --> 00:19:40.270]   of
[00:19:40.270 --> 00:19:41.160]   arthritis
[00:19:41.160 --> 00:19:41.560]   that
[00:19:41.560 --> 00:19:42.160]   occurs
[00:19:42.160 --> 00:19:42.370]   in
[00:19:42.370 --> 00:19:42.660]   the
[00:19:42.660 --> 00:19:42.860]   in
[00:19:42.860 --> 00:19:43.160]   the
[00:19:43.160 --> 00:19:43.460]   rib
[00:19:43.460 --> 00:19:43.660]  ca
[00:19:43.660 --> 00:19:43.860]  ge
[00:19:43.860 --> 00:19:44.160]   and
[00:19:44.160 --> 00:19:44.370]   it
[00:19:44.370 --> 00:19:44.820]  's
[00:19:44.820 --> 00:19:44.910]   exc
[00:19:44.910 --> 00:19:45.060]  ru
[00:19:45.060 --> 00:19:45.270]  ci
[00:19:45.270 --> 00:19:45.760]  ating
[00:19:45.760 --> 00:19:45.960]  ly
[00:19:45.960 --> 00:19:46.720]   painful
[00:19:46.720 --> 00:19:47.380]   Especially
[00:19:47.380 --> 00:19:47.510]   at
[00:19:47.510 --> 00:19:47.840]   first
[00:19:47.840 --> 00:19:48.010]   it
[00:19:48.010 --> 00:19:48.100]  's
[00:19:48.100 --> 00:19:48.230]   it
[00:19:48.230 --> 00:19:48.430]  's
[00:19:48.430 --> 00:19:48.490]   it
[00:19:48.490 --> 00:19:48.620]  's
[00:19:48.620 --> 00:19:48.940]   from
[00:19:48.940 --> 00:19:48.940]   a
[00:19:48.940 --> 00:19:49.300]   virus
[00:19:49.300 --> 00:19:49.820]   Prim
