
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.790]   Join
[00:17:54.030 --> 00:17:54.090]  't
[00:17:54.090 --> 00:17:54.370]   matter
[00:17:54.370 --> 00:17:54.540]   who
[00:17:54.540 --> 00:17:54.670]   it
[00:17:54.670 --> 00:17:54.760]   is
[00:17:54.760 --> 00:17:54.960]  ,
[00:17:54.960 --> 00:17:55.180]   but
[00:17:55.180 --> 00:17:55.400]   at
[00:17:55.400 --> 00:17:56.100]   the
[00:17:56.100 --> 00:17:56.400]   same
[00:17:56.400 --> 00:17:56.400]   time
[00:17:56.400 --> 00:17:56.400]  -
[00:17:56.400 --> 00:17:56.440]   -
[00:17:56.440 --> 00:17:56.530]   So
[00:17:56.530 --> 00:17:56.660]   how
[00:17:56.660 --> 00:17:56.840]   many
[00:17:56.840 --> 00:17:57.240]   campaigns
[00:17:57.240 --> 00:17:57.330]   do
[00:17:57.330 --> 00:17:57.460]   you
[00:17:57.460 --> 00:17:57.610]   run
[00:17:57.610 --> 00:17:57.760]  ?
[00:17:57.760 --> 00:17:57.830]   -
[00:17:57.830 --> 00:17:58.740]   Oh
[00:17:58.740 --> 00:17:58.800]  ,
[00:17:58.800 --> 00:17:59.000]   God
[00:17:59.000 --> 00:17:59.200]  .
[00:18:00.160 --> 00:17:59.300]   -
[00:17:59.300 --> 00:17:59.410]   I
[00:17:59.410 --> 00:18:00.220]   think
[00:18:00.220 --> 00:18:00.270]   we
[00:18:00.270 --> 00:18:00.560]  've
[00:18:00.560 --> 00:18:00.900]   got
[00:18:00.900 --> 00:18:01.350]   like
[00:18:01.350 --> 00:18:02.390]   190
[00:18:02.390 --> 00:18:03.150]   active
[00:18:03.150 --> 00:18:03.700]   right
[00:18:03.700 --> 00:18:03.990]   now
[00:18:03.990 --> 00:18:04.350]  .
[00:18:04.350 --> 00:18:04.780]   Some
[00:18:04.780 --> 00:18:05.170]   are
[00:18:05.170 --> 00:18:05.760]   small
[00:18:05.760 --> 00:18:05.920]  ,
[00:18:05.920 --> 00:18:06.720]   some
[00:18:06.720 --> 00:18:07.010]   are
[00:18:07.010 --> 00:18:07.060]   big
[00:18:07.060 --> 00:18:07.400]  .
[00:18:07.400 --> 00:18:07.630]   At
[00:18:07.630 --> 00:18:07.970]   one
[00:18:07.970 --> 00:18:08.540]   point
[00:18:08.540 --> 00:18:08.880]  ,
[00:18:08.880 --> 00:18:09.070]   we
[00:18:09.070 --> 00:18:09.350]   had
[00:18:09.350 --> 00:18:09.910]   almost
[00:18:09.910 --> 00:18:10.760]   450
[00:18:10.760 --> 00:18:11.320]   search
[00:18:11.320 --> 00:18:12.270]   campaigns
[00:18:12.270 --> 00:18:12.830]   running
[00:18:12.830 --> 00:18:13.580]   daily
[00:18:13.580 --> 00:18:13.670]  .
[00:18:13.670 --> 00:18:13.700]   -
[00:18:13.700 --> 00:18:13.950]   Wow
[00:18:13.950 --> 00:18:14.230]  .
[00:18:14.230 --> 00:18:14.500]   Why
[00:18:14.500 --> 00:18:14.800]   do
[00:18:14.800 --> 00:18:14.980]   you
[00:18:14.980 --> 00:18:15.420]   have
[00:18:15.420 --> 00:18:15.540]   so
[00:18:15.540 --> 00:18:16.000]   many
[00:18:16.000 --> 00:18:16.380]   fewer
[00:18:16.380 --> 00:18:16.670]   now
[00:18:16.670 --> 00:18:17.040]  ?
[00:18:17.040 --> 00:18:17.110]   -
[00:18:17.110 --> 00:18:17.500]   Well
[00:18:17.500 --> 00:18:17.530]  ,
[00:18:17.530 --> 00:18:17.670]   we
[00:18:17.670 --> 00:18:18.190]   narrow
[00:18:18.190 --> 00:18:18.280]  ed
[00:18:18.280 --> 00:18:18.450]   our
[00:18:18.450 --> 00:18:19.010]   focus
[00:18:19.010 --> 00:18:19.090]   down
[00:18:19.090 --> 00:18:19.300]  .
[00:18:19.300 --> 00:18:19.660]   There
[00:18:19.660 --> 00:18:19.940]   were
[00:18:19.940 --> 00:18:20.250]   also
[00:18:20.250 --> 00:18:20.290]   a
[00:18:20.290 --> 00:18:20.500]   lot
[00:18:20.500 --> 00:18:20.640]   of
[00:18:20.640 --> 00:18:21.140]   changes
[00:18:21.140 --> 00:18:21.280]   in
[00:18:21.280 --> 00:18:21.490]   the
[00:18:21.490 --> 00:18:22.170]   affiliate
[00:18:22.170 --> 00:18:22.700]   industry
[00:18:22.700 --> 00:18:23.040]  .
[00:18:24.080 --> 00:18:24.080]  
[00:18:24.080 --> 00:18:24.400]   There
[00:18:24.400 --> 00:18:24.590]  's
[00:18:24.590 --> 00:18:24.770]   been
[00:18:24.770 --> 00:18:24.830]   a
[00:18:24.830 --> 00:18:25.050]   lot
[00:18:25.050 --> 00:18:25.140]   of
[00:18:25.140 --> 00:18:25.590]   issues
[00:18:25.590 --> 00:18:25.770]   with
[00:18:25.770 --> 00:18:26.090]   taxes
[00:18:26.090 --> 00:18:26.280]  .
[00:18:26.280 --> 00:18:26.920]   California
[00:18:26.920 --> 00:18:27.090]   is
[00:18:27.090 --> 00:18:27.450]   still
[00:18:27.450 --> 00:18:28.030]   attempting
[00:18:28.030 --> 00:18:28.120]   to
[00:18:28.120 --> 00:18:28.430]   pass
[00:18:28.430 --> 00:18:28.640]  .
[00:18:28.640 --> 00:18:28.720]   In
[00:18:28.720 --> 00:18:28.900]   fact
[00:18:28.900 --> 00:18:28.960]  ,
[00:18:28.960 --> 00:18:29.530]   good
[00:18:29.530 --> 00:18:29.640]   thing
[00:18:29.640 --> 00:18:29.710]   I
[00:18:29.710 --> 00:18:30.240]  'm
[00:18:30.240 --> 00:18:30.630]   mentioning
[00:18:30.630 --> 00:18:30.930]   this
[00:18:30.930 --> 00:18:31.080]   is
[00:18:31.080 --> 00:18:31.430]   that
[00:18:31.430 --> 00:18:32.160]   California
[00:18:32.160 --> 00:18:32.300]   is
[00:18:32.300 --> 00:18:33.070]   attempting
[00:18:33.070 --> 00:18:33.220]   to
[00:18:33.220 --> 00:18:33.600]   pass
[00:18:33.600 --> 00:18:33.790]   AB
[00:18:33.790 --> 00:18:33.880]  -
[00:18:33.880 --> 00:18:34.470]  15
[00:18:34.470 --> 00:18:34.760]  3
[00:18:34.760 --> 00:18:34.950]  ,
[00:18:34.950 --> 00:18:35.440]   which
[00:18:35.440 --> 00:18:35.630]   is
[00:18:35.630 --> 00:18:35.820]   an
[00:18:35.820 --> 00:18:36.710]   affiliate
[00:18:36.710 --> 00:18:36.900]   ne
[00:18:36.900 --> 00:18:37.190]  xus
[00:18:37.190 --> 00:18:37.480]   tax
[00:18:37.480 --> 00:18:37.760]  ,
[00:18:37.760 --> 00:18:38.000]   which
[00:18:38.000 --> 00:18:38.410]   basically
[00:18:38.410 --> 00:18:38.600]   says
[00:18:38.600 --> 00:18:38.790]   that
[00:18:38.790 --> 00:18:38.880]   if
[00:18:38.880 --> 00:18:39.020]   you
[00:18:39.020 --> 00:18:39.170]  're
[00:18:39.170 --> 00:18:39.280]   an
[00:18:39.280 --> 00:18:39.600]   affiliate
[00:18:39.600 --> 00:18:39.950]   market
[00:18:39.950 --> 00:18:40.070]  er
[00:18:40.070 --> 00:18:40.170]   in
[00:18:40.170 --> 00:18:40.760]   California
[00:18:40.760 --> 00:18:40.960]   and
[00:18:40.960 --> 00:18:40.990]   a
[00:18:40.990 --> 00:18:41.360]   person
[00:18:41.360 --> 00:18:41.450]   in
[00:18:41.450 --> 00:18:42.060]   California
[00:18:42.060 --> 00:18:42.330]   buys
[00:18:42.330 --> 00:18:42.370]   a
[00:18:42.370 --> 00:18:42.740]   product
[00:18:42.740 --> 00:18:43.150]   through
[00:18:43.150 --> 00:18:43.400]  ,
[00:18:43.400 --> 00:18:43.550]   say
[00:18:43.550 --> 00:18:43.680]  ,
[00:18:43.680 --> 00:18:44.030]   Amazon
[00:18:44.030 --> 00:18:44.140]   or
[00:18:44.140 --> 00:18:44.360]   Over
[00:18:44.360 --> 00:18:44.660]  stock
[00:18:44.660 --> 00:18:44.800]  ,
[00:18:44.800 --> 00:18:45.020]   Amazon
[00:18:45.020 --> 00:18:45.640]   or
[00:18:45.640 --> 00:18:45.750]   Over
[00:18:45.750 --> 00:18:46.140]  stock
[00:18:46.140 --> 00:18:46.300]   or
[00:18:46.300 --> 00:18:46.550]   any
[00:18:46.550 --> 00:18:47.170]   merchant
[00:18:47.170 --> 00:18:47.410]   out
[00:18:47.410 --> 00:18:47.570]   of
[00:18:47.570 --> 00:18:47.960]   state
[00:18:47.960 --> 00:18:48.550]   that
[00:18:48.550 --> 00:18:48.670]   doesn
[00:18:48.670 --> 00:18:48.840]  't
[00:18:48.840 --> 00:18:49.140]   have
[00:18:49.140 --> 00:18:49.210]   a
[00:18:49.210 --> 00:18:50.060]   presence
[00:18:50.060 --> 00:18:50.170]   still
[00:18:50.170 --> 00:18:50.400]   has
[00:18:50.400 --> 00:18:50.560]   to
[00:18:50.560 --> 00:18:50.800]   pay
[00:18:50.800 --> 00:18:50.800]  
[00:18:50.800 --> 00:18:51.100]   sales
[00:18:51.100 --> 00:18:51.300]   tax
[00:18:51.300 --> 00:18:51.730]   because
[00:18:51.730 --> 00:18:51.890]   you
[00:18:51.890 --> 00:18:52.010]   as
[00:18:52.010 --> 00:18:52.130]   an
[00:18:52.130 --> 00:18:52.690]   affiliate
[00:18:52.690 --> 00:18:52.860]   are
[00:18:52.860 --> 00:18:53.470]   considered
[00:18:53.470 --> 00:18:53.590]   an
[00:18:53.590 --> 00:18:53.720]   in
[00:18:53.720 --> 00:18:53.770]  -
[00:18:53.770 --> 00:18:54.070]  state
[00:18:54.070 --> 00:18:54.650]   presence
[00:18:54.650 --> 00:18:54.860]   for
[00:18:54.860 --> 00:18:55.040]   that
[00:18:55.040 --> 00:18:55.300]   out
[00:18:55.300 --> 00:18:55.370]  -
[00:18:55.370 --> 00:18:55.550]  of
[00:18:55.550 --> 00:18:55.690]  -
[00:18:55.690 --> 00:18:56.060]  state
[00:18:56.060 --> 00:18:56.700]   retailer
[00:18:56.700 --> 00:18:57.080]  .
[00:18:57.080 --> 00:18:57.260]   -
[00:18:57.260 --> 00:18:57.420]   Does
[00:18:57.420 --> 00:18:57.760]   that
[00:18:57.760 --> 00:18:58.160]   mean
[00:18:58.160 --> 00:18:58.240]   you
[00:18:58.240 --> 00:18:58.320]  're
[00:18:58.320 --> 00:18:58.640]   moving
[00:18:58.640 --> 00:18:58.960]   from
[00:18:58.960 --> 00:18:59.610]   California
[00:18:59.610 --> 00:18:59.740]   to
[00:18:59.740 --> 00:19:00.320]   somewhere
[00:19:00.320 --> 00:19:00.580]   like
[00:19:00.580 --> 00:19:01.160]   Nevada
[00:19:01.160 --> 00:19:01.220]  ?
[00:19:01.220 --> 00:19:01.250]   -
[00:19:01.250 --> 00:19:01.480]   Poss
[00:19:01.480 --> 00:19:01.810]  ibly
[00:19:01.810 --> 00:19:02.270]   Colorado
[00:19:02.270 --> 00:19:02.450]  .
[00:19:02.450 --> 00:19:02.700]   They
[00:19:02.700 --> 00:19:02.960]  've
[00:19:02.960 --> 00:19:03.200]   already
[00:19:03.200 --> 00:19:03.440]   gone
[00:19:03.440 --> 00:19:03.730]   through
[00:19:03.730 --> 00:19:03.850]   the
[00:19:03.850 --> 00:19:04.050]   whole
[00:19:04.050 --> 00:19:04.210]   mess
[00:19:04.210 --> 00:19:04.330]   and
[00:19:04.330 --> 00:19:04.650]   have
[00:19:04.650 --> 00:19:04.710]   come
[00:19:04.710 --> 00:19:04.770]   out
[00:19:04.770 --> 00:19:04.890]   the
[00:19:04.890 --> 00:19:05.090]   other
[00:19:05.090 --> 00:19:05.250]   side
[00:19:05.250 --> 00:19:05.540]   without
[00:19:05.540 --> 00:19:05.660]   the
[00:19:05.660 --> 00:19:05.820]   law
[00:19:05.820 --> 00:19:06.000]  .
[00:19:06.000 --> 00:19:06.780]   But
[00:19:06.780 --> 00:19:07.820]   the
[00:19:07.820 --> 00:19:07.840]  -
[00:19:07.840 --> 00:19:07.880]   -
[00:19:07.880 --> 00:19:07.990]   So
[00:19:07.990 --> 00:19:08.100]   you
[00:19:08.100 --> 00:19:08.230]  're
[00:19:08.230 --> 00:19:08.460]   based
[00:19:08.460 --> 00:19:08.550]   in
[00:19:08.550 --> 00:19:09.010]   California
[00:19:09.010 --> 00:19:09.140]   now
[00:19:09.140 --> 00:19:09.310]  ?
[00:19:09.310 --> 00:19:09.350]   -
[00:19:09.350 --> 00:19:09.440]   I
[00:19:09.440 --> 00:19:09.550]   am
[00:19:09.550 --> 00:19:09.670]   based
[00:19:09.670 --> 00:19:09.760]   in
[00:19:09.760 --> 00:19:10.280]   California
[00:19:10.280 --> 00:19:10.350]   now
[00:19:10.350 --> 00:19:10.560]  .
[00:19:10.560 --> 00:19:10.720]   I
[00:19:10.720 --> 00:19:10.860]   don
[00:19:10.860 --> 00:19:10.880]  't
[00:19:10.880 --> 00:19:11.110]   want
[00:19:11.110 --> 00:19:11.220]   to
[00:19:11.220 --> 00:19:11.560]   leave
[00:19:11.560 --> 00:19:11.610]  ,
[00:19:11.610 --> 00:19:11.850]   but
[00:19:11.850 --> 00:19:12.110]   there
[00:19:12.110 --> 00:19:12.340]  's
[00:19:12.340 --> 00:19:12.610]   one
[00:19:12.610 --> 00:19:12.620]   other
[00:19:12.620 --> 00:19:12.930]   bill
[00:19:12.930 --> 00:19:12.960]  ,
[00:19:12.960 --> 00:19:13.130]   and
[00:19:13.130 --> 00:19:13.360]   this
[00:19:13.360 --> 00:19:13.480]   is
[00:19:13.480 --> 00:19:13.640]   one
[00:19:13.640 --> 00:19:13.870]   that
[00:19:13.870 --> 00:19:14.150]   every
[00:19:14.150 --> 00:19:14.550]   startup
[00:19:14.550 --> 00:19:14.890]   should
[00:19:14.890 --> 00:19:15.120]   know
[00:19:15.120 --> 00:19:15.400]   about
[00:19:15.400 --> 00:19:15.680]  .
[00:19:16.480 --> 00:19:16.600]  
[00:19:16.600 --> 00:19:16.650]   SB
[00:19:16.650 --> 00:19:16.730]  -
[00:19:16.730 --> 00:19:17.250]  23
[00:19:17.250 --> 00:19:17.510]  4
[00:19:17.510 --> 00:19:17.740]   is
[00:19:17.740 --> 00:19:18.730]   attempting
[00:19:18.730 --> 00:19:18.840]   to
[00:19:18.840 --> 00:19:19.100]   take
[00:19:19.100 --> 00:19:19.430]   that
[00:19:19.430 --> 00:19:19.870]   whole
[00:19:19.870 --> 00:19:20.300]   ne
[00:19:20.300 --> 00:19:20.570]  xus
[00:19:20.570 --> 00:19:20.740]   thing
[00:19:20.740 --> 00:19:20.820]   a
[00:19:20.820 --> 00:19:21.170]   step
[00:19:21.170 --> 00:19:21.810]   further
[00:19:21.810 --> 00:19:21.950]   by
[00:19:21.950 --> 00:19:22.560]   saying
[00:19:22.560 --> 00:19:23.600]   any
[00:19:23.600 --> 00:19:24.800]   contractor
[00:19:24.800 --> 00:19:25.040]  ,
[00:19:25.040 --> 00:19:25.750]   any
[00:19:25.750 --> 00:19:26.070]   service
[00:19:26.070 --> 00:19:26.990]   provider
[00:19:26.990 --> 00:19:27.130]  ,
[00:19:27.130 --> 00:19:27.390]   any
[00:19:27.390 --> 00:19:28.010]   sort
[00:19:28.010 --> 00:19:28.100]   of
[00:19:28.100 --> 00:19:28.730]   company
[00:19:28.730 --> 00:19:29.140]   that
[00:19:29.140 --> 00:19:29.340]   in
[00:19:29.340 --> 00:19:29.640]   any
[00:19:29.640 --> 00:19:30.050]   way
[00:19:30.050 --> 00:19:30.270]   has
[00:19:30.270 --> 00:19:30.370]   a
[00:19:30.370 --> 00:19:30.780]   paid
[00:19:30.780 --> 00:19:32.080]   relationship
[00:19:32.080 --> 00:19:32.240]   with
[00:19:32.240 --> 00:19:32.560]   the
[00:19:32.560 --> 00:19:33.250]   retailer
[00:19:33.250 --> 00:19:33.990]   that
[00:19:33.990 --> 00:19:34.060]   is
[00:19:34.060 --> 00:19:34.380]   out
[00:19:34.380 --> 00:19:34.590]   of
[00:19:34.590 --> 00:19:35.120]   state
[00:19:35.120 --> 00:19:35.910]   makes
[00:19:35.910 --> 00:19:36.460]   that
[00:19:36.460 --> 00:19:36.940]   retailer
[00:19:36.940 --> 00:19:37.370]   have
[00:19:37.370 --> 00:19:37.580]   an
[00:19:37.580 --> 00:19:37.890]   in
[00:19:37.890 --> 00:19:37.980]  -
[00:19:37.980 --> 00:19:38.420]  state
[00:19:38.420 --> 00:19:38.630]   ne
[00:19:38.630 --> 00:19:38.940]  xus
[00:19:38.940 --> 00:19:39.360]  .
[00:19:39.360 --> 00:19:39.490]   So
[00:19:39.490 --> 00:19:39.820]   if
[00:19:39.820 --> 00:19:39.920]   you
[00:19:39.920 --> 00:19:40.120]  ,
[00:19:40.120 --> 00:19:40.360]   Justin
[00:19:40.360 --> 00:19:40.490]  ,
[00:19:40.490 --> 00:19:40.850]   did
[00:19:40.850 --> 00:19:40.960]   some
[00:19:40.960 --> 00:19:41.090]  ,
[00:19:41.090 --> 00:19:41.290]   let
[00:19:41.290 --> 00:19:41.420]  's
[00:19:41.420 --> 00:19:41.810]   just
[00:19:41.810 --> 00:19:41.890]   say
[00:19:41.890 --> 00:19:42.160]   just
[00:19:42.160 --> 00:19:42.420]   for
[00:19:42.420 --> 00:19:42.560]   the
[00:19:42.560 --> 00:19:42.830]   sake
[00:19:42.830 --> 00:19:42.960]   of
[00:19:42.960 --> 00:19:43.500]   argument
[00:19:43.500 --> 00:19:43.760]  ,
[00:19:43.760 --> 00:19:43.920]   you
[00:19:43.920 --> 00:19:44.400]   did
[00:19:44.400 --> 00:19:44.540]  
[00:19:44.540 --> 00:19:44.650]   some
[00:19:44.650 --> 00:19:44.850]   web
[00:19:44.850 --> 00:19:45.220]   design
[00:19:45.220 --> 00:19:45.520]   work
[00:19:45.520 --> 00:19:45.780]   for
[00:19:45.780 --> 00:19:45.870]   an
[00:19:45.870 --> 00:19:45.980]   out
[00:19:45.980 --> 00:19:46.030]  -
[00:19:46.030 --> 00:19:46.150]  of
[00:19:46.150 --> 00:19:46.210]  -
[00:19:46.210 --> 00:19:46.530]  state
[00:19:46.530 --> 00:19:47.040]   retailer
[00:19:47.040 --> 00:19:47.160]  ,
[00:19:47.160 --> 00:19:47.350]   but
[00:19:47.350 --> 00:19:47.650]   you
[00:19:47.650 --> 00:19:47.800]  're
[00:19:47.800 --> 00:19:47.850]   in
[00:19:47.850 --> 00:19:48.490]   California
[00:19:48.490 --> 00:19:48.720]  ,
[00:19:48.720 --> 00:19:49.260]   suddenly
[00:19:49.260 --> 00:19:49.670]   that
[00:19:49.670 --> 00:19:49.740]   out
[00:19:49.740 --> 00:19:49.800]  -
[00:19:49.800 --> 00:19:49.930]  of
[00:19:49.930 --> 00:19:49.990]  -
[00:19:49.990 --> 00:19:50.330]  state
[00:19:50.330 --> 00:19:50.890]   retailer
[00:19:50.890 --> 00:19:51.080]   has
[00:19:51.080 --> 00:19:51.210]   an
[00:19:51.210 --> 00:19:51.340]   in
[00:19:51.340 --> 00:19:51.400]  -
[00:19:51.400 --> 00:19:51.740]  state
[00:19:51.740 --> 00:19:52.290]   presence
[00:19:52.290 --> 00:19:52.490]   and
[00:19:52.490 --> 00:19:52.690]   has
[00:19:52.690 --> 00:19:52.820]   to
[00:19:52.820 --> 00:19:53.360]   charge
[00:19:53.360 --> 00:19:53.680]   sales
[00:19:53.680 --> 00:19:54.320]   tax
[00:19:54.320 --> 00:19:54.320]  ,
[00:19:54.320 --> 00:19:54.990]   period
[00:19:54.990 --> 00:19:55.060]  .
[00:19:55.060 --> 00:19:55.520]   So
[00:19:55.520 --> 00:19:55.740]   it
[00:19:55.740 --> 00:19:56.080]   is
[00:19:56.080 --> 00:19:56.410]   a
[00:19:56.410 --> 00:19:56.430]   law
[00:19:56.430 --> 00:19:56.850]   that
[00:19:56.850 --> 00:19:57.400]   could
[00:19:57.400 --> 00:19:57.950]   quite
[00:19:57.950 --> 00:19:59.200]   completely
[00:19:59.200 --> 00:19:59.700]   kill
[00:19:59.700 --> 00:20:00.620]   many
[00:20:00.620 --> 00:20:00.880]   online
[00:20:00.880 --> 00:20:01.520]   businesses
[00:20:01.520 --> 00:20:01.760]   for
[00:20:01.760 --> 00:20:02.160]   anyone
[00:20:02.160 --> 00:20:02.300]   who
[00:20:02.300 --> 00:20:02.400]  's
[00:20:02.400 --> 00:20:02.650]   trying
[00:20:02.650 --> 00:20:02.730]   to
[00:20:02.730 --> 00:20:02.900]   work
[00:20:02.900 --> 00:20:03.090]   with
[00:20:03.090 --> 00:20:03.190]   out
[00:20:03.190 --> 00:20:03.230]  -
[00:20:03.230 --> 00:20:03.310]  of
[00:20:03.310 --> 00:20:03.350]  -
[00:20:03.350 --> 00:20:03.590]  state
[00:20:03.590 --> 00:20:03.940]   companies
[00:20:03.940 --> 00:20:04.100]  .
[00:20:04.100 --> 00:20:04.190]   -
[00:20:04.190 --> 00:20:04.270]   That
[00:20:04.270 --> 00:20:04.340]   is
[00:20:04.340 --> 00:20:04.790]   ridiculous
[00:20:04.790 --> 00:20:04.960]  .
[00:20:04.960 --> 00:20:05.020]   -
[00:20:05.020 --> 00:20:05.270]   Well
[00:20:05.270 --> 00:20:05.410]  ,
[00:20:05.410 --> 00:20:05.620]   I
[00:20:05.620 --> 00:20:05.730]   mean
[00:20:05.730 --> 00:20:05.860]  ,
[00:20:05.860 --> 00:20:05.920]   I
[00:20:05.920 --> 00:20:06.240]   guess
[00:20:06.240 --> 00:20:06.420]   the
[00:20:06.420 --> 00:20:06.820]   states
[00:20:06.820 --> 00:20:07.010]   are
[00:20:07.010 --> 00:20:07.140]   in
[00:20:07.140 --> 00:20:07.400]   such
[00:20:07.400 --> 00:20:07.590]   bad
[00:20:07.590 --> 00:20:08.180]   financial
[00:20:08.180 --> 00:20:08.510]   shape
[00:20:08.510 --> 00:20:08.720]  ,
[00:20:08.720 --> 00:20:08.760]   they
[00:20:08.760 --> 00:20:08.850]  're
[00:20:08.850 --> 00:20:08.960]   doing
[00:20:08.960 --> 00:20:09.280]   whatever
[00:20:09.280 --> 00:20:09.440]   they
[00:20:09.440 --> 00:20:09.440]  
[00:20:09.440 --> 00:20:09.660]   can
[00:20:09.660 --> 00:20:09.800]   to
[00:20:09.800 --> 00:20:10.020]   try
[00:20:10.020 --> 00:20:10.240]   and
[00:20:10.240 --> 00:20:10.610]   bring
[00:20:10.610 --> 00:20:10.750]   in
[00:20:10.750 --> 00:20:11.070]   some
[00:20:11.070 --> 00:20:11.540]   revenue
[00:20:11.540 --> 00:20:11.990]  .
[00:20:11.990 --> 00:20:12.380]   And
[00:20:12.380 --> 00:20:12.690]   obviously
[00:20:12.690 --> 00:20:12.940]   that
[00:20:12.940 --> 00:20:13.100]  's
[00:20:13.100 --> 00:20:13.220]  ,
[00:20:13.220 --> 00:20:13.430]   you
[00:20:13.430 --> 00:20:13.770]   know
[00:20:13.770 --> 00:20:14.020]  ,
[00:20:14.020 --> 00:20:14.480]   cutting
[00:20:14.480 --> 00:20:14.960]   programs
[00:20:14.960 --> 00:20:15.120]   is
[00:20:15.120 --> 00:20:15.360]   so
[00:20:15.360 --> 00:20:16.000]   politically
[00:20:16.000 --> 00:20:16.540]   painful
[00:20:16.540 --> 00:20:16.900]   that
[00:20:16.900 --> 00:20:17.070]   the
[00:20:17.070 --> 00:20:17.360]   next
[00:20:17.360 --> 00:20:17.750]   thing
[00:20:17.750 --> 00:20:17.890]   is
[00:20:17.890 --> 00:20:18.260]   to
[00:20:18.260 --> 00:20:18.350]   pass
[00:20:18.350 --> 00:20:18.750]   taxes
[00:20:18.750 --> 00:20:18.880]  ,
[00:20:18.880 --> 00:20:19.110]   but
[00:20:19.110 --> 00:20:19.650]   passing
[00:20:19.650 --> 00:20:20.420]   employment
[00:20:20.420 --> 00:20:20.880]   taxes
[00:20:20.880 --> 00:20:21.680]   is
[00:20:21.680 --> 00:20:22.080]   really
[00:20:22.080 --> 00:20:22.320]   hard
[00:20:22.320 --> 00:20:22.640]   politically
[00:20:22.640 --> 00:20:22.820]   so
[00:20:22.820 --> 00:20:23.000]   to
[00:20:23.000 --> 00:20:23.180]   do
[00:20:23.180 --> 00:20:23.730]   sneaky
[00:20:23.730 --> 00:20:24.260]   things
[00:20:24.260 --> 00:20:24.620]   like
[00:20:24.620 --> 00:20:24.980]   this
[00:20:24.980 --> 00:20:25.250]   and
[00:20:25.250 --> 00:20:26.070]   hopefully
[00:20:26.070 --> 00:20:26.430]   that
[00:20:26.430 --> 00:20:26.610]   it
[00:20:26.610 --> 00:20:27.120]   will
[00:20:27.120 --> 00:20:27.150]   go
[00:20:27.150 --> 00:20:28.060]   underneath
[00:20:28.060 --> 00:20:28.360]   the
[00:20:28.360 --> 00:20:28.690]   eyes
[00:20:28.690 --> 00:20:28.960]   of
[00:20:28.960 --> 00:20:30.090]  ,
[00:20:30.090 --> 00:20:30.680]   I
[00:20:30.680 --> 00:20:30.950]   guess
[00:20:30.950 --> 00:20:31.120]  ,
[00:20:31.120 --> 00:20:31.450]   most
[00:20:31.450 --> 00:20:32.270]   mainstream
[00:20:32.270 --> 00:20:32.680]   media
[00:20:32.680 --> 00:20:32.920]  .
[00:20:32.920 --> 00:20:33.320]   -
[00:20:33.320 --> 00:20:33.330]   Yeah
[00:20:33.330 --> 00:20:33.520]  ,
[00:20:33.520 --> 00:20:33.680]   well
[00:20:33.680 --> 00:20:33.710]  ,
[00:20:33.710 --> 00:20:34.000]   even
[00:20:34.000 --> 00:20:34.240]   having
[00:20:34.240 --> 00:20:34.400]   a
[00:20:35.680 --> 00:20:35.840]  
[00:20:35.840 --> 00:20:35.940]   post
[00:20:35.940 --> 00:20:36.200]   with
[00:20:36.200 --> 00:20:36.260]   a
[00:20:36.260 --> 00:20:36.660]   server
[00:20:36.660 --> 00:20:36.790]   on
[00:20:36.790 --> 00:20:36.870]   a
[00:20:36.870 --> 00:20:37.110]   rack
[00:20:37.110 --> 00:20:37.230]   in
[00:20:37.230 --> 00:20:37.910]   California
[00:20:37.910 --> 00:20:38.030]  ,
[00:20:38.030 --> 00:20:38.290]   even
[00:20:38.290 --> 00:20:38.430]   if
[00:20:38.430 --> 00:20:38.670]   the
[00:20:38.670 --> 00:20:38.820]   web
[00:20:38.820 --> 00:20:39.080]   host
[00:20:39.080 --> 00:20:39.210]   is
[00:20:39.210 --> 00:20:39.340]   in
[00:20:39.340 --> 00:20:39.840]   Texas
[00:20:39.840 --> 00:20:39.930]  ,
[00:20:39.930 --> 00:20:40.060]   still
[00:20:40.060 --> 00:20:40.240]   qual
[00:20:40.240 --> 00:20:40.480]  ifies
[00:20:40.480 --> 00:20:40.630]   as
[00:20:40.630 --> 00:20:40.720]   a
[00:20:40.720 --> 00:20:41.420]   California
[00:20:41.420 --> 00:20:41.720]   state
[00:20:41.720 --> 00:20:42.250]   presence
[00:20:42.250 --> 00:20:42.460]  .
[00:20:42.460 --> 00:20:42.670]   So
[00:20:42.670 --> 00:20:42.710]   it
[00:20:42.710 --> 00:20:42.840]  's
[00:20:42.840 --> 00:20:43.440]   something
[00:20:43.440 --> 00:20:43.830]   that
[00:20:43.830 --> 00:20:43.870]   it
[00:20:43.870 --> 00:20:44.360]   actually
[00:20:44.360 --> 00:20:44.490]   is
[00:20:44.490 --> 00:20:44.690]   one
[00:20:44.690 --> 00:20:44.820]   of
[00:20:44.820 --> 00:20:45.020]   the
[00:20:45.020 --> 00:20:45.490]   reasons
[00:20:45.490 --> 00:20:45.760]   why
[00:20:45.760 --> 00:20:46.350]   we
[00:20:46.350 --> 00:20:46.400]   have
[00:20:46.400 --> 00:20:46.830]   fewer
[00:20:46.830 --> 00:20:47.660]   campaigns
[00:20:47.660 --> 00:20:47.770]  .
