
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:12:16.320 --> 00:12:17.110]   difficult
[00:12:17.110 --> 00:12:17.240]   to
[00:12:17.240 --> 00:12:17.490]   get
[00:12:17.490 --> 00:12:18.120]   hosting
[00:12:18.120 --> 00:12:18.880]   customers
[00:12:18.880 --> 00:12:19.000]   at
[00:12:19.000 --> 00:12:19.330]   that
[00:12:19.330 --> 00:12:20.000]   point
[00:12:20.000 --> 00:12:20.000]  ,
[00:12:20.000 --> 00:12:20.100]  
[00:12:20.100 --> 00:12:20.180]   but
[00:12:20.180 --> 00:12:20.240]   I
[00:12:20.240 --> 00:12:20.490]   knew
[00:12:20.490 --> 00:12:20.740]   that
[00:12:20.740 --> 00:12:20.860]   if
[00:12:20.860 --> 00:12:20.920]   I
[00:12:20.920 --> 00:12:21.230]   could
[00:12:21.230 --> 00:12:21.410]   get
[00:12:21.410 --> 00:12:21.590]   the
[00:12:21.590 --> 00:12:22.150]   equipment
[00:12:22.150 --> 00:12:22.460]   cheap
[00:12:22.460 --> 00:12:22.930]  ly
[00:12:22.930 --> 00:12:23.000]   enough
[00:12:23.000 --> 00:12:23.200]   that
[00:12:23.200 --> 00:12:23.210]   I
[00:12:23.210 --> 00:12:23.420]   could
[00:12:23.420 --> 00:12:23.590]   make
[00:12:23.590 --> 00:12:23.670]   it
[00:12:23.670 --> 00:12:23.840]   work
[00:12:23.840 --> 00:12:24.000]  .
[00:12:24.000 --> 00:12:24.120]   So
[00:12:24.120 --> 00:12:24.510]   my
[00:12:24.510 --> 00:12:24.900]   grandmother
[00:12:24.900 --> 00:12:25.140]   died
[00:12:25.140 --> 00:12:25.500]   around
[00:12:25.500 --> 00:12:25.740]   that
[00:12:25.740 --> 00:12:25.990]   time
[00:12:25.990 --> 00:12:26.110]  ,
[00:12:26.110 --> 00:12:26.280]   and
[00:12:26.280 --> 00:12:26.380]   my
[00:12:26.380 --> 00:12:26.540]   dad
[00:12:26.540 --> 00:12:27.000]   received
[00:12:27.000 --> 00:12:27.050]   a
[00:12:27.050 --> 00:12:27.310]   small
[00:12:27.310 --> 00:12:27.880]   inheritance
[00:12:27.880 --> 00:12:28.000]  ,
[00:12:28.000 --> 00:12:28.100]   $
[00:12:28.100 --> 00:12:28.690]  15
[00:12:28.690 --> 00:12:28.880]  ,
[00:12:28.880 --> 00:12:30.000]  000
[00:12:30.000 --> 00:12:30.000]  ,
[00:12:30.000 --> 00:12:30.120]   and
[00:12:30.120 --> 00:12:30.200]   he
[00:12:30.200 --> 00:12:30.360]   didn
[00:12:30.360 --> 00:12:30.430]  't
[00:12:30.430 --> 00:12:30.590]   need
[00:12:30.590 --> 00:12:30.710]   the
[00:12:30.710 --> 00:12:30.900]   money
[00:12:30.900 --> 00:12:31.000]  ,
[00:12:31.000 --> 00:12:31.200]   so
[00:12:31.200 --> 00:12:31.400]   he
[00:12:31.400 --> 00:12:31.840]   said
[00:12:31.840 --> 00:12:32.000]  ,
[00:12:32.000 --> 00:12:32.040]   "
[00:12:32.040 --> 00:12:32.080]  I
[00:12:32.080 --> 00:12:32.170]  'm
[00:12:32.170 --> 00:12:32.400]   going
[00:12:32.400 --> 00:12:32.500]   to
[00:12:32.500 --> 00:12:32.830]   invest
[00:12:32.830 --> 00:12:33.010]   this
[00:12:33.010 --> 00:12:33.130]   in
[00:12:33.130 --> 00:12:33.390]   your
[00:12:33.390 --> 00:12:33.850]   company
[00:12:33.850 --> 00:12:34.000]  ,
[00:12:34.000 --> 00:12:34.080]   but
[00:12:34.080 --> 00:12:34.160]   you
[00:12:34.160 --> 00:12:34.270]   need
[00:12:34.270 --> 00:12:34.340]   to
[00:12:34.340 --> 00:12:34.430]   send
[00:12:34.430 --> 00:12:34.480]   me
[00:12:34.480 --> 00:12:34.500]   a
[00:12:34.500 --> 00:12:34.720]   business
[00:12:34.720 --> 00:12:34.830]   plan
[00:12:34.830 --> 00:12:35.000]  ."
[00:12:35.000 --> 00:12:35.120]   So
[00:12:35.120 --> 00:12:35.160]   I
[00:12:35.160 --> 00:12:35.380]   sent
[00:12:35.380 --> 00:12:35.550]   him
[00:12:35.550 --> 00:12:35.600]   a
[00:12:35.600 --> 00:12:36.050]   business
[00:12:36.050 --> 00:12:36.270]   plan
[00:12:36.270 --> 00:12:36.390]  ,
[00:12:36.390 --> 00:12:36.550]   and
[00:12:36.550 --> 00:12:36.600]   I
[00:12:36.600 --> 00:12:36.840]   said
[00:12:36.840 --> 00:12:37.050]  ,
[00:12:37.050 --> 00:12:37.100]   "
[00:12:37.100 --> 00:12:37.100]  I
[00:12:37.100 --> 00:12:37.380]  'll
[00:12:37.380 --> 00:12:37.460]   tell
[00:12:37.460 --> 00:12:37.610]   you
[00:12:37.610 --> 00:12:37.820]   what
[00:12:37.820 --> 00:12:38.000]  .
[00:12:38.000 --> 00:12:38.180]   If
[00:12:38.180 --> 00:12:38.190]   I
[00:12:38.190 --> 00:12:38.360]   can
[00:12:38.360 --> 00:12:38.500]  't
[00:12:38.500 --> 00:12:38.780]   lease
[00:12:38.780 --> 00:12:39.000]   out
[00:12:39.000 --> 00:12:39.140]   all
[00:12:39.140 --> 00:12:39.270]   of
[00:12:39.270 --> 00:12:39.580]   these
[00:12:39.580 --> 00:12:40.000]   servers
[00:12:40.000 --> 00:12:40.270]   to
[00:12:40.270 --> 00:12:40.920]   hosting
[00:12:40.920 --> 00:12:41.780]   customers
[00:12:41.780 --> 00:12:42.000]  ,
[00:12:42.000 --> 00:12:42.370]   dedicated
[00:12:42.370 --> 00:12:42.620]   server
[00:12:42.620 --> 00:12:43.000]   customers
[00:12:43.000 --> 00:12:44.000]  ,
[00:12:44.000 --> 00:12:44.240]   within
[00:12:44.240 --> 00:12:44.460]   the
[00:12:44.460 --> 00:12:44.520]   next
[00:12:44.520 --> 00:12:44.640]   six
[00:12:44.640 --> 00:12:44.880]   months
[00:12:44.880 --> 00:12:45.020]  ,
[00:12:45.020 --> 00:12:45.040]   I
[00:12:45.040 --> 00:12:45.240]  'll
[00:12:45.240 --> 00:12:45.300]   put
[00:12:45.300 --> 00:12:45.390]   it
[00:12:45.390 --> 00:12:45.520]   all
[00:12:45.520 --> 00:12:45.600]   up
[00:12:45.600 --> 00:12:45.700]   on
[00:12:45.700 --> 00:12:45.880]   eBay
[00:12:45.880 --> 00:12:46.000]  ,
[00:12:46.000 --> 00:12:46.000]   sell
[00:12:46.000 --> 00:12:46.000]   it
[00:12:46.000 --> 00:12:46.000]  ,
[00:12:46.000 --> 00:12:46.150]   and
[00:12:46.150 --> 00:12:46.200]   I
[00:12:46.200 --> 00:12:46.340]  'll
[00:12:46.340 --> 00:12:46.580]   give
[00:12:46.580 --> 00:12:46.690]   you
[00:12:46.690 --> 00:12:46.890]   your
[00:12:46.890 --> 00:12:46.940]   $
[00:12:46.940 --> 00:12:47.290]  15
[00:12:47.290 --> 00:12:47.330]  ,
[00:12:47.330 --> 00:12:47.760]  000
[00:12:47.760 --> 00:12:48.000]   back
[00:12:48.000 --> 00:12:48.000]  ,"
[00:12:48.000 --> 00:12:48.000]  
[00:12:48.000 --> 00:12:48.320]   because
[00:12:48.320 --> 00:12:48.380]   I
[00:12:48.380 --> 00:12:48.440]   was
[00:12:48.440 --> 00:12:48.680]   making
[00:12:48.680 --> 00:12:48.920]   enough
[00:12:48.920 --> 00:12:49.120]   money
[00:12:49.120 --> 00:12:49.520]   consulting
[00:12:49.520 --> 00:12:49.600]   at
[00:12:49.600 --> 00:12:49.760]   that
[00:12:49.760 --> 00:12:50.000]   point
[00:12:50.000 --> 00:12:51.000]   that
[00:12:51.000 --> 00:12:51.180]   I
[00:12:51.180 --> 00:12:51.900]   wasn
[00:12:51.900 --> 00:12:52.260]  't
[00:12:52.260 --> 00:12:53.000]   rich
[00:12:53.000 --> 00:12:53.160]   by
[00:12:53.160 --> 00:12:53.400]   any
[00:12:53.400 --> 00:12:54.000]   stretch
[00:12:54.000 --> 00:12:54.000]   of
[00:12:54.000 --> 00:12:54.000]   the
[00:12:54.000 --> 00:12:54.000]   imagination
[00:12:54.000 --> 00:12:54.000]  .
[00:12:54.000 --> 00:12:54.050]   I
[00:12:54.050 --> 00:12:54.200]   was
[00:12:54.200 --> 00:12:54.450]   still
[00:12:54.450 --> 00:12:54.780]   living
[00:12:54.780 --> 00:12:54.870]   in
[00:12:54.870 --> 00:12:54.920]   a
[00:12:54.920 --> 00:12:55.140]   very
[00:12:55.140 --> 00:12:55.390]   small
[00:12:55.390 --> 00:12:55.980]   apartment
[00:12:55.980 --> 00:12:56.000]  ,
[00:12:56.000 --> 00:12:56.270]   but
[00:12:56.270 --> 00:12:56.320]   I
[00:12:56.320 --> 00:12:56.550]   was
[00:12:56.550 --> 00:12:56.960]   to
[00:12:56.960 --> 00:12:57.030]   the
[00:12:57.030 --> 00:12:57.600]   point
[00:12:57.600 --> 00:12:57.760]   where
[00:12:57.760 --> 00:12:57.840]   I
[00:12:57.840 --> 00:12:58.160]   felt
[00:12:58.160 --> 00:12:58.510]   like
[00:12:58.510 --> 00:12:58.560]   I
[00:12:58.560 --> 00:12:59.020]   could
[00:12:59.020 --> 00:13:00.040]   realistically
[00:13:00.040 --> 00:13:00.210]   lease
[00:13:00.210 --> 00:13:00.380]   out
[00:13:00.380 --> 00:13:00.470]   all
[00:13:00.470 --> 00:13:00.680]   these
[00:13:00.680 --> 00:13:01.000]   servers
[00:13:01.000 --> 00:13:01.380]   within
[00:13:01.380 --> 00:13:01.490]   six
[00:13:01.490 --> 00:13:01.820]   months
[00:13:01.820 --> 00:13:02.000]  .
[00:13:02.000 --> 00:13:02.120]   He
[00:13:02.120 --> 00:13:02.490]   gave
[00:13:02.490 --> 00:13:02.500]   me
[00:13:02.500 --> 00:13:02.680]   the
[00:13:02.680 --> 00:13:02.740]   $
[00:13:02.740 --> 00:13:03.120]  15
[00:13:03.120 --> 00:13:03.240]  ,
[00:13:03.240 --> 00:13:03.810]  000
[00:13:03.810 --> 00:13:03.930]  ,
[00:13:03.930 --> 00:13:04.120]   and
[00:13:04.120 --> 00:13:04.180]   I
[00:13:04.180 --> 00:13:04.490]   spent
[00:13:04.490 --> 00:13:04.660]   it
[00:13:04.660 --> 00:13:04.800]   all
[00:13:04.800 --> 00:13:05.060]   on
[00:13:05.060 --> 00:13:05.300]   server
[00:13:05.300 --> 00:13:05.830]   hardware
[00:13:05.830 --> 00:13:06.000]  ,
[00:13:06.000 --> 00:13:06.220]   and
[00:13:06.220 --> 00:13:06.290]   I
[00:13:06.290 --> 00:13:06.660]   got
[00:13:06.660 --> 00:13:07.030]   it
[00:13:07.030 --> 00:13:07.090]   below
[00:13:07.090 --> 00:13:07.250]   the
[00:13:07.250 --> 00:13:08.170]   manufacturer
[00:13:08.170 --> 00:13:08.300]  's
[00:13:08.300 --> 00:13:08.680]   cost
[00:13:08.680 --> 00:13:08.750]   to
[00:13:08.750 --> 00:13:09.120]   build
[00:13:09.120 --> 00:13:09.420]   the
[00:13:09.420 --> 00:13:10.000]   hardware
[00:13:10.000 --> 00:13:10.000]   I
[00:13:10.000 --> 00:13:10.000]   know
[00:13:10.000 --> 00:13:10.000]  ,
[00:13:10.000 --> 00:13:10.340]   because
[00:13:10.340 --> 00:13:10.390]   I
[00:13:10.390 --> 00:13:10.530]  've
[00:13:10.530 --> 00:13:10.770]   built
[00:13:10.770 --> 00:13:10.820]   a
[00:13:10.820 --> 00:13:10.980]   lot
[00:13:10.980 --> 00:13:11.100]   of
[00:13:11.100 --> 00:13:11.450]   hardware
[00:13:11.450 --> 00:13:11.560]   in
[00:13:11.560 --> 00:13:11.660]   my
[00:13:11.660 --> 00:13:11.860]   life
[00:13:11.860 --> 00:13:12.000]  ,
[00:13:12.000 --> 00:13:12.020]   and
[00:13:12.020 --> 00:13:12.450]   I
[00:13:12.450 --> 00:13:12.600]   could
[00:13:12.600 --> 00:13:12.980]   price
[00:13:12.980 --> 00:13:13.140]   out
[00:13:13.140 --> 00:13:13.790]   wholesale
[00:13:13.790 --> 00:13:13.950]   the
[00:13:13.950 --> 00:13:14.220]   cost
[00:13:14.220 --> 00:13:14.370]   to
[00:13:14.370 --> 00:13:14.690]   build
[00:13:14.690 --> 00:13:14.850]   it
[00:13:14.850 --> 00:13:15.000]  ,
[00:13:15.000 --> 00:13:15.000]  
[00:13:15.000 --> 00:13:15.170]   and
[00:13:15.170 --> 00:13:15.400]   they
[00:13:15.400 --> 00:13:15.630]   were
[00:13:15.630 --> 00:13:15.970]   giving
[00:13:15.970 --> 00:13:16.080]   it
[00:13:16.080 --> 00:13:16.270]   to
[00:13:16.270 --> 00:13:16.300]   me
[00:13:16.300 --> 00:13:16.470]   pre
[00:13:16.470 --> 00:13:16.520]  -
[00:13:16.520 --> 00:13:16.860]  built
[00:13:16.860 --> 00:13:16.970]   for
[00:13:16.970 --> 00:13:17.320]   under
[00:13:17.320 --> 00:13:17.480]   that
[00:13:17.480 --> 00:13:17.760]   price
[00:13:17.760 --> 00:13:18.000]  .
[00:13:18.000 --> 00:13:18.140]   So
[00:13:18.140 --> 00:13:18.210]   I
[00:13:18.210 --> 00:13:18.820]   went
[00:13:18.820 --> 00:13:18.900]   ahead
[00:13:18.900 --> 00:13:19.050]   and
[00:13:19.050 --> 00:13:19.470]   bought
[00:13:19.470 --> 00:13:19.610]   it
[00:13:19.610 --> 00:13:19.820]   all
[00:13:19.820 --> 00:13:20.000]  ,
[00:13:20.000 --> 00:13:20.210]   and
[00:13:20.210 --> 00:13:20.490]   then
[00:13:20.490 --> 00:13:20.560]   I
[00:13:20.560 --> 00:13:21.000]   said
[00:13:21.000 --> 00:13:21.000]  ,
[00:13:21.000 --> 00:13:21.100]   "
[00:13:21.100 --> 00:13:21.290]  Oh
[00:13:21.290 --> 00:13:21.480]  ,
[00:13:21.480 --> 00:13:21.780]   man
[00:13:21.780 --> 00:13:22.000]  ,
[00:13:22.000 --> 00:13:22.190]   now
[00:13:22.190 --> 00:13:22.250]   I
[00:13:22.250 --> 00:13:22.780]   actually
[00:13:22.780 --> 00:13:23.030]   have
[00:13:23.030 --> 00:13:23.220]   to
[00:13:23.220 --> 00:13:23.480]   lease
[00:13:23.480 --> 00:13:23.800]   these
[00:13:23.800 --> 00:13:24.030]   out
[00:13:24.030 --> 00:13:24.160]   to
[00:13:24.160 --> 00:13:24.690]   customers
[00:13:24.690 --> 00:13:25.000]  ."
[00:13:25.000 --> 00:13:25.180]   So
[00:13:25.180 --> 00:13:25.180]   I
[00:13:25.180 --> 00:13:25.430]   went
[00:13:25.430 --> 00:13:25.550]   on
[00:13:25.550 --> 00:13:25.740]   web
[00:13:25.740 --> 00:13:25.990]  host
[00:13:25.990 --> 00:13:26.240]  ingt
[00:13:26.240 --> 00:13:26.430]  alk
[00:13:26.430 --> 00:13:26.680]  .
[00:13:26.680 --> 00:13:26.810]  com
[00:13:26.810 --> 00:13:27.000]  ,
[00:13:27.000 --> 00:13:27.340]   created
[00:13:27.340 --> 00:13:27.420]   an
[00:13:27.420 --> 00:13:27.750]   account
[00:13:27.750 --> 00:13:28.000]   there
[00:13:28.000 --> 00:13:28.000]  ,
[00:13:28.000 --> 00:13:28.460]   which
[00:13:28.460 --> 00:13:28.790]   is
[00:13:28.790 --> 00:13:29.110]   still
[00:13:29.110 --> 00:13:29.380]   the
[00:13:29.380 --> 00:13:29.840]   Erica
[00:13:29.840 --> 00:13:30.060]  B
[00:13:30.060 --> 00:13:30.110]  iz
[00:13:30.110 --> 00:13:30.800]   account
[00:13:30.800 --> 00:13:31.000]  ,
[00:13:31.000 --> 00:13:31.260]   which
[00:13:31.260 --> 00:13:31.700]   has
[00:13:31.700 --> 00:13:31.790]   several
[00:13:31.790 --> 00:13:32.190]   thousand
[00:13:32.190 --> 00:13:32.470]   posts
[00:13:32.470 --> 00:13:32.550]   on
[00:13:32.550 --> 00:13:32.650]   it
[00:13:32.650 --> 00:13:32.800]   now
[00:13:32.800 --> 00:13:33.000]  .
[00:13:33.000 --> 00:13:33.330]   And
[00:13:33.330 --> 00:13:33.910]   I
[00:13:33.910 --> 00:13:34.140]   posted
[00:13:34.140 --> 00:13:34.250]   a
[00:13:34.250 --> 00:13:34.590]   for
[00:13:34.590 --> 00:13:34.700]  -
[00:13:34.700 --> 00:13:34.810]  s
[00:13:34.810 --> 00:13:35.200]  ale
[00:13:35.200 --> 00:13:35.730]   thing
[00:13:35.730 --> 00:13:36.030]  ,
[00:13:36.030 --> 00:13:36.160]   and
[00:13:36.160 --> 00:13:36.210]   I
[00:13:36.210 --> 00:13:36.450]   said
[00:13:36.450 --> 00:13:36.540]  ,
[00:13:36.540 --> 00:13:36.590]   "
[00:13:36.590 --> 00:13:36.750]  Hey
[00:13:36.750 --> 00:13:36.860]  ,
[00:13:36.860 --> 00:13:36.970]   we
[00:13:36.970 --> 00:13:37.130]  're
[00:13:37.130 --> 00:13:37.180]   a
[00:13:37.180 --> 00:13:37.340]   new
[00:13:37.340 --> 00:13:37.830]   dedicated
[00:13:37.830 --> 00:13:38.260]   server
[00:13:38.260 --> 00:13:38.540]   hosting
[00:13:38.540 --> 00:13:39.000]   company
[00:13:39.000 --> 00:13:39.000]  ,
[00:13:39.000 --> 00:13:39.150]   and
[00:13:39.150 --> 00:13:39.250]   we
[00:13:39.250 --> 00:13:39.390]  've
[00:13:39.390 --> 00:13:39.550]   got
[00:13:39.550 --> 00:13:39.760]   some
[00:13:39.760 --> 00:13:40.020]   great
[00:13:40.020 --> 00:13:40.280]   deals
[00:13:40.280 --> 00:13:40.380]   on
[00:13:40.380 --> 00:13:40.740]   servers
[00:13:40.740 --> 00:13:41.000]  ."
[00:13:41.000 --> 00:13:41.140]  
[00:13:41.140 --> 00:13:41.190]   And
[00:13:41.190 --> 00:13:41.440]   sure
[00:13:41.440 --> 00:13:41.810]   enough
[00:13:41.810 --> 00:13:42.040]  ,
[00:13:42.040 --> 00:13:42.360]   after
[00:13:42.360 --> 00:13:42.710]   several
[00:13:42.710 --> 00:13:43.140]   posts
[00:13:43.140 --> 00:13:43.220]   and
[00:13:43.220 --> 00:13:43.630]   after
[00:13:43.630 --> 00:13:44.020]   making
[00:13:44.020 --> 00:13:44.550]   myself
[00:13:44.550 --> 00:13:44.570]   well
[00:13:44.570 --> 00:13:44.610]  -
[00:13:44.610 --> 00:13:45.080]  known
[00:13:45.080 --> 00:13:45.350]   within
[00:13:45.350 --> 00:13:45.520]   the
[00:13:45.520 --> 00:13:45.690]   web
[00:13:45.690 --> 00:13:46.100]   hosting
[00:13:46.100 --> 00:13:46.360]   talk
[00:13:46.360 --> 00:13:46.850]   community
[00:13:46.850 --> 00:13:47.000]  ,
[00:13:47.000 --> 00:13:47.050]   I
[00:13:47.050 --> 00:13:47.420]   did
[00:13:47.420 --> 00:13:47.510]   lease
[00:13:47.510 --> 00:13:47.750]   them
[00:13:47.750 --> 00:13:47.910]   all
[00:13:47.910 --> 00:13:48.090]   out
[00:13:48.090 --> 00:13:48.780]   successfully
[00:13:48.780 --> 00:13:48.890]   in
[00:13:48.890 --> 00:13:49.180]   about
[00:13:49.180 --> 00:13:49.430]   four
[00:13:49.430 --> 00:13:49.760]   months
[00:13:49.760 --> 00:13:50.000]  .
[00:13:50.000 --> 00:13:50.580]   And
[00:13:50.580 --> 00:13:50.630]   then
[00:13:50.630 --> 00:13:50.810]   my
[00:13:50.810 --> 00:13:51.520]   company
[00:13:51.520 --> 00:13:51.710]   had
[00:13:51.710 --> 00:13:52.520]   recurring
[00:13:52.520 --> 00:13:53.150]   revenue
[00:13:53.150 --> 00:13:53.690]   coming
[00:13:53.690 --> 00:13:53.870]   in
[00:13:53.870 --> 00:13:54.320]   every
[00:13:54.320 --> 00:13:54.780]   month
[00:13:54.780 --> 00:13:55.000]  ,
[00:13:55.000 --> 00:13:55.190]   and
[00:13:55.190 --> 00:13:55.310]   it
[00:13:55.310 --> 00:13:55.500]   was
[00:13:55.500 --> 00:13:56.010]   starting
[00:13:56.010 --> 00:13:56.130]   to
[00:13:56.130 --> 00:13:56.250]   be
[00:13:56.250 --> 00:13:56.310]   a
[00:13:56.310 --> 00:13:56.690]   little
[00:13:56.690 --> 00:13:56.880]   bit
[00:13:56.880 --> 00:13:57.130]   more
[00:13:57.130 --> 00:13:57.510]   secure
[00:13:57.510 --> 00:13:57.760]   than
[00:13:57.760 --> 00:13:57.880]   my
[00:13:57.880 --> 00:13:58.520]   consulting
[00:13:58.520 --> 00:13:58.710]   job
[00:13:58.710 --> 00:13:59.000]  .
[00:13:59.000 --> 00:13:59.630]   By
[00:13:59.630 --> 00:13:59.970]   2004
[00:13:59.970 --> 00:14:00.070]  ,
[00:14:00.070 --> 00:14:00.270]   the
[00:14:00.270 --> 00:14:00.880]   beginning
[00:14:00.880 --> 00:14:01.010]   of
[00:14:01.010 --> 00:14:01.820]   2004
[00:14:01.820 --> 00:14:02.040]  ,
[00:14:02.040 --> 00:14:02.080]   I
[00:14:02.080 --> 00:14:02.340]   did
[00:14:02.340 --> 00:14:02.510]   my
[00:14:02.510 --> 00:14:03.500]   2003
[00:14:03.500 --> 00:14:04.080]   taxes
[00:14:04.080 --> 00:14:04.120]  ,
[00:14:04.120 --> 00:14:04.630]   realized
[00:14:04.630 --> 00:14:04.910]   that
[00:14:04.910 --> 00:14:05.300]   80
[00:14:05.300 --> 00:14:05.320]  %
[00:14:05.320 --> 00:14:05.440]   of
[00:14:05.440 --> 00:14:05.560]   my
[00:14:05.560 --> 00:14:06.000]   income
[00:14:06.000 --> 00:14:06.120]   was
[00:14:06.120 --> 00:14:06.350]   coming
[00:14:06.350 --> 00:14:06.510]   from
[00:14:06.510 --> 00:14:06.630]   web
[00:14:06.630 --> 00:14:06.900]   hosting
[00:14:06.900 --> 00:14:07.000]  ,
[00:14:07.000 --> 00:14:07.000]  
[00:14:07.000 --> 00:14:07.170]   but
[00:14:07.170 --> 00:14:07.280]   it
[00:14:07.280 --> 00:14:07.450]   was
[00:14:07.450 --> 00:14:07.670]   only
[00:14:07.670 --> 00:14:08.040]   taking
[00:14:08.040 --> 00:14:08.120]   up
[00:14:08.120 --> 00:14:08.400]   about
[00:14:08.400 --> 00:14:08.760]   20
[00:14:08.760 --> 00:14:08.830]  %
[00:14:08.830 --> 00:14:08.900]   of
[00:14:08.900 --> 00:14:09.060]   my
[00:14:09.060 --> 00:14:09.230]   time
[00:14:09.230 --> 00:14:09.340]  ,
[00:14:09.340 --> 00:14:09.510]   the
[00:14:09.510 --> 00:14:09.810]   whole
[00:14:09.810 --> 00:14:10.130]   80
[00:14:10.130 --> 00:14:10.180]  /
[00:14:10.180 --> 00:14:10.520]  20
[00:14:10.520 --> 00:14:10.740]   rule
[00:14:10.740 --> 00:14:11.000]  .
[00:14:11.000 --> 00:14:11.260]   Very
[00:14:11.260 --> 00:14:11.830]   interesting
[00:14:11.830 --> 00:14:12.000]  .
[00:14:12.000 --> 00:14:12.430]   So
[00:14:12.430 --> 00:14:13.080]   2004
[00:14:13.080 --> 00:14:13.200]   was
[00:14:13.200 --> 00:14:13.410]   the
[00:14:13.410 --> 00:14:13.700]   year
[00:14:13.700 --> 00:14:13.760]   I
[00:14:13.760 --> 00:14:14.040]   told
[00:14:14.040 --> 00:14:14.250]   all
[00:14:14.250 --> 00:14:14.390]   of
[00:14:14.390 --> 00:14:14.530]   my
[00:14:14.530 --> 00:14:14.740]   web
[00:14:14.740 --> 00:14:15.440]   consulting
[00:14:15.440 --> 00:14:16.000]   clients
[00:14:16.000 --> 00:14:16.000]  ,
[00:14:16.000 --> 00:14:16.130]   the
[00:14:16.130 --> 00:14:16.390]   people
[00:14:16.390 --> 00:14:16.430]   I
[00:14:16.430 --> 00:14:16.560]   was
[00:14:16.560 --> 00:14:16.910]   building
[00:14:16.910 --> 00:14:17.290]   shopping
[00:14:17.290 --> 00:14:17.480]   carts
[00:14:17.480 --> 00:14:17.610]   and
[00:14:17.610 --> 00:14:17.960]   merchant
[00:14:17.960 --> 00:14:18.270]   account
[00:14:18.270 --> 00:14:18.530]   integr
[00:14:18.530 --> 00:14:18.790]  ations
[00:14:18.790 --> 00:14:19.000]   for
[00:14:19.000 --> 00:14:19.000]  ,
[00:14:19.000 --> 00:14:19.340]   because
[00:14:19.340 --> 00:14:19.540]   that
[00:14:19.540 --> 00:14:19.690]   was
[00:14:19.690 --> 00:14:19.880]   the
[00:14:19.880 --> 00:14:20.040]   most
[00:14:20.040 --> 00:14:20.420]   popular
[00:14:20.420 --> 00:14:20.620]   thing
[00:14:20.620 --> 00:14:20.820]   that
[00:14:20.820 --> 00:14:21.110]   people
[00:14:21.110 --> 00:14:21.400]   wanted
[00:14:21.400 --> 00:14:21.490]   in
[00:14:21.490 --> 00:14:21.500]   those
[00:14:21.500 --> 00:14:22.000]   days
[00:14:22.000 --> 00:14:22.000]  ,
[00:14:22.000 --> 00:14:22.420]   that
[00:14:22.420 --> 00:14:22.490]   I
[00:14:22.490 --> 00:14:22.680]   was
[00:14:22.680 --> 00:14:23.020]   done
[00:14:23.020 --> 00:14:24.000]   programming
[00:14:24.000 --> 00:14:24.190]   and
[00:14:24.190 --> 00:14:24.260]   that
[00:14:24.260 --> 00:14:24.620]   I
[00:14:24.620 --> 00:14:24.810]   would
[00:14:24.810 --> 00:14:25.060]   help
[00:14:25.060 --> 00:14:25.310]   them
[00:14:25.310 --> 00:14:25.940]   transition
[00:14:25.940 --> 00:14:26.060]   to
[00:14:26.060 --> 00:14:26.570]   somebody
[00:14:26.570 --> 00:14:26.850]   else
[00:14:26.850 --> 00:14:27.000]  ,
[00:14:27.000 --> 00:14:27.000]   which
[00:14:27.000 --> 00:14:27.000]   I
[00:14:27.000 --> 00:14:27.000]   did
[00:14:27.000 --> 00:14:27.000]  ,
[00:14:27.000 --> 00:14:27.270]   and
[00:14:27.270 --> 00:14:27.620]   that
[00:14:27.620 --> 00:14:27.840]   I
[00:14:27.840 --> 00:14:28.170]   would
[00:14:28.170 --> 00:14:28.490]   be
[00:14:28.490 --> 00:14:28.800]   doing
[00:14:28.800 --> 00:14:29.470]   web
[00:14:29.470 --> 00:14:29.700]   hosting
[00:14:29.700 --> 00:14:30.060]   full
[00:14:30.060 --> 00:14:30.150]  -
[00:14:30.150 --> 00:14:30.510]  time
[00:14:30.510 --> 00:14:30.870]   from
[00:14:30.870 --> 00:14:31.230]   here
[00:14:31.230 --> 00:14:31.410]   on
[00:14:31.410 --> 00:14:31.680]   out
[00:14:31.680 --> 00:14:32.000]  .
[00:14:32.000 --> 00:14:32.000]  
[00:14:32.000 --> 00:14:32.200]   So
[00:14:32.200 --> 00:14:32.440]   in
[00:14:32.440 --> 00:14:32.540]   early
[00:14:32.540 --> 00:14:33.100]   2000
[00:14:33.100 --> 00:14:33.200]  ,
[00:14:33.200 --> 00:14:33.410]   late
[00:14:33.410 --> 00:14:34.120]   2004
[00:14:34.120 --> 00:14:34.150]  ,
[00:14:34.150 --> 00:14:34.200]   I
[00:14:34.200 --> 00:14:34.570]   believe
[00:14:34.570 --> 00:14:34.750]   it
[00:14:34.750 --> 00:14:34.830]   was
[00:14:34.830 --> 00:14:35.000]  ,
[00:14:35.000 --> 00:14:35.060]   I
[00:14:35.060 --> 00:14:35.430]   should
[00:14:35.430 --> 00:14:35.680]   look
[00:14:35.680 --> 00:14:35.930]   some
[00:14:35.930 --> 00:14:36.050]   of
[00:14:36.050 --> 00:14:36.390]   these
[00:14:36.390 --> 00:14:36.670]   dates
[00:14:36.670 --> 00:14:36.790]   up
[00:14:36.790 --> 00:14:37.000]  .
[00:14:37.000 --> 00:14:37.040]   I
[00:14:37.040 --> 00:14:37.220]   have
[00:14:37.220 --> 00:14:37.310]   it
