
[00:00:00.000 --> 00:00:00.140]  
[00:00:00.140 --> 00:00:13.130]   Music
[00:35:02.300 --> 00:35:02.430]   is
[00:35:02.430 --> 00:35:02.950]   exactly
[00:35:02.950 --> 00:35:03.220]   gonna
[00:35:03.220 --> 00:35:03.350]   be
[00:35:03.350 --> 00:35:03.580]  .
[00:35:04.060 --> 00:35:04.230]  
[00:35:04.230 --> 00:35:04.290]   So
[00:35:04.290 --> 00:35:04.990]   basically
[00:35:04.990 --> 00:35:05.240]   for
[00:35:05.240 --> 00:35:05.410]   an
[00:35:05.410 --> 00:35:05.580]   ip
[00:35:05.580 --> 00:35:05.830]  ad
[00:35:05.830 --> 00:35:06.080]   they
[00:35:06.080 --> 00:35:06.500]   would
[00:35:06.500 --> 00:35:07.010]   create
[00:35:07.010 --> 00:35:07.350]   with
[00:35:07.350 --> 00:35:07.520]   an
[00:35:07.520 --> 00:35:08.280]   aluminium
[00:35:08.280 --> 00:35:08.690]   shell
[00:35:08.690 --> 00:35:09.160]   and
[00:35:09.160 --> 00:35:09.180]   with
[00:35:09.180 --> 00:35:09.320]   the
[00:35:09.320 --> 00:35:09.550]   glass
[00:35:09.550 --> 00:35:09.680]   all
[00:35:09.680 --> 00:35:10.060]   polished
[00:35:10.060 --> 00:35:10.200]   and
[00:35:10.200 --> 00:35:10.290]   so
[00:35:10.290 --> 00:35:10.470]   that
[00:35:10.470 --> 00:35:10.610]   you
[00:35:10.610 --> 00:35:10.840]   could
[00:35:10.840 --> 00:35:11.070]   touch
[00:35:11.070 --> 00:35:11.230]   you
[00:35:11.230 --> 00:35:11.470]   could
[00:35:11.470 --> 00:35:11.620]   hold
[00:35:11.620 --> 00:35:11.800]   this
[00:35:11.800 --> 00:35:12.040]   thing
[00:35:12.040 --> 00:35:12.170]   and
[00:35:12.170 --> 00:35:12.350]   then
[00:35:12.350 --> 00:35:12.490]   say
[00:35:12.490 --> 00:35:12.670]   this
[00:35:12.670 --> 00:35:12.760]   is
[00:35:12.760 --> 00:35:12.940]   what
[00:35:12.940 --> 00:35:13.030]   it
[00:35:13.030 --> 00:35:13.120]   is
[00:35:13.120 --> 00:35:13.400]  .
[00:35:13.400 --> 00:35:13.450]   I
[00:35:13.450 --> 00:35:13.550]  'm
[00:35:13.550 --> 00:35:14.180]   guessing
[00:35:14.180 --> 00:35:14.300]   that
[00:35:14.300 --> 00:35:14.360]  's
[00:35:14.360 --> 00:35:14.530]   the
[00:35:14.530 --> 00:35:14.700]   set
[00:35:14.700 --> 00:35:15.120]   pixel
[00:35:15.120 --> 00:35:15.400]   perfect
[00:35:15.400 --> 00:35:15.620]   that
[00:35:15.620 --> 00:35:15.790]   was
[00:35:15.790 --> 00:35:15.960]   the
[00:35:15.960 --> 00:35:16.250]   exact
[00:35:16.250 --> 00:35:16.650]   phrase
[00:35:16.650 --> 00:35:16.780]   i
[00:35:16.780 --> 00:35:16.880]   mean
[00:35:16.880 --> 00:35:16.930]   i
[00:35:16.930 --> 00:35:17.100]  'm
[00:35:17.100 --> 00:35:17.270]   just
[00:35:17.270 --> 00:35:17.580]   gonna
[00:35:17.580 --> 00:35:18.140]   assumption
[00:35:18.140 --> 00:35:18.250]   it
[00:35:18.250 --> 00:35:18.360]  's
[00:35:18.360 --> 00:35:18.680]   that
[00:35:18.680 --> 00:35:18.700]   or
[00:35:18.700 --> 00:35:19.220]   something
[00:35:19.220 --> 00:35:19.510]   close
[00:35:19.510 --> 00:35:19.640]   to
[00:35:19.640 --> 00:35:19.730]   it
[00:35:19.730 --> 00:35:19.840]   as
[00:35:19.840 --> 00:35:20.130]   close
[00:35:20.130 --> 00:35:20.240]   as
[00:35:20.240 --> 00:35:20.470]   they
[00:35:20.470 --> 00:35:20.760]   could
[00:35:20.760 --> 00:35:20.930]   get
[00:35:20.930 --> 00:35:21.040]   to
[00:35:21.040 --> 00:35:21.150]   it
[00:35:21.150 --> 00:35:21.440]   based
[00:35:21.440 --> 00:35:21.950]   on
[00:35:21.950 --> 00:35:21.980]   you
[00:35:21.980 --> 00:35:22.170]   know
[00:35:22.170 --> 00:35:22.790]   constraints
[00:35:22.790 --> 00:35:22.960]   and
[00:35:22.960 --> 00:35:23.710]   manufacturing
[00:35:23.710 --> 00:35:24.410]   prototypes
[00:35:24.410 --> 00:35:24.420]   but
[00:35:24.420 --> 00:35:24.590]   what
[00:35:24.590 --> 00:35:24.820]   they
[00:35:24.820 --> 00:35:24.860]   do
[00:35:24.860 --> 00:35:24.950]   is
[00:35:24.950 --> 00:35:25.130]   they
[00:35:25.130 --> 00:35:25.410]   have
[00:35:25.410 --> 00:35:25.960]   ten
[00:35:25.960 --> 00:35:26.160]   but
[00:35:26.160 --> 00:35:26.440]   there
[00:35:26.440 --> 00:35:26.480]  's
[00:35:26.480 --> 00:35:26.640]   ten
[00:35:26.640 --> 00:35:26.740]   of
[00:35:26.740 --> 00:35:27.060]   them
[00:35:27.060 --> 00:35:27.210]   right
[00:35:27.210 --> 00:35:27.410]   now
[00:35:27.410 --> 00:35:27.470]   so
[00:35:27.470 --> 00:35:27.520]   i
[00:35:27.520 --> 00:35:27.680]   get
[00:35:27.680 --> 00:35:27.930]   let
[00:35:27.930 --> 00:35:27.940]  's
[00:35:27.940 --> 00:35:28.100]   get
[00:35:28.100 --> 00:35:28.260]   ten
[00:35:28.260 --> 00:35:28.360]   of
[00:35:28.360 --> 00:35:28.620]   these
[00:35:28.620 --> 00:35:28.780]   and
[00:35:28.780 --> 00:35:28.830]   i
[00:35:28.830 --> 00:35:29.150]   wanna
[00:35:29.150 --> 00:35:29.250]   sit
[00:35:29.250 --> 00:35:29.460]   down
[00:35:29.460 --> 00:35:29.620]   and
[00:35:29.620 --> 00:35:29.720]   we
[00:35:29.720 --> 00:35:29.880]  're
[00:35:29.880 --> 00:35:30.140]   gonna
[00:35:30.140 --> 00:35:30.350]   look
[00:35:30.350 --> 00:35:30.510]   and
[00:35:30.510 --> 00:35:30.720]   play
[00:35:30.720 --> 00:35:30.930]   with
[00:35:30.930 --> 00:35:31.030]   my
[00:35:31.030 --> 00:35:31.800]   feelings
[00:35:31.800 --> 00:35:31.940]   okay
[00:35:31.940 --> 00:35:32.110]   what
[00:35:32.110 --> 00:35:32.350]   are
[00:35:32.350 --> 00:35:32.570]   the
[00:35:32.570 --> 00:35:32.850]   top
[00:35:32.850 --> 00:35:33.240]   three
[00:35:33.240 --> 00:35:33.240]  .
[00:35:33.400 --> 00:35:33.590]  
[00:35:33.590 --> 00:35:33.630]   And
[00:35:33.630 --> 00:35:33.840]   then
[00:35:33.840 --> 00:35:34.150]   when
[00:35:34.150 --> 00:35:34.150]   i
[00:35:34.150 --> 00:35:34.340]   get
[00:35:34.340 --> 00:35:34.590]   this
[00:35:34.590 --> 00:35:34.780]   top
[00:35:34.780 --> 00:35:35.090]   three
[00:35:35.090 --> 00:35:35.460]   day
[00:35:35.460 --> 00:35:35.530]   then
[00:35:35.530 --> 00:35:35.840]   iterate
[00:35:35.840 --> 00:35:35.930]   on
[00:35:35.930 --> 00:35:36.070]   the
[00:35:36.070 --> 00:35:36.210]   top
[00:35:36.210 --> 00:35:36.450]   three
[00:35:36.450 --> 00:35:36.590]   and
[00:35:36.590 --> 00:35:36.780]   they
[00:35:36.780 --> 00:35:37.110]   compete
[00:35:37.110 --> 00:35:37.470]   against
[00:35:37.470 --> 00:35:37.630]   each
[00:35:37.630 --> 00:35:37.870]   other
[00:35:37.870 --> 00:35:38.110]   until
[00:35:38.110 --> 00:35:38.300]   they
[00:35:38.300 --> 00:35:38.580]   finish
[00:35:38.580 --> 00:35:38.720]   the
[00:35:38.720 --> 00:35:38.910]   pick
[00:35:38.910 --> 00:35:39.050]   one
[00:35:39.050 --> 00:35:39.260]  .
[00:35:39.260 --> 00:35:39.330]   I
[00:35:39.330 --> 00:35:39.870]  'm
[00:35:39.870 --> 00:35:39.950]   seeing
[00:35:39.950 --> 00:35:40.140]   here
[00:35:40.140 --> 00:35:40.210]   i
[00:35:40.210 --> 00:35:40.340]  'm
[00:35:40.340 --> 00:35:40.820]   looking
[00:35:40.820 --> 00:35:40.990]   at
[00:35:40.990 --> 00:35:41.150]   the
[00:35:41.150 --> 00:35:41.630]   article
[00:35:41.630 --> 00:35:41.820]   in
[00:35:41.820 --> 00:35:42.060]   the
[00:35:42.060 --> 00:35:42.160]   big
[00:35:42.160 --> 00:35:42.430]   bold
[00:35:42.430 --> 00:35:42.700]   line
[00:35:42.700 --> 00:35:42.830]   of
[00:35:42.830 --> 00:35:43.030]   the
[00:35:43.030 --> 00:35:43.370]   whole
[00:35:43.370 --> 00:35:43.850]   article
[00:35:43.850 --> 00:35:43.980]   is
[00:35:43.980 --> 00:35:44.550]   because
[00:35:44.550 --> 00:35:44.800]   apple
[00:35:44.800 --> 00:35:45.140]   knows
[00:35:45.140 --> 00:35:45.410]   that
[00:35:45.410 --> 00:35:45.610]   the
[00:35:45.610 --> 00:35:45.880]   more
[00:35:45.880 --> 00:35:46.100]   you
[00:35:46.100 --> 00:35:46.280]   can
[00:35:46.280 --> 00:35:46.510]   be
[00:35:46.510 --> 00:35:46.820]   inside
[00:35:46.820 --> 00:35:47.550]   apple
[00:35:47.550 --> 00:35:47.650]   the
[00:35:47.650 --> 00:35:47.750]   less
[00:35:47.750 --> 00:35:47.900]   you
[00:35:47.900 --> 00:35:48.100]   have
[00:35:48.100 --> 00:35:48.200]   to
[00:35:48.200 --> 00:35:48.550]   compete
[00:35:48.550 --> 00:35:48.900]   outside
[00:35:48.900 --> 00:35:49.140]   apple
[00:35:49.140 --> 00:35:49.320]  .
[00:35:49.320 --> 00:35:49.650]   Which
[00:35:49.650 --> 00:35:49.910]   kind
[00:35:49.910 --> 00:35:50.040]   of
[00:35:50.040 --> 00:35:50.510]   reminds
[00:35:50.510 --> 00:35:50.800]   me
[00:35:50.800 --> 00:35:50.800]   of
[00:35:50.800 --> 00:35:51.110]   you
[00:35:51.110 --> 00:35:51.220]   know
[00:35:51.220 --> 00:35:51.400]   and
[00:35:51.400 --> 00:35:51.580]   and
[00:35:51.580 --> 00:35:51.770]   and
[00:35:51.770 --> 00:35:52.250]   software
[00:35:52.250 --> 00:35:52.920]   development
[00:35:52.920 --> 00:35:53.400]   they
[00:35:53.400 --> 00:35:53.620]   talk
[00:35:53.620 --> 00:35:53.700]   about
[00:35:53.700 --> 00:35:53.940]   like
[00:35:53.940 --> 00:35:54.240]   every
[00:35:54.240 --> 00:35:54.520]   stage
[00:35:54.520 --> 00:35:54.800]  .
[00:35:55.600 --> 00:35:55.850]  
[00:35:55.850 --> 00:35:56.020]   That
[00:35:56.020 --> 00:35:56.330]   you
[00:35:56.330 --> 00:35:56.640]   can
[00:35:56.640 --> 00:35:57.270]   stages
[00:35:57.270 --> 00:35:57.480]   of
[00:35:57.480 --> 00:35:58.320]   software
[00:35:58.320 --> 00:35:59.450]   development
[00:35:59.450 --> 00:35:59.880]   you
[00:35:59.880 --> 00:36:00.200]   have
[00:36:00.200 --> 00:36:00.620]   kind
[00:36:00.620 --> 00:36:01.160]   of
[00:36:01.160 --> 00:36:01.560]   concept
[00:36:01.560 --> 00:36:02.390]   design
[00:36:02.390 --> 00:36:02.500]   you
[00:36:02.500 --> 00:36:02.920]   know
[00:36:02.920 --> 00:36:04.390]   implementation
[00:36:04.390 --> 00:36:05.380]   testing
[00:36:05.380 --> 00:36:05.450]   and
[00:36:05.450 --> 00:36:05.790]   then
[00:36:05.790 --> 00:36:06.130]   real
[00:36:06.130 --> 00:36:06.300]   in
[00:36:06.300 --> 00:36:07.450]   production
[00:36:07.450 --> 00:36:07.560]   will
[00:36:07.560 --> 00:36:08.030]   every
[00:36:08.030 --> 00:36:08.500]   stage
[00:36:08.500 --> 00:36:09.010]   that
[00:36:09.010 --> 00:36:09.160]   ever
[00:36:09.160 --> 00:36:09.350]   had
[00:36:09.350 --> 00:36:09.420]   a
[00:36:09.420 --> 00:36:09.590]   bug
[00:36:09.590 --> 00:36:09.890]   gets
[00:36:09.890 --> 00:36:10.170]   past
[00:36:10.170 --> 00:36:10.180]   a
[00:36:10.180 --> 00:36:10.640]   certain
[00:36:10.640 --> 00:36:10.970]   stage
[00:36:10.970 --> 00:36:11.160]   the
[00:36:11.160 --> 00:36:11.370]   fix
[00:36:11.370 --> 00:36:11.480]   it
[00:36:11.480 --> 00:36:11.680]  's
[00:36:11.680 --> 00:36:11.800]   ten
[00:36:11.800 --> 00:36:12.130]   times
[00:36:12.130 --> 00:36:12.390]   more
[00:36:12.390 --> 00:36:12.940]   expensive
[00:36:12.940 --> 00:36:13.280]  .
[00:36:13.280 --> 00:36:13.930]   Fix
[00:36:13.930 --> 00:36:13.960]   it
[00:36:13.960 --> 00:36:14.500]   so
[00:36:14.500 --> 00:36:14.510]   it
[00:36:14.510 --> 00:36:14.810]  's
[00:36:14.810 --> 00:36:15.180]   ten
[00:36:15.180 --> 00:36:15.910]   times
[00:36:15.910 --> 00:36:16.120]   it
[00:36:16.120 --> 00:36:16.150]  's
[00:36:16.150 --> 00:36:16.290]   ten
[00:36:16.290 --> 00:36:16.560]   times
[00:36:16.560 --> 00:36:16.750]   more
[00:36:16.750 --> 00:36:17.220]   expensive
[00:36:17.220 --> 00:36:17.320]   to
[00:36:17.320 --> 00:36:17.480]   fix
[00:36:17.480 --> 00:36:17.950]   something
[00:36:17.950 --> 00:36:18.050]   in
[00:36:18.050 --> 00:36:18.790]   implementation
[00:36:18.790 --> 00:36:19.000]   that
[00:36:19.000 --> 00:36:19.100]   is
[00:36:19.100 --> 00:36:19.200]   in
[00:36:19.200 --> 00:36:19.510]   design
[00:36:19.510 --> 00:36:19.760]  .
[00:36:20.440 --> 00:36:20.680]  
[00:36:20.680 --> 00:36:20.740]   This
[00:36:20.740 --> 00:36:20.890]   is
[00:36:20.890 --> 00:36:21.180]   why
[00:36:21.180 --> 00:36:21.180]   i
[00:36:21.180 --> 00:36:21.480]   like
[00:36:21.480 --> 00:36:21.790]   when
[00:36:21.790 --> 00:36:22.310]   working
[00:36:22.310 --> 00:36:22.710]   with
[00:36:22.710 --> 00:36:23.290]   designers
[00:36:23.290 --> 00:36:23.440]   to
[00:36:23.440 --> 00:36:23.660]   get
[00:36:23.660 --> 00:36:23.960]   like
[00:36:23.960 --> 00:36:24.180]   ten
[00:36:24.180 --> 00:36:24.450]   ten
[00:36:24.450 --> 00:36:25.080]   versions
[00:36:25.080 --> 00:36:25.220]   so
[00:36:25.220 --> 00:36:25.400]   you
[00:36:25.400 --> 00:36:25.620]   can
[00:36:25.620 --> 00:36:25.890]   kind
[00:36:25.890 --> 00:36:26.060]   of
[00:36:26.060 --> 00:36:26.330]   pick
[00:36:26.330 --> 00:36:26.480]   on
[00:36:26.480 --> 00:36:26.560]   a
[00:36:26.560 --> 00:36:27.090]   version
[00:36:27.090 --> 00:36:27.430]   and
[00:36:27.430 --> 00:36:27.610]   then
[00:36:27.610 --> 00:36:27.910]   move
[00:36:27.910 --> 00:36:28.440]   forward
[00:36:28.440 --> 00:36:28.650]   on
[00:36:28.650 --> 00:36:28.890]   that
[00:36:28.890 --> 00:36:29.280]  .
[00:36:29.280 --> 00:36:29.300]   I
[00:36:29.300 --> 00:36:29.490]  'd
[00:36:29.490 --> 00:36:30.050]   like
[00:36:30.050 --> 00:36:30.100]   that
[00:36:30.100 --> 00:36:30.250]   to
[00:36:30.250 --> 00:36:30.630]   idea
[00:36:30.630 --> 00:36:30.770]   but
[00:36:30.770 --> 00:36:31.070]   here
[00:36:31.070 --> 00:36:31.220]  's
[00:36:31.220 --> 00:36:31.370]   my
[00:36:31.370 --> 00:36:31.520]   my
[00:36:31.520 --> 00:36:31.890]   twist
[00:36:31.890 --> 00:36:32.040]   on
[00:36:32.040 --> 00:36:32.190]   it
[00:36:32.190 --> 00:36:32.490]   what
[00:36:32.490 --> 00:36:32.560]   i
[00:36:32.560 --> 00:36:32.930]   would
[00:36:32.930 --> 00:36:33.230]   like
[00:36:33.230 --> 00:36:33.380]   to
[00:36:33.380 --> 00:36:33.530]   do
[00:36:33.530 --> 00:36:33.750]   and
[00:36:33.750 --> 00:36:33.820]   i
[00:36:33.820 --> 00:36:34.500]   mentioned
[00:36:34.500 --> 00:36:34.800]   this
[00:36:34.800 --> 00:36:34.970]   to
[00:36:34.970 --> 00:36:35.270]   you
[00:36:35.270 --> 00:36:35.860]   before
[00:36:35.860 --> 00:36:35.890]   and
[00:36:35.890 --> 00:36:35.940]   i
[00:36:35.940 --> 00:36:36.220]   think
[00:36:36.220 --> 00:36:36.350]   we
[00:36:36.350 --> 00:36:36.570]  've
[00:36:36.570 --> 00:36:36.840]   talked
[00:36:36.840 --> 00:36:37.220]   about
[00:36:37.220 --> 00:36:37.290]   the
[00:36:37.290 --> 00:36:37.680]   podcast
[00:36:37.680 --> 00:36:37.820]   but
[00:36:37.820 --> 00:36:38.190]   i
[00:36:38.190 --> 00:36:38.220]   think
[00:36:38.220 --> 00:36:38.390]   the
[00:36:38.390 --> 00:36:38.560]   best
[00:36:38.560 --> 00:36:38.720]   way
[00:36:38.720 --> 00:36:38.910]   is
[00:36:38.910 --> 00:36:38.980]   you
[00:36:38.980 --> 00:36:39.080]   do
[00:36:39.080 --> 00:36:39.450]   collect
[00:36:39.450 --> 00:36:39.610]   the
[00:36:39.610 --> 00:36:39.820]   nine
[00:36:39.820 --> 00:36:40.090]   nine
[00:36:40.090 --> 00:36:40.350]   design
[00:36:40.350 --> 00:36:40.670]   things
[00:36:40.670 --> 00:36:40.930]   would
[00:36:40.930 --> 00:36:41.090]   you
[00:36:41.090 --> 00:36:41.300]   have
[00:36:41.300 --> 00:36:41.620]   people
[00:36:41.620 --> 00:36:42.020]   compete
[00:36:42.020 --> 00:36:42.150]   but
[00:36:42.150 --> 00:36:42.370]   you
[00:36:42.370 --> 00:36:42.470]   pay
[00:36:42.470 --> 00:36:42.680]   them
[00:36:42.680 --> 00:36:42.940]  .
[00:36:43.200 --> 00:36:43.430]  
[00:36:43.430 --> 00:36:43.490]   You
[00:36:43.490 --> 00:36:43.680]   go
[00:36:43.680 --> 00:36:43.970]   and
[00:36:43.970 --> 00:36:44.530]   get
[00:36:44.530 --> 00:36:44.550]   you
[00:36:44.550 --> 00:36:44.940]   know
[00:36:44.940 --> 00:36:45.330]   five
[00:36:45.330 --> 00:36:45.770]   or
[00:36:45.770 --> 00:36:45.810]   ten
[00:36:45.810 --> 00:36:45.910]   i
[00:36:45.910 --> 00:36:46.200]   let
[00:36:46.200 --> 00:36:46.390]   me
[00:36:46.390 --> 00:36:46.820]   know
[00:36:46.820 --> 00:36:46.970]   if
[00:36:46.970 --> 00:36:47.260]   you
[00:36:47.260 --> 00:36:47.570]   ten
[00:36:47.570 --> 00:36:47.840]   ten
[00:36:47.840 --> 00:36:48.030]  's
[00:36:48.030 --> 00:36:48.130]   a
[00:36:48.130 --> 00:36:48.420]   lot
[00:36:48.420 --> 00:36:48.710]   let
[00:36:48.710 --> 00:36:48.900]  's
[00:36:48.900 --> 00:36:49.510]   say
[00:36:49.510 --> 00:36:49.580]   yeah
[00:36:49.580 --> 00:36:50.260]   right
[00:36:50.260 --> 00:36:50.550]   and
[00:36:50.550 --> 00:36:50.580]   you
[00:36:50.580 --> 00:36:50.780]   pick
[00:36:50.780 --> 00:36:50.980]   five
[00:36:50.980 --> 00:36:51.370]   really
[00:36:51.370 --> 00:36:51.470]   high
[00:36:51.470 --> 00:36:51.820]   quality
[00:36:51.820 --> 00:36:52.250]   designers
[00:36:52.250 --> 00:36:52.450]   like
[00:36:52.450 --> 00:36:52.650]   work
[00:36:52.650 --> 00:36:52.850]   with
[00:36:52.850 --> 00:36:52.930]   a
[00:36:52.930 --> 00:36:53.100]   look
[00:36:53.100 --> 00:36:53.280]  .
[00:36:53.280 --> 00:36:53.350]   I
[00:36:53.350 --> 00:36:53.770]  'll
[00:36:53.770 --> 00:36:53.810]   pay
[00:36:53.810 --> 00:36:53.980]   you
[00:36:53.980 --> 00:36:54.190]   you
[00:36:54.190 --> 00:36:54.470]   know
[00:36:54.470 --> 00:36:54.770]   five
[00:36:54.770 --> 00:36:55.250]   hundred
[00:36:55.250 --> 00:36:55.780]   dollars
[00:36:55.780 --> 00:36:55.870]   or
[00:36:55.870 --> 00:36:55.950]   a
[00:36:55.950 --> 00:36:56.500]   thousand
[00:36:56.500 --> 00:36:56.990]   dollars
[00:36:56.990 --> 00:36:57.130]   or
[00:36:57.130 --> 00:36:57.410]   what
[00:36:57.410 --> 00:36:57.550]   it
[00:36:57.550 --> 00:36:57.760]   was
[00:36:57.760 --> 00:36:57.830]   a
[00:36:57.830 --> 00:36:58.390]   thousand
[00:36:58.390 --> 00:36:58.920]   dollars
[00:36:58.920 --> 00:36:59.090]   for
[00:36:59.090 --> 00:36:59.160]   a
[00:36:59.160 --> 00:36:59.580]   design
[00:36:59.580 --> 00:36:59.650]   a
[00:36:59.650 --> 00:37:00.420]   fundamental
[00:37:00.420 --> 00:37:00.840]   design
[00:37:00.840 --> 00:37:00.980]   of
[00:37:00.980 --> 00:37:01.050]   a
[00:37:01.050 --> 00:37:01.330]   page
[00:37:01.330 --> 00:37:01.620]  .
[00:37:01.620 --> 00:37:01.840]   And
[00:37:01.840 --> 00:37:02.030]   i
[00:37:02.030 --> 00:37:02.320]   want
[00:37:02.320 --> 00:37:02.490]   five
[00:37:02.490 --> 00:37:02.770]   each
[00:37:02.770 --> 00:37:03.140]   one
[00:37:03.140 --> 00:37:03.240]   of
[00:37:03.240 --> 00:37:03.360]   you
[00:37:03.360 --> 00:37:03.650]   guys
[00:37:03.650 --> 00:37:03.870]   can
[00:37:03.870 --> 00:37:04.040]   be
[00:37:04.040 --> 00:37:04.230]   and
[00:37:04.230 --> 00:37:04.300]   i
[00:37:04.300 --> 00:37:04.520]  'll
[00:37:04.520 --> 00:37:04.740]   pay
[00:37:04.740 --> 00:37:05.010]   you
[00:37:05.010 --> 00:37:05.100]   at
[00:37:05.100 --> 00:37:05.370]   the
[00:37:05.370 --> 00:37:05.540]   end
[00:37:05.540 --> 00:37:05.680]   of
[00:37:05.680 --> 00:37:06.110]   it
[00:37:06.110 --> 00:37:06.140]   and
[00:37:06.140 --> 00:37:06.240]   if
[00:37:06.240 --> 00:37:06.550]   yours
[00:37:06.550 --> 00:37:06.880]   makes
[00:37:06.880 --> 00:37:07.010]   it
[00:37:07.010 --> 00:37:07.190]   to
[00:37:07.190 --> 00:37:07.330]   the
[00:37:07.330 --> 00:37:07.580]   next
[00:37:07.580 --> 00:37:07.900]   phase
[00:37:07.900 --> 00:37:08.090]   you
[00:37:08.090 --> 00:37:08.370]  'll
[00:37:08.370 --> 00:37:08.470]   get
[00:37:08.470 --> 00:37:08.540]   a
[00:37:08.540 --> 00:37:08.770]   five
[00:37:08.770 --> 00:37:09.410]   hundred
[00:37:09.410 --> 00:37:09.610]   dollar
[00:37:09.610 --> 00:37:10.030]   bonus
[00:37:10.030 --> 00:37:10.250]   right
[00:37:10.250 --> 00:37:10.420]   we
[00:37:10.420 --> 00:37:10.630]   pick
[00:37:10.630 --> 00:37:10.820]   up
[00:37:10.820 --> 00:37:10.960]   the
[00:37:10.960 --> 00:37:11.170]   top
[00:37:11.170 --> 00:37:11.560]   one
[00:37:11.560 --> 00:37:11.700]   and
[00:37:11.700 --> 00:37:11.820]   then
[00:37:11.820 --> 00:37:11.930]   we
[00:37:11.930 --> 00:37:12.040]   go
[00:37:12.040 --> 00:37:12.270]   with
[00:37:12.270 --> 00:37:12.480]   that
[00:37:12.480 --> 00:37:12.810]   design
[00:37:12.810 --> 00:37:13.000]  .
[00:37:13.000 --> 00:37:13.210]  
[00:37:13.210 --> 00:37:13.260]   And
[00:37:13.260 --> 00:37:13.490]   then
[00:37:13.490 --> 00:37:13.690]   you
[00:37:13.690 --> 00:37:13.910]   can
[00:37:13.910 --> 00:37:14.120]   end
[00:37:14.120 --> 00:37:14.290]   up
[00:37:14.290 --> 00:37:14.440]   at
[00:37:14.440 --> 00:37:14.610]   any
[00:37:14.610 --> 00:37:14.960]   layer
[00:37:14.960 --> 00:37:15.310]   bring
[00:37:15.310 --> 00:37:15.450]   in
[00:37:15.450 --> 00:37:15.770]   five
[00:37:15.770 --> 00:37:16.180]   people
[00:37:16.180 --> 00:37:16.890]   compete
[00:37:16.890 --> 00:37:16.980]   and
[00:37:16.980 --> 00:37:17.040]   put
[00:37:17.040 --> 00:37:17.190]   the
[00:37:17.190 --> 00:37:17.390]   call
[00:37:17.390 --> 00:37:17.890]   completely
[00:37:17.890 --> 00:37:18.440]   independent
[00:37:18.440 --> 00:37:18.850]   visions
[00:37:18.850 --> 00:37:19.140]   because
[00:37:19.140 --> 00:37:19.290]   you
[00:37:19.290 --> 00:37:19.770]   have
[00:37:19.770 --> 00:37:19.860]   one
[00:37:19.860 --> 00:37:20.840]   designer
[00:37:20.840 --> 00:37:20.910]   it
[00:37:20.910 --> 00:37:20.940]  's
[00:37:20.940 --> 00:37:21.320]   usually
[00:37:21.320 --> 00:37:21.560]   like
[00:37:21.560 --> 00:37:21.630]   he
[00:37:21.630 --> 00:37:21.780]   has
[00:37:21.780 --> 00:37:22.070]   his
[00:37:22.070 --> 00:37:22.380]   favorite
[00:37:22.380 --> 00:37:22.600]  .
[00:37:22.600 --> 00:37:22.930]   Right
[00:37:22.930 --> 00:37:23.000]   and
[00:37:23.000 --> 00:37:23.200]   then
[00:37:23.200 --> 00:37:23.350]   the
[00:37:23.350 --> 00:37:23.630]   other
[00:37:23.630 --> 00:37:23.750]   one
[00:37:23.750 --> 00:37:23.850]   to
[00:37:23.850 --> 00:37:24.050]   just
[00:37:24.050 --> 00:37:24.250]   sort
[00:37:24.250 --> 00:37:24.370]   of
[00:37:24.370 --> 00:37:24.650]   subtle
[00:37:24.650 --> 00:37:24.800]   but
[00:37:24.800 --> 00:37:25.000]   they
[00:37:25.000 --> 00:37:25.200]   were
[00:37:25.200 --> 00:37:25.400]   seen
[00:37:25.400 --> 00:37:25.600]   like
[00:37:25.600 --> 00:37:25.750]   you
[00:37:25.750 --> 00:37:25.910]  're
[00:37:25.910 --> 00:37:26.100]   just
[00:37:26.100 --> 00:37:26.200]   so
[00:37:26.200 --> 00:37:26.730]   variations
[00:37:26.730 --> 00:37:26.860]   are
[00:37:26.860 --> 00:37:27.010]   not
[00:37:27.010 --> 00:37:27.310]   really
[00:37:27.310 --> 00:37:27.600]  .
[00:37:27.600 --> 00:37:28.320]   Different
[00:37:28.320 --> 00:37:28.870]   visions
[00:37:28.870 --> 00:37:29.040]   of
[00:37:29.040 --> 00:37:29.300]   of
[00:37:29.300 --> 00:37:29.440]   the
[00:37:29.440 --> 00:37:29.920]   design
[00:37:29.920 --> 00:37:30.010]   i
[00:37:30.010 --> 00:37:30.210]   do
[00:37:30.210 --> 00:37:30.480]   like
[00:37:30.480 --> 00:37:30.800]   that
[00:37:30.800 --> 00:37:31.160]   idea
[00:37:31.160 --> 00:37:31.410]   but
[00:37:31.410 --> 00:37:31.440]   i
[00:37:31.440 --> 00:37:31.840]   think
[00:37:31.840 --> 00:37:31.920]   a
[00:37:31.920 --> 00:37:32.560]   thousand
[00:37:32.560 --> 00:37:33.120]   dollars
[00:37:33.120 --> 00:37:33.560]   per
[00:37:33.560 --> 00:37:33.620]   per
[00:37:33.620 --> 00:37:33.670]   go
[00:37:33.670 --> 00:37:33.780]   is
[00:37:33.780 --> 00:37:33.890]   it
[00:37:33.890 --> 00:37:34.000]   is
[00:37:34.000 --> 00:37:34.500]   obviously
[00:37:34.500 --> 00:37:34.660]   out
[00:37:34.660 --> 00:37:34.780]   of
[00:37:34.780 --> 00:37:34.930]   our
