
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.340]   Oh
[00:15:07.610 --> 00:15:07.790]   and
[00:15:07.790 --> 00:15:08.000]   you
[00:15:08.000 --> 00:15:08.260]   know
[00:15:08.260 --> 00:15:08.420]   he
[00:15:08.420 --> 00:15:08.730]  's
[00:15:08.730 --> 00:15:08.840]   like
[00:15:08.840 --> 00:15:09.050]   yes
[00:15:09.050 --> 00:15:09.260]   you
[00:15:09.260 --> 00:15:09.540]   know
[00:15:09.540 --> 00:15:09.820]   just
[00:15:09.820 --> 00:15:10.020]   you
[00:15:10.020 --> 00:15:10.310]   just
[00:15:10.310 --> 00:15:10.520]   see
[00:15:10.520 --> 00:15:10.730]   the
[00:15:10.730 --> 00:15:11.440]   exhaustion
[00:15:11.440 --> 00:15:11.600]   on
[00:15:11.600 --> 00:15:11.790]   his
[00:15:11.790 --> 00:15:12.070]   face
[00:15:12.070 --> 00:15:12.210]   he
[00:15:12.210 --> 00:15:12.350]  's
[00:15:12.350 --> 00:15:12.630]   like
[00:15:12.630 --> 00:15:12.840]   you
[00:15:12.840 --> 00:15:13.010]   do
[00:15:13.010 --> 00:15:13.120]   it
[00:15:13.120 --> 00:15:13.690]   yourself
[00:15:13.690 --> 00:15:14.120]   around
[00:15:14.120 --> 00:15:14.330]   the
[00:15:14.330 --> 00:15:14.610]   kids
[00:15:14.610 --> 00:15:14.750]   is
[00:15:14.750 --> 00:15:15.460]   exhausting
[00:15:15.460 --> 00:15:15.600]   so
[00:15:15.600 --> 00:15:15.750]   is
[00:15:15.750 --> 00:15:15.880]   it
[00:15:15.880 --> 00:15:16.150]   but
[00:15:16.150 --> 00:15:16.370]   once
[00:15:16.370 --> 00:15:16.780]   you
[00:15:16.780 --> 00:15:16.930]   start
[00:15:16.930 --> 00:15:17.360]   having
[00:15:17.360 --> 00:15:17.560]   the
[00:15:17.560 --> 00:15:17.700]   pe
[00:15:17.700 --> 00:15:18.270]  ep
[00:15:18.270 --> 00:15:18.300]   you
[00:15:18.300 --> 00:15:18.410]   know
[00:15:18.410 --> 00:15:18.590]   these
[00:15:18.590 --> 00:15:18.720]  .
[00:15:18.720 --> 00:15:18.930]  
[00:15:18.930 --> 00:15:19.050]   These
[00:15:19.050 --> 00:15:19.180]   ty
[00:15:19.180 --> 00:15:19.380]  pes
[00:15:19.380 --> 00:15:19.710]   going
[00:15:19.710 --> 00:15:20.170]   college
[00:15:20.170 --> 00:15:20.430]   kids
[00:15:20.430 --> 00:15:20.630]   and
[00:15:20.630 --> 00:15:20.830]   cor
[00:15:20.830 --> 00:15:20.960]  ny
[00:15:20.960 --> 00:15:21.250]   of
[00:15:21.250 --> 00:15:21.420]   those
[00:15:21.420 --> 00:15:21.680]   kids
[00:15:21.680 --> 00:15:22.140]   working
[00:15:22.140 --> 00:15:22.510]   with
[00:15:22.510 --> 00:15:22.600]   the
[00:15:22.600 --> 00:15:23.060]   younger
[00:15:23.060 --> 00:15:23.320]   kids
[00:15:23.320 --> 00:15:23.650]   it
[00:15:23.650 --> 00:15:23.900]   was
[00:15:23.900 --> 00:15:23.910]   like
[00:15:23.910 --> 00:15:23.970]   a
[00:15:23.970 --> 00:15:24.170]   cat
[00:15:24.170 --> 00:15:24.330]  's
[00:15:24.330 --> 00:15:24.500]   way
[00:15:24.500 --> 00:15:24.900]   better
[00:15:24.900 --> 00:15:25.100]   now
[00:15:25.100 --> 00:15:25.440]  .
[00:15:25.440 --> 00:15:26.090]   You
[00:15:26.090 --> 00:15:26.120]   know
[00:15:26.120 --> 00:15:26.310]   it
[00:15:26.310 --> 00:15:26.500]  's
[00:15:26.500 --> 00:15:27.090]   doable
[00:15:27.090 --> 00:15:27.440]   and
[00:15:27.440 --> 00:15:27.660]   you
[00:15:27.660 --> 00:15:28.020]   know
[00:15:28.020 --> 00:15:28.050]   you
[00:15:28.050 --> 00:15:28.710]   know
[00:15:28.710 --> 00:15:28.820]   i
[00:15:28.820 --> 00:15:29.350]   was
[00:15:29.350 --> 00:15:30.190]   approached
[00:15:30.190 --> 00:15:30.270]   by
[00:15:30.270 --> 00:15:30.560]   the
[00:15:30.560 --> 00:15:30.850]   guy
[00:15:30.850 --> 00:15:31.140]   who
[00:15:31.140 --> 00:15:31.530]   want
[00:15:31.530 --> 00:15:31.720]   to
[00:15:31.720 --> 00:15:32.380]   start
[00:15:32.380 --> 00:15:32.390]   up
[00:15:32.390 --> 00:15:32.780]   code
[00:15:32.780 --> 00:15:33.260]   world
[00:15:33.260 --> 00:15:33.650]   idea
[00:15:33.650 --> 00:15:33.940]   lab
[00:15:33.940 --> 00:15:34.230]   and
[00:15:34.230 --> 00:15:34.700]   then
[00:15:34.700 --> 00:15:34.810]   we
[00:15:34.810 --> 00:15:35.210]   have
[00:15:35.210 --> 00:15:35.390]   to
[00:15:35.390 --> 00:15:35.770]   have
[00:15:35.770 --> 00:15:36.070]   the
[00:15:36.070 --> 00:15:36.570]   whole
[00:15:36.570 --> 00:15:37.720]   conversation
[00:15:37.720 --> 00:15:37.910]   on
[00:15:37.910 --> 00:15:38.200]   the
[00:15:38.200 --> 00:15:38.540]   show
[00:15:38.540 --> 00:15:38.880]   and
[00:15:38.880 --> 00:15:39.020]   i
[00:15:39.020 --> 00:15:39.260]   had
[00:15:39.260 --> 00:15:39.550]   had
[00:15:39.550 --> 00:15:40.000]  .
[00:15:40.840 --> 00:15:40.840]  
[00:15:40.840 --> 00:15:41.050]   I
[00:15:41.050 --> 00:15:41.090]   had
[00:15:41.090 --> 00:15:41.210]   my
[00:15:41.210 --> 00:15:41.390]   car
[00:15:41.390 --> 00:15:41.520]   so
[00:15:41.520 --> 00:15:41.710]   you
[00:15:41.710 --> 00:15:42.130]   should
[00:15:42.130 --> 00:15:42.340]   talk
[00:15:42.340 --> 00:15:42.460]   to
[00:15:42.460 --> 00:15:42.620]   my
[00:15:42.620 --> 00:15:42.900]   buddy
[00:15:42.900 --> 00:15:43.090]   dog
[00:15:43.090 --> 00:15:43.280]   and
[00:15:43.280 --> 00:15:43.720]   see
[00:15:43.720 --> 00:15:43.810]   what
[00:15:43.810 --> 00:15:43.840]   he
[00:15:43.840 --> 00:15:43.960]  's
[00:15:43.960 --> 00:15:44.310]   doing
[00:15:44.310 --> 00:15:44.340]   i
[00:15:44.340 --> 00:15:44.460]  'm
[00:15:44.460 --> 00:15:44.710]   sure
[00:15:44.710 --> 00:15:44.960]   that
[00:15:44.960 --> 00:15:45.220]   will
[00:15:45.220 --> 00:15:45.330]   be
[00:15:45.330 --> 00:15:45.940]   pretty
[00:15:45.940 --> 00:15:46.070]   going
[00:15:46.070 --> 00:15:46.150]   to
[00:15:46.150 --> 00:15:46.470]   share
[00:15:46.470 --> 00:15:46.720]   with
[00:15:46.720 --> 00:15:46.970]   what
[00:15:46.970 --> 00:15:47.090]   he
[00:15:47.090 --> 00:15:47.210]  's
[00:15:47.210 --> 00:15:47.660]   learned
[00:15:47.660 --> 00:15:47.770]   or
[00:15:47.770 --> 00:15:48.460]   whatever
[00:15:48.460 --> 00:15:48.480]   and
[00:15:48.480 --> 00:15:48.600]   so
[00:15:48.600 --> 00:15:49.040]  .
[00:15:49.040 --> 00:15:49.170]   Um
[00:15:49.170 --> 00:15:49.300]   so
[00:15:49.300 --> 00:15:49.790]   that
[00:15:49.790 --> 00:15:50.020]   started
[00:15:50.020 --> 00:15:50.080]   a
[00:15:50.080 --> 00:15:50.600]   series
[00:15:50.600 --> 00:15:51.140]   of
[00:15:51.140 --> 00:15:51.450]   conversations
[00:15:51.450 --> 00:15:51.580]   he
[00:15:51.580 --> 00:15:51.770]   dug
[00:15:51.770 --> 00:15:51.960]   and
[00:15:51.960 --> 00:15:52.020]   i
[00:15:52.020 --> 00:15:52.210]   cuz
[00:15:52.210 --> 00:15:52.280]   i
[00:15:52.280 --> 00:15:52.460]   don
[00:15:52.460 --> 00:15:52.590]  't
[00:15:52.590 --> 00:15:52.850]   call
[00:15:52.850 --> 00:15:53.310]   outside
[00:15:53.310 --> 00:15:53.570]   talk
[00:15:53.570 --> 00:15:53.700]   to
[00:15:53.700 --> 00:15:53.960]   mich
[00:15:53.960 --> 00:15:54.150]  ael
[00:15:54.150 --> 00:15:54.410]   this
[00:15:54.410 --> 00:15:54.600]   and
[00:15:54.600 --> 00:15:54.790]   you
[00:15:54.790 --> 00:15:55.050]   know
[00:15:55.050 --> 00:15:55.240]   cuz
[00:15:55.240 --> 00:15:55.300]   i
[00:15:55.300 --> 00:15:55.490]   was
[00:15:55.490 --> 00:15:55.750]   like
[00:15:55.750 --> 00:15:55.940]   you
[00:15:55.940 --> 00:15:56.240]   know
[00:15:56.240 --> 00:15:56.530]   maybe
[00:15:56.530 --> 00:15:56.800]   you
[00:15:56.800 --> 00:15:56.980]   guys
[00:15:56.980 --> 00:15:57.440]   wanna
[00:15:57.440 --> 00:15:57.510]   do
[00:15:57.510 --> 00:15:58.030]   something
[00:15:58.030 --> 00:15:58.550]   together
[00:15:58.550 --> 00:15:59.140]   combined
[00:15:59.140 --> 00:15:59.480]   forces
[00:15:59.480 --> 00:15:59.590]   or
[00:15:59.590 --> 00:16:00.180]   something
[00:16:00.180 --> 00:16:00.370]   and
[00:16:00.370 --> 00:16:00.610]   so
[00:16:00.610 --> 00:16:00.910]   we
[00:16:00.910 --> 00:16:00.960]   start
[00:16:00.960 --> 00:16:01.350]   having
[00:16:01.350 --> 00:16:02.200]   conversations
[00:16:02.200 --> 00:16:02.520]   about
[00:16:02.520 --> 00:16:02.660]   it
[00:16:02.660 --> 00:16:02.850]   and
[00:16:02.850 --> 00:16:03.030]   you
[00:16:03.030 --> 00:16:03.300]   know
[00:16:03.300 --> 00:16:03.800]  .
[00:16:04.040 --> 00:16:04.190]  
[00:16:04.190 --> 00:16:04.260]   If
[00:16:04.260 --> 00:16:04.420]   the
[00:16:04.420 --> 00:16:04.810]   other
[00:16:04.810 --> 00:16:05.120]   days
[00:16:05.120 --> 00:16:05.430]   like
[00:16:05.430 --> 00:16:05.770]   yeah
[00:16:05.770 --> 00:16:05.970]   you
[00:16:05.970 --> 00:16:06.290]   know
[00:16:06.290 --> 00:16:06.350]   i
[00:16:06.350 --> 00:16:06.580]   had
[00:16:06.580 --> 00:16:06.650]   a
[00:16:06.650 --> 00:16:06.960]   call
[00:16:06.960 --> 00:16:07.110]   me
[00:16:07.110 --> 00:16:07.340]   ask
[00:16:07.340 --> 00:16:07.570]   you
[00:16:07.570 --> 00:16:07.880]   much
[00:16:07.880 --> 00:16:08.700]   questions
[00:16:08.700 --> 00:16:08.810]   are
[00:16:08.810 --> 00:16:09.330]   coming
[00:16:09.330 --> 00:16:09.580]   back
[00:16:09.580 --> 00:16:09.750]   so
[00:16:09.750 --> 00:16:09.800]   i
[00:16:09.800 --> 00:16:10.030]   don
[00:16:10.030 --> 00:16:10.180]  't
[00:16:10.180 --> 00:16:10.530]   know
[00:16:10.530 --> 00:16:10.790]   and
[00:16:10.790 --> 00:16:10.870]   so
[00:16:10.870 --> 00:16:11.240]  .
[00:16:11.240 --> 00:16:11.750]   After
[00:16:11.750 --> 00:16:11.870]   a
[00:16:11.870 --> 00:16:12.180]   few
[00:16:12.180 --> 00:16:12.520]   of
[00:16:12.520 --> 00:16:12.700]   our
[00:16:12.700 --> 00:16:14.170]   conversations
[00:16:14.170 --> 00:16:14.170]   i
[00:16:14.170 --> 00:16:14.700]   start
[00:16:14.700 --> 00:16:15.330]   i
[00:16:15.330 --> 00:16:15.410]   think
[00:16:15.410 --> 00:16:15.770]   like
[00:16:15.770 --> 00:16:16.170]   this
[00:16:16.170 --> 00:16:16.390]   is
[00:16:16.390 --> 00:16:16.800]   like
[00:16:16.800 --> 00:16:17.110]   you
[00:16:17.110 --> 00:16:17.620]   don
[00:16:17.620 --> 00:16:17.660]  't
[00:16:17.660 --> 00:16:18.260]   really
[00:16:18.260 --> 00:16:18.570]   get
[00:16:18.570 --> 00:16:18.990]   like
[00:16:18.990 --> 00:16:19.890]   ninety
[00:16:19.890 --> 00:16:20.040]   kids
[00:16:20.040 --> 00:16:20.480]   now
[00:16:20.480 --> 00:16:20.660]   and
[00:16:20.660 --> 00:16:20.870]   um
[00:16:20.870 --> 00:16:21.320]  .
[00:16:21.320 --> 00:16:21.460]   He
[00:16:21.460 --> 00:16:22.240]   charges
[00:16:22.240 --> 00:16:22.260]   like
[00:16:22.260 --> 00:16:22.450]   two
[00:16:22.450 --> 00:16:22.950]   hundred
[00:16:22.950 --> 00:16:23.460]   dollars
[00:16:23.460 --> 00:16:23.520]   a
[00:16:23.520 --> 00:16:23.880]   month
[00:16:23.880 --> 00:16:24.070]   or
[00:16:24.070 --> 00:16:24.160]   so
[00:16:24.160 --> 00:16:24.370]   you
[00:16:24.370 --> 00:16:24.760]   just
[00:16:24.760 --> 00:16:24.930]   like
[00:16:24.930 --> 00:16:25.230]   what
[00:16:25.230 --> 00:16:25.520]  .
[00:16:26.040 --> 00:16:26.270]  
[00:16:26.270 --> 00:16:26.570]   Michael
[00:16:26.570 --> 00:16:26.620]   it
[00:16:26.620 --> 00:16:26.880]   kind
[00:16:26.880 --> 00:16:27.010]   of
[00:16:27.010 --> 00:16:27.460]   modeled
[00:16:27.460 --> 00:16:27.650]   and
[00:16:27.650 --> 00:16:27.710]   i
[00:16:27.710 --> 00:16:27.900]   was
[00:16:27.900 --> 00:16:28.160]   like
[00:16:28.160 --> 00:16:28.340]   it
[00:16:28.340 --> 00:16:28.420]  's
[00:16:28.420 --> 00:16:28.870]   working
[00:16:28.870 --> 00:16:29.130]   like
[00:16:29.130 --> 00:16:29.320]   the
[00:16:29.320 --> 00:16:29.590]   demand
[00:16:29.590 --> 00:16:30.000]   is
[00:16:30.000 --> 00:16:30.160]   there
[00:16:30.160 --> 00:16:30.340]   and
[00:16:30.340 --> 00:16:30.640]  .
[00:16:30.640 --> 00:16:30.680]   And
[00:16:30.680 --> 00:16:30.920]   so
[00:16:30.920 --> 00:16:31.030]   we
[00:16:31.030 --> 00:16:31.430]   were
[00:16:31.430 --> 00:16:31.470]   dis
[00:16:31.470 --> 00:16:31.600]  ney
[00:16:31.600 --> 00:16:31.830]  land
[00:16:31.830 --> 00:16:31.990]   and
[00:16:31.990 --> 00:16:32.220]   i
[00:16:32.220 --> 00:16:32.270]   got
[00:16:32.270 --> 00:16:32.330]   a
[00:16:32.330 --> 00:16:32.500]   text
[00:16:32.500 --> 00:16:32.730]   from
[00:16:32.730 --> 00:16:32.900]   him
[00:16:32.900 --> 00:16:33.070]   and
[00:16:33.070 --> 00:16:33.180]   he
[00:16:33.180 --> 00:16:33.230]  's
[00:16:33.230 --> 00:16:33.660]   like
[00:16:33.660 --> 00:16:33.690]   hey
[00:16:33.690 --> 00:16:33.860]   got
[00:16:33.860 --> 00:16:33.910]   a
[00:16:33.910 --> 00:16:34.300]   chance
[00:16:34.300 --> 00:16:34.370]   to
[00:16:34.370 --> 00:16:34.600]   talk
[00:16:34.600 --> 00:16:34.710]   so
[00:16:34.710 --> 00:16:34.820]   we
[00:16:34.820 --> 00:16:35.160]   start
[00:16:35.160 --> 00:16:35.520]   talking
[00:16:35.520 --> 00:16:35.780]   and
[00:16:35.780 --> 00:16:35.800]   he
[00:16:35.800 --> 00:16:35.910]  's
[00:16:35.910 --> 00:16:36.140]   like
[00:16:36.140 --> 00:16:36.310]   you
[00:16:36.310 --> 00:16:36.540]   know
[00:16:36.540 --> 00:16:36.770]   what
[00:16:36.770 --> 00:16:36.820]   i
[00:16:36.820 --> 00:16:37.280]  'm
[00:16:37.280 --> 00:16:37.400]   thinking
[00:16:37.400 --> 00:16:37.530]   of
[00:16:37.530 --> 00:16:37.980]   raising
[00:16:37.980 --> 00:16:38.170]   some
[00:16:38.170 --> 00:16:38.440]   money
[00:16:38.440 --> 00:16:38.850]   because
[00:16:38.850 --> 00:16:39.020]   you
[00:16:39.020 --> 00:16:39.250]   know
[00:16:39.250 --> 00:16:39.340]   i
[00:16:39.340 --> 00:16:39.590]   wanna
[00:16:39.590 --> 00:16:39.820]   like
[00:16:39.820 --> 00:16:40.360]  .
[00:16:40.360 --> 00:16:40.430]   I
[00:16:40.430 --> 00:16:40.930]   think
[00:16:40.930 --> 00:16:41.130]   maybe
[00:16:41.130 --> 00:16:41.200]   i
[00:16:41.200 --> 00:16:41.620]   should
[00:16:41.620 --> 00:16:41.900]   like
[00:16:41.900 --> 00:16:42.110]   try
[00:16:42.110 --> 00:16:42.250]   to
[00:16:42.250 --> 00:16:42.530]   open
[00:16:42.530 --> 00:16:42.600]   a
[00:16:42.600 --> 00:16:43.160]   location
[00:16:43.160 --> 00:16:43.300]   or
[00:16:43.300 --> 00:16:43.580]   this
[00:16:43.580 --> 00:16:43.720]   or
[00:16:43.720 --> 00:16:44.000]   that
[00:16:44.000 --> 00:16:44.210]   and
[00:16:44.210 --> 00:16:44.280]   i
[00:16:44.280 --> 00:16:44.560]   said
[00:16:44.560 --> 00:16:44.970]   listen
[00:16:44.970 --> 00:16:45.050]   i
[00:16:45.050 --> 00:16:45.260]   don
[00:16:45.260 --> 00:16:45.400]  't
[00:16:45.400 --> 00:16:45.660]   think
[00:16:45.660 --> 00:16:46.070]   you
[00:16:46.070 --> 00:16:46.260]   can
[00:16:46.260 --> 00:16:46.620]   raise
[00:16:46.620 --> 00:16:46.900]   angel
[00:16:46.900 --> 00:16:47.360]   funding
[00:16:47.360 --> 00:16:47.710]   until
[00:16:47.710 --> 00:16:47.920]   you
[00:16:47.920 --> 00:16:48.220]   have
[00:16:48.220 --> 00:16:48.340]   at
[00:16:48.340 --> 00:16:48.690]   least
[00:16:48.690 --> 00:16:49.040]   three
[00:16:49.040 --> 00:16:49.660]   locations
[00:16:49.660 --> 00:16:50.040]  .
[00:16:50.580 --> 00:16:50.810]  
[00:16:50.810 --> 00:16:50.820]   You
[00:16:50.820 --> 00:16:51.120]   know
[00:16:51.120 --> 00:16:51.350]   one
[00:16:51.350 --> 00:16:51.970]   location
[00:16:51.970 --> 00:16:52.110]   is
[00:16:52.110 --> 00:16:52.900]   there
[00:16:52.900 --> 00:16:52.940]   still
[00:16:52.940 --> 00:16:53.130]   way
[00:16:53.130 --> 00:16:53.360]   too
[00:16:53.360 --> 00:16:53.680]   much
[00:16:53.680 --> 00:16:53.980]   risk
[00:16:53.980 --> 00:16:54.130]   on
[00:16:54.130 --> 00:16:54.360]   the
[00:16:54.360 --> 00:16:54.750]   table
[00:16:54.750 --> 00:16:54.980]   you
[00:16:54.980 --> 00:16:55.370]   haven
[00:16:55.370 --> 00:16:55.520]  't
[00:16:55.520 --> 00:16:55.990]   shown
[00:16:55.990 --> 00:16:56.260]   scal
[00:16:56.260 --> 00:16:56.760]  ability
[00:16:56.760 --> 00:16:57.300]   ability
[00:16:57.300 --> 00:16:57.450]   to
[00:16:57.450 --> 00:16:58.150]   replicate
[00:16:58.150 --> 00:16:58.380]   the
[00:16:58.380 --> 00:16:58.840]   model
[00:16:58.840 --> 00:16:59.080]   it
[00:16:59.080 --> 00:16:59.290]   could
[00:16:59.290 --> 00:16:59.410]   be
[00:16:59.410 --> 00:16:59.470]   a
[00:16:59.470 --> 00:16:59.650]   flu
[00:16:59.650 --> 00:16:59.860]  ke
[00:16:59.860 --> 00:17:00.020]   that
[00:17:00.020 --> 00:17:00.270]   just
[00:17:00.270 --> 00:17:00.740]   because
[00:17:00.740 --> 00:17:00.910]   you
[00:17:00.910 --> 00:17:01.150]   know
[00:17:01.150 --> 00:17:01.510]   people
[00:17:01.510 --> 00:17:01.630]   in
[00:17:01.630 --> 00:17:01.880]   that
[00:17:01.880 --> 00:17:02.130]   area
[00:17:02.130 --> 00:17:02.290]   i
[00:17:02.290 --> 00:17:02.440]   mean
[00:17:02.440 --> 00:17:02.660]   can
[00:17:02.660 --> 00:17:02.800]   you
[00:17:02.800 --> 00:17:02.920]   go
[00:17:02.920 --> 00:17:03.470]   and
[00:17:03.470 --> 00:17:03.620]   you
[00:17:03.620 --> 00:17:04.020]  .
[00:17:04.020 --> 00:17:04.350]   Gener
[00:17:04.350 --> 00:17:04.550]  ate
[00:17:04.550 --> 00:17:04.750]   the
[00:17:04.750 --> 00:17:05.150]   demand
[00:17:05.150 --> 00:17:05.350]   and
[00:17:05.350 --> 00:17:05.550]   the
[00:17:05.550 --> 00:17:06.160]   awareness
[00:17:06.160 --> 00:17:06.360]   and
[00:17:06.360 --> 00:17:06.570]   can
[00:17:06.570 --> 00:17:06.760]   you
[00:17:06.760 --> 00:17:07.090]   scale
[00:17:07.090 --> 00:17:07.290]   and
[00:17:07.290 --> 00:17:07.560]   all
[00:17:07.560 --> 00:17:07.820]   these
[00:17:07.820 --> 00:17:08.150]   kinds
[00:17:08.150 --> 00:17:08.280]   of
[00:17:08.280 --> 00:17:08.770]   things
[00:17:08.770 --> 00:17:08.810]   is
[00:17:08.810 --> 00:17:09.080]   what
[00:17:09.080 --> 00:17:09.280]   you
[00:17:09.280 --> 00:17:09.550]   have
[00:17:09.550 --> 00:17:09.880]   three
[00:17:09.880 --> 00:17:10.490]   locations
[00:17:10.490 --> 00:17:10.960]   working
[00:17:10.960 --> 00:17:11.090]   as
[00:17:11.090 --> 00:17:11.150]   a
[00:17:11.150 --> 00:17:11.420]   then
[00:17:11.420 --> 00:17:11.810]   i
[00:17:11.810 --> 00:17:11.830]   think
[00:17:11.830 --> 00:17:12.010]   you
[00:17:12.010 --> 00:17:12.340]   could
[00:17:12.340 --> 00:17:12.670]   raise
[00:17:12.670 --> 00:17:12.940]   real
[00:17:12.940 --> 00:17:13.270]   money
[00:17:13.270 --> 00:17:13.660]  .
[00:17:14.300 --> 00:17:14.430]  
[00:17:14.430 --> 00:17:14.570]   But
[00:17:14.570 --> 00:17:14.660]   one
[00:17:14.660 --> 00:17:14.780]   is
[00:17:14.780 --> 00:17:15.080]   gonna
[00:17:15.080 --> 00:17:15.200]   be
[00:17:15.200 --> 00:17:15.260]   a
[00:17:15.260 --> 00:17:15.380]   sl
[00:17:15.380 --> 00:17:15.500]  ug
[00:17:15.500 --> 00:17:15.800]   and
[00:17:15.800 --> 00:17:15.870]   it
[00:17:15.870 --> 00:17:15.920]  's
[00:17:15.920 --> 00:17:16.220]   gonna
[00:17:16.220 --> 00:17:16.460]   take
[00:17:16.460 --> 00:17:16.610]   up
[00:17:16.610 --> 00:17:16.760]   all
[00:17:16.760 --> 00:17:17.010]   your
[00:17:17.010 --> 00:17:17.270]   time
[00:17:17.270 --> 00:17:17.440]   and
[00:17:17.440 --> 00:17:17.690]   your
[00:17:17.690 --> 00:17:17.920]   time
[00:17:17.920 --> 00:17:18.330]   working
[00:17:18.330 --> 00:17:18.450]   on
[00:17:18.450 --> 00:17:18.750]   power
[00:17:18.750 --> 00:17:19.110]  points
[00:17:19.110 --> 00:17:19.290]   and
[00:17:19.290 --> 00:17:19.680]   trying
[00:17:19.680 --> 00:17:19.780]   to
[00:17:19.780 --> 00:17:19.960]   get
[00:17:19.960 --> 00:17:20.450]   meetings
[00:17:20.450 --> 00:17:20.570]   is
[00:17:20.570 --> 00:17:20.810]   just
[00:17:20.810 --> 00:17:21.050]   like
[00:17:21.050 --> 00:17:21.200]   as
[00:17:21.200 --> 00:17:21.640]   my
[00:17:21.640 --> 00:17:21.900]   suggestion
[00:17:21.900 --> 00:17:22.020]   is
[00:17:22.020 --> 00:17:22.200]   you
[00:17:22.200 --> 00:17:22.500]   raise
[00:17:22.500 --> 00:17:22.560]   a
[00:17:22.560 --> 00:17:22.930]   little
[00:17:22.930 --> 00:17:23.230]   money
[00:17:23.230 --> 00:17:23.350]   as
[00:17:23.350 --> 00:17:23.530]   you
[00:17:23.530 --> 00:17:23.770]   have
[00:17:23.770 --> 00:17:23.890]   to
[00:17:23.890 --> 00:17:24.300]  .
[00:17:24.300 --> 00:17:24.640]   From
[00:17:24.640 --> 00:17:24.900]   one
[00:17:24.900 --> 00:17:25.270]   to
[00:17:25.270 --> 00:17:25.500]   three
[00:17:25.500 --> 00:17:26.100]   friends
[00:17:26.100 --> 00:17:26.360]   and
[00:17:26.360 --> 00:17:26.440]   i
[00:17:26.440 --> 00:17:26.830]   just
[00:17:26.830 --> 00:17:27.210]   write
[00:17:27.210 --> 00:17:27.550]   you
[00:17:27.550 --> 00:17:27.570]   a
[00:17:27.570 --> 00:17:27.980]   check
[00:17:27.980 --> 00:17:28.260]   and
[00:17:28.260 --> 00:17:28.590]   they
[00:17:28.590 --> 00:17:28.920]   just
[00:17:28.920 --> 00:17:29.260]   work
[00:17:29.260 --> 00:17:29.440]   it
[00:17:29.440 --> 00:17:29.700]   out
[00:17:29.700 --> 00:17:29.950]   and
[00:17:29.950 --> 00:17:30.220]   so
[00:17:30.220 --> 00:17:30.290]   um
[00:17:30.290 --> 00:17:30.630]   what
[00:17:30.630 --> 00:17:30.800]   do
[00:17:30.800 --> 00:17:31.080]   you
[00:17:31.080 --> 00:17:31.400]   what
[00:17:31.400 --> 00:17:31.570]   do
[00:17:31.570 --> 00:17:32.260]   you
[00:17:32.260 --> 00:17:32.300]   point
[00:17:32.300 --> 00:17:32.520]   out
[00:17:32.520 --> 00:17:33.210]   yourself
[00:17:33.210 --> 00:17:33.620]  .
[00:17:33.620 --> 00:17:33.950]   Can
[00:17:33.950 --> 00:17:34.100]   i
[00:17:34.100 --> 00:17:34.200]   can
[00:17:34.200 --> 00:17:34.280]   i
[00:17:34.280 --> 00:17:34.470]   be
[00:17:34.470 --> 00:17:34.620]   in
[00:17:34.620 --> 00:17:34.960]   this
[00:17:34.960 --> 00:17:35.260]  .
[00:17:39.340 --> 00:17:39.340]  
[00:17:39.340 --> 00:17:39.630]   Can
[00:17:39.630 --> 00:17:39.640]   i
[00:17:39.640 --> 00:17:39.790]   be
[00:17:39.790 --> 00:17:40.020]   one
[00:17:40.020 --> 00:17:40.170]   of
[00:17:40.170 --> 00:17:40.400]   the
[00:17:40.400 --> 00:17:40.470]   i
[00:17:40.470 --> 00:17:40.790]   know
[00:17:40.790 --> 00:17:41.000]   you
[00:17:41.000 --> 00:17:41.220]  're
[00:17:41.220 --> 00:17:41.590]   gonna
[00:17:41.590 --> 00:17:41.850]   say
[00:17:41.850 --> 00:17:42.130]   that
[00:17:42.130 --> 00:17:42.430]   have
[00:17:42.430 --> 00:17:42.680]   you
[00:17:42.680 --> 00:17:42.960]   ever
[00:17:42.960 --> 00:17:43.190]   all
[00:17:43.190 --> 00:17:43.420]   the
[00:17:43.420 --> 00:17:43.800]   slots
[00:17:43.800 --> 00:17:44.330]   already
[00:17:44.330 --> 00:17:44.770]   taken
[00:17:44.770 --> 00:17:44.860]   up
[00:17:44.860 --> 00:17:45.180]  .
[00:17:45.180 --> 00:17:45.440]   I
[00:17:45.440 --> 00:17:45.480]   don
[00:17:45.480 --> 00:17:45.570]  't
[00:17:45.570 --> 00:17:45.830]   know
[00:17:45.830 --> 00:17:45.890]   i
[00:17:45.890 --> 00:17:46.090]   don
[00:17:46.090 --> 00:17:46.400]  't
[00:17:46.400 --> 00:17:46.480]   know
[00:17:46.480 --> 00:17:46.680]   and
[00:17:46.680 --> 00:17:46.740]   i
[00:17:46.740 --> 00:17:46.940]   you
[00:17:46.940 --> 00:17:47.200]   know
[00:17:47.200 --> 00:17:47.330]   so
[00:17:47.330 --> 00:17:47.390]   i
[00:17:47.390 --> 00:17:47.590]  'll
[00:17:47.590 --> 00:17:47.840]   get
[00:17:47.840 --> 00:17:47.920]   up
[00:17:47.920 --> 00:17:47.980]   i
[00:17:47.980 --> 00:17:48.180]  'll
[00:17:48.180 --> 00:17:48.440]   make
[00:17:48.440 --> 00:17:48.500]   a
[00:17:48.500 --> 00:17:48.840]   story
