
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:05:44.180 --> 00:05:44.380]   and
[00:05:44.380 --> 00:05:44.640]   then
[00:05:44.640 --> 00:05:44.780]   you
[00:05:44.780 --> 00:05:44.900]  'd
[00:05:44.900 --> 00:05:45.140]   kind
[00:05:45.140 --> 00:05:45.260]   of
[00:05:45.260 --> 00:05:45.500]   walk
[00:05:45.500 --> 00:05:45.690]   out
[00:05:45.690 --> 00:05:45.860]   the
[00:05:45.860 --> 00:05:46.250]   door
[00:05:46.250 --> 00:05:46.280]   and
[00:05:46.280 --> 00:05:46.520]   they
[00:05:46.520 --> 00:05:46.640]  'd
[00:05:46.640 --> 00:05:46.820]   say
[00:05:46.820 --> 00:05:47.000]  ,
[00:05:47.000 --> 00:05:47.040]   "
[00:05:47.040 --> 00:05:47.280]  Okay
[00:05:47.280 --> 00:05:47.320]  ,
[00:05:47.320 --> 00:05:47.530]   okay
[00:05:47.530 --> 00:05:47.600]  ,
[00:05:47.600 --> 00:05:47.740]   two
[00:05:47.740 --> 00:05:48.010]   grand
[00:05:48.010 --> 00:05:48.150]   off
[00:05:48.150 --> 00:05:48.210]  ,
[00:05:48.210 --> 00:05:48.350]   two
[00:05:48.350 --> 00:05:48.640]   grand
[00:05:48.640 --> 00:05:48.730]   off
[00:05:48.730 --> 00:05:49.000]  ."
[00:05:49.000 --> 00:05:49.140]   And
[00:05:49.140 --> 00:05:49.280]   you
[00:05:49.280 --> 00:05:49.370]  'd
[00:05:49.370 --> 00:05:49.510]   get
[00:05:49.510 --> 00:05:49.550]   a
[00:05:49.550 --> 00:05:49.850]   bit
[00:05:49.850 --> 00:05:50.010]   further
[00:05:50.010 --> 00:05:50.220]   and
[00:05:50.220 --> 00:05:50.330]   then
[00:05:50.330 --> 00:05:50.510]   they
[00:05:50.510 --> 00:05:50.600]  'd
[00:05:50.600 --> 00:05:50.740]   say
[00:05:50.740 --> 00:05:50.840]  ,
[00:05:50.840 --> 00:05:50.880]   "
[00:05:50.880 --> 00:05:51.050]  Okay
[00:05:51.050 --> 00:05:51.140]  ,
[00:05:51.140 --> 00:05:51.430]   three
[00:05:51.430 --> 00:05:51.600]   grand
[00:05:51.600 --> 00:05:51.740]   off
[00:05:51.740 --> 00:05:52.000]  ."
[00:05:52.000 --> 00:05:52.090]   And
[00:05:52.090 --> 00:05:52.210]   then
[00:05:52.210 --> 00:05:52.360]   you
[00:05:52.360 --> 00:05:52.390]  'd
[00:05:52.390 --> 00:05:52.450]   get
[00:05:52.450 --> 00:05:52.480]   a
[00:05:52.480 --> 00:05:52.570]   bit
[00:05:52.570 --> 00:05:52.780]   further
[00:05:52.780 --> 00:05:52.870]   and
[00:05:52.870 --> 00:05:53.030]   they
[00:05:53.030 --> 00:05:53.050]  'd
[00:05:53.050 --> 00:05:53.160]   be
[00:05:53.160 --> 00:05:53.230]   like
[00:05:53.230 --> 00:05:53.320]  ,
[00:05:53.320 --> 00:05:53.320]   "
[00:05:53.320 --> 00:05:53.500]  Okay
[00:05:53.500 --> 00:05:53.520]  ,
[00:05:53.520 --> 00:05:53.620]   five
[00:05:53.620 --> 00:05:53.770]   grand
[00:05:53.770 --> 00:05:54.000]   off
[00:05:54.000 --> 00:05:54.200]  ."
[00:05:54.200 --> 00:05:54.550]   And
[00:05:54.550 --> 00:05:54.950]   it
[00:05:54.950 --> 00:05:55.210]  's
[00:05:55.210 --> 00:05:55.750]   just
[00:05:55.750 --> 00:05:56.700]   really
[00:05:56.700 --> 00:05:57.740]   weird
[00:05:57.740 --> 00:05:58.000]  .
[00:05:58.000 --> 00:05:58.080]   It
[00:05:58.080 --> 00:05:58.170]  's
[00:05:58.170 --> 00:05:58.460]   annoying
[00:05:58.460 --> 00:05:58.540]   is
[00:05:58.540 --> 00:05:58.700]   what
[00:05:58.700 --> 00:05:58.780]   it
[00:05:58.780 --> 00:05:58.860]   is
[00:05:58.860 --> 00:05:59.000]  .
[00:05:59.000 --> 00:05:59.300]   So
[00:05:59.300 --> 00:05:59.360]  ,
[00:05:59.360 --> 00:05:59.540]   do
[00:05:59.540 --> 00:05:59.840]   you
[00:05:59.840 --> 00:06:00.170]   have
[00:06:00.170 --> 00:06:00.850]   another
[00:06:00.850 --> 00:06:01.090]   car
[00:06:01.090 --> 00:06:01.250]   to
[00:06:01.250 --> 00:06:01.730]   drive
[00:06:01.730 --> 00:06:02.000]  ?
[00:06:02.000 --> 00:06:02.160]  
[00:06:02.160 --> 00:06:02.260]   Yeah
[00:06:02.260 --> 00:06:02.390]  ,
[00:06:02.390 --> 00:06:02.670]   well
[00:06:02.670 --> 00:06:02.780]  ,
[00:06:02.780 --> 00:06:03.110]   Georg
[00:06:03.110 --> 00:06:03.230]  ie
[00:06:03.230 --> 00:06:03.370]  's
[00:06:03.370 --> 00:06:03.560]   got
[00:06:03.560 --> 00:06:03.750]   her
[00:06:03.750 --> 00:06:04.140]   Matrix
[00:06:04.140 --> 00:06:04.270]  ,
[00:06:04.270 --> 00:06:04.730]   which
[00:06:04.730 --> 00:06:04.730]   we
[00:06:04.730 --> 00:06:05.120]   got
[00:06:05.120 --> 00:06:05.180]   from
[00:06:05.180 --> 00:06:05.370]   Car
[00:06:05.370 --> 00:06:05.560]  Max
[00:06:05.560 --> 00:06:05.750]  .
[00:06:05.750 --> 00:06:05.880]   We
[00:06:05.880 --> 00:06:06.340]   already
[00:06:06.340 --> 00:06:06.370]   had
[00:06:06.370 --> 00:06:06.740]   that
[00:06:06.740 --> 00:06:07.170]  .
[00:06:07.170 --> 00:06:07.250]   And
[00:06:07.250 --> 00:06:07.400]   we
[00:06:07.400 --> 00:06:07.490]  're
[00:06:07.490 --> 00:06:07.750]   just
[00:06:07.750 --> 00:06:08.080]   going
[00:06:08.080 --> 00:06:08.210]   to
[00:06:08.210 --> 00:06:08.400]   use
[00:06:08.400 --> 00:06:08.660]   that
[00:06:08.660 --> 00:06:09.000]  .
[00:06:09.000 --> 00:06:09.040]   I
[00:06:09.040 --> 00:06:09.180]   don
[00:06:09.180 --> 00:06:09.300]  't
[00:06:09.300 --> 00:06:09.460]   even
[00:06:09.460 --> 00:06:09.650]   need
[00:06:09.650 --> 00:06:09.690]   a
[00:06:09.690 --> 00:06:09.830]   car
[00:06:09.830 --> 00:06:09.920]  ,
[00:06:09.920 --> 00:06:10.010]   to
[00:06:10.010 --> 00:06:10.100]   be
[00:06:10.100 --> 00:06:10.520]   perfectly
[00:06:10.520 --> 00:06:10.840]   honest
[00:06:10.840 --> 00:06:11.010]  .
[00:06:11.010 --> 00:06:11.140]   We
[00:06:11.140 --> 00:06:11.490]   only
[00:06:11.490 --> 00:06:11.700]   need
[00:06:11.700 --> 00:06:11.910]   one
[00:06:11.910 --> 00:06:12.120]   car
[00:06:12.120 --> 00:06:12.580]   between
[00:06:12.580 --> 00:06:12.740]   us
[00:06:12.740 --> 00:06:13.000]  .
[00:06:13.000 --> 00:06:13.180]   Yeah
[00:06:13.180 --> 00:06:13.240]  ,
[00:06:13.240 --> 00:06:13.520]   because
[00:06:13.520 --> 00:06:13.760]   during
[00:06:13.760 --> 00:06:13.880]   the
[00:06:13.880 --> 00:06:14.000]   day
[00:06:14.000 --> 00:06:14.070]  ,
[00:06:14.070 --> 00:06:14.320]   you
[00:06:14.320 --> 00:06:14.330]  're
[00:06:14.330 --> 00:06:14.600]   working
[00:06:14.600 --> 00:06:14.680]   at
[00:06:14.680 --> 00:06:14.840]   home
[00:06:14.840 --> 00:06:15.000]  .
[00:06:15.000 --> 00:06:15.180]   You
[00:06:15.180 --> 00:06:15.350]   don
[00:06:15.350 --> 00:06:15.720]  't
[00:06:15.720 --> 00:06:15.840]   really
[00:06:15.840 --> 00:06:16.070]   need
[00:06:16.070 --> 00:06:16.320]   to
[00:06:16.320 --> 00:06:16.390]   go
[00:06:16.390 --> 00:06:16.800]   anywhere
[00:06:16.800 --> 00:06:17.030]  .
[00:06:17.030 --> 00:06:17.170]   Now
[00:06:17.170 --> 00:06:17.280]  ,
[00:06:17.280 --> 00:06:17.390]   we
[00:06:17.390 --> 00:06:17.560]   are
[00:06:17.560 --> 00:06:17.910]   moving
[00:06:17.910 --> 00:06:18.020]   to
[00:06:18.020 --> 00:06:18.780]   Hollywood
[00:06:18.780 --> 00:06:19.120]   relatively
[00:06:19.120 --> 00:06:19.350]   soon
[00:06:19.350 --> 00:06:19.550]  ,
[00:06:19.550 --> 00:06:19.750]   right
[00:06:19.750 --> 00:06:20.000]  ?
[00:06:20.000 --> 00:06:20.100]   Is
[00:06:20.100 --> 00:06:20.340]   that
[00:06:20.340 --> 00:06:20.750]   walking
[00:06:20.750 --> 00:06:21.240]   distance
[00:06:21.240 --> 00:06:21.330]   to
[00:06:21.330 --> 00:06:22.000]   anywhere
[00:06:22.000 --> 00:06:22.000]  ?
[00:06:22.000 --> 00:06:22.180]   It
[00:06:22.180 --> 00:06:22.360]  's
[00:06:22.360 --> 00:06:23.020]   walking
[00:06:23.020 --> 00:06:23.750]   distance
[00:06:23.750 --> 00:06:23.930]   to
[00:06:23.930 --> 00:06:24.210]   the
[00:06:24.210 --> 00:06:24.540]   Grove
[00:06:24.540 --> 00:06:24.750]  .
[00:06:24.750 --> 00:06:25.160]   It
[00:06:25.160 --> 00:06:25.240]  's
[00:06:25.240 --> 00:06:25.590]   literally
[00:06:25.590 --> 00:06:25.710]   five
[00:06:25.710 --> 00:06:26.000]   minutes
[00:06:26.000 --> 00:06:26.160]   walk
[00:06:26.160 --> 00:06:26.400]   away
[00:06:26.400 --> 00:06:26.530]   from
[00:06:26.530 --> 00:06:26.630]   the
[00:06:26.630 --> 00:06:26.840]   Grove
[00:06:26.840 --> 00:06:27.000]  .
[00:06:27.000 --> 00:06:27.000]  
[00:06:27.000 --> 00:06:27.270]   Well
[00:06:27.270 --> 00:06:27.360]  ,
[00:06:27.360 --> 00:06:27.540]   for
[00:06:27.540 --> 00:06:27.920]   people
[00:06:27.920 --> 00:06:28.100]   who
[00:06:28.100 --> 00:06:28.280]   don
[00:06:28.280 --> 00:06:28.400]  't
[00:06:28.400 --> 00:06:28.660]   know
[00:06:28.660 --> 00:06:28.900]   what
[00:06:28.900 --> 00:06:29.080]   the
[00:06:29.080 --> 00:06:29.390]   Grove
[00:06:29.390 --> 00:06:29.510]   is
[00:06:29.510 --> 00:06:29.630]  ,
[00:06:29.630 --> 00:06:29.750]   it
[00:06:29.750 --> 00:06:29.870]  's
[00:06:29.870 --> 00:06:30.120]   like
[00:06:30.120 --> 00:06:30.180]   a
[00:06:30.180 --> 00:06:30.550]   really
[00:06:30.550 --> 00:06:30.800]   high
[00:06:30.800 --> 00:06:30.860]  -
[00:06:30.860 --> 00:06:31.040]  end
[00:06:31.040 --> 00:06:31.470]   outdoor
[00:06:31.470 --> 00:06:31.720]   sort
[00:06:31.720 --> 00:06:31.840]   of
[00:06:31.840 --> 00:06:32.330]   shopping
[00:06:32.330 --> 00:06:32.960]   center
[00:06:32.960 --> 00:06:33.000]  .
[00:06:33.000 --> 00:06:33.140]   It
[00:06:33.140 --> 00:06:33.250]  's
[00:06:33.250 --> 00:06:33.560]   like
[00:06:33.560 --> 00:06:33.610]  ,
[00:06:33.610 --> 00:06:33.790]   how
[00:06:33.790 --> 00:06:33.970]   can
[00:06:33.970 --> 00:06:34.210]   I
[00:06:34.210 --> 00:06:34.320]   say
[00:06:34.320 --> 00:06:34.390]  ?
[00:06:34.390 --> 00:06:34.510]   It
[00:06:34.510 --> 00:06:34.630]  's
[00:06:34.630 --> 00:06:34.880]   like
[00:06:34.880 --> 00:06:35.250]   saying
[00:06:35.250 --> 00:06:35.370]   if
[00:06:35.370 --> 00:06:35.550]   you
[00:06:35.550 --> 00:06:35.730]  're
[00:06:35.730 --> 00:06:36.100]   living
[00:06:36.100 --> 00:06:36.220]   in
[00:06:36.220 --> 00:06:36.650]   England
[00:06:36.650 --> 00:06:36.770]  ,
[00:06:36.770 --> 00:06:36.890]   it
[00:06:36.890 --> 00:06:37.010]  's
[00:06:37.010 --> 00:06:37.260]   like
[00:06:37.260 --> 00:06:37.590]   being
[00:06:37.590 --> 00:06:37.810]   five
[00:06:37.810 --> 00:06:38.250]   minutes
[00:06:38.250 --> 00:06:38.500]   walk
[00:06:38.500 --> 00:06:38.760]   from
[00:06:38.760 --> 00:06:38.920]   Le
[00:06:38.920 --> 00:06:38.990]  ic
[00:06:38.990 --> 00:06:39.090]  ester
[00:06:39.090 --> 00:06:40.000]   Square
[00:06:40.000 --> 00:06:40.000]  .
[00:06:40.000 --> 00:06:40.170]   Yeah
[00:06:40.170 --> 00:06:40.250]  ,
[00:06:40.250 --> 00:06:40.330]   it
[00:06:40.330 --> 00:06:40.410]  's
[00:06:40.410 --> 00:06:40.670]   really
[00:06:40.670 --> 00:06:40.830]   nice
[00:06:40.830 --> 00:06:41.000]  .
[00:06:41.000 --> 00:06:41.080]   So
[00:06:41.080 --> 00:06:41.180]  ,
[00:06:41.180 --> 00:06:41.330]   that
[00:06:41.330 --> 00:06:41.410]  's
[00:06:41.410 --> 00:06:41.620]   great
[00:06:41.620 --> 00:06:41.770]  .
[00:06:41.770 --> 00:06:41.850]   So
[00:06:41.850 --> 00:06:41.900]  ,
[00:06:41.900 --> 00:06:42.020]   you
[00:06:42.020 --> 00:06:42.140]   don
[00:06:42.140 --> 00:06:42.220]  't
[00:06:42.220 --> 00:06:42.470]   really
[00:06:42.470 --> 00:06:42.680]   need
[00:06:42.680 --> 00:06:42.700]   a
[00:06:42.700 --> 00:06:42.800]   car
[00:06:42.800 --> 00:06:42.880]   if
[00:06:42.880 --> 00:06:43.000]   you
[00:06:43.000 --> 00:06:43.120]  're
[00:06:43.120 --> 00:06:43.330]   going
[00:06:43.330 --> 00:06:43.410]   to
[00:06:43.410 --> 00:06:43.490]   go
[00:06:43.490 --> 00:06:43.830]   anywhere
[00:06:43.830 --> 00:06:44.080]   during
[00:06:44.080 --> 00:06:44.210]   the
[00:06:44.210 --> 00:06:44.330]   day
[00:06:44.330 --> 00:06:44.400]   to
[00:06:44.400 --> 00:06:44.570]   grab
[00:06:44.570 --> 00:06:44.740]   some
[00:06:44.740 --> 00:06:44.950]   lunch
[00:06:44.950 --> 00:06:45.030]  ,
[00:06:45.030 --> 00:06:45.200]   grab
[00:06:45.200 --> 00:06:45.280]   a
[00:06:45.280 --> 00:06:45.360]   cup
[00:06:45.360 --> 00:06:45.440]   of
[00:06:45.440 --> 00:06:45.690]   coffee
[00:06:45.690 --> 00:06:46.000]  .
[00:06:46.000 --> 00:06:46.110]   If
[00:06:46.110 --> 00:06:46.280]   you
[00:06:46.280 --> 00:06:46.620]   wanted
[00:06:46.620 --> 00:06:46.730]   to
[00:06:46.730 --> 00:06:46.950]   have
[00:06:46.950 --> 00:06:47.000]   a
[00:06:47.000 --> 00:06:47.390]   meeting
[00:06:47.390 --> 00:06:47.610]   with
[00:06:47.610 --> 00:06:48.060]   somebody
[00:06:48.060 --> 00:06:48.170]  ,
[00:06:48.170 --> 00:06:48.340]   you
[00:06:48.340 --> 00:06:48.620]   could
[00:06:48.620 --> 00:06:48.850]   just
[00:06:48.850 --> 00:06:48.990]   go
[00:06:48.990 --> 00:06:49.170]   down
[00:06:49.170 --> 00:06:49.280]   to
[00:06:49.280 --> 00:06:49.450]   the
[00:06:49.450 --> 00:06:49.890]   Grove
[00:06:49.890 --> 00:06:50.000]  .
[00:06:50.000 --> 00:06:50.000]  
[00:06:50.000 --> 00:06:50.350]   Listen
[00:06:50.350 --> 00:06:50.490]  ,
[00:06:50.490 --> 00:06:50.520]   I
[00:06:50.520 --> 00:06:50.820]   never
[00:06:50.820 --> 00:06:51.120]   drove
[00:06:51.120 --> 00:06:51.280]   for
[00:06:51.280 --> 00:06:51.540]   the
[00:06:51.540 --> 00:06:51.750]   first
[00:06:51.750 --> 00:06:52.100]   40
[00:06:52.100 --> 00:06:52.400]   years
[00:06:52.400 --> 00:06:52.510]   of
[00:06:52.510 --> 00:06:52.630]   my
[00:06:52.630 --> 00:06:52.910]   life
[00:06:52.910 --> 00:06:53.040]  .
[00:06:53.040 --> 00:06:53.310]   Then
[00:06:53.310 --> 00:06:53.390]  ,
[00:06:53.390 --> 00:06:53.450]   I
[00:06:53.450 --> 00:06:53.710]   took
[00:06:53.710 --> 00:06:53.810]   my
[00:06:53.810 --> 00:06:54.220]   driving
[00:06:54.220 --> 00:06:54.470]   test
[00:06:54.470 --> 00:06:54.630]   and
[00:06:54.630 --> 00:06:54.700]   I
[00:06:54.700 --> 00:06:55.250]   learned
[00:06:55.250 --> 00:06:55.290]   how
[00:06:55.290 --> 00:06:55.410]   to
[00:06:55.410 --> 00:06:55.700]   drive
[00:06:55.700 --> 00:06:56.000]  .
[00:06:56.000 --> 00:06:56.070]   And
[00:06:56.070 --> 00:06:56.320]   I
[00:06:56.320 --> 00:06:56.600]  'm
[00:06:56.600 --> 00:06:56.830]   glad
[00:06:56.830 --> 00:06:56.960]   to
[00:06:56.960 --> 00:06:57.200]   say
[00:06:57.200 --> 00:06:57.520]   that
[00:06:57.520 --> 00:06:57.700]   I
[00:06:57.700 --> 00:06:58.000]   think
[00:06:58.000 --> 00:06:58.110]   I
[00:06:58.110 --> 00:06:58.240]  'm
[00:06:58.240 --> 00:06:58.560]   done
[00:06:58.560 --> 00:06:58.880]   with
[00:06:58.880 --> 00:06:59.450]   driving
[00:06:59.450 --> 00:06:59.690]   now
[00:06:59.690 --> 00:07:00.000]  .
[00:07:00.000 --> 00:07:00.120]   I
[00:07:00.120 --> 00:07:00.210]  've
[00:07:00.210 --> 00:07:00.450]   done
[00:07:00.450 --> 00:07:00.650]   like
[00:07:00.650 --> 00:07:00.700]   a
[00:07:00.700 --> 00:07:00.920]   year
[00:07:00.920 --> 00:07:01.030]  's
[00:07:01.030 --> 00:07:01.300]   worth
[00:07:01.300 --> 00:07:01.410]   of
[00:07:01.410 --> 00:07:01.790]   driving
[00:07:01.790 --> 00:07:02.000]  .
[00:07:02.000 --> 00:07:02.170]   And
[00:07:02.170 --> 00:07:02.340]   you
[00:07:02.340 --> 00:07:02.800]   know
[00:07:02.800 --> 00:07:02.940]   what
[00:07:02.940 --> 00:07:03.000]  ?
[00:07:03.000 --> 00:07:03.100]   It
[00:07:03.100 --> 00:07:03.120]  's
[00:07:03.120 --> 00:07:03.220]   not
[00:07:03.220 --> 00:07:03.320]   all
[00:07:03.320 --> 00:07:03.380]   it
[00:07:03.380 --> 00:07:03.550]  's
[00:07:03.550 --> 00:07:03.710]   cracked
[00:07:03.710 --> 00:07:03.730]   up
[00:07:03.730 --> 00:07:03.810]   to
[00:07:03.810 --> 00:07:03.900]   be
[00:07:03.900 --> 00:07:04.060]  .
[00:07:04.060 --> 00:07:04.060]   I
[00:07:04.060 --> 00:07:04.320]   hate
[00:07:04.320 --> 00:07:04.820]   driving
[00:07:04.820 --> 00:07:05.000]  .
[00:07:05.000 --> 00:07:05.070]   I
[00:07:05.070 --> 00:07:05.620]   just
[00:07:05.620 --> 00:07:05.630]   hate
[00:07:05.630 --> 00:07:05.770]   it
[00:07:05.770 --> 00:07:06.000]  .
[00:07:06.000 --> 00:07:06.520]   I
[00:07:06.520 --> 00:07:06.950]   never
[00:07:06.950 --> 00:07:07.590]   want
[00:07:07.590 --> 00:07:08.170]   to
[00:07:08.170 --> 00:07:08.700]   drive
[00:07:08.700 --> 00:07:09.490]   again
[00:07:09.490 --> 00:07:10.000]  .
[00:07:10.000 --> 00:07:10.360]   You
[00:07:10.360 --> 00:07:10.710]   kind
[00:07:10.710 --> 00:07:10.910]   of
[00:07:10.910 --> 00:07:11.210]   got
[00:07:11.210 --> 00:07:11.820]   burnt
[00:07:11.820 --> 00:07:11.920]   on
[00:07:11.920 --> 00:07:12.220]   the
[00:07:12.220 --> 00:07:12.980]   whole
[00:07:12.980 --> 00:07:13.140]   debt
[00:07:13.140 --> 00:07:13.710]   thing
[00:07:13.710 --> 00:07:14.000]  .
[00:07:14.000 --> 00:07:14.010]  
[00:07:14.010 --> 00:07:14.130]   It
[00:07:14.130 --> 00:07:14.260]  's
[00:07:14.260 --> 00:07:14.450]   not
[00:07:14.450 --> 00:07:14.710]   just
[00:07:14.710 --> 00:07:14.970]   that
[00:07:14.970 --> 00:07:15.160]  .
[00:07:15.160 --> 00:07:15.220]   I
[00:07:15.220 --> 00:07:15.610]   think
[00:07:15.610 --> 00:07:15.800]   I
[00:07:15.800 --> 00:07:15.810]   got
[00:07:15.810 --> 00:07:16.130]   every
[00:07:16.130 --> 00:07:16.320]   guy
[00:07:16.320 --> 00:07:16.450]  's
[00:07:16.450 --> 00:07:16.780]   dream
[00:07:16.780 --> 00:07:16.970]   car
[00:07:16.970 --> 00:07:17.100]  ,
[00:07:17.100 --> 00:07:17.420]   first
[00:07:17.420 --> 00:07:17.620]   car
[00:07:17.620 --> 00:07:17.810]  .
[00:07:17.810 --> 00:07:17.930]   My
[00:07:17.930 --> 00:07:18.270]   first
[00:07:18.270 --> 00:07:18.470]   car
[00:07:18.470 --> 00:07:18.720]   was
[00:07:18.720 --> 00:07:18.910]   this
[00:07:18.910 --> 00:07:19.370]   amazing
[00:07:19.370 --> 00:07:19.760]   sports
[00:07:19.760 --> 00:07:19.950]   car
[00:07:19.950 --> 00:07:20.080]  ,
[00:07:20.080 --> 00:07:20.410]   right
[00:07:20.410 --> 00:07:20.600]  ?
[00:07:20.600 --> 00:07:20.880]   This
[00:07:20.880 --> 00:07:20.990]   TT
[00:07:20.990 --> 00:07:21.180]  .
[00:07:21.180 --> 00:07:21.790]   Literally
[00:07:21.790 --> 00:07:21.900]  ,
[00:07:21.900 --> 00:07:22.090]   you
[00:07:22.090 --> 00:07:22.290]   can
[00:07:22.290 --> 00:07:22.540]   race
[00:07:22.540 --> 00:07:22.870]   these
[00:07:22.870 --> 00:07:23.260]   things
[00:07:23.260 --> 00:07:23.450]  .
[00:07:23.450 --> 00:07:23.510]   I
[00:07:23.510 --> 00:07:23.770]   mean
[00:07:23.770 --> 00:07:23.900]  ,
[00:07:23.900 --> 00:07:24.030]   it
[00:07:24.030 --> 00:07:24.160]  's
[00:07:24.160 --> 00:07:24.290]   so
[00:07:24.290 --> 00:07:24.810]   freaking
[00:07:24.810 --> 00:07:25.090]   fast
[00:07:25.090 --> 00:07:25.260]  ,
[00:07:25.260 --> 00:07:25.530]   right
[00:07:25.530 --> 00:07:26.000]  ?
[00:07:26.000 --> 00:07:26.540]   But
[00:07:26.540 --> 00:07:27.630]   even
[00:07:27.630 --> 00:07:27.680]   that
[00:07:27.680 --> 00:07:27.980]  ,
[00:07:27.980 --> 00:07:28.140]   I
[00:07:28.140 --> 00:07:28.740]   mean
[00:07:28.740 --> 00:07:29.060]  ,
[00:07:29.060 --> 00:07:29.550]   you
[00:07:29.550 --> 00:07:30.270]   just
[00:07:30.270 --> 00:07:30.840]   need
[00:07:30.840 --> 00:07:30.870]   a
[00:07:30.870 --> 00:07:31.480]   pair
[00:07:31.480 --> 00:07:31.990]  .
[00:07:31.990 --> 00:07:32.050]   I
[00:07:32.050 --> 00:07:32.240]   mean
[00:07:32.240 --> 00:07:32.460]  ,
[00:07:32.460 --> 00:07:32.570]   no
[00:07:32.570 --> 00:07:32.610]   big
[00:07:32.610 --> 00:07:32.850]   deal
[00:07:32.850 --> 00:07:33.020]  .
[00:07:33.020 --> 00:07:33.140]   And
[00:07:33.140 --> 00:07:33.420]   plus
[00:07:33.420 --> 00:07:33.610]  ,
[00:07:33.610 --> 00:07:33.640]   also
[00:07:33.640 --> 00:07:33.700]  ,
[00:07:33.700 --> 00:07:33.790]   it
[00:07:33.790 --> 00:07:34.030]   feels
[00:07:34.030 --> 00:07:34.260]   like
[00:07:34.260 --> 00:07:34.360]   you
[00:07:34.360 --> 00:07:34.500]  're
[00:07:34.500 --> 00:07:34.860]   driving
[00:07:34.860 --> 00:07:34.920]   in
[00:07:34.920 --> 00:07:34.970]   a
[00:07:34.970 --> 00:07:35.330]   coffin
[00:07:35.330 --> 00:07:35.400]  .
[00:07:35.400 --> 00:07:35.520]   It
[00:07:35.520 --> 00:07:35.580]  's
[00:07:35.580 --> 00:07:35.670]   so
[00:07:35.670 --> 00:07:36.100]   freaking
[00:07:36.100 --> 00:07:36.200]   cla
[00:07:36.200 --> 00:07:36.340]  ust
[00:07:36.340 --> 00:07:36.530]  roph
[00:07:36.530 --> 00:07:36.720]  obic
[00:07:36.720 --> 00:07:37.000]  .
[00:07:37.000 --> 00:07:37.000]  
[00:07:37.000 --> 00:07:37.150]   It
[00:07:37.150 --> 00:07:37.740]   is
[00:07:37.740 --> 00:07:37.830]   small
[00:07:37.830 --> 00:07:37.990]  .
[00:07:37.990 --> 00:07:38.070]   I
[00:07:38.070 --> 00:07:38.740]   remember
[00:07:38.740 --> 00:07:39.070]   when
[00:07:39.070 --> 00:07:39.230]   we
[00:07:39.230 --> 00:07:39.650]   drove
[00:07:39.650 --> 00:07:39.810]   in
[00:07:39.810 --> 00:07:39.970]   it
[00:07:39.970 --> 00:07:40.050]   a
[00:07:40.050 --> 00:07:40.550]   couple
[00:07:40.550 --> 00:07:40.970]   times
[00:07:40.970 --> 00:07:41.640]   together
[00:07:41.640 --> 00:07:42.000]  .
[00:07:42.000 --> 00:07:42.130]   My
[00:07:42.130 --> 00:07:42.270]   God
[00:07:42.270 --> 00:07:42.550]  .
[00:07:42.550 --> 00:07:42.640]   Well
[00:07:42.640 --> 00:07:42.740]  ,
[00:07:42.740 --> 00:07:42.950]   that
[00:07:42.950 --> 00:07:43.050]  's
[00:07:43.050 --> 00:07:43.420]   great
[00:07:43.420 --> 00:07:43.530]   news
[00:07:43.530 --> 00:07:43.700]  .
[00:07:43.700 --> 00:07:43.800]   So
[00:07:43.800 --> 00:07:43.900]  ,
[00:07:43.900 --> 00:07:44.060]   you
[00:07:44.060 --> 00:07:44.270]   must
[00:07:44.270 --> 00:07:44.380]   be
[00:07:44.380 --> 00:07:45.080]   feeling
[00:07:45.080 --> 00:07:45.110]   really
[00:07:45.110 --> 00:07:45.290]   good
[00:07:45.290 --> 00:07:45.900]   about
[00:07:45.900 --> 00:07:45.990]   yourself
[00:07:45.990 --> 00:07:46.090]  ,
[00:07:46.090 --> 00:07:46.320]   just
[00:07:46.320 --> 00:07:46.410]   in
[00:07:46.410 --> 00:07:46.790]   general
[00:07:46.790 --> 00:07:46.880]  ,
[00:07:46.880 --> 00:07:47.270]   getting
[00:07:47.270 --> 00:07:47.650]   control
[00:07:47.650 --> 00:07:47.920]   of
[00:07:47.920 --> 00:07:48.040]   the
[00:07:48.040 --> 00:07:48.130]   debt
[00:07:48.130 --> 00:07:48.240]  ,
[00:07:48.240 --> 00:07:48.500]   right
[00:07:48.500 --> 00:07:48.660]  ?
[00:07:48.660 --> 00:07:49.070]   Because
[00:07:49.070 --> 00:07:49.200]   you
[00:07:49.200 --> 00:07:49.410]   were
[00:07:49.410 --> 00:07:49.840]   stressed
[00:07:49.840 --> 00:07:50.160]   there
[00:07:50.160 --> 00:07:50.270]   for
[00:07:50.270 --> 00:07:50.320]   a
[00:07:50.320 --> 00:07:50.590]   while
[00:07:50.590 --> 00:07:51.000]  .
[00:07:51.000 --> 00:07:51.000]  
[00:07:51.000 --> 00:07:51.280]   Well
[00:07:51.280 --> 00:07:51.420]  ,
[00:07:51.420 --> 00:07:51.490]   I
[00:07:51.490 --> 00:07:51.840]   think
[00:07:51.840 --> 00:07:51.980]   it
[00:07:51.980 --> 00:07:52.130]  's
[00:07:52.130 --> 00:07:52.290]  ,
[00:07:52.290 --> 00:07:52.330]   I
[00:07:52.330 --> 00:07:52.610]   mean
