
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:08:59.640 --> 00:08:59.760]  stra
[00:08:59.760 --> 00:09:00.310]  pping
[00:09:00.310 --> 00:09:00.860]   in
[00:09:00.860 --> 00:09:01.040]   the
[00:09:01.040 --> 00:09:01.410]   sense
[00:09:01.410 --> 00:09:01.920]   that
[00:09:01.920 --> 00:09:02.170]   we
[00:09:02.170 --> 00:09:02.550]   have
[00:09:02.550 --> 00:09:02.730]   no
[00:09:02.730 --> 00:09:03.510]   funding
[00:09:03.510 --> 00:09:03.840]  .
[00:09:03.840 --> 00:09:04.700]   However
[00:09:04.700 --> 00:09:04.840]  ,
[00:09:04.840 --> 00:09:05.060]   we
[00:09:05.060 --> 00:09:05.280]   do
[00:09:05.280 --> 00:09:05.720]   work
[00:09:05.720 --> 00:09:05.930]   by
[00:09:05.930 --> 00:09:06.270]   the
[00:09:06.270 --> 00:09:07.160]   concepts
[00:09:07.160 --> 00:09:07.380]   of
[00:09:07.380 --> 00:09:07.820]   lean
[00:09:07.820 --> 00:09:08.230]   startup
[00:09:08.230 --> 00:09:08.960]   as
[00:09:08.960 --> 00:09:09.040]   we
[00:09:09.040 --> 00:09:09.480]   have
[00:09:09.480 --> 00:09:10.090]   very
[00:09:10.090 --> 00:09:10.470]   short
[00:09:10.470 --> 00:09:11.590]   milestones
[00:09:11.590 --> 00:09:12.000]  ,
[00:09:12.000 --> 00:09:12.190]   we
[00:09:12.190 --> 00:09:12.490]   release
[00:09:12.490 --> 00:09:12.710]   very
[00:09:12.710 --> 00:09:13.000]   early
[00:09:13.000 --> 00:09:13.340]   and
[00:09:13.340 --> 00:09:13.570]   we
[00:09:13.570 --> 00:09:13.800]   do
[00:09:13.800 --> 00:09:14.760]   customer
[00:09:14.760 --> 00:09:16.000]   development
[00:09:16.000 --> 00:09:16.490]   with
[00:09:16.490 --> 00:09:17.030]   our
[00:09:17.030 --> 00:09:18.000]   customers
[00:09:18.000 --> 00:09:18.000]  .
[00:09:18.000 --> 00:09:18.040]  
[00:09:18.040 --> 00:09:18.270]   We
[00:09:18.270 --> 00:09:18.950]   tweak
[00:09:18.950 --> 00:09:19.840]   both
[00:09:19.840 --> 00:09:19.920]   the
[00:09:19.920 --> 00:09:20.920]   product
[00:09:20.920 --> 00:09:21.270]   and
[00:09:21.270 --> 00:09:21.670]   the
[00:09:21.670 --> 00:09:22.670]   roadmap
[00:09:22.670 --> 00:09:23.030]   and
[00:09:23.030 --> 00:09:23.620]   also
[00:09:23.620 --> 00:09:23.980]   the
[00:09:23.980 --> 00:09:25.090]   expenses
[00:09:25.090 --> 00:09:25.750]   based
[00:09:25.750 --> 00:09:26.020]   on
[00:09:26.020 --> 00:09:26.490]   our
[00:09:26.490 --> 00:09:27.350]   progress
[00:09:27.350 --> 00:09:28.170]  .
[00:09:28.170 --> 00:09:28.750]   Luckily
[00:09:28.750 --> 00:09:28.990]   for
[00:09:28.990 --> 00:09:29.230]   us
[00:09:29.230 --> 00:09:29.380]  ,
[00:09:29.380 --> 00:09:29.570]   we
[00:09:29.570 --> 00:09:29.880]   got
[00:09:29.880 --> 00:09:30.490]   trust
[00:09:30.490 --> 00:09:30.950]   from
[00:09:30.950 --> 00:09:31.070]   two
[00:09:31.070 --> 00:09:31.660]   major
[00:09:31.660 --> 00:09:31.660]   V
[00:09:31.660 --> 00:09:31.990]  Cs
[00:09:31.990 --> 00:09:32.150]   and
[00:09:32.150 --> 00:09:32.550]   they
[00:09:32.550 --> 00:09:32.840]  're
[00:09:32.840 --> 00:09:33.530]   backing
[00:09:33.530 --> 00:09:33.730]   us
[00:09:33.730 --> 00:09:34.000]  ,
[00:09:34.000 --> 00:09:34.340]   but
[00:09:34.340 --> 00:09:34.550]   it
[00:09:34.550 --> 00:09:35.110]   doesn
[00:09:35.110 --> 00:09:35.290]  't
[00:09:35.290 --> 00:09:36.070]   mean
[00:09:36.070 --> 00:09:36.230]   that
[00:09:36.230 --> 00:09:36.450]   we
[00:09:36.450 --> 00:09:36.890]  're
[00:09:36.890 --> 00:09:37.680]   spending
[00:09:37.680 --> 00:09:38.800]   everything
[00:09:38.800 --> 00:09:39.130]   all
[00:09:39.130 --> 00:09:39.350]   at
[00:09:39.350 --> 00:09:39.680]   the
[00:09:39.680 --> 00:09:40.130]   same
[00:09:40.130 --> 00:09:40.580]   time
[00:09:40.580 --> 00:09:41.000]  .
[00:09:41.000 --> 00:09:41.000]  
[00:09:41.000 --> 00:09:41.380]   What
[00:09:41.380 --> 00:09:41.630]   did
[00:09:41.630 --> 00:09:41.900]   you
[00:09:41.900 --> 00:09:42.590]   have
[00:09:42.590 --> 00:09:42.800]   before
[00:09:42.800 --> 00:09:43.070]   you
[00:09:43.070 --> 00:09:43.790]   received
[00:09:43.790 --> 00:09:44.480]   funding
[00:09:44.480 --> 00:09:44.700]  ?
[00:09:44.700 --> 00:09:44.960]   Did
[00:09:44.960 --> 00:09:45.230]   you
[00:09:45.230 --> 00:09:45.710]   come
[00:09:45.710 --> 00:09:45.770]   in
[00:09:45.770 --> 00:09:46.130]   with
[00:09:46.130 --> 00:09:46.350]   an
[00:09:46.350 --> 00:09:46.670]   idea
[00:09:46.670 --> 00:09:46.940]   and
[00:09:46.940 --> 00:09:47.230]   get
[00:09:47.230 --> 00:09:47.570]   seed
[00:09:47.570 --> 00:09:48.200]   funding
[00:09:48.200 --> 00:09:48.830]   based
[00:09:48.830 --> 00:09:48.930]   on
[00:09:48.930 --> 00:09:49.190]   that
[00:09:49.190 --> 00:09:49.460]   in
[00:09:49.460 --> 00:09:49.490]   a
[00:09:49.490 --> 00:09:50.270]   prototype
[00:09:50.270 --> 00:09:50.450]   or
[00:09:50.450 --> 00:09:50.800]   did
[00:09:50.800 --> 00:09:50.990]   you
[00:09:50.990 --> 00:09:51.350]   have
[00:09:51.350 --> 00:09:52.160]   something
[00:09:52.160 --> 00:09:52.790]   working
[00:09:52.790 --> 00:09:53.480]   with
[00:09:53.480 --> 00:09:53.960]   customers
[00:09:53.960 --> 00:09:54.410]   valid
[00:09:54.410 --> 00:09:55.000]  ating
[00:09:55.000 --> 00:09:55.240]   and
[00:09:55.240 --> 00:09:55.480]   how
[00:09:55.480 --> 00:09:55.720]   far
[00:09:55.720 --> 00:09:56.120]   along
[00:09:56.120 --> 00:09:56.400]   did
[00:09:56.400 --> 00:09:56.610]   you
[00:09:56.610 --> 00:09:56.860]   get
[00:09:56.860 --> 00:09:57.330]   before
[00:09:57.330 --> 00:09:57.740]   you
[00:09:57.740 --> 00:09:58.230]   actually
[00:09:58.230 --> 00:09:58.470]   had
[00:09:58.470 --> 00:09:58.710]   the
[00:09:58.710 --> 00:09:59.680]   conversation
[00:09:59.680 --> 00:10:00.100]   about
[00:10:00.100 --> 00:10:00.670]   funding
[00:10:00.670 --> 00:10:01.000]  ?
[00:10:01.000 --> 00:10:01.000]  
[00:10:01.000 --> 00:10:01.710]   Before
[00:10:01.710 --> 00:10:01.940]   we
[00:10:01.940 --> 00:10:02.290]   got
[00:10:02.290 --> 00:10:03.180]   seed
[00:10:03.180 --> 00:10:03.590]   funding
[00:10:03.590 --> 00:10:03.860]  ,
[00:10:03.860 --> 00:10:04.140]   we
[00:10:04.140 --> 00:10:05.230]   documented
[00:10:05.230 --> 00:10:05.940]   50
[00:10:05.940 --> 00:10:07.430]   discussions
[00:10:07.430 --> 00:10:07.790]   with
[00:10:07.790 --> 00:10:08.470]   50
[00:10:08.470 --> 00:10:09.490]   potential
[00:10:09.490 --> 00:10:10.560]   customers
[00:10:10.560 --> 00:10:11.030]  .
[00:10:11.030 --> 00:10:11.540]   This
[00:10:11.540 --> 00:10:11.660]   is
[00:10:11.660 --> 00:10:12.090]   what
[00:10:12.090 --> 00:10:12.630]   we
[00:10:12.630 --> 00:10:12.650]   had
[00:10:12.650 --> 00:10:13.160]  .
[00:10:13.160 --> 00:10:13.230]   We
[00:10:13.230 --> 00:10:13.700]   went
[00:10:13.700 --> 00:10:14.300]   with
[00:10:14.300 --> 00:10:14.640]   this
[00:10:14.640 --> 00:10:15.230]   artic
[00:10:15.230 --> 00:10:16.050]  ulation
[00:10:16.050 --> 00:10:16.280]   to
[00:10:16.280 --> 00:10:17.100]   several
[00:10:17.100 --> 00:10:17.360]   V
[00:10:17.360 --> 00:10:17.440]  Cs
[00:10:17.440 --> 00:10:17.790]   and
[00:10:17.790 --> 00:10:18.020]   we
[00:10:18.020 --> 00:10:18.960]   actually
[00:10:18.960 --> 00:10:19.310]   had
[00:10:19.310 --> 00:10:19.420]   a
[00:10:19.420 --> 00:10:20.710]   competition
[00:10:20.710 --> 00:10:20.940]   on
[00:10:20.940 --> 00:10:21.290]   the
[00:10:21.290 --> 00:10:21.780]   deal
[00:10:21.780 --> 00:10:22.210]   and
[00:10:22.210 --> 00:10:22.340]   we
[00:10:22.340 --> 00:10:22.880]   got
[00:10:22.880 --> 00:10:23.040]   the
[00:10:23.040 --> 00:10:23.660]   funding
[00:10:23.660 --> 00:10:24.000]  .
[00:10:24.000 --> 00:10:24.140]  
[00:10:24.140 --> 00:10:24.190]   We
[00:10:24.190 --> 00:10:24.480]   are
[00:10:24.480 --> 00:10:24.570]   a
[00:10:24.570 --> 00:10:25.250]   company
[00:10:25.250 --> 00:10:25.750]   which
[00:10:25.750 --> 00:10:26.430]   really
[00:10:26.430 --> 00:10:27.090]   believes
[00:10:27.090 --> 00:10:27.480]   that
[00:10:27.480 --> 00:10:27.770]   the
[00:10:27.770 --> 00:10:28.460]   most
[00:10:28.460 --> 00:10:29.040]   important
[00:10:29.040 --> 00:10:29.520]   thing
[00:10:29.520 --> 00:10:29.710]   is
[00:10:29.710 --> 00:10:29.900]   to
[00:10:29.900 --> 00:10:30.290]   find
[00:10:30.290 --> 00:10:30.580]   the
[00:10:30.580 --> 00:10:31.450]   market
[00:10:31.450 --> 00:10:31.480]   and
[00:10:31.480 --> 00:10:31.840]   find
[00:10:31.840 --> 00:10:32.180]   the
[00:10:32.180 --> 00:10:33.020]   customers
[00:10:33.020 --> 00:10:33.300]   who
[00:10:33.300 --> 00:10:33.590]   are
[00:10:33.590 --> 00:10:34.140]   going
[00:10:34.140 --> 00:10:34.280]   to
[00:10:34.280 --> 00:10:34.640]   use
[00:10:34.640 --> 00:10:34.940]   your
[00:10:34.940 --> 00:10:35.620]   service
[00:10:35.620 --> 00:10:35.910]   and
[00:10:35.910 --> 00:10:36.200]   get
[00:10:36.200 --> 00:10:36.680]   value
[00:10:36.680 --> 00:10:36.970]   out
[00:10:36.970 --> 00:10:37.160]   of
[00:10:37.160 --> 00:10:37.550]   that
[00:10:37.550 --> 00:10:38.000]  .
[00:10:38.000 --> 00:10:38.000]  
[00:10:38.000 --> 00:10:38.150]   We
[00:10:38.150 --> 00:10:38.370]   don
[00:10:38.370 --> 00:10:38.900]  't
[00:10:38.900 --> 00:10:39.060]   believe
[00:10:39.060 --> 00:10:39.360]   that
[00:10:39.360 --> 00:10:39.590]   you
[00:10:39.590 --> 00:10:39.850]   can
[00:10:39.850 --> 00:10:40.170]   do
[00:10:40.170 --> 00:10:40.270]   that
[00:10:40.270 --> 00:10:40.800]   without
[00:10:40.800 --> 00:10:41.300]   really
[00:10:41.300 --> 00:10:41.790]   talking
[00:10:41.790 --> 00:10:42.090]   with
[00:10:42.090 --> 00:10:42.780]   customers
[00:10:42.780 --> 00:10:43.010]   and
[00:10:43.010 --> 00:10:43.490]   trying
[00:10:43.490 --> 00:10:43.620]   to
[00:10:43.620 --> 00:10:44.080]   get
[00:10:44.080 --> 00:10:44.240]   the
[00:10:44.240 --> 00:10:44.380]   true
[00:10:44.380 --> 00:10:45.370]   understanding
[00:10:45.370 --> 00:10:45.520]   of
[00:10:45.520 --> 00:10:45.820]   what
[00:10:45.820 --> 00:10:45.970]  's
[00:10:45.970 --> 00:10:46.350]   their
[00:10:46.350 --> 00:10:46.880]   problem
[00:10:46.880 --> 00:10:47.140]  ,
[00:10:47.140 --> 00:10:47.260]   how
[00:10:47.260 --> 00:10:47.940]   painful
[00:10:47.940 --> 00:10:47.990]   it
[00:10:47.990 --> 00:10:48.090]   is
[00:10:48.090 --> 00:10:48.320]   and
[00:10:48.320 --> 00:10:48.620]   what
[00:10:48.620 --> 00:10:49.080]   really
[00:10:49.080 --> 00:10:49.460]   needs
[00:10:49.460 --> 00:10:49.640]   to
[00:10:49.640 --> 00:10:49.750]   be
[00:10:49.750 --> 00:10:50.220]   solved
[00:10:50.220 --> 00:10:50.370]   in
[00:10:50.370 --> 00:10:50.750]   order
[00:10:50.750 --> 00:10:50.980]   for
[00:10:50.980 --> 00:10:51.310]   them
[00:10:51.310 --> 00:10:51.650]   to
[00:10:51.650 --> 00:10:52.190]   appreciate
[00:10:52.190 --> 00:10:52.550]   what
[00:10:52.550 --> 00:10:52.720]   you
[00:10:52.720 --> 00:10:52.960]  're
[00:10:52.960 --> 00:10:53.560]   building
[00:10:53.560 --> 00:10:54.000]  .
[00:10:54.000 --> 00:10:54.190]   We
[00:10:54.190 --> 00:10:54.690]  've
[00:10:54.690 --> 00:10:54.860]   done
[00:10:54.860 --> 00:10:55.250]   this
[00:10:55.250 --> 00:10:55.620]   from
[00:10:55.620 --> 00:10:55.910]   the
[00:10:55.910 --> 00:10:56.780]   beginning
[00:10:56.780 --> 00:10:56.980]  ,
[00:10:56.980 --> 00:10:57.350]   from
[00:10:57.350 --> 00:10:57.640]   day
[00:10:57.640 --> 00:10:57.930]   one
[00:10:57.930 --> 00:10:58.220]   and
[00:10:58.220 --> 00:10:58.410]   by
[00:10:58.410 --> 00:10:58.790]   that
[00:10:58.790 --> 00:10:58.980]   we
[00:10:58.980 --> 00:10:59.280]   got
[00:10:59.280 --> 00:10:59.560]   the
[00:10:59.560 --> 00:11:00.230]   initial
[00:11:00.230 --> 00:11:00.970]   funding
[00:11:00.970 --> 00:11:01.000]  .
[00:11:01.000 --> 00:11:01.180]   How
[00:11:01.180 --> 00:11:01.360]   much
[00:11:01.360 --> 00:11:01.750]   funding
[00:11:01.750 --> 00:11:01.900]   did
[00:11:01.900 --> 00:11:02.020]   you
[00:11:02.020 --> 00:11:02.170]   get
[00:11:02.170 --> 00:11:02.270]   in
[00:11:02.270 --> 00:11:02.480]   your
[00:11:02.480 --> 00:11:02.740]   first
[00:11:02.740 --> 00:11:03.000]   round
[00:11:03.000 --> 00:11:03.180]  ,
[00:11:03.180 --> 00:11:03.310]   your
[00:11:03.310 --> 00:11:03.520]   seed
[00:11:03.520 --> 00:11:03.780]   round
[00:11:03.780 --> 00:11:04.000]  ?
[00:11:04.000 --> 00:11:04.000]  
[00:11:04.000 --> 00:11:04.540]   Our
[00:11:04.540 --> 00:11:04.960]   seed
[00:11:04.960 --> 00:11:05.650]   round
[00:11:05.650 --> 00:11:06.060]   was
[00:11:06.060 --> 00:11:06.200]   $
[00:11:06.200 --> 00:11:07.440]  800
[00:11:07.440 --> 00:11:07.710]  ,
[00:11:07.710 --> 00:11:08.990]  000
[00:11:08.990 --> 00:11:09.000]  .
[00:11:09.000 --> 00:11:09.010]   Wow
[00:11:09.010 --> 00:11:09.300]  ,
[00:11:09.300 --> 00:11:09.540]   that
[00:11:09.540 --> 00:11:09.640]  's
[00:11:09.640 --> 00:11:09.860]   a
[00:11:09.860 --> 00:11:10.080]   pretty
[00:11:10.080 --> 00:11:10.300]   big
[00:11:10.300 --> 00:11:10.500]   seed
[00:11:10.500 --> 00:11:10.800]   round
[00:11:10.800 --> 00:11:11.000]  .
[00:11:11.000 --> 00:11:11.420]   That
[00:11:11.420 --> 00:11:11.580]  's
[00:11:11.580 --> 00:11:12.170]   almost
[00:11:12.170 --> 00:11:12.570]   like
[00:11:12.570 --> 00:11:12.660]   a
[00:11:12.660 --> 00:11:13.240]   Series
[00:11:13.240 --> 00:11:13.350]   A
[00:11:13.350 --> 00:11:13.450]   I
[00:11:13.450 --> 00:11:14.000]   guess
[00:11:14.000 --> 00:11:14.000]  .
[00:11:14.000 --> 00:11:14.680]   Yeah
[00:11:14.680 --> 00:11:15.000]  ,
[00:11:15.000 --> 00:11:15.530]   and
[00:11:15.530 --> 00:11:15.830]   we
[00:11:15.830 --> 00:11:17.170]   actually
[00:11:17.170 --> 00:11:18.010]   built
[00:11:18.010 --> 00:11:18.340]  ,
[00:11:18.340 --> 00:11:18.910]   we
[00:11:18.910 --> 00:11:19.510]   haven
[00:11:19.510 --> 00:11:19.840]  't
[00:11:19.840 --> 00:11:20.680]   spent
[00:11:20.680 --> 00:11:21.350]   even
[00:11:21.350 --> 00:11:22.110]   half
[00:11:22.110 --> 00:11:22.360]   of
[00:11:22.360 --> 00:11:23.060]   that
[00:11:23.060 --> 00:11:24.030]   before
[00:11:24.030 --> 00:11:24.360]   we
[00:11:24.360 --> 00:11:25.870]   completed
[00:11:25.870 --> 00:11:26.710]   round
[00:11:26.710 --> 00:11:26.950]   A
[00:11:26.950 --> 00:11:27.000]  .
[00:11:27.000 --> 00:11:27.000]  
[00:11:27.000 --> 00:11:27.060]   I
[00:11:27.060 --> 00:11:27.100]   have
[00:11:27.100 --> 00:11:27.640]   a
[00:11:27.640 --> 00:11:27.730]   web
[00:11:27.730 --> 00:11:27.850]   app
[00:11:27.850 --> 00:11:28.280]   called
[00:11:28.280 --> 00:11:28.610]   Plug
[00:11:28.610 --> 00:11:28.780]  .
[00:11:28.780 --> 00:11:28.920]  io
[00:11:28.920 --> 00:11:29.140]   and
[00:11:29.140 --> 00:11:29.340]   if
[00:11:29.340 --> 00:11:29.380]   I
[00:11:29.380 --> 00:11:29.990]   integrate
[00:11:29.990 --> 00:11:30.200]   Tat
[00:11:30.200 --> 00:11:30.480]  ango
[00:11:30.480 --> 00:11:30.780]   into
[00:11:30.780 --> 00:11:31.060]   Plug
[00:11:31.060 --> 00:11:31.270]  .
[00:11:31.270 --> 00:11:31.450]  io
[00:11:31.450 --> 00:11:31.550]  ,
[00:11:31.550 --> 00:11:31.760]   can
[00:11:31.760 --> 00:11:31.830]   I
[00:11:31.830 --> 00:11:32.260]   be
[00:11:32.260 --> 00:11:32.370]   sure
[00:11:32.370 --> 00:11:32.550]   that
[00:11:32.550 --> 00:11:32.690]   it
[00:11:32.690 --> 00:11:32.830]  's
[00:11:32.830 --> 00:11:32.970]  ,
[00:11:32.970 --> 00:11:33.040]   I
[00:11:33.040 --> 00:11:33.180]  'm
[00:11:33.180 --> 00:11:33.790]   guessing
[00:11:33.790 --> 00:11:34.030]   the
[00:11:34.030 --> 00:11:34.760]   integration
[00:11:34.760 --> 00:11:34.900]   is
[00:11:34.900 --> 00:11:35.330]   pretty
[00:11:35.330 --> 00:11:35.620]   deep
[00:11:35.620 --> 00:11:36.000]  .
[00:11:36.000 --> 00:11:36.240]   Well
[00:11:36.240 --> 00:11:36.240]  ,
[00:11:36.240 --> 00:11:36.570]   I
[00:11:36.570 --> 00:11:36.630]   guess
[00:11:36.630 --> 00:11:36.730]   we
[00:11:36.730 --> 00:11:37.050]   should
[00:11:37.050 --> 00:11:37.320]   first
[00:11:37.320 --> 00:11:37.460]   of
[00:11:37.460 --> 00:11:37.580]   all
[00:11:37.580 --> 00:11:37.940]   ask
[00:11:37.940 --> 00:11:38.010]   about
[00:11:38.010 --> 00:11:38.170]   the
[00:11:38.170 --> 00:11:38.760]   integration
[00:11:38.760 --> 00:11:39.000]  .
[00:11:39.000 --> 00:11:39.210]   What
[00:11:39.210 --> 00:11:39.310]   is
[00:11:39.310 --> 00:11:39.470]   the
[00:11:39.470 --> 00:11:40.050]   integration
[00:11:40.050 --> 00:11:40.420]   process
[00:11:40.420 --> 00:11:40.630]   like
[00:11:40.630 --> 00:11:40.810]   and
[00:11:40.810 --> 00:11:41.000]   then
[00:11:41.000 --> 00:11:41.090]   we
[00:11:41.090 --> 00:11:41.250]  'll
[00:11:41.250 --> 00:11:41.460]   talk
[00:11:41.460 --> 00:11:41.750]   about
[00:11:41.750 --> 00:11:41.990]   will
[00:11:41.990 --> 00:11:42.030]   it
[00:11:42.030 --> 00:11:42.280]   slow
[00:11:42.280 --> 00:11:42.460]   down
[00:11:42.460 --> 00:11:42.660]   Plug
[00:11:42.660 --> 00:11:42.910]  .
[00:11:42.910 --> 00:11:43.000]  io
[00:11:43.000 --> 00:11:43.000]   or
[00:11:43.000 --> 00:11:43.000]   not
[00:11:43.000 --> 00:11:43.000]  .
[00:11:43.000 --> 00:11:43.340]   Yeah
[00:11:43.340 --> 00:11:43.450]  ,
[00:11:43.450 --> 00:11:43.670]   and
[00:11:43.670 --> 00:11:43.970]   also
[00:11:43.970 --> 00:11:44.190]   let
[00:11:44.190 --> 00:11:44.330]  's
[00:11:44.330 --> 00:11:44.860]   explain
[00:11:44.860 --> 00:11:44.930]   a
[00:11:44.930 --> 00:11:45.380]   little
[00:11:45.380 --> 00:11:45.620]   bit
[00:11:45.620 --> 00:11:45.970]   about
[00:11:45.970 --> 00:11:46.190]   the
[00:11:46.190 --> 00:11:46.710]   product
[00:11:46.710 --> 00:11:47.000]  .
[00:11:47.000 --> 00:11:47.230]   Oh
[00:11:47.230 --> 00:11:47.700]   yeah
[00:11:47.700 --> 00:11:47.930]  ,
[00:11:47.930 --> 00:11:48.400]   good
[00:11:48.400 --> 00:11:49.000]   point
[00:11:49.000 --> 00:11:49.000]  .
[00:11:49.000 --> 00:11:49.000]  
[00:11:49.000 --> 00:11:49.160]   Yeah
[00:11:49.160 --> 00:11:49.350]  ,
[00:11:49.350 --> 00:11:49.360]   but
[00:11:49.360 --> 00:11:49.480]   the
[00:11:49.480 --> 00:11:49.940]   integration
[00:11:49.940 --> 00:11:50.000]   is
[00:11:50.000 --> 00:11:50.240]   pretty
[00:11:50.240 --> 00:11:50.870]   straightforward
[00:11:50.870 --> 00:11:51.090]  .
[00:11:51.090 --> 00:11:51.100]   It
[00:11:51.100 --> 00:11:51.180]  's
[00:11:51.180 --> 00:11:51.370]   very
[00:11:51.370 --> 00:11:51.710]   similar
[00:11:51.710 --> 00:11:51.850]   to
[00:11:51.850 --> 00:11:52.060]   other
[00:11:52.060 --> 00:11:52.400]   integr
[00:11:52.400 --> 00:11:52.620]  ations
[00:11:52.620 --> 00:11:52.890]   that
[00:11:52.890 --> 00:11:52.950]   are
[00:11:52.950 --> 00:11:53.450]   available
[00:11:53.450 --> 00:11:53.530]   out
[00:11:53.530 --> 00:11:53.770]   there
[00:11:53.770 --> 00:11:54.000]  .
[00:11:54.000 --> 00:11:54.180]   We
[00:11:54.180 --> 00:11:54.840]   provide
[00:11:54.840 --> 00:11:54.910]   a
[00:11:54.910 --> 00:11:55.190]   URL
[00:11:55.190 --> 00:11:55.450]   and
[00:11:55.450 --> 00:11:55.640]   there
[00:11:55.640 --> 00:11:56.330]   are
[00:11:56.330 --> 00:11:56.540]   four
[00:11:56.540 --> 00:11:57.470]   parameters
[00:11:57.470 --> 00:11:57.640]   on
[00:11:57.640 --> 00:11:57.910]   the
[00:11:57.910 --> 00:11:58.180]   URL
[00:11:58.180 --> 00:11:58.540]   that
[00:11:58.540 --> 00:11:58.810]   you
[00:11:58.810 --> 00:11:59.170]   need
[00:11:59.170 --> 00:11:59.350]   to
[00:11:59.350 --> 00:11:59.800]   send
[00:11:59.800 --> 00:12:00.000]   us
[00:12:00.000 --> 00:12:00.650]   which
[00:12:00.650 --> 00:12:01.000]   are
[00:12:01.000 --> 00:12:01.550]  ,
[00:12:01.550 --> 00:12:01.600]   you
[00:12:01.600 --> 00:12:02.000]   know
[00:12:02.000 --> 00:12:02.150]  ,
[00:12:02.150 --> 00:12:02.660]   we
[00:12:02.660 --> 00:12:02.920]   basically
[00:12:02.920 --> 00:12:03.300]   track
[00:12:03.300 --> 00:12:03.990]   activities
[00:12:03.990 --> 00:12:04.000]  .
[00:12:04.000 --> 00:12:04.170]   It
[00:12:04.170 --> 00:12:04.240]  's
[00:12:04.240 --> 00:12:04.810]   important
[00:12:04.810 --> 00:12:04.930]   to
[00:12:04.930 --> 00:12:05.120]   say
[00:12:05.120 --> 00:12:05.240]   we
[00:12:05.240 --> 00:12:05.800]   track
[00:12:05.800 --> 00:12:05.830]   what
[00:12:05.830 --> 00:12:05.960]   we
[00:12:05.960 --> 00:12:06.170]   call
[00:12:06.170 --> 00:12:06.800]   meaningful
[00:12:06.800 --> 00:12:07.340]   business
[00:12:07.340 --> 00:12:07.750]   activities
[00:12:07.750 --> 00:12:08.000]  .
[00:12:08.000 --> 00:12:08.180]   So
[00:12:08.180 --> 00:12:08.260]   we
[00:12:08.260 --> 00:12:08.600]   feel
[00:12:08.600 --> 00:12:08.780]   that
[00:12:08.780 --> 00:12:08.950]   if
[00:12:08.950 --> 00:12:09.120]   you
[00:12:09.120 --> 00:12:09.370]   want
[00:12:09.370 --> 00:12:09.500]   to
[00:12:09.500 --> 00:12:09.890]   really
[00:12:09.890 --> 00:12:10.550]   understand
[00:12:10.550 --> 00:12:10.810]   your
[00:12:10.810 --> 00:12:11.400]   customers
[00:12:11.400 --> 00:12:11.730]  ,
[00:12:11.730 --> 00:12:11.840]   you
[00:12:11.840 --> 00:12:11.990]   need
[00:12:11.990 --> 00:12:12.120]   to
[00:12:12.120 --> 00:12:12.320]   see
[00:12:12.320 --> 00:12:12.710]   which
[00:12:12.710 --> 00:12:12.980]   value
[00:12:12.980 --> 00:12:13.240]   they
[00:12:13.240 --> 00:12:13.430]  're
[00:12:13.430 --> 00:12:13.890]   getting
[00:12:13.890 --> 00:12:14.010]   or
[00:12:14.010 --> 00:12:14.240]   not
[00:12:14.240 --> 00:12:14.680]   getting
[00:12:14.680 --> 00:12:14.980]   from
[00:12:14.980 --> 00:12:15.330]   your
[00:12:15.330 --> 00:12:15.660]   service
[00:12:15.660 --> 00:12:16.000]  .
[00:12:16.000 --> 00:12:16.000]  
[00:12:16.000 --> 00:12:16.160]   So
[00:12:16.160 --> 00:12:16.620]   for
[00:12:16.620 --> 00:12:16.810]   this
[00:12:16.810 --> 00:12:17.290]   reason
[00:12:17.290 --> 00:12:17.460]  ,
[00:12:17.460 --> 00:12:17.630]   we
[00:12:17.630 --> 00:12:18.050]   track
[00:12:18.050 --> 00:12:18.540]   what
[00:12:18.540 --> 00:12:18.780]   they
[00:12:18.780 --> 00:12:19.110]  're
[00:12:19.110 --> 00:12:19.430]   doing
[00:12:19.430 --> 00:12:19.630]   in
[00:12:19.630 --> 00:12:20.030]   terms
[00:12:20.030 --> 00:12:20.200]   of
[00:12:20.200 --> 00:12:21.310]   meaningful
[00:12:21.310 --> 00:12:22.000]   activities
[00:12:22.000 --> 00:12:22.000]  .
[00:12:22.000 --> 00:12:22.240]   So
[00:12:22.240 --> 00:12:22.480]   we
[00:12:22.480 --> 00:12:23.170]   track
[00:12:23.170 --> 00:12:23.680]   users
[00:12:23.680 --> 00:12:23.910]  ,
[00:12:23.910 --> 00:12:24.520]   their
[00:12:24.520 --> 00:12:25.360]   company
[00:12:25.360 --> 00:12:25.640]  ,
[00:12:25.640 --> 00:12:25.920]   if
[00:12:25.920 --> 00:12:26.200]   our
[00:12:26.200 --> 00:12:27.160]   customer
[00:12:27.160 --> 00:12:27.400]   is
[00:12:27.400 --> 00:12:28.240]   sending
[00:12:28.240 --> 00:12:28.480]   to
[00:12:28.480 --> 00:12:29.690]   businesses
[00:12:29.690 --> 00:12:30.160]  ,
[00:12:30.160 --> 00:12:30.360]   what
[00:12:30.360 --> 00:12:30.540]   is
[00:12:30.540 --> 00:12:30.810]   the
[00:12:30.810 --> 00:12:31.530]   activity
[00:12:31.530 --> 00:12:31.800]   and
[00:12:31.800 --> 00:12:32.250]   which
[00:12:32.250 --> 00:12:32.790]   module
[00:12:32.790 --> 00:12:33.150]   this
