
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.310]   Just
[00:28:04.170 --> 00:28:04.390]   probably
[00:28:04.390 --> 00:28:04.450]   a
[00:28:04.450 --> 00:28:04.580]   good
[00:28:04.580 --> 00:28:04.740]   place
[00:28:04.740 --> 00:28:04.810]   to
[00:28:04.810 --> 00:28:04.990]   start
[00:28:04.990 --> 00:28:05.300]  .
[00:28:05.300 --> 00:28:05.390]   But
[00:28:05.390 --> 00:28:05.930]   this
[00:28:05.930 --> 00:28:06.130]   whole
[00:28:06.130 --> 00:28:06.550]   thing
[00:28:06.550 --> 00:28:06.950]   about
[00:28:06.950 --> 00:28:07.290]   like
[00:28:07.290 --> 00:28:08.030]   everybody
[00:28:08.030 --> 00:28:08.530]   should
[00:28:08.530 --> 00:28:08.690]   do
[00:28:08.690 --> 00:28:08.770]   X
[00:28:08.770 --> 00:28:08.930]  _
[00:28:08.930 --> 00:28:08.940]   s
[00:28:08.940 --> 00:28:09.740]   everybody
[00:28:09.740 --> 00:28:10.090]   needs
[00:28:10.090 --> 00:28:10.250]   to
[00:28:10.250 --> 00:28:10.410]   do
[00:28:10.410 --> 00:28:10.740]   this
[00:28:10.740 --> 00:28:11.200]   thing
[00:28:11.200 --> 00:28:11.310]   in
[00:28:11.310 --> 00:28:11.710]   life
[00:28:11.710 --> 00:28:11.720]   I
[00:28:11.720 --> 00:28:11.800]   I
[00:28:11.800 --> 00:28:11.880]   I
[00:28:11.880 --> 00:28:12.290]   think
[00:28:12.290 --> 00:28:12.450]   it
[00:28:12.450 --> 00:28:12.610]  's
[00:28:12.610 --> 00:28:12.770]   it
[00:28:12.770 --> 00:28:12.930]  's
[00:28:12.930 --> 00:28:13.260]   kind
[00:28:13.260 --> 00:28:13.420]   of
[00:28:13.420 --> 00:28:13.990]   strange
[00:28:13.990 --> 00:28:14.560]  .
[00:28:14.560 --> 00:28:14.560]   It
[00:28:14.560 --> 00:28:14.920]   makes
[00:28:14.920 --> 00:28:14.970]   me
[00:28:14.970 --> 00:28:15.240]   wonder
[00:28:15.240 --> 00:28:15.330]   if
[00:28:15.330 --> 00:28:15.430]   we
[00:28:15.430 --> 00:28:15.580]  're
[00:28:15.580 --> 00:28:16.000]   reaching
[00:28:16.000 --> 00:28:16.210]   some
[00:28:16.210 --> 00:28:16.420]   kind
[00:28:16.420 --> 00:28:16.520]   of
[00:28:16.520 --> 00:28:16.570]   a
[00:28:16.570 --> 00:28:16.880]   bubble
[00:28:16.880 --> 00:28:17.160]  . [SPEAKER_TURN]
[00:28:17.160 --> 00:28:17.280]   You
[00:28:17.280 --> 00:28:17.520]   know
[00:28:17.520 --> 00:28:17.690]  .
[00:28:17.690 --> 00:28:18.330]   Everybody
[00:28:18.330 --> 00:28:18.380]   has
[00:28:18.380 --> 00:28:18.430]   to
[00:28:18.430 --> 00:28:18.840]   learn
[00:28:18.840 --> 00:28:18.850]   how
[00:28:18.850 --> 00:28:19.210]   to
[00:28:19.210 --> 00:28:19.260]   build
[00:28:19.260 --> 00:28:19.530]   iPhone
[00:28:19.530 --> 00:28:19.740]   apps
[00:28:19.740 --> 00:28:19.900]  .
[00:28:19.900 --> 00:28:20.060]   You
[00:28:20.060 --> 00:28:20.270]   know
[00:28:20.270 --> 00:28:20.320]   I
[00:28:20.320 --> 00:28:20.500]  .
[00:28:20.500 --> 00:28:20.690]   mean
[00:28:20.690 --> 00:28:20.790]   wh
[00:28:20.790 --> 00:28:20.950]   why
[00:28:20.950 --> 00:28:21.160]   does
[00:28:21.160 --> 00:28:21.200]   everybody
[00:28:21.200 --> 00:28:21.850]   have
[00:28:21.850 --> 00:28:22.130]   to
[00:28:22.130 --> 00:28:22.210]   build
[00:28:22.210 --> 00:28:22.310]   an
[00:28:22.310 --> 00:28:22.720]   iPhone
[00:28:22.720 --> 00:28:22.810]   app
[00:28:22.810 --> 00:28:22.950]  ?
[00:28:22.950 --> 00:28:23.050]   Or
[00:28:23.050 --> 00:28:23.530]   everybody
[00:28:23.530 --> 00:28:23.690]   has
[00:28:23.690 --> 00:28:23.790]   to
[00:28:23.790 --> 00:28:24.050]   build
[00:28:24.050 --> 00:28:24.100]   a
[00:28:24.100 --> 00:28:24.470]   website
[00:28:24.470 --> 00:28:24.520]   I
[00:28:24.520 --> 00:28:24.680]  ?
[00:28:24.680 --> 00:28:24.890]   mean
[00:28:24.890 --> 00:28:25.050]   how
[00:28:25.050 --> 00:28:25.250]   many
[00:28:25.250 --> 00:28:25.360]   of
[00:28:25.360 --> 00:28:25.620]   these
[00:28:25.620 --> 00:28:26.040]   websites
[00:28:26.040 --> 00:28:26.140]   do
[00:28:26.140 --> 00:28:26.460]   iPhone
[00:28:26.460 --> 00:28:26.670]   apps
[00:28:26.670 --> 00:28:26.950]   gonna
[00:28:26.950 --> 00:28:27.140]   need
[00:28:27.140 --> 00:28:27.920]  ? [SPEAKER_TURN]
[00:28:28.760 --> 00:28:28.770]  
[00:28:28.770 --> 00:28:28.820]   of
[00:28:28.820 --> 00:28:29.020]   that
[00:28:29.020 --> 00:28:29.180]   bubble
[00:28:29.180 --> 00:28:29.540]  . [SPEAKER_TURN]
[00:28:29.540 --> 00:28:29.640]   It
[00:28:29.640 --> 00:28:29.740]  's
[00:28:29.740 --> 00:28:29.950]   just
[00:28:29.950 --> 00:28:30.000]   a
[00:28:30.000 --> 00:28:30.360]   bunch
[00:28:30.360 --> 00:28:30.420]   of
[00:28:30.420 --> 00:28:30.670]   people
[00:28:30.670 --> 00:28:30.770]   do
[00:28:30.770 --> 00:28:31.050]   stuff
[00:28:31.050 --> 00:28:31.280]   that
[00:28:31.280 --> 00:28:31.340]  's
[00:28:31.340 --> 00:28:31.550]   just
[00:28:31.550 --> 00:28:31.810]   kinda
[00:28:31.810 --> 00:28:32.390]   meaningless
[00:28:32.390 --> 00:28:32.440]   I
[00:28:32.440 --> 00:28:32.590]  .
[00:28:32.590 --> 00:28:32.800]   mean
[00:28:32.800 --> 00:28:32.900]   it
[00:28:32.900 --> 00:28:33.000]   it
[00:28:33.000 --> 00:28:33.100]  's
[00:28:33.100 --> 00:28:33.320]   fine
[00:28:33.320 --> 00:28:33.410]   it
[00:28:33.410 --> 00:28:33.510]  's
[00:28:33.510 --> 00:28:33.720]   just
[00:28:33.720 --> 00:28:33.930]   like
[00:28:33.930 --> 00:28:34.030]   it
[00:28:34.030 --> 00:28:34.130]  's
[00:28:34.130 --> 00:28:34.500]   like
[00:28:35.740 --> 00:28:35.830]  
[00:28:35.830 --> 00:28:36.010]   Look
[00:28:36.010 --> 00:28:36.010]   I
[00:28:36.010 --> 00:28:36.230]   mean
[00:28:36.230 --> 00:28:36.580]   there
[00:28:36.580 --> 00:28:36.600]  's
[00:28:36.600 --> 00:28:36.980]   nothing
[00:28:36.980 --> 00:28:37.250]   wrong
[00:28:37.250 --> 00:28:37.470]   with
[00:28:37.470 --> 00:28:37.580]   uh
[00:28:37.580 --> 00:28:37.880]   with
[00:28:37.880 --> 00:28:38.020]   with
[00:28:38.020 --> 00:28:38.490]   these
[00:28:38.490 --> 00:28:38.780]   marketing
[00:28:38.780 --> 00:28:39.210]   messages
[00:28:39.210 --> 00:28:39.430]   that
[00:28:39.430 --> 00:28:39.540]   go
[00:28:39.540 --> 00:28:39.700]   out
[00:28:39.700 --> 00:28:39.860]   and
[00:28:39.860 --> 00:28:40.150]   learn
[00:28:40.150 --> 00:28:40.240]   to
[00:28:40.240 --> 00:28:40.460]   code
[00:28:40.460 --> 00:28:40.680]   most
[00:28:40.680 --> 00:28:40.780]  ,
[00:28:40.780 --> 00:28:41.100]   people
[00:28:41.100 --> 00:28:41.330]   are
[00:28:41.330 --> 00:28:41.530]   gonna
[00:28:41.530 --> 00:28:41.850]   ignore
[00:28:41.850 --> 00:28:41.960]   it
[00:28:41.960 --> 00:28:42.120]   and
[00:28:42.120 --> 00:28:42.500]   the
[00:28:42.500 --> 00:28:42.590]   kids
[00:28:42.590 --> 00:28:42.660]   are
[00:28:42.660 --> 00:28:42.880]   only
[00:28:42.880 --> 00:28:43.150]   kinda
[00:28:43.150 --> 00:28:43.370]   into
[00:28:43.370 --> 00:28:43.480]   it
[00:28:43.480 --> 00:28:43.620]   it
[00:28:43.620 --> 00:28:43.690]  's
[00:28:43.690 --> 00:28:43.800]   um
[00:28:43.800 --> 00:28:44.000]   you
[00:28:44.000 --> 00:28:44.270]   know
[00:28:44.270 --> 00:28:44.400]   they
[00:28:44.400 --> 00:28:44.560]  'll
[00:28:44.560 --> 00:28:44.780]   just
[00:28:44.780 --> 00:28:45.040]   kinda
[00:28:45.040 --> 00:28:45.320]   look
[00:28:45.320 --> 00:28:45.380]   at
[00:28:45.380 --> 00:28:45.490]   it
[00:28:45.490 --> 00:28:45.600]   go
[00:28:45.600 --> 00:28:45.820]   yeah
[00:28:45.820 --> 00:28:45.910]   I
[00:28:45.910 --> 00:28:46.150]   play
[00:28:46.150 --> 00:28:46.310]   with
[00:28:46.310 --> 00:28:46.420]   it
[00:28:46.420 --> 00:28:46.640]   once
[00:28:46.640 --> 00:28:46.910]   and
[00:28:46.910 --> 00:28:47.020]   then
[00:28:47.020 --> 00:28:47.290]   there
[00:28:47.290 --> 00:28:47.390]  's
[00:28:47.390 --> 00:28:47.550]   the
[00:28:47.550 --> 00:28:47.870]   people
[00:28:47.870 --> 00:28:48.030]   who
[00:28:48.030 --> 00:28:48.250]   were
[00:28:48.250 --> 00:28:48.550]   gonna
[00:28:48.550 --> 00:28:48.630]   do
[00:28:48.630 --> 00:28:48.740]   it
[00:28:48.740 --> 00:28:49.060]   anyway
[00:28:49.060 --> 00:28:49.590]  .
[00:28:49.590 --> 00:28:49.630]   And
[00:28:49.630 --> 00:28:49.890]   those
[00:28:49.890 --> 00:28:49.920]   c
[00:28:49.920 --> 00:28:49.990]   is
[00:28:49.990 --> 00:28:50.240]   those
[00:28:50.240 --> 00:28:50.470]   kinda
[00:28:50.470 --> 00:28:50.730]   kids
[00:28:50.730 --> 00:28:50.790]   is
[00:28:50.790 --> 00:28:50.990]   they
[00:28:50.990 --> 00:28:51.140]   don
[00:28:51.140 --> 00:28:51.240]  't
[00:28:51.240 --> 00:28:51.440]   need
[00:28:51.440 --> 00:28:51.590]   the
[00:28:51.590 --> 00:28:52.050]   marketing
[00:28:52.050 --> 00:28:52.400]   message
[00:28:52.400 --> 00:28:52.500]   is
[00:28:52.500 --> 00:28:52.650]   the
[00:28:52.650 --> 00:28:52.800]   way
[00:28:52.800 --> 00:28:52.850]   I
[00:28:52.850 --> 00:28:53.000]   see
[00:28:53.000 --> 00:28:53.100]   it
[00:28:53.100 --> 00:28:53.250]  .
[00:28:53.250 --> 00:28:53.300]   I
[00:28:53.300 --> 00:28:53.340]   mean
[00:28:53.340 --> 00:28:53.550]   I
[00:28:53.550 --> 00:28:53.700]   don
[00:28:53.700 --> 00:28:54.100]  't
[00:28:54.100 --> 00:28:54.200]   really
[00:28:54.200 --> 00:28:54.250]   get
[00:28:54.250 --> 00:28:54.300]   I
[00:28:54.300 --> 00:28:54.500]   mean
[00:28:54.500 --> 00:28:54.600]   it
[00:28:54.600 --> 00:28:54.700]  's
[00:28:54.700 --> 00:28:54.900]   just
[00:28:54.900 --> 00:28:55.030]   like
[00:28:55.030 --> 00:28:55.230]   we
[00:28:55.230 --> 00:28:55.350]  're
[00:28:55.350 --> 00:28:55.650]   doing
[00:28:55.650 --> 00:28:55.660]   a
[00:28:55.660 --> 00:28:55.800]   big
[00:28:55.800 --> 00:28:56.280]   marketing
[00:28:56.280 --> 00:28:56.510]   which
[00:28:56.510 --> 00:28:56.710]   like
[00:28:56.710 --> 00:28:56.910]   they
[00:28:56.910 --> 00:28:57.160]   just
[00:28:57.160 --> 00:28:57.310]   went
[00:28:57.310 --> 00:28:57.520]   and
[00:28:57.520 --> 00:28:57.920]   recruited
[00:28:57.920 --> 00:28:58.380]   everybody
[00:28:58.380 --> 00:28:58.480]   to
[00:28:58.480 --> 00:28:58.620]   go
[00:28:58.620 --> 00:28:58.880]   record
[00:28:58.880 --> 00:28:58.930]   a
[00:28:58.930 --> 00:28:58.980]   v
[00:28:58.980 --> 00:28:59.230]   video
[00:28:59.230 --> 00:28:59.520]   about
[00:28:59.520 --> 00:28:59.630]   how
[00:28:59.630 --> 00:29:00.090]   important
[00:29:00.090 --> 00:29:00.180]   it
[00:29:00.180 --> 00:29:00.340]   was
[00:29:00.340 --> 00:29:00.440]   to
[00:29:00.440 --> 00:29:00.700]   code
[00:29:00.700 --> 00:29:01.010]  .
[00:29:01.010 --> 00:29:01.040]   Which
[00:29:01.040 --> 00:29:01.440]   I
[00:29:01.440 --> 00:29:01.880]   do
[00:29:01.880 --> 00:29:01.910]   think
[00:29:01.910 --> 00:29:02.040]   is
[00:29:02.040 --> 00:29:02.310]   just
[00:29:02.310 --> 00:29:02.660]   kinda
[00:29:02.660 --> 00:29:02.990]   weird
[00:29:02.990 --> 00:29:03.240]  . [SPEAKER_TURN]
[00:29:03.240 --> 00:29:03.320]   M
[00:29:03.320 --> 00:29:03.390]  m
[00:29:03.390 --> 00:29:03.480]  -
[00:29:03.480 --> 00:29:03.670]  h
[00:29:03.670 --> 00:29:03.730]  mm
[00:29:03.730 --> 00:29:04.040]  . [SPEAKER_TURN]
[00:29:04.040 --> 00:29:04.390]   I
[00:29:04.390 --> 00:29:04.630]   dunno
[00:29:04.630 --> 00:29:04.940]  . [SPEAKER_TURN]
[00:29:05.400 --> 00:29:05.450]  
[00:29:05.450 --> 00:29:05.590]   Well
[00:29:05.590 --> 00:29:05.630]   I
[00:29:05.630 --> 00:29:05.820]   have
[00:29:05.820 --> 00:29:06.160]   another
[00:29:06.160 --> 00:29:06.250]   uh
[00:29:06.250 --> 00:29:06.480]   if
[00:29:06.480 --> 00:29:06.660]   you
[00:29:06.660 --> 00:29:06.670]   want
[00:29:06.670 --> 00:29:06.860]   want
[00:29:06.860 --> 00:29:06.950]   to
[00:29:06.950 --> 00:29:07.140]   talk
[00:29:07.140 --> 00:29:07.510]   about
[00:29:07.510 --> 00:29:07.570]   that
[00:29:07.570 --> 00:29:08.220]  . [SPEAKER_TURN]
[00:29:08.220 --> 00:29:08.260]   I
[00:29:08.260 --> 00:29:08.500]   mean
[00:29:08.500 --> 00:29:08.550]   '
[00:29:08.550 --> 00:29:08.830]  cause
[00:29:08.830 --> 00:29:09.130]   uh
[00:29:09.130 --> 00:29:09.170]   yeah
[00:29:09.170 --> 00:29:09.220]   I
[00:29:09.220 --> 00:29:09.500]   dunno
[00:29:09.500 --> 00:29:09.550]   I
[00:29:09.550 --> 00:29:09.650]  'm
[00:29:09.650 --> 00:29:09.890]   just
[00:29:09.890 --> 00:29:10.060]   not
[00:29:10.060 --> 00:29:10.160]   a
[00:29:10.160 --> 00:29:10.280]   big
[00:29:10.280 --> 00:29:10.340]   b
[00:29:10.340 --> 00:29:10.380]   I
[00:29:10.380 --> 00:29:10.430]   I
[00:29:10.430 --> 00:29:10.710]   dunno
[00:29:10.710 --> 00:29:10.760]   I
[00:29:10.760 --> 00:29:10.870]  'm
[00:29:10.870 --> 00:29:10.920]   I
[00:29:10.920 --> 00:29:11.030]  'm
[00:29:11.030 --> 00:29:11.300]   just
[00:29:11.300 --> 00:29:11.430]   not
[00:29:11.430 --> 00:29:11.470]   a
[00:29:11.470 --> 00:29:11.800]   big
[00:29:12.880 --> 00:29:12.920]  
[00:29:12.920 --> 00:29:12.930]   I
[00:29:12.930 --> 00:29:13.100]   just
[00:29:13.100 --> 00:29:13.230]   don
[00:29:13.230 --> 00:29:13.320]  't
[00:29:13.320 --> 00:29:13.450]   buy
[00:29:13.450 --> 00:29:13.550]   it
[00:29:13.550 --> 00:29:13.630]  ,
[00:29:13.630 --> 00:29:13.670]   I
[00:29:13.670 --> 00:29:13.860]   just
[00:29:13.860 --> 00:29:14.030]   don
[00:29:14.030 --> 00:29:14.070]  't
[00:29:14.070 --> 00:29:14.300]   think
[00:29:14.300 --> 00:29:14.420]   it
[00:29:14.420 --> 00:29:14.480]  's
[00:29:14.480 --> 00:29:14.880]   important
[00:29:14.880 --> 00:29:15.020]  .
[00:29:15.020 --> 00:29:15.060]   I
[00:29:15.060 --> 00:29:15.190]   don
[00:29:15.190 --> 00:29:15.280]  't
[00:29:15.280 --> 00:29:15.510]   think
[00:29:15.510 --> 00:29:15.720]   most
[00:29:15.720 --> 00:29:16.010]   people
[00:29:16.010 --> 00:29:16.140]   need
[00:29:16.140 --> 00:29:16.180]   a
[00:29:16.180 --> 00:29:16.270]   co
[00:29:16.270 --> 00:29:16.310]   I
[00:29:16.310 --> 00:29:16.540]   think
[00:29:16.540 --> 00:29:16.720]   most
[00:29:16.720 --> 00:29:16.990]   people
[00:29:16.990 --> 00:29:17.170]   aren
[00:29:17.170 --> 00:29:17.260]  't
[00:29:17.260 --> 00:29:17.490]   gonna
[00:29:17.490 --> 00:29:17.580]   be
[00:29:17.580 --> 00:29:17.760]   good
[00:29:17.760 --> 00:29:17.900]   at
[00:29:17.900 --> 00:29:18.120]   coding
[00:29:18.120 --> 00:29:18.300]   most
[00:29:18.300 --> 00:29:18.400]  ,
[00:29:18.400 --> 00:29:18.480]   pe
[00:29:18.480 --> 00:29:18.520]  o
[00:29:18.520 --> 00:29:18.610]   uh
[00:29:18.610 --> 00:29:18.880]   coding
[00:29:18.880 --> 00:29:18.970]   is
[00:29:18.970 --> 00:29:19.010]   c
[00:29:19.010 --> 00:29:19.150]   isn
[00:29:19.150 --> 00:29:19.230]  't
[00:29:19.230 --> 00:29:19.390]   is
[00:29:19.390 --> 00:29:19.500]   sort
[00:29:19.500 --> 00:29:19.590]   of
[00:29:19.590 --> 00:29:20.010]   something
[00:29:20.010 --> 00:29:20.090]   it
[00:29:20.090 --> 00:29:20.200]  's
[00:29:20.200 --> 00:29:20.370]   like
[00:29:20.370 --> 00:29:20.440]   we
[00:29:20.440 --> 00:29:20.720]   talked
[00:29:20.720 --> 00:29:20.900]   about
[00:29:20.900 --> 00:29:21.040]   it
[00:29:21.040 --> 00:29:21.240]  's
[00:29:21.240 --> 00:29:21.310]   like
[00:29:21.310 --> 00:29:21.810]   athleticism
[00:29:21.810 --> 00:29:21.940]   and
[00:29:21.940 --> 00:29:22.310]   artistic
[00:29:22.310 --> 00:29:22.630]   ability
[00:29:22.630 --> 00:29:22.720]   it
[00:29:22.720 --> 00:29:22.810]  's
[00:29:22.810 --> 00:29:22.990]   like
[00:29:22.990 --> 00:29:23.120]   you
[00:29:23.120 --> 00:29:23.300]   need
[00:29:23.300 --> 00:29:23.450]   a
[00:29:23.450 --> 00:29:23.660]   certain
[00:29:23.660 --> 00:29:23.930]   amount
[00:29:23.930 --> 00:29:24.020]   of
[00:29:24.020 --> 00:29:24.290]   native
[00:29:24.290 --> 00:29:24.620]   ability
[00:29:24.620 --> 00:29:24.700]   to
[00:29:24.700 --> 00:29:24.790]   be
[00:29:24.790 --> 00:29:25.060]   really
[00:29:25.060 --> 00:29:25.190]   any
[00:29:25.190 --> 00:29:25.360]   good
[00:29:25.360 --> 00:29:25.460]   at
[00:29:25.460 --> 00:29:25.550]   it
[00:29:25.550 --> 00:29:26.070]  .
[00:29:26.070 --> 00:29:26.380]   Um
[00:29:26.380 --> 00:29:26.430]   you
[00:29:26.430 --> 00:29:26.630]   know
[00:29:26.630 --> 00:29:27.000]   people
[00:29:27.000 --> 00:29:27.120]  ,
[00:29:27.120 --> 00:29:27.240]   on
[00:29:27.240 --> 00:29:27.420]   the
[00:29:27.420 --> 00:29:27.860]   margins
[00:29:27.860 --> 00:29:28.050]   can
[00:29:28.050 --> 00:29:28.220]   can
[00:29:28.220 --> 00:29:28.470]   kind
[00:29:28.470 --> 00:29:28.580]   of
[00:29:28.580 --> 00:29:29.040]   power
[00:29:29.040 --> 00:29:29.360]   through
[00:29:29.360 --> 00:29:29.460]   it
[00:29:29.460 --> 00:29:29.860]  . [SPEAKER_TURN]
[00:29:36.300 --> 00:29:36.300]  
[00:29:36.300 --> 00:29:36.410]   If
[00:29:36.410 --> 00:29:36.560]   so
[00:29:36.560 --> 00:29:36.640]   I
[00:29:36.640 --> 00:29:36.730]   don
[00:29:36.730 --> 00:29:36.840]  't
[00:29:36.840 --> 00:29:37.170]   need
[00:29:37.170 --> 00:29:37.170]   to
[00:29:37.170 --> 00:29:37.280]   go
[00:29:37.280 --> 00:29:37.440]   for
[00:29:37.440 --> 00:29:37.880]   examples
[00:29:37.880 --> 00:29:37.930]   I
[00:29:37.930 --> 00:29:38.200]   think
[00:29:38.200 --> 00:29:38.420]   that
[00:29:38.420 --> 00:29:38.530]  's
[00:29:38.530 --> 00:29:38.750]   sort
[00:29:38.750 --> 00:29:38.860]   of
[00:29:38.860 --> 00:29:39.090]   self
[00:29:39.090 --> 00:29:39.130]  -
[00:29:39.130 --> 00:29:39.240]  ev
[00:29:39.240 --> 00:29:39.410]  ident
[00:29:39.410 --> 00:29:39.780]  .
[00:29:39.780 --> 00:29:39.780]   So
[00:29:39.780 --> 00:29:40.050]   doing
[00:29:40.050 --> 00:29:40.100]   a
[00:29:40.100 --> 00:29:40.320]   mass
[00:29:40.320 --> 00:29:40.810]   marketing
[00:29:40.810 --> 00:29:41.140]   effort
[00:29:41.140 --> 00:29:41.190]   I
[00:29:41.190 --> 00:29:41.400]   mean
[00:29:41.400 --> 00:29:41.590]   it
[00:29:41.590 --> 00:29:41.640]   it
[00:29:41.640 --> 00:29:41.940]   looks
[00:29:41.940 --> 00:29:42.120]   like
[00:29:42.120 --> 00:29:42.170]   I
[00:29:42.170 --> 00:29:42.350]   got
[00:29:42.350 --> 00:29:42.550]   this
[00:29:42.550 --> 00:29:42.990]   whatever
[00:29:42.990 --> 00:29:43.210]   this
[00:29:43.210 --> 00:29:43.540]   effort
[00:29:43.540 --> 00:29:43.650]   is
[00:29:43.650 --> 00:29:43.920]   gonna
[00:29:43.920 --> 00:29:44.030]   be
[00:29:44.030 --> 00:29:44.090]   a
[00:29:44.090 --> 00:29:44.240]   lot
[00:29:44.240 --> 00:29:44.350]   of
[00:29:44.350 --> 00:29:44.600]   attention
[00:29:44.600 --> 00:29:44.950]   is
[00:29:44.950 --> 00:29:45.000]   a
[00:29:45.000 --> 00:29:45.160]   big
[00:29:45.160 --> 00:29:45.260]   P
[00:29:45.260 --> 00:29:45.310]  _
[00:29:45.310 --> 00:29:45.340]  R
[00:29:45.340 --> 00:29:45.360]  _
[00:29:45.360 --> 00:29:45.700]   thing
[00:29:45.700 --> 00:29:45.790]  .
[00:29:45.790 --> 00:29:46.390]   Everybody
[00:29:46.390 --> 00:29:46.580]  's
[00:29:46.580 --> 00:29:46.610]   like
[00:29:46.610 --> 00:29:46.830]   yeah
[00:29:46.830 --> 00:29:46.880]   I
[00:29:46.880 --> 00:29:47.100]   feel
[00:29:47.100 --> 00:29:47.320]   good
[00:29:47.320 --> 00:29:47.810]   everybody
[00:29:47.810 --> 00:29:48.080]   write
[00:29:48.080 --> 00:29:48.390]   code
[00:29:48.390 --> 00:29:48.460]  .
[00:29:48.460 --> 00:29:48.620]   You
[00:29:48.620 --> 00:29:49.000]   know
[00:29:49.000 --> 00:29:49.050]   but
[00:29:49.050 --> 00:29:49.130]   I
[00:29:49.130 --> 00:29:49.210]   don
[00:29:49.210 --> 00:29:49.470]  't
[00:29:49.470 --> 00:29:49.650]   really
[00:29:49.650 --> 00:29:49.870]   know
[00:29:49.870 --> 00:29:50.090]   what
[00:29:50.090 --> 00:29:50.250]   the
[00:29:50.250 --> 00:29:50.520]   point
[00:29:50.520 --> 00:29:50.640]   is
[00:29:50.640 --> 00:29:51.480]  . [SPEAKER_TURN]
[00:29:51.480 --> 00:29:52.170]   M
[00:29:52.170 --> 00:29:53.410]  m
[00:29:53.410 --> 00:29:53.550]  -
[00:29:53.550 --> 00:29:54.350]  h
[00:29:54.350 --> 00:29:55.640]  mm
[00:29:55.640 --> 00:29:57.720]  .
[00:29:57.720 --> 00:29:58.010]   Why
[00:29:58.010 --> 00:29:58.210]   do
[00:29:58.210 --> 00:29:58.390]   we
[00:29:58.390 --> 00:29:58.780]   need
[00:29:58.780 --> 00:29:58.970]   uh
[00:29:58.970 --> 00:29:59.260]   why
[00:29:59.260 --> 00:29:59.450]   do
[00:29:59.450 --> 00:29:59.640]   we
[00:29:59.640 --> 00:30:00.220]   need
[00:30:00.220 --> 00:30:00.610]   so
[00:30:00.610 --> 00:30:00.640]   many
[00:30:00.640 --> 00:30:01.000]   more
[00:30:01.000 --> 00:30:02.090]   programmers
[00:30:02.090 --> 00:30:03.280]  ? [SPEAKER_TURN]
[00:30:03.280 --> 00:30:03.780]   Well
[00:30:03.780 --> 00:30:04.030]   it
[00:30:04.030 --> 00:30:04.320]  's
[00:30:04.320 --> 00:30:04.530]   it
[00:30:04.530 --> 00:30:04.840]  's [SPEAKER_TURN]
[00:30:04.840 --> 00:30:04.840]  
[00:30:04.840 --> 00:30:05.140]   Everyone
[00:30:05.140 --> 00:30:05.210]   is
[00:30:05.210 --> 00:30:05.470]   looking
[00:30:05.470 --> 00:30:05.630]   for
[00:30:05.630 --> 00:30:05.990]   programmers
[00:30:05.990 --> 00:30:06.420]  . [SPEAKER_TURN]
[00:30:06.420 --> 00:30:06.490]   No
[00:30:06.490 --> 00:30:06.800]   everyone
[00:30:06.800 --> 00:30:06.870]  's
[00:30:06.870 --> 00:30:07.140]   looking
[00:30:07.140 --> 00:30:07.250]   for
[00:30:07.250 --> 00:30:07.400]   work
[00:30:07.400 --> 00:30:07.500]  .
[00:30:07.500 --> 00:30:07.890]   Everyone
[00:30:07.890 --> 00:30:07.990]  's
[00:30:07.990 --> 00:30:08.160]   looking
[00:30:08.160 --> 00:30:08.270]   for
[00:30:08.270 --> 00:30:08.700]   programmers
[00:30:08.700 --> 00:30:09.010]   everyone
[00:30:09.010 --> 00:30:09.080]  's
[00:30:09.080 --> 00:30:09.340]   looking
[00:30:09.340 --> 00:30:09.520]   for
[00:30:09.520 --> 00:30:09.670]   work
[00:30:09.670 --> 00:30:09.720]   you
[00:30:09.720 --> 00:30:10.300]   can [SPEAKER_TURN]
[00:30:10.300 --> 00:30:10.410]   I
[00:30:10.410 --> 00:30:10.430]   don
[00:30:10.430 --> 00:30:10.490]  't
[00:30:10.490 --> 00:30:10.770]   think
[00:30:10.770 --> 00:30:10.960]   everybody
[00:30:10.960 --> 00:30:11.040]  's
[00:30:11.040 --> 00:30:11.250]   looking
[00:30:11.250 --> 00:30:11.350]   for
[00:30:11.350 --> 00:30:11.580]   workers
[00:30:11.580 --> 00:30:11.610]   I
[00:30:11.610 --> 00:30:11.710]  .
[00:30:11.710 --> 00:30:11.840]   mean
[00:30:11.840 --> 00:30:12.140]   everybody
[00:30:12.140 --> 00:30:12.200]  's
[00:30:12.200 --> 00:30:12.430]   looking
[00:30:12.430 --> 00:30:12.530]   for
[00:30:12.530 --> 00:30:12.860]   developers
[00:30:12.860 --> 00:30:13.340]  . [SPEAKER_TURN]
[00:30:13.340 --> 00:30:14.100]   Looking
[00:30:14.100 --> 00:30:14.140]   for
[00:30:14.140 --> 00:30:14.520]   work
[00:30:14.520 --> 00:30:14.700]  .
[00:30:14.700 --> 00:30:15.220]   The
[00:30:15.220 --> 00:30:15.420]   little
[00:30:15.420 --> 00:30:16.230]   developers
[00:30:16.230 --> 00:30:16.370]   uh
[00:30:16.370 --> 00:30:16.810]   have
[00:30:16.810 --> 00:30:17.180]   always
[00:30:17.180 --> 00:30:17.490]   more
[00:30:17.490 --> 00:30:18.050]   than
[00:30:18.050 --> 00:30:18.500]   enough
[00:30:18.500 --> 00:30:18.780]   offers
