
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.330]   Oh
[00:22:09.550 --> 00:22:10.060]   hundred
[00:22:10.060 --> 00:22:10.280]   six
[00:22:10.280 --> 00:22:10.790]   hundred
[00:22:10.790 --> 00:22:11.380]   thousand
[00:22:11.380 --> 00:22:11.890]   dollars
[00:22:11.890 --> 00:22:11.960]   a
[00:22:11.960 --> 00:22:12.250]   year
[00:22:12.250 --> 00:22:12.760]   right
[00:22:12.760 --> 00:22:13.540]  , [SPEAKER_TURN]
[00:22:13.540 --> 00:22:13.950]   What
[00:22:13.950 --> 00:22:13.980]   a
[00:22:13.980 --> 00:22:14.430]   great
[00:22:14.430 --> 00:22:14.860]   story
[00:22:14.860 --> 00:22:15.040]   it
[00:22:15.040 --> 00:22:15.530]   would
[00:22:15.530 --> 00:22:15.660]   be
[00:22:15.660 --> 00:22:15.840]   if
[00:22:15.840 --> 00:22:16.190]   uh
[00:22:16.190 --> 00:22:16.190]   if
[00:22:16.190 --> 00:22:16.260]   I
[00:22:16.260 --> 00:22:16.390]   if
[00:22:16.390 --> 00:22:16.460]   I
[00:22:16.460 --> 00:22:16.930]  'd
[00:22:16.930 --> 00:22:16.950]   built
[00:22:16.950 --> 00:22:17.000]   I
[00:22:17.000 --> 00:22:17.130]  'd
[00:22:17.130 --> 00:22:17.470]   built
[00:22:17.470 --> 00:22:17.600]   Pl
[00:22:17.600 --> 00:22:17.800]  ugg
[00:22:17.800 --> 00:22:17.930]  io
[00:22:17.930 --> 00:22:18.130]   and
[00:22:18.130 --> 00:22:18.400]   then
[00:22:18.400 --> 00:22:18.670]   that
[00:22:18.670 --> 00:22:18.870]   the
[00:22:18.870 --> 00:22:19.080]   the
[00:22:19.080 --> 00:22:19.340]   sale
[00:22:19.340 --> 00:22:19.540]   the
[00:22:19.540 --> 00:22:19.810]   sale
[00:22:19.810 --> 00:22:20.150]   money
[00:22:20.150 --> 00:22:20.290]   of
[00:22:20.290 --> 00:22:20.410]   Pl
[00:22:20.410 --> 00:22:20.620]  ugg
[00:22:20.620 --> 00:22:20.780]  io
[00:22:20.780 --> 00:22:21.010]   went
[00:22:21.010 --> 00:22:21.280]   into
[00:22:21.280 --> 00:22:21.480]   the
[00:22:21.480 --> 00:22:22.170]   investment
[00:22:22.170 --> 00:22:23.160]  . [SPEAKER_TURN]
[00:22:23.160 --> 00:22:23.470]   What
[00:22:23.470 --> 00:22:23.620]   an
[00:22:23.620 --> 00:22:24.170]   equally
[00:22:24.170 --> 00:22:24.560]   great
[00:22:24.560 --> 00:22:24.950]   story
[00:22:24.950 --> 00:22:25.840]  ? [SPEAKER_TURN]
[00:22:25.840 --> 00:22:26.010]   Yeah
[00:22:26.010 --> 00:22:26.090]   an
[00:22:26.090 --> 00:22:26.400]   equally
[00:22:26.400 --> 00:22:26.620]   great
[00:22:26.620 --> 00:22:26.840]   story
[00:22:26.840 --> 00:22:27.360]  . [SPEAKER_TURN]
[00:22:28.500 --> 00:22:28.540]  
[00:22:28.540 --> 00:22:28.760]   Well
[00:22:28.760 --> 00:22:28.820]   I
[00:22:28.820 --> 00:22:28.950]  ,
[00:22:28.950 --> 00:22:29.210]   yeah
[00:22:29.210 --> 00:22:29.470]   okay
[00:22:29.470 --> 00:22:29.600]   it
[00:22:29.600 --> 00:22:29.660]   i
[00:22:29.660 --> 00:22:29.920]   yeah
[00:22:29.920 --> 00:22:30.050]   so
[00:22:30.050 --> 00:22:30.250]   let
[00:22:30.250 --> 00:22:30.380]   me
[00:22:30.380 --> 00:22:30.580]   get
[00:22:30.580 --> 00:22:30.710]   to
[00:22:30.710 --> 00:22:30.970]   this
[00:22:30.970 --> 00:22:31.390]   thing
[00:22:31.390 --> 00:22:31.420]   so
[00:22:31.420 --> 00:22:31.560]  ,
[00:22:31.560 --> 00:22:31.820]   um
[00:22:31.820 --> 00:22:31.820]   so
[00:22:31.820 --> 00:22:31.950]   if
[00:22:31.950 --> 00:22:32.150]   you
[00:22:32.150 --> 00:22:32.410]   have
[00:22:32.410 --> 00:22:32.610]   one
[00:22:32.610 --> 00:22:32.740]   of
[00:22:32.740 --> 00:22:33.070]   these
[00:22:33.070 --> 00:22:33.310]   so
[00:22:33.310 --> 00:22:33.350]   if
[00:22:33.350 --> 00:22:33.530]   you
[00:22:33.530 --> 00:22:33.790]   have
[00:22:33.790 --> 00:22:34.120]   three
[00:22:34.120 --> 00:22:34.280]   of
[00:22:34.280 --> 00:22:34.310]   '
[00:22:34.310 --> 00:22:34.440]  em
[00:22:34.440 --> 00:22:34.600]   uh
[00:22:34.600 --> 00:22:35.070]   generating
[00:22:35.070 --> 00:22:35.750]   that
[00:22:35.750 --> 00:22:35.780]   kind
[00:22:35.780 --> 00:22:35.880]   of
[00:22:35.880 --> 00:22:36.300]   money
[00:22:36.300 --> 00:22:36.410]   And
[00:22:36.410 --> 00:22:36.610]  .
[00:22:36.610 --> 00:22:37.170]   these
[00:22:37.170 --> 00:22:37.400]   numbers
[00:22:37.400 --> 00:22:37.600]   are
[00:22:37.600 --> 00:22:37.800]   the
[00:22:37.800 --> 00:22:38.050]   kind
[00:22:38.050 --> 00:22:38.340]   of
[00:22:38.340 --> 00:22:38.650]   numbers
[00:22:38.650 --> 00:22:38.910]   that
[00:22:38.910 --> 00:22:38.970]   m
[00:22:38.970 --> 00:22:39.620]   that
[00:22:39.620 --> 00:22:39.690]   Michael
[00:22:39.690 --> 00:22:39.820]   at
[00:22:39.820 --> 00:22:40.080]   Code
[00:22:40.080 --> 00:22:40.420]   world
[00:22:40.420 --> 00:22:40.610]   had
[00:22:40.610 --> 00:22:40.810]   had
[00:22:40.810 --> 00:22:41.010]   mod
[00:22:41.010 --> 00:22:41.340]  elled
[00:22:41.340 --> 00:22:41.540]   out
[00:22:41.540 --> 00:22:41.750]  .
[00:22:41.750 --> 00:22:41.800]   I
[00:22:41.800 --> 00:22:42.190]   mean
[00:22:42.190 --> 00:22:42.310]   it
[00:22:42.310 --> 00:22:42.320]  's
[00:22:42.320 --> 00:22:42.580]   this
[00:22:42.580 --> 00:22:42.980]   anyone
[00:22:42.980 --> 00:22:43.180]   can
[00:22:43.180 --> 00:22:43.310]   do
[00:22:43.310 --> 00:22:43.700]   back
[00:22:43.700 --> 00:22:43.790]   in
[00:22:43.790 --> 00:22:43.830]   my
[00:22:43.830 --> 00:22:44.030]   map
[00:22:44.030 --> 00:22:44.230]   nap
[00:22:44.230 --> 00:22:44.430]  kin
[00:22:44.430 --> 00:22:44.690]   math
[00:22:44.690 --> 00:22:44.820]   on
[00:22:44.820 --> 00:22:45.080]   this
[00:22:45.080 --> 00:22:45.290]   and
[00:22:45.290 --> 00:22:45.540]   this
[00:22:45.540 --> 00:22:45.740]   isn
[00:22:45.740 --> 00:22:45.870]  't
[00:22:45.870 --> 00:22:46.130]   like
[00:22:46.130 --> 00:22:46.410]   some
[00:22:46.410 --> 00:22:46.720]   super
[00:22:46.720 --> 00:22:46.780]  -
[00:22:46.780 --> 00:22:47.180]  secret
[00:22:47.180 --> 00:22:47.590]   number
[00:22:47.590 --> 00:22:47.780]   but
[00:22:47.780 --> 00:22:47.910]  ,
[00:22:47.910 --> 00:22:48.110]   you
[00:22:48.110 --> 00:22:48.370]   know
[00:22:48.370 --> 00:22:48.970]   obviously
[00:22:48.970 --> 00:22:49.150]  ,
[00:22:49.150 --> 00:22:49.230]   if
[00:22:49.230 --> 00:22:49.430]   you
[00:22:49.430 --> 00:22:49.680]   have
[00:22:49.680 --> 00:22:49.690]   three
[00:22:49.690 --> 00:22:50.150]   of
[00:22:50.150 --> 00:22:50.640]   these
[00:22:50.640 --> 00:22:50.880]   things
[00:22:50.880 --> 00:22:51.540]   generating
[00:22:51.540 --> 00:22:51.850]   that
[00:22:51.850 --> 00:22:52.060]   kind
[00:22:52.060 --> 00:22:52.190]   of
[00:22:52.190 --> 00:22:52.520]   money
[00:22:52.520 --> 00:22:52.720]   and
[00:22:52.720 --> 00:22:52.970]   they
[00:22:52.970 --> 00:22:53.380]  're
[00:22:53.380 --> 00:22:53.480]   any
[00:22:53.480 --> 00:22:53.640]   know
[00:22:53.640 --> 00:22:53.840]   you
[00:22:53.840 --> 00:22:54.040]  're
[00:22:54.040 --> 00:22:54.170]  ,
[00:22:54.170 --> 00:22:54.630]   talking
[00:22:54.630 --> 00:22:55.020]   about
[00:22:55.020 --> 00:22:55.060]   a
[00:22:55.060 --> 00:22:55.420]   thirty
[00:22:55.420 --> 00:22:55.600]   to
[00:22:55.600 --> 00:22:55.960]   forty
[00:22:55.960 --> 00:22:56.340]   percent
[00:22:56.340 --> 00:22:56.740]   margin
[00:22:56.740 --> 00:22:56.980]   at
[00:22:56.980 --> 00:22:57.200]   least
[00:22:57.200 --> 00:22:57.370]   you
[00:22:57.370 --> 00:22:57.500]  ,
[00:22:57.500 --> 00:22:58.050]   know
[00:22:58.050 --> 00:22:58.500]  ,
[00:22:58.500 --> 00:22:58.500]  
[00:22:58.500 --> 00:22:59.030]   revenue
[00:22:59.030 --> 00:22:59.250]   for
[00:22:59.250 --> 00:22:59.550]   your
[00:22:59.550 --> 00:22:59.930]   eight
[00:22:59.930 --> 00:23:00.000]   X
[00:23:00.000 --> 00:23:00.070]  _
[00:23:00.070 --> 00:23:00.290]   are
[00:23:00.290 --> 00:23:00.820]   earning
[00:23:00.820 --> 00:23:00.890]   e
[00:23:00.890 --> 00:23:01.340]   eight
[00:23:01.340 --> 00:23:01.380]   X
[00:23:01.380 --> 00:23:01.410]  _
[00:23:01.410 --> 00:23:01.860]   profit
[00:23:01.860 --> 00:23:02.110]   or
[00:23:02.110 --> 00:23:02.310]   four
[00:23:02.310 --> 00:23:02.450]   X
[00:23:02.450 --> 00:23:02.450]  _
[00:23:02.450 --> 00:23:03.090]   earnings
[00:23:03.090 --> 00:23:03.200]  ,
[00:23:03.200 --> 00:23:03.420]   you
[00:23:03.420 --> 00:23:03.720]   know
[00:23:03.720 --> 00:23:03.870]  ,
[00:23:03.870 --> 00:23:04.220]   that
[00:23:04.220 --> 00:23:04.350]  's
[00:23:04.350 --> 00:23:04.650]   gets
[00:23:04.650 --> 00:23:04.840]   get
[00:23:04.840 --> 00:23:05.140]   into
[00:23:05.140 --> 00:23:05.440]   like
[00:23:05.440 --> 00:23:05.510]   a
[00:23:05.510 --> 00:23:05.980]   you
[00:23:05.980 --> 00:23:06.030]   know
[00:23:06.030 --> 00:23:06.180]  ,
[00:23:06.180 --> 00:23:06.520]   you
[00:23:06.520 --> 00:23:06.620]  're
[00:23:06.620 --> 00:23:07.160]   getting
[00:23:07.160 --> 00:23:07.530]   close
[00:23:07.530 --> 00:23:07.700]   to
[00:23:07.700 --> 00:23:07.900]   the
[00:23:07.900 --> 00:23:08.040]   si
[00:23:08.040 --> 00:23:08.270]   you
[00:23:08.270 --> 00:23:08.590]   know
[00:23:08.590 --> 00:23:08.640]   I
[00:23:08.640 --> 00:23:08.800]  ,
[00:23:08.800 --> 00:23:09.170]   dunno
[00:23:09.170 --> 00:23:09.460]   what
[00:23:09.460 --> 00:23:09.620]   it
[00:23:09.620 --> 00:23:09.770]  's
[00:23:09.770 --> 00:23:10.150]   like
[00:23:10.150 --> 00:23:10.450]   eight
[00:23:10.450 --> 00:23:10.520]   X
[00:23:10.520 --> 00:23:10.590]  _
[00:23:10.590 --> 00:23:10.740]   or
[00:23:10.740 --> 00:23:10.860]   six
[00:23:10.860 --> 00:23:11.030]   X
[00:23:11.030 --> 00:23:11.250]  _
[00:23:11.250 --> 00:23:11.480]   right
[00:23:11.480 --> 00:23:12.080]   there
[00:23:12.080 --> 00:23:12.080]  .
[00:23:12.080 --> 00:23:12.230]   So
[00:23:12.230 --> 00:23:12.380]   um
[00:23:12.380 --> 00:23:12.600]   but
[00:23:12.600 --> 00:23:13.410]   obviously
[00:23:13.410 --> 00:23:13.500]   you
[00:23:13.500 --> 00:23:13.860]   wanna
[00:23:13.860 --> 00:23:14.250]   go
[00:23:14.250 --> 00:23:14.290]   way
[00:23:14.290 --> 00:23:14.710]   beyond
[00:23:14.710 --> 00:23:15.080]   three
[00:23:15.080 --> 00:23:15.300]   you
[00:23:15.300 --> 00:23:15.450]  ,
[00:23:15.450 --> 00:23:15.830]   wanna
[00:23:15.830 --> 00:23:16.810]   get
[00:23:16.810 --> 00:23:16.920]   either
[00:23:16.920 --> 00:23:16.940]   uh
[00:23:16.940 --> 00:23:17.130]   you
[00:23:17.130 --> 00:23:17.600]   know
[00:23:17.600 --> 00:23:17.710]   raise
[00:23:17.710 --> 00:23:18.030]   money
[00:23:18.030 --> 00:23:18.250]   and
[00:23:18.250 --> 00:23:18.430]   and
[00:23:18.430 --> 00:23:18.860]   quickly
[00:23:18.860 --> 00:23:18.990]   go
[00:23:18.990 --> 00:23:19.120]   to
[00:23:19.120 --> 00:23:19.310]   you
[00:23:19.310 --> 00:23:19.570]   know
[00:23:19.570 --> 00:23:19.960]   twenty
[00:23:19.960 --> 00:23:20.260]   or
[00:23:20.260 --> 00:23:20.580]   thirty
[00:23:20.580 --> 00:23:20.650]   of
[00:23:20.650 --> 00:23:20.670]   '
[00:23:20.670 --> 00:23:20.800]  em
[00:23:20.800 --> 00:23:20.970]   or
[00:23:20.970 --> 00:23:21.460]   whatever
[00:23:21.460 --> 00:23:21.640]  .
[00:23:21.640 --> 00:23:21.770]   Um
[00:23:21.770 --> 00:23:21.950]   you
[00:23:21.950 --> 00:23:22.220]   know
[00:23:22.220 --> 00:23:22.570]  ,
[00:23:22.570 --> 00:23:22.610]   they
[00:23:22.610 --> 00:23:22.870]   said
[00:23:22.870 --> 00:23:23.190]   there
[00:23:23.190 --> 00:23:23.380]  's
[00:23:23.380 --> 00:23:23.380]   a
[00:23:23.380 --> 00:23:23.570]   lot
[00:23:23.570 --> 00:23:23.700]   of
[00:23:23.700 --> 00:23:23.960]   risk
[00:23:23.960 --> 00:23:24.110]   on
[00:23:24.110 --> 00:23:24.320]   the
[00:23:24.320 --> 00:23:24.600]   table
[00:23:24.600 --> 00:23:24.720]  ,
[00:23:24.720 --> 00:23:24.790]   I
[00:23:24.790 --> 00:23:25.050]   mean
[00:23:25.050 --> 00:23:25.180]   it
[00:23:25.180 --> 00:23:25.300]  's
[00:23:25.300 --> 00:23:25.580]   not
[00:23:25.580 --> 00:23:26.210]   necessarily
[00:23:26.210 --> 00:23:26.330]   baked
[00:23:26.330 --> 00:23:26.660]   in
[00:23:26.660 --> 00:23:26.720]   I
[00:23:26.720 --> 00:23:26.850]  .
[00:23:26.850 --> 00:23:27.390]   think
[00:23:27.390 --> 00:23:27.480]   the
[00:23:27.480 --> 00:23:27.480]   w
[00:23:27.480 --> 00:23:28.380]   the [SPEAKER_TURN]
[00:23:28.380 --> 00:23:28.380]  
[00:23:28.380 --> 00:23:28.610]   easy
[00:23:28.610 --> 00:23:28.900]   money
[00:23:28.900 --> 00:23:29.010]   is
[00:23:29.010 --> 00:23:29.300]   after
[00:23:29.300 --> 00:23:29.470]   you
[00:23:29.470 --> 00:23:29.720]   have
[00:23:29.720 --> 00:23:30.100]   three
[00:23:30.100 --> 00:23:30.280]   going
[00:23:30.280 --> 00:23:30.390]   to
[00:23:30.390 --> 00:23:30.560]   ten
[00:23:30.560 --> 00:23:30.730]  .
[00:23:30.730 --> 00:23:30.960]   Like
[00:23:30.960 --> 00:23:31.150]   that
[00:23:31.150 --> 00:23:31.300]  's
[00:23:31.300 --> 00:23:31.700]   like
[00:23:31.700 --> 00:23:31.760]   once
[00:23:31.760 --> 00:23:31.930]   you
[00:23:31.930 --> 00:23:32.150]  've
[00:23:32.150 --> 00:23:32.270]   got
[00:23:32.270 --> 00:23:32.560]   three
[00:23:32.560 --> 00:23:32.730]   you
[00:23:32.730 --> 00:23:32.900]  've
[00:23:32.900 --> 00:23:33.630]   demonstrated
[00:23:33.630 --> 00:23:33.840]   like
[00:23:33.840 --> 00:23:34.310]   multiple
[00:23:34.310 --> 00:23:34.600]   times
[00:23:34.600 --> 00:23:34.840]   not
[00:23:34.840 --> 00:23:34.880]  ,
[00:23:34.880 --> 00:23:35.020]   in
[00:23:35.020 --> 00:23:35.220]   your
[00:23:35.220 --> 00:23:35.570]   little
[00:23:35.570 --> 00:23:35.620]   l
[00:23:35.620 --> 00:23:35.910]   local
[00:23:35.910 --> 00:23:36.320]   village
[00:23:36.320 --> 00:23:36.410]   but
[00:23:36.410 --> 00:23:36.600]  ,
[00:23:36.600 --> 00:23:36.760]   you
[00:23:36.760 --> 00:23:37.100]  've
[00:23:37.100 --> 00:23:37.290]   opened
[00:23:37.290 --> 00:23:37.400]   up
[00:23:37.400 --> 00:23:37.450]   a
[00:23:37.450 --> 00:23:37.620]   new
[00:23:37.620 --> 00:23:38.080]   location
[00:23:38.080 --> 00:23:38.330]   that
[00:23:38.330 --> 00:23:38.430]  's
[00:23:38.430 --> 00:23:38.720]   where
[00:23:38.720 --> 00:23:38.950]   you
[00:23:38.950 --> 00:23:39.060]   don
[00:23:39.060 --> 00:23:39.170]  't
[00:23:39.170 --> 00:23:39.400]   know
[00:23:39.400 --> 00:23:39.800]   anybody
[00:23:39.800 --> 00:23:39.990]   and
[00:23:39.990 --> 00:23:40.130]   you
[00:23:40.130 --> 00:23:40.490]  've
[00:23:40.490 --> 00:23:40.550]   got
[00:23:40.550 --> 00:23:40.660]   you
[00:23:40.660 --> 00:23:40.830]  've
[00:23:40.830 --> 00:23:41.000]   got
[00:23:41.000 --> 00:23:41.230]   that
[00:23:41.230 --> 00:23:41.520]   going
[00:23:41.520 --> 00:23:42.660]  . [SPEAKER_TURN]
[00:23:42.660 --> 00:23:44.070]   M
[00:23:44.070 --> 00:23:44.690]  m
[00:23:44.690 --> 00:23:45.800]  -
[00:23:45.800 --> 00:23:46.710]  h
[00:23:46.710 --> 00:23:48.740]  mm
[00:23:48.740 --> 00:23:51.860]  . [SPEAKER_TURN]
[00:23:51.860 --> 00:23:52.240]   M
[00:23:52.240 --> 00:23:52.620]  m
[00:23:52.620 --> 00:23:52.980]  -
[00:23:52.980 --> 00:23:53.350]  h
[00:23:53.350 --> 00:23:54.100]  mm
[00:23:54.100 --> 00:23:55.340]  . [SPEAKER_TURN]
[00:23:55.380 --> 00:23:55.380]  
[00:23:55.380 --> 00:23:56.340]   something
[00:23:56.340 --> 00:23:56.870]  .
[00:23:56.870 --> 00:23:56.870]   Um
[00:23:56.870 --> 00:23:57.140]   so
[00:23:57.140 --> 00:23:57.180]   I
[00:23:57.180 --> 00:23:57.430]  'm
[00:23:57.430 --> 00:23:57.710]   not
[00:23:57.710 --> 00:23:58.530]   exactly
[00:23:58.530 --> 00:23:58.890]   sure
[00:23:58.890 --> 00:23:59.290]   what
[00:23:59.290 --> 00:23:59.520]   what
[00:23:59.520 --> 00:23:59.840]   the
[00:23:59.840 --> 00:24:00.480]   naming
[00:24:00.480 --> 00:24:00.590]   is
[00:24:00.590 --> 00:24:00.860]   gonna
[00:24:00.860 --> 00:24:01.010]   be
[00:24:01.010 --> 00:24:01.160]   It
[00:24:01.160 --> 00:24:01.380]  .
[00:24:01.380 --> 00:24:01.450]   i
[00:24:01.450 --> 00:24:01.600]   it
[00:24:01.600 --> 00:24:01.980]   could
[00:24:01.980 --> 00:24:02.130]   be
[00:24:02.130 --> 00:24:02.740]   continue
[00:24:02.740 --> 00:24:02.890]   it
[00:24:02.890 --> 00:24:03.270]   would
[00:24:03.270 --> 00:24:03.430]   be
[00:24:03.430 --> 00:24:03.720]   just
[00:24:03.720 --> 00:24:04.140]   local
[00:24:04.140 --> 00:24:04.500]   names
[00:24:04.500 --> 00:24:04.630]   or
[00:24:04.630 --> 00:24:05.010]   could
[00:24:05.010 --> 00:24:05.310]   come
[00:24:05.310 --> 00:24:05.620]   with
[00:24:05.620 --> 00:24:06.060]   an
[00:24:06.060 --> 00:24:06.310]   overall
[00:24:06.310 --> 00:24:06.820]   brand
[00:24:06.820 --> 00:24:07.180]   or
[00:24:07.180 --> 00:24:07.500]   something
[00:24:07.500 --> 00:24:07.650]  ,
[00:24:07.650 --> 00:24:07.870]   but
[00:24:07.870 --> 00:24:08.020]   um
[00:24:08.020 --> 00:24:08.090]   I
[00:24:08.090 --> 00:24:08.490]   was
[00:24:08.490 --> 00:24:08.650]   just
[00:24:08.650 --> 00:24:08.970]   like
[00:24:08.970 --> 00:24:09.130]   you
[00:24:09.130 --> 00:24:09.430]   know
[00:24:09.430 --> 00:24:09.580]   so
[00:24:09.580 --> 00:24:10.310]   yesterday
[00:24:10.310 --> 00:24:10.330]   I
[00:24:10.330 --> 00:24:10.860]   stopped
[00:24:10.860 --> 00:24:11.530]   thinking
[00:24:11.530 --> 00:24:11.620]   on
[00:24:11.620 --> 00:24:11.920]   just
[00:24:11.920 --> 00:24:12.220]   like
[00:24:12.220 --> 00:24:12.440]   you
[00:24:12.440 --> 00:24:12.740]   know
[00:24:12.740 --> 00:24:12.810]   I
[00:24:12.810 --> 00:24:13.560]   really
[00:24:13.560 --> 00:24:13.790]   believe
[00:24:13.790 --> 00:24:13.940]   in
[00:24:13.940 --> 00:24:14.240]   this
[00:24:14.240 --> 00:24:14.620]   thing
[00:24:14.620 --> 00:24:14.840]  .
[00:24:14.840 --> 00:24:14.910]   I
[00:24:14.910 --> 00:24:15.210]   want
[00:24:15.210 --> 00:24:15.660]   twenty
[00:24:15.660 --> 00:24:16.190]   percent
[00:24:16.190 --> 00:24:16.410]  .
[00:24:16.410 --> 00:24:16.690]   And
[00:24:16.690 --> 00:24:16.700]   I
[00:24:16.700 --> 00:24:16.850]   so
[00:24:16.850 --> 00:24:16.920]   I
[00:24:16.920 --> 00:24:16.990]   I
[00:24:16.990 --> 00:24:17.090]   d
[00:24:17.090 --> 00:24:17.130]   I
[00:24:17.130 --> 00:24:17.200]   e
[00:24:17.200 --> 00:24:17.270]   I
[00:24:17.270 --> 00:24:17.570]   call
[00:24:17.570 --> 00:24:17.720]   it
[00:24:17.720 --> 00:24:17.790]   I
[00:24:17.790 --> 00:24:18.090]   said
[00:24:18.090 --> 00:24:18.160]   I
[00:24:18.160 --> 00:24:18.310]  'm
[00:24:18.310 --> 00:24:18.610]   like
[00:24:18.610 --> 00:24:19.210]   Doug
[00:24:19.210 --> 00:24:19.240]   what
[00:24:19.240 --> 00:24:19.600]   would
[00:24:19.600 --> 00:24:19.960]   you
[00:24:19.960 --> 00:24:20.030]   say
[00:24:20.030 --> 00:24:20.180]   if
[00:24:20.180 --> 00:24:20.250]   I
[00:24:20.250 --> 00:24:20.550]   what
[00:24:20.550 --> 00:24:20.700]   if
[00:24:20.700 --> 00:24:20.820]   I
[00:24:20.820 --> 00:24:21.300]   offered
[00:24:21.300 --> 00:24:21.370]   a
[00:24:21.370 --> 00:24:22.310]   hundred
[00:24:22.310 --> 00:24:22.510]   thousand
[00:24:22.510 --> 00:24:22.730]   for
[00:24:22.730 --> 00:24:23.180]   twenty
[00:24:23.180 --> 00:24:24.500]  ? [SPEAKER_TURN]
[00:24:24.900 --> 00:24:24.620]   You
[00:24:24.620 --> 00:24:24.740]   don
[00:24:24.740 --> 00:24:24.970]  't
[00:24:24.970 --> 00:24:24.990]   have
[00:24:24.990 --> 00:24:25.010]   a
[00:24:25.010 --> 00:24:25.280]   hundred
[00:24:25.280 --> 00:24:25.610]   thousand
[00:24:25.610 --> 00:24:26.060]  . [SPEAKER_TURN]
[00:24:26.140 --> 00:24:26.170]  
[00:24:26.170 --> 00:24:26.240]   I
[00:24:26.240 --> 00:24:26.460]   do
[00:24:26.460 --> 00:24:26.590]   we
[00:24:26.590 --> 00:24:26.770]  ,
[00:24:26.770 --> 00:24:27.130]   have
[00:24:27.130 --> 00:24:27.310]   it
[00:24:27.310 --> 00:24:27.490]   in
[00:24:27.490 --> 00:24:28.390]   savings
[00:24:28.390 --> 00:24:28.430]   and
[00:24:28.430 --> 00:24:28.840]   stuff
[00:24:28.840 --> 00:24:29.160]   And
[00:24:29.160 --> 00:24:29.380]  .
[00:24:29.380 --> 00:24:29.560]   so
[00:24:29.560 --> 00:24:29.650]   I
[00:24:29.650 --> 00:24:29.910]  've
[00:24:29.910 --> 00:24:30.280]   done
[00:24:30.280 --> 00:24:30.730]   at
[00:24:30.730 --> 00:24:30.980]   the
[00:24:30.980 --> 00:24:31.090]   pool
[00:24:31.090 --> 00:24:31.910]   yesterday
[00:24:31.910 --> 00:24:32.270]   with
[00:24:32.270 --> 00:24:32.760]   Sandy
[00:24:32.760 --> 00:24:33.150]   And
[00:24:33.150 --> 00:24:33.260]  .
[00:24:33.260 --> 00:24:33.710]   Sandy
[00:24:33.710 --> 00:24:33.860]   and
[00:24:33.860 --> 00:24:34.070]   I
[00:24:34.070 --> 00:24:34.560]   go
[00:24:34.560 --> 00:24:34.610]   okay
[00:24:34.610 --> 00:24:34.790]  ,
[00:24:34.790 --> 00:24:35.150]   well
[00:24:35.150 --> 00:24:35.330]  ,
[00:24:35.330 --> 00:24:35.420]   a
[00:24:35.420 --> 00:24:35.980]   couple
[00:24:35.980 --> 00:24:36.500]   things
[00:24:36.500 --> 00:24:36.770]  .
[00:24:36.770 --> 00:24:36.960]   So
[00:24:36.960 --> 00:24:37.040]   I
[00:24:37.040 --> 00:24:37.130]   I
[00:24:37.130 --> 00:24:37.400]  've
[00:24:37.400 --> 00:24:37.530]   I
[00:24:37.530 --> 00:24:37.800]  've
[00:24:37.800 --> 00:24:38.390]   talking
[00:24:38.390 --> 00:24:38.710]   you
[00:24:38.710 --> 00:24:39.020]   know
[00:24:39.020 --> 00:24:39.530]  ,
[00:24:39.530 --> 00:24:39.650]   Sandy
[00:24:39.650 --> 00:24:39.830]  's
[00:24:39.830 --> 00:24:40.190]   down
[00:24:40.190 --> 00:24:40.910]   watching
[00:24:40.910 --> 00:24:41.410]   the
[00:24:41.410 --> 00:24:41.550]   kids
[00:24:41.550 --> 00:24:41.760]   at
[00:24:41.760 --> 00:24:42.080]   the
[00:24:42.080 --> 00:24:42.490]   pool
[00:24:42.490 --> 00:24:42.540]  ,
[00:24:42.540 --> 00:24:42.810]   and
[00:24:42.810 --> 00:24:42.990]   uh
[00:24:42.990 --> 00:24:43.090]   I
[00:24:43.090 --> 00:24:43.350]   go
[00:24:43.350 --> 00:24:43.530]   and
[00:24:43.530 --> 00:24:43.730]   so
[00:24:43.730 --> 00:24:43.800]   I
[00:24:43.800 --> 00:24:44.170]   said
[00:24:44.170 --> 00:24:44.340]   le
[00:24:44.340 --> 00:24:44.640]   let
[00:24:44.640 --> 00:24:44.790]   me
[00:24:44.790 --> 00:24:44.970]   uh
[00:24:44.970 --> 00:24:45.420]   throw
[00:24:45.420 --> 00:24:46.240]   something
[00:24:46.240 --> 00:24:46.420]   at
[00:24:46.420 --> 00:24:46.690]   you
[00:24:46.690 --> 00:24:47.980]  . [SPEAKER_TURN]
[00:24:47.980 --> 00:24:49.920]   Yeah
[00:24:49.920 --> 00:24:51.800]  . [SPEAKER_TURN]
[00:24:51.800 --> 00:24:52.550]   Oh
[00:24:52.550 --> 00:24:53.800]  . [SPEAKER_TURN]
[00:24:54.820 --> 00:24:54.820]  
[00:24:54.820 --> 00:24:55.320]   savings
[00:24:55.320 --> 00:24:55.550]   for
[00:24:55.550 --> 00:24:55.740]   the
[00:24:55.740 --> 00:24:56.390]   education
[00:24:56.390 --> 00:24:56.680]   fund
[00:24:56.680 --> 00:24:56.940]   and
[00:24:56.940 --> 00:24:57.250]   stuff
[00:24:57.250 --> 00:24:57.460]  .
[00:24:57.460 --> 00:24:57.670]   And
[00:24:57.670 --> 00:24:57.880]   she
[00:24:57.880 --> 00:24:58.070]  's
[00:24:58.070 --> 00:24:58.380]   like
