
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   '
[00:15:04.990 --> 00:15:07.120]  mm
[00:15:07.120 --> 00:15:09.680]  .
[00:15:14.380 --> 00:15:14.390]  
[00:15:14.390 --> 00:15:14.630]   There
[00:15:14.630 --> 00:15:14.690]  's
[00:15:14.690 --> 00:15:14.830]   n
[00:15:14.830 --> 00:15:15.000]   there
[00:15:15.000 --> 00:15:15.040]  's
[00:15:15.040 --> 00:15:15.260]   gonna
[00:15:15.260 --> 00:15:15.350]   be
[00:15:15.350 --> 00:15:15.390]   a
[00:15:15.390 --> 00:15:15.640]   point
[00:15:15.640 --> 00:15:15.790]   when
[00:15:15.790 --> 00:15:15.880]   we
[00:15:15.880 --> 00:15:16.010]   can
[00:15:16.010 --> 00:15:16.100]  't
[00:15:16.100 --> 00:15:16.460]   actually
[00:15:16.460 --> 00:15:16.550]   do
[00:15:16.550 --> 00:15:16.650]   do
[00:15:16.650 --> 00:15:17.050]   something
[00:15:17.050 --> 00:15:17.180]   fun
[00:15:17.180 --> 00:15:17.780]  . [SPEAKER_TURN]
[00:15:18.760 --> 00:15:18.830]  
[00:15:18.830 --> 00:15:19.010]   Well
[00:15:19.010 --> 00:15:19.130]   it
[00:15:19.130 --> 00:15:19.250]  's
[00:15:19.250 --> 00:15:19.500]   like
[00:15:19.500 --> 00:15:19.620]   wh
[00:15:19.620 --> 00:15:19.680]  a
[00:15:19.680 --> 00:15:19.800]   wh
[00:15:19.800 --> 00:15:19.860]  a
[00:15:19.860 --> 00:15:20.240]   almost
[00:15:20.240 --> 00:15:20.550]   think
[00:15:20.550 --> 00:15:20.980]   about
[00:15:20.980 --> 00:15:21.040]   it
[00:15:21.040 --> 00:15:21.100]  ,
[00:15:21.100 --> 00:15:21.220]   it
[00:15:21.220 --> 00:15:21.370]  's
[00:15:21.370 --> 00:15:21.590]   like
[00:15:21.590 --> 00:15:21.780]   for
[00:15:21.780 --> 00:15:21.900]   me
[00:15:21.900 --> 00:15:22.320]   coding
[00:15:22.320 --> 00:15:22.400]   is
[00:15:22.400 --> 00:15:22.520]   is
[00:15:22.520 --> 00:15:23.030]   probably
[00:15:23.030 --> 00:15:23.280]   like
[00:15:23.280 --> 00:15:23.720]   writing
[00:15:23.720 --> 00:15:23.840]   is
[00:15:23.840 --> 00:15:23.960]   to
[00:15:23.960 --> 00:15:24.020]   a
[00:15:24.020 --> 00:15:24.400]   writer
[00:15:24.400 --> 00:15:24.710]  ,
[00:15:24.710 --> 00:15:24.720]   you
[00:15:24.720 --> 00:15:24.960]   know
[00:15:24.960 --> 00:15:25.070]  ,
[00:15:25.070 --> 00:15:25.140]   a
[00:15:25.140 --> 00:15:25.520]   writer
[00:15:25.520 --> 00:15:25.860]   doesn
[00:15:25.860 --> 00:15:25.950]  't
[00:15:25.950 --> 00:15:26.110]   if
[00:15:26.110 --> 00:15:26.360]   they
[00:15:26.360 --> 00:15:26.570]   hit
[00:15:26.570 --> 00:15:26.700]   one
[00:15:26.700 --> 00:15:27.120]   hit
[00:15:27.120 --> 00:15:27.140]   book
[00:15:27.140 --> 00:15:27.260]   or
[00:15:27.260 --> 00:15:27.560]   novel
[00:15:27.560 --> 00:15:27.840]   then
[00:15:27.840 --> 00:15:28.060]   they
[00:15:28.060 --> 00:15:28.260]  're
[00:15:28.260 --> 00:15:28.510]   just
[00:15:28.510 --> 00:15:28.820]   gonna
[00:15:28.820 --> 00:15:29.200]   retire
[00:15:29.200 --> 00:15:29.260]   I
[00:15:29.260 --> 00:15:29.510]   mean
[00:15:29.510 --> 00:15:29.660]   no
[00:15:29.660 --> 00:15:29.880]   they
[00:15:29.880 --> 00:15:30.000]   ha
[00:15:30.000 --> 00:15:30.250]   they
[00:15:30.250 --> 00:15:30.500]   need
[00:15:30.500 --> 00:15:30.930]   to
[00:15:30.930 --> 00:15:30.940]   write
[00:15:30.940 --> 00:15:31.050]  ,
[00:15:31.050 --> 00:15:31.300]   they
[00:15:31.300 --> 00:15:31.550]   have
[00:15:31.550 --> 00:15:31.670]   it
[00:15:31.670 --> 00:15:31.920]   they
[00:15:31.920 --> 00:15:32.190]   have
[00:15:32.190 --> 00:15:32.790]   something
[00:15:32.790 --> 00:15:33.250]   internal
[00:15:33.250 --> 00:15:33.370]   to
[00:15:33.370 --> 00:15:33.640]   them
[00:15:33.640 --> 00:15:33.860]   that
[00:15:33.860 --> 00:15:33.950]   f
[00:15:33.950 --> 00:15:34.180]   that
[00:15:34.180 --> 00:15:34.560]   drives
[00:15:34.560 --> 00:15:34.810]   them
[00:15:34.810 --> 00:15:34.930]   to
[00:15:34.930 --> 00:15:35.310]   create
[00:15:35.310 --> 00:15:35.500]   and
[00:15:35.500 --> 00:15:35.700]   and
[00:15:35.700 --> 00:15:35.800]   it
[00:15:35.800 --> 00:15:36.060]   just
[00:15:36.060 --> 00:15:36.120]   p
[00:15:36.120 --> 00:15:36.430]  ours
[00:15:36.430 --> 00:15:36.560]   out
[00:15:36.560 --> 00:15:36.740]   of
[00:15:36.740 --> 00:15:36.930]   them
[00:15:36.930 --> 00:15:37.120]   and
[00:15:37.120 --> 00:15:37.180]   I
[00:15:37.180 --> 00:15:37.490]   think
[00:15:37.490 --> 00:15:37.680]   for
[00:15:37.680 --> 00:15:37.800]   me
[00:15:37.800 --> 00:15:38.280]   coding
[00:15:38.280 --> 00:15:38.300]   is
[00:15:38.300 --> 00:15:38.610]   kinda
[00:15:38.610 --> 00:15:38.860]   how
[00:15:38.860 --> 00:15:38.860]   I
[00:15:38.860 --> 00:15:39.380]   express
[00:15:39.380 --> 00:15:39.680]   myself
[00:15:39.680 --> 00:15:39.800]  ,
[00:15:39.800 --> 00:15:39.860]   I
[00:15:39.860 --> 00:15:40.110]   have
[00:15:40.110 --> 00:15:40.480]   ideas
[00:15:40.480 --> 00:15:40.540]  ,
[00:15:40.540 --> 00:15:40.920]   things
[00:15:40.920 --> 00:15:40.980]   I
[00:15:40.980 --> 00:15:41.350]   wanna
[00:15:41.350 --> 00:15:41.600]   build
[00:15:41.600 --> 00:15:41.790]   and
[00:15:41.790 --> 00:15:41.920]   it
[00:15:41.920 --> 00:15:42.030]  's
[00:15:42.030 --> 00:15:42.090]   l
[00:15:42.090 --> 00:15:42.210]   it
[00:15:42.210 --> 00:15:42.330]  's
[00:15:42.330 --> 00:15:42.540]   not
[00:15:42.540 --> 00:15:42.580]   a
[00:15:42.580 --> 00:15:42.960]   matter
[00:15:42.960 --> 00:15:43.080]   of
[00:15:43.080 --> 00:15:43.330]   like
[00:15:43.330 --> 00:15:43.580]   just
[00:15:43.580 --> 00:15:43.640]   a
[00:15:43.640 --> 00:15:43.980]   means
[00:15:43.980 --> 00:15:44.070]   to
[00:15:44.070 --> 00:15:44.190]   an
[00:15:44.190 --> 00:15:44.380]   end
[00:15:44.380 --> 00:15:44.500]   it
[00:15:44.500 --> 00:15:44.630]  's
[00:15:44.630 --> 00:15:44.740]  ,
[00:15:44.740 --> 00:15:44.860]   an
[00:15:44.860 --> 00:15:45.430]   enjoyment
[00:15:45.430 --> 00:15:45.550]   it
[00:15:45.550 --> 00:15:45.730]  's
[00:15:45.730 --> 00:15:45.790]  ,
[00:15:45.790 --> 00:15:45.850]   a
[00:15:45.850 --> 00:15:46.360]   pleasure
[00:15:46.360 --> 00:15:46.470]   it
[00:15:46.470 --> 00:15:46.630]  's
[00:15:46.630 --> 00:15:46.720]  ,
[00:15:46.720 --> 00:15:46.840]   it
[00:15:46.840 --> 00:15:46.960]  's
[00:15:46.960 --> 00:15:47.080]   it
[00:15:47.080 --> 00:15:47.200]  's
[00:15:47.200 --> 00:15:48.680]   an [SPEAKER_TURN]
[00:15:48.680 --> 00:15:48.680]  
[00:15:48.680 --> 00:15:49.330]   expression
[00:15:49.330 --> 00:15:49.430]   of
[00:15:49.430 --> 00:15:50.060]   creativity
[00:15:50.060 --> 00:15:50.250]   and
[00:15:50.250 --> 00:15:50.370]   um
[00:15:50.370 --> 00:15:50.490]   and
[00:15:50.490 --> 00:15:50.780]   it
[00:15:50.780 --> 00:15:50.810]  's
[00:15:50.810 --> 00:15:50.920]   an
[00:15:50.920 --> 00:15:51.360]   awesome
[00:15:51.360 --> 00:15:51.670]   thing
[00:15:51.670 --> 00:15:51.920]   that
[00:15:51.920 --> 00:15:52.110]   you
[00:15:52.110 --> 00:15:52.300]   can
[00:15:52.300 --> 00:15:52.550]   that
[00:15:52.550 --> 00:15:52.610]   w
[00:15:52.610 --> 00:15:52.720]   w
[00:15:52.720 --> 00:15:52.920]   like
[00:15:52.920 --> 00:15:53.360]   you
[00:15:53.360 --> 00:15:53.380]   said
[00:15:53.380 --> 00:15:53.480]   we
[00:15:53.480 --> 00:15:53.690]   can
[00:15:53.690 --> 00:15:53.860]   all
[00:15:53.860 --> 00:15:53.980]   do
[00:15:53.980 --> 00:15:54.170]   our
[00:15:54.170 --> 00:15:54.480]   whole
[00:15:54.480 --> 00:15:54.790]   lives
[00:15:54.790 --> 00:15:54.910]  ,
[00:15:54.910 --> 00:15:55.030]   we
[00:15:55.030 --> 00:15:55.220]   can
[00:15:55.220 --> 00:15:55.410]   use
[00:15:55.410 --> 00:15:55.530]   it
[00:15:55.530 --> 00:15:55.640]   to
[00:15:55.640 --> 00:15:56.030]   create
[00:15:56.030 --> 00:15:56.410]   things
[00:15:56.410 --> 00:15:56.600]   and
[00:15:56.600 --> 00:15:56.800]   and
[00:15:56.800 --> 00:15:57.180]   affect
[00:15:57.180 --> 00:15:57.360]   the
[00:15:57.360 --> 00:15:57.810]   world
[00:15:57.810 --> 00:15:57.860]   and
[00:15:57.860 --> 00:15:58.060]   we
[00:15:58.060 --> 00:15:58.170]   can
[00:15:58.170 --> 00:15:58.290]   do
[00:15:58.290 --> 00:15:58.400]   it
[00:15:58.400 --> 00:15:58.530]   in
[00:15:58.530 --> 00:15:58.780]   such
[00:15:58.780 --> 00:15:58.840]   a
[00:15:58.840 --> 00:15:59.070]   way
[00:15:59.070 --> 00:15:59.280]   that
[00:15:59.280 --> 00:15:59.400]   in
[00:15:59.400 --> 00:16:00.270]   relative
[00:16:00.270 --> 00:16:00.340]   comfort
[00:16:00.340 --> 00:16:00.530]   and
[00:16:00.530 --> 00:16:00.650]   uh
[00:16:00.650 --> 00:16:00.840]   you
[00:16:00.840 --> 00:16:01.220]   can
[00:16:01.220 --> 00:16:01.340]   and
[00:16:01.340 --> 00:16:01.410]   and
[00:16:01.410 --> 00:16:01.600]   you
[00:16:01.600 --> 00:16:01.790]   can
[00:16:01.790 --> 00:16:02.040]   just
[00:16:02.040 --> 00:16:02.230]   say
[00:16:02.230 --> 00:16:02.420]   you
[00:16:02.420 --> 00:16:02.490]   put
[00:16:02.490 --> 00:16:02.710]   it
[00:16:02.710 --> 00:16:02.810]   on
[00:16:02.810 --> 00:16:03.000]   the
[00:16:03.000 --> 00:16:03.290]   w
[00:16:03.290 --> 00:16:03.290]   and
[00:16:03.290 --> 00:16:03.480]   now
[00:16:03.480 --> 00:16:03.730]   with
[00:16:03.730 --> 00:16:03.920]   the
[00:16:03.920 --> 00:16:04.110]   web
[00:16:04.110 --> 00:16:04.300]   you
[00:16:04.300 --> 00:16:04.550]   just
[00:16:04.550 --> 00:16:04.960]   create
[00:16:04.960 --> 00:16:05.240]   stuff
[00:16:05.240 --> 00:16:05.430]   put
[00:16:05.430 --> 00:16:05.550]   it
[00:16:05.550 --> 00:16:05.670]   on
[00:16:05.670 --> 00:16:05.860]   the
[00:16:05.860 --> 00:16:06.050]   web
[00:16:06.050 --> 00:16:06.240]   and
[00:16:06.240 --> 00:16:06.360]   it
[00:16:06.360 --> 00:16:06.480]  's
[00:16:06.480 --> 00:16:06.730]   like
[00:16:06.730 --> 00:16:07.110]   people
[00:16:07.110 --> 00:16:07.310]   are
[00:16:07.310 --> 00:16:07.720]   using
[00:16:07.720 --> 00:16:07.730]   it
[00:16:07.730 --> 00:16:08.410]   interacting
[00:16:08.410 --> 00:16:08.790]   with
[00:16:08.790 --> 00:16:08.800]   it
[00:16:08.800 --> 00:16:08.960]   it
[00:16:08.960 --> 00:16:09.030]  's
[00:16:09.030 --> 00:16:09.150]  ,
[00:16:09.150 --> 00:16:09.910]   unbelievable
[00:16:09.910 --> 00:16:10.980]  . [SPEAKER_TURN]
[00:16:10.980 --> 00:16:11.090]   It
[00:16:11.090 --> 00:16:11.150]  's
[00:16:11.150 --> 00:16:11.710]   pretty
[00:16:11.710 --> 00:16:11.810]   cool
[00:16:11.810 --> 00:16:12.480]  . [SPEAKER_TURN]
[00:16:13.120 --> 00:16:13.190]  
[00:16:13.190 --> 00:16:13.240]   So
[00:16:13.240 --> 00:16:13.490]   okay
[00:16:13.490 --> 00:16:13.610]   so
[00:16:13.610 --> 00:16:13.740]  ,
[00:16:13.740 --> 00:16:14.010]   Jess
[00:16:14.010 --> 00:16:14.170]   let
[00:16:14.170 --> 00:16:14.290]  's
[00:16:14.290 --> 00:16:14.410]   go
[00:16:14.410 --> 00:16:14.670]   back
[00:16:14.670 --> 00:16:14.780]   to
[00:16:14.780 --> 00:16:14.970]   let
[00:16:14.970 --> 00:16:15.150]  's
[00:16:15.150 --> 00:16:15.340]   quiz
[00:16:15.340 --> 00:16:15.850]   Jessica
[00:16:15.850 --> 00:16:15.870]   a
[00:16:15.870 --> 00:16:16.230]   little
[00:16:16.230 --> 00:16:16.480]   more
[00:16:16.480 --> 00:16:16.600]   on
[00:16:16.600 --> 00:16:16.850]   some
[00:16:16.850 --> 00:16:16.970]   of
[00:16:16.970 --> 00:16:17.160]   her
[00:16:17.160 --> 00:16:17.410]   what
[00:16:17.410 --> 00:16:17.600]   she
[00:16:17.600 --> 00:16:17.720]  's
[00:16:17.720 --> 00:16:17.970]   been
[00:16:17.970 --> 00:16:18.290]   doing
[00:16:18.290 --> 00:16:18.390]   '
[00:16:18.390 --> 00:16:18.670]  cause
[00:16:18.670 --> 00:16:18.920]   this
[00:16:18.920 --> 00:16:19.240]   stuff
[00:16:19.240 --> 00:16:19.360]   is
[00:16:19.360 --> 00:16:19.740]   really
[00:16:19.740 --> 00:16:20.120]   still
[00:16:20.120 --> 00:16:20.120]   m
[00:16:20.120 --> 00:16:20.560]  azing
[00:16:20.560 --> 00:16:20.570]   me
[00:16:20.570 --> 00:16:20.750]  .
[00:16:20.750 --> 00:16:20.870]   So
[00:16:20.870 --> 00:16:21.060]   you
[00:16:21.060 --> 00:16:21.250]  're
[00:16:21.250 --> 00:16:21.430]   in
[00:16:21.430 --> 00:16:21.820]   college
[00:16:21.820 --> 00:16:22.040]   and
[00:16:22.040 --> 00:16:22.200]   you
[00:16:22.200 --> 00:16:22.390]  're
[00:16:22.390 --> 00:16:22.640]   like
[00:16:22.640 --> 00:16:22.700]   I
[00:16:22.700 --> 00:16:22.820]  'm
[00:16:22.820 --> 00:16:23.140]   going
[00:16:23.140 --> 00:16:23.260]   to
[00:16:23.260 --> 00:16:23.640]   create
[00:16:23.640 --> 00:16:23.830]   the
[00:16:23.830 --> 00:16:24.070]   mint
[00:16:24.070 --> 00:16:24.250]   of
[00:16:24.250 --> 00:16:24.320]   of
[00:16:24.320 --> 00:16:24.530]   uh
[00:16:24.530 --> 00:16:24.630]   for
[00:16:24.630 --> 00:16:25.410]   businesses
[00:16:25.410 --> 00:16:25.460]  .
[00:16:25.460 --> 00:16:25.580]   Or
[00:16:25.580 --> 00:16:25.700]   or
[00:16:25.700 --> 00:16:25.820]   or
[00:16:25.820 --> 00:16:25.940]   or
[00:16:25.940 --> 00:16:26.060]   or
[00:16:26.060 --> 00:16:26.570]   whatever
[00:16:26.570 --> 00:16:26.760]   you
[00:16:26.760 --> 00:16:27.210]   thought
[00:16:27.210 --> 00:16:27.530]   about
[00:16:27.530 --> 00:16:28.280]  . [SPEAKER_TURN]
[00:16:28.280 --> 00:16:29.210]   M
[00:16:29.210 --> 00:16:29.530]  m
[00:16:29.530 --> 00:16:30.150]  -
[00:16:30.150 --> 00:16:30.770]  h
[00:16:30.770 --> 00:16:32.020]  mm
[00:16:32.020 --> 00:16:33.940]  .
[00:16:38.080 --> 00:16:38.140]  
[00:16:38.140 --> 00:16:38.410]   Well
[00:16:38.410 --> 00:16:38.650]   you
[00:16:38.650 --> 00:16:38.980]   have
[00:16:38.980 --> 00:16:39.140]   to
[00:16:39.140 --> 00:16:39.470]   find
[00:16:39.470 --> 00:16:39.580]   a
[00:16:39.580 --> 00:16:40.120]   special
[00:16:40.120 --> 00:16:40.720]   reader
[00:16:40.720 --> 00:16:41.260]   person
[00:16:41.260 --> 00:16:41.260]   to
[00:16:41.260 --> 00:16:41.590]   like
[00:16:41.590 --> 00:16:41.750]   to
[00:16:41.750 --> 00:16:42.240]   create
[00:16:42.240 --> 00:16:42.400]   or
[00:16:42.400 --> 00:16:42.610]   do
[00:16:42.610 --> 00:16:43.300]   something
[00:16:43.300 --> 00:16:43.810]   that
[00:16:43.810 --> 00:16:43.960]   that
[00:16:43.960 --> 00:16:44.400]   crazy
[00:16:44.400 --> 00:16:44.610]   and
[00:16:44.610 --> 00:16:45.100]   almost
[00:16:45.100 --> 00:16:45.440]   stupid
[00:16:45.440 --> 00:16:45.950]   but
[00:16:45.950 --> 00:16:45.990]   um
[00:16:45.990 --> 00:16:46.320]   like
[00:16:46.320 --> 00:16:46.480]   we
[00:16:46.480 --> 00:16:46.800]  've
[00:16:46.800 --> 00:16:46.840]   I
[00:16:46.840 --> 00:16:47.290]   worked
[00:16:47.290 --> 00:16:47.570]   on
[00:16:47.570 --> 00:16:47.610]   in
[00:16:47.610 --> 00:16:48.320]   projects
[00:16:48.320 --> 00:16:48.760]   before
[00:16:48.760 --> 00:16:49.000]   and
[00:16:49.000 --> 00:16:49.890]   managing
[00:16:49.890 --> 00:16:50.320]   finances
[00:16:50.320 --> 00:16:50.470]   is
[00:16:50.470 --> 00:16:50.810]   such
[00:16:50.810 --> 00:16:51.000]   a
[00:16:51.000 --> 00:16:51.220]   pain
[00:16:51.220 --> 00:16:51.380]   it
[00:16:51.380 --> 00:16:51.540]  's
[00:16:51.540 --> 00:16:51.870]   like
[00:16:51.870 --> 00:16:52.100]   you
[00:16:52.100 --> 00:16:52.510]   would
[00:16:52.510 --> 00:16:53.050]   think
[00:16:53.050 --> 00:16:53.260]   that
[00:16:53.260 --> 00:16:53.670]   basic
[00:16:53.670 --> 00:16:54.490]   arithmetic
[00:16:54.490 --> 00:16:54.650]   is
[00:16:54.650 --> 00:16:54.830]   so
[00:16:54.830 --> 00:16:55.740]   complicated
[00:16:55.740 --> 00:16:56.120]   right
[00:16:56.120 --> 00:16:57.200]  , [SPEAKER_TURN]
[00:16:57.200 --> 00:16:57.350]   Yeah
[00:16:57.350 --> 00:16:57.780]  . [SPEAKER_TURN]
[00:16:57.780 --> 00:16:57.790]   So
[00:16:57.790 --> 00:16:58.160]   um
[00:16:58.160 --> 00:16:58.830]   so
[00:16:58.830 --> 00:16:59.080]   that
[00:16:59.080 --> 00:16:59.340]  's
[00:16:59.340 --> 00:17:00.030]   where
[00:17:00.030 --> 00:17:00.510]   that
[00:17:00.510 --> 00:17:00.770]  's
[00:17:00.770 --> 00:17:01.160]   how
[00:17:01.160 --> 00:17:01.420]   it
[00:17:01.420 --> 00:17:02.050]   came
[00:17:02.050 --> 00:17:02.240]   to
[00:17:02.240 --> 00:17:03.240]   fruition
[00:17:03.240 --> 00:17:04.260]   and
[00:17:04.260 --> 00:17:04.920]   um
[00:17:06.360 --> 00:17:06.400]  
[00:17:06.400 --> 00:17:06.570]   and
[00:17:06.570 --> 00:17:06.640]   I
[00:17:06.640 --> 00:17:07.260]   basically
[00:17:07.260 --> 00:17:07.880]   recruited
[00:17:07.880 --> 00:17:08.090]   one
[00:17:08.090 --> 00:17:08.300]   of
[00:17:08.300 --> 00:17:08.370]   my
[00:17:08.370 --> 00:17:08.920]   computer
[00:17:08.920 --> 00:17:09.400]   science
[00:17:09.400 --> 00:17:10.050]   partners
[00:17:10.050 --> 00:17:10.220]   this
[00:17:10.220 --> 00:17:10.490]   this
[00:17:10.490 --> 00:17:10.900]   really
[00:17:10.900 --> 00:17:11.240]   smart
[00:17:11.240 --> 00:17:11.450]   guy
[00:17:11.450 --> 00:17:11.820]   named
[00:17:11.820 --> 00:17:12.060]   Andy
[00:17:12.060 --> 00:17:12.260]  .
[00:17:12.260 --> 00:17:12.400]   He
[00:17:12.400 --> 00:17:12.560]  's
[00:17:12.560 --> 00:17:13.080]   actually
[00:17:13.080 --> 00:17:13.420]   going
[00:17:13.420 --> 00:17:13.560]   to
[00:17:13.560 --> 00:17:13.700]   be
[00:17:13.700 --> 00:17:14.320]   graduated
[00:17:14.320 --> 00:17:14.460]   as
[00:17:14.460 --> 00:17:14.600]   an
[00:17:14.600 --> 00:17:15.150]   eighteen
[00:17:15.150 --> 00:17:15.420]   year
[00:17:15.420 --> 00:17:15.630]   old
[00:17:15.630 --> 00:17:15.770]   so
[00:17:15.770 --> 00:17:15.910]   he
[00:17:15.910 --> 00:17:16.040]  's
[00:17:16.040 --> 00:17:16.180]   he
[00:17:16.180 --> 00:17:16.310]  's
[00:17:16.310 --> 00:17:16.790]   younger
[00:17:16.790 --> 00:17:17.060]   than
[00:17:17.060 --> 00:17:17.200]   me
[00:17:17.200 --> 00:17:17.340]   by
[00:17:17.340 --> 00:17:17.610]   year
[00:17:17.610 --> 00:17:18.120]  . [SPEAKER_TURN]
[00:17:18.120 --> 00:17:18.860]   Wow
[00:17:18.860 --> 00:17:19.500]  .
[00:17:19.500 --> 00:17:19.730]   That
[00:17:19.730 --> 00:17:19.850]  's
[00:17:19.850 --> 00:17:20.260]   really
[00:17:20.260 --> 00:17:20.550]   funny
[00:17:20.550 --> 00:17:20.740]  .
[00:17:20.740 --> 00:17:20.960]   You
[00:17:20.960 --> 00:17:21.120]  're
[00:17:21.120 --> 00:17:21.350]   you
[00:17:21.350 --> 00:17:21.500]  're
[00:17:21.500 --> 00:17:21.730]   you
[00:17:21.730 --> 00:17:21.880]  're
[00:17:21.880 --> 00:17:22.130]   this
[00:17:22.130 --> 00:17:22.380]   this
[00:17:22.380 --> 00:17:22.570]   you
[00:17:22.570 --> 00:17:22.770]  're
[00:17:22.770 --> 00:17:22.950]   the
[00:17:22.950 --> 00:17:23.330]   senior
[00:17:23.330 --> 00:17:23.710]   person
[00:17:23.710 --> 00:17:23.830]   in
[00:17:23.830 --> 00:17:24.120]   the
[00:17:24.120 --> 00:17:24.140]   uh
[00:17:24.140 --> 00:17:24.260]   in
[00:17:24.260 --> 00:17:24.450]   the
[00:17:24.450 --> 00:17:24.770]   start
[00:17:24.770 --> 00:17:24.830]  -
[00:17:24.830 --> 00:17:24.950]  up
[00:17:24.950 --> 00:17:25.290]   that
[00:17:25.290 --> 00:17:25.340]  's
[00:17:25.340 --> 00:17:25.640]   great
[00:17:25.640 --> 00:17:26.480]  . [SPEAKER_TURN]
[00:17:26.480 --> 00:17:26.950]   Yeah
[00:17:26.950 --> 00:17:27.060]   I
[00:17:27.060 --> 00:17:27.290]  'm
[00:17:27.290 --> 00:17:27.640]   the
[00:17:27.640 --> 00:17:27.990]   old
[00:17:27.990 --> 00:17:28.350]   one
[00:17:28.350 --> 00:17:29.680]  . [SPEAKER_TURN]
[00:17:29.680 --> 00:17:29.720]   I
[00:17:29.720 --> 00:17:29.860]   can
[00:17:29.860 --> 00:17:30.200]   imagine
[00:17:30.200 --> 00:17:30.540]   walking
[00:17:30.540 --> 00:17:30.730]   into
[00:17:30.730 --> 00:17:30.920]   your
[00:17:30.920 --> 00:17:31.290]   company
[00:17:31.290 --> 00:17:31.350]   in
[00:17:31.350 --> 00:17:31.540]   like
[00:17:31.540 --> 00:17:31.740]   five
[00:17:31.740 --> 00:17:31.970]   years
[00:17:31.970 --> 00:17:32.010]  '
[00:17:32.010 --> 00:17:32.140]   time
[00:17:32.140 --> 00:17:32.430]   and
[00:17:32.430 --> 00:17:32.480]   the
[00:17:32.480 --> 00:17:32.920]   reception
[00:17:32.920 --> 00:17:33.060]  ist
[00:17:33.060 --> 00:17:33.150]   is
[00:17:33.150 --> 00:17:33.400]   gonna
[00:17:33.400 --> 00:17:33.480]   be
[00:17:33.480 --> 00:17:33.600]   a
[00:17:33.600 --> 00:17:33.710]   five
[00:17:33.710 --> 00:17:33.900]   year
[00:17:33.900 --> 00:17:34.240]   old
[00:17:34.240 --> 00:17:34.240]  .
[00:17:34.480 --> 00:17:35.390]   Welcome
[00:17:35.390 --> 00:17:35.740]   to
[00:17:35.740 --> 00:17:36.840]   Inter
[00:17:36.840 --> 00:17:37.400]  ner
[00:17:37.400 --> 00:17:37.610]  o
[00:17:37.610 --> 00:17:39.940]  . [SPEAKER_TURN]
[00:17:39.940 --> 00:17:40.040]   So
[00:17:40.040 --> 00:17:40.140]   so
[00:17:40.140 --> 00:17:40.240]   go
[00:17:40.240 --> 00:17:40.360]   on
[00:17:40.360 --> 00:17:40.490]  .
[00:17:40.490 --> 00:17:40.590]   So
[00:17:40.590 --> 00:17:40.740]   you
[00:17:40.740 --> 00:17:40.840]   so
[00:17:40.840 --> 00:17:40.990]   you
[00:17:40.990 --> 00:17:41.140]   get
[00:17:41.140 --> 00:17:41.240]   to
[00:17:41.240 --> 00:17:41.440]   Andy
[00:17:41.440 --> 00:17:41.590]   and
[00:17:41.590 --> 00:17:41.750]   and
[00:17:41.750 --> 00:17:41.890]   you
[00:17:41.890 --> 00:17:42.040]   you
[00:17:42.040 --> 00:17:42.240]   what
[00:17:42.240 --> 00:17:42.340]   do
[00:17:42.340 --> 00:17:42.490]   you
[00:17:42.490 --> 00:17:42.690]   just
[00:17:42.690 --> 00:17:42.830]   did
[00:17:42.830 --> 00:17:42.990]   you
[00:17:42.990 --> 00:17:43.150]   say
[00:17:43.150 --> 00:17:43.290]   hey
[00:17:43.290 --> 00:17:43.460]   I
[00:17:43.460 --> 00:17:43.590]   wanna
[00:17:43.590 --> 00:17:43.690]   do
[00:17:43.690 --> 00:17:44.150]   something
[00:17:44.150 --> 00:17:44.300]   you
[00:17:44.300 --> 00:17:44.500]   know
[00:17:44.500 --> 00:17:44.600]   do
[00:17:44.600 --> 00:17:44.800]   you
[00:17:44.800 --> 00:17:45.000]   wanna
[00:17:45.000 --> 00:17:45.100]   do
[00:17:45.100 --> 00:17:45.560]   something
[00:17:45.560 --> 00:17:45.970]   together
[00:17:45.970 --> 00:17:46.070]   or
[00:17:46.070 --> 00:17:46.220]   did
[00:17:46.220 --> 00:17:46.370]   you
[00:17:46.370 --> 00:17:46.570]   tell
[00:17:46.570 --> 00:17:46.720]   him
[00:17:46.720 --> 00:17:46.770]   I
[00:17:46.770 --> 00:17:46.970]   have
[00:17:46.970 --> 00:17:47.170]   this
[00:17:47.170 --> 00:17:47.380]   idea
[00:17:47.380 --> 00:17:47.620]   are
[00:17:47.620 --> 00:17:47.670]   you
[00:17:47.670 --> 00:17:48.180]   interested
[00:17:48.180 --> 00:17:48.330]   How
[00:17:48.330 --> 00:17:48.480]  ?
[00:17:48.480 --> 00:17:48.660]   how
[00:17:48.660 --> 00:17:48.780]   the
[00:17:48.780 --> 00:17:49.030]   whole
[00:17:49.030 --> 00:17:49.280]   thing
[00:17:49.280 --> 00:17:49.330]   c
[00:17:49.330 --> 00:17:49.520]   get
[00:17:49.520 --> 00:17:49.630]   get
[00:17:49.630 --> 00:17:49.990]   started
[00:17:49.990 --> 00:17:50.900]  ? [SPEAKER_TURN]
[00:17:51.460 --> 00:17:50.950]   um
[00:17:50.950 --> 00:17:51.440]   I
[00:17:51.440 --> 00:17:51.520]   think
[00:17:51.520 --> 00:17:51.670]   we
