
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.210]   Hey
[00:07:11.800 --> 00:07:11.870]   I
[00:07:11.870 --> 00:07:12.180]   ever
[00:07:12.180 --> 00:07:12.450]   got
[00:07:12.450 --> 00:07:12.480]   a
[00:07:12.480 --> 00:07:13.050]   chance
[00:07:13.050 --> 00:07:13.100]   to
[00:07:13.100 --> 00:07:13.410]   look
[00:07:13.410 --> 00:07:13.560]   at
[00:07:13.560 --> 00:07:13.710]   it
[00:07:13.710 --> 00:07:13.780]   I
[00:07:13.780 --> 00:07:14.170]   gotta
[00:07:14.170 --> 00:07:14.480]   find
[00:07:14.480 --> 00:07:14.630]   it
[00:07:14.630 --> 00:07:14.860]   and
[00:07:14.860 --> 00:07:15.100]   see
[00:07:15.100 --> 00:07:15.240]   if
[00:07:15.240 --> 00:07:15.310]   I
[00:07:15.310 --> 00:07:15.700]   still
[00:07:15.700 --> 00:07:16.010]   have
[00:07:16.010 --> 00:07:16.160]   it
[00:07:16.160 --> 00:07:16.230]   m
[00:07:16.230 --> 00:07:16.940]   somewhere
[00:07:16.940 --> 00:07:17.090]   in
[00:07:17.090 --> 00:07:17.260]   my
[00:07:17.260 --> 00:07:17.630]   vault
[00:07:17.630 --> 00:07:17.860]   but
[00:07:17.860 --> 00:07:18.050]   uh
[00:07:18.050 --> 00:07:18.080]   I
[00:07:18.080 --> 00:07:18.450]   feel
[00:07:18.450 --> 00:07:18.700]   like
[00:07:18.700 --> 00:07:19.010]   this
[00:07:19.010 --> 00:07:19.400]   score
[00:07:19.400 --> 00:07:19.710]   from
[00:07:19.710 --> 00:07:20.020]   Star
[00:07:20.020 --> 00:07:20.370]   Trek
[00:07:20.370 --> 00:07:20.720]   needs
[00:07:20.720 --> 00:07:20.870]   to
[00:07:20.870 --> 00:07:21.020]   go
[00:07:21.020 --> 00:07:21.410]   along
[00:07:21.410 --> 00:07:21.720]   with
[00:07:21.720 --> 00:07:21.870]   it
[00:07:21.870 --> 00:07:23.380]  . [SPEAKER_TURN]
[00:07:23.380 --> 00:07:23.410]  
[00:07:23.410 --> 00:07:23.650]   Yeah
[00:07:23.650 --> 00:07:23.810]   so
[00:07:23.810 --> 00:07:23.910]   so
[00:07:23.910 --> 00:07:24.040]   it
[00:07:24.040 --> 00:07:24.280]   was
[00:07:24.280 --> 00:07:24.580]   funny
[00:07:24.580 --> 00:07:25.050]   because
[00:07:25.050 --> 00:07:25.200]   so
[00:07:25.200 --> 00:07:25.430]   you
[00:07:25.430 --> 00:07:25.650]   guys
[00:07:25.650 --> 00:07:26.180]   actually
[00:07:26.180 --> 00:07:26.390]   did
[00:07:26.390 --> 00:07:26.550]   a
[00:07:26.550 --> 00:07:26.850]   really
[00:07:26.850 --> 00:07:27.110]   good
[00:07:27.110 --> 00:07:27.340]   job
[00:07:27.340 --> 00:07:27.930]   meanwhile
[00:07:27.930 --> 00:07:28.270]   Billy
[00:07:28.270 --> 00:07:28.600]  's
[00:07:28.600 --> 00:07:28.610]   not
[00:07:28.610 --> 00:07:28.870]   even
[00:07:28.870 --> 00:07:29.000]   in
[00:07:29.000 --> 00:07:29.220]   the
[00:07:29.220 --> 00:07:29.670]   picture
[00:07:29.670 --> 00:07:29.730]   I
[00:07:29.730 --> 00:07:29.970]   don
[00:07:29.970 --> 00:07:30.060]  't
[00:07:30.060 --> 00:07:30.330]   know
[00:07:30.330 --> 00:07:30.600]   what
[00:07:30.600 --> 00:07:30.800]   the
[00:07:30.800 --> 00:07:31.120]   hell
[00:07:31.120 --> 00:07:31.200]   he
[00:07:31.200 --> 00:07:31.460]   was
[00:07:31.460 --> 00:07:31.740]   doing
[00:07:31.740 --> 00:07:32.010]   just
[00:07:32.010 --> 00:07:32.460]   taking
[00:07:32.460 --> 00:07:32.470]   a
[00:07:32.470 --> 00:07:32.800]   nap
[00:07:32.800 --> 00:07:32.800]   or
[00:07:32.800 --> 00:07:33.400]   something
[00:07:33.400 --> 00:07:33.680]   you
[00:07:33.680 --> 00:07:33.880]   guys
[00:07:33.880 --> 00:07:34.220]   right
[00:07:34.220 --> 00:07:34.420]   for
[00:07:34.420 --> 00:07:34.690]   like
[00:07:34.690 --> 00:07:34.750]   a
[00:07:34.750 --> 00:07:35.020]   week
[00:07:35.020 --> 00:07:35.220]  .
[00:07:35.220 --> 00:07:35.350]   It
[00:07:35.350 --> 00:07:35.480]  's
[00:07:35.480 --> 00:07:35.680]   you
[00:07:35.680 --> 00:07:36.140]   guys
[00:07:36.140 --> 00:07:36.230]   were
[00:07:36.230 --> 00:07:36.620]   coming
[00:07:36.620 --> 00:07:36.800]   up
[00:07:36.800 --> 00:07:37.020]   this
[00:07:37.020 --> 00:07:37.350]   chore
[00:07:37.350 --> 00:07:38.030]  ography
[00:07:38.030 --> 00:07:38.030]   you
[00:07:38.030 --> 00:07:38.270]  're
[00:07:38.270 --> 00:07:38.570]   going
[00:07:38.570 --> 00:07:38.760]   up
[00:07:38.760 --> 00:07:38.830]   to
[00:07:38.830 --> 00:07:39.030]   the
[00:07:39.030 --> 00:07:39.290]   gym
[00:07:39.290 --> 00:07:39.700]   working
[00:07:39.700 --> 00:07:39.900]   out
[00:07:39.900 --> 00:07:40.170]   this
[00:07:40.170 --> 00:07:40.560]   really
[00:07:40.560 --> 00:07:40.910]   cool
[00:07:40.910 --> 00:07:41.180]   chore
[00:07:41.180 --> 00:07:41.640]  ography
[00:07:41.640 --> 00:07:41.910]   and
[00:07:41.910 --> 00:07:42.040]   I
[00:07:42.040 --> 00:07:42.040]  'm
[00:07:42.040 --> 00:07:42.510]   you
[00:07:42.510 --> 00:07:42.570]   know
[00:07:42.570 --> 00:07:42.610]   I
[00:07:42.610 --> 00:07:42.700]  'm
[00:07:42.700 --> 00:07:43.230]   standing
[00:07:43.230 --> 00:07:43.580]   there
[00:07:43.580 --> 00:07:43.900]   with
[00:07:43.900 --> 00:07:44.050]   you
[00:07:44.050 --> 00:07:44.250]   and
[00:07:44.250 --> 00:07:44.310]   I
[00:07:44.310 --> 00:07:44.570]   had
[00:07:44.570 --> 00:07:44.700]   I
[00:07:44.700 --> 00:07:44.970]   happen
[00:07:44.970 --> 00:07:45.100]   to
[00:07:45.100 --> 00:07:45.370]   have
[00:07:45.370 --> 00:07:45.700]   one
[00:07:45.700 --> 00:07:45.860]   of
[00:07:45.860 --> 00:07:46.040]   these
[00:07:46.040 --> 00:07:46.440]   analog
[00:07:46.440 --> 00:07:46.690]   to
[00:07:46.690 --> 00:07:47.040]   digital
[00:07:47.040 --> 00:07:47.720]   conversion
[00:07:47.720 --> 00:07:48.120]   boards
[00:07:48.120 --> 00:07:48.250]   so
[00:07:48.250 --> 00:07:48.520]   that
[00:07:48.520 --> 00:07:48.770]   you
[00:07:48.770 --> 00:07:49.060]   could
[00:07:49.060 --> 00:07:49.370]   take
[00:07:49.370 --> 00:07:49.620]   the
[00:07:49.620 --> 00:07:49.800]   high
[00:07:49.800 --> 00:07:50.070]   this
[00:07:50.070 --> 00:07:50.470]   is
[00:07:50.470 --> 00:07:50.600]   before
[00:07:50.600 --> 00:07:50.870]   fire
[00:07:50.870 --> 00:07:51.290]  wire
[00:07:51.290 --> 00:07:52.600]   before [SPEAKER_TURN]
[00:07:53.040 --> 00:07:53.110]  
[00:07:53.110 --> 00:07:53.370]   really
[00:07:53.370 --> 00:07:53.750]   deep
[00:07:53.750 --> 00:07:53.750]   and
[00:07:53.750 --> 00:07:53.910]   all
[00:07:53.910 --> 00:07:54.130]   that
[00:07:54.130 --> 00:07:54.440]   stuff
[00:07:54.440 --> 00:07:54.620]   that
[00:07:54.620 --> 00:07:54.730]   we
[00:07:54.730 --> 00:07:54.900]   all
[00:07:54.900 --> 00:07:55.160]   did
[00:07:55.160 --> 00:07:55.720]  . [SPEAKER_TURN]
[00:07:55.720 --> 00:07:57.810]   M
[00:07:57.810 --> 00:07:59.580]  m
[00:07:59.580 --> 00:08:01.500]  -
[00:08:01.500 --> 00:08:03.420]  h
[00:08:03.420 --> 00:08:07.330]  mm
[00:08:07.330 --> 00:08:13.400]  . [SPEAKER_TURN]
[00:08:13.400 --> 00:08:13.800]   Yeah
[00:08:13.800 --> 00:08:14.900]  . [SPEAKER_TURN]
[00:08:14.900 --> 00:08:15.290]   Maybe
[00:08:15.290 --> 00:08:15.620]   ninety
[00:08:15.620 --> 00:08:15.870]   meg
[00:08:15.870 --> 00:08:16.140]  abyte
[00:08:16.140 --> 00:08:16.400]   hard
[00:08:16.400 --> 00:08:16.730]   drive
[00:08:16.730 --> 00:08:16.920]   and
[00:08:16.920 --> 00:08:16.980]   I
[00:08:16.980 --> 00:08:17.310]   think
[00:08:17.310 --> 00:08:17.370]   I
[00:08:17.370 --> 00:08:17.560]   had
[00:08:17.560 --> 00:08:17.810]   like
[00:08:17.810 --> 00:08:18.000]   ten
[00:08:18.000 --> 00:08:18.230]   or
[00:08:18.230 --> 00:08:18.530]   twenty
[00:08:18.530 --> 00:08:18.740]   meg
[00:08:18.740 --> 00:08:19.140]  abytes
[00:08:19.140 --> 00:08:19.480]   free
[00:08:19.480 --> 00:08:19.630]   that
[00:08:19.630 --> 00:08:19.690]   I
[00:08:19.690 --> 00:08:20.080]   could
[00:08:20.080 --> 00:08:20.200]   use
[00:08:20.200 --> 00:08:20.400]   for
[00:08:20.400 --> 00:08:20.660]   like
[00:08:20.660 --> 00:08:20.850]   you
[00:08:20.850 --> 00:08:21.800]   know [SPEAKER_TURN]
[00:08:21.800 --> 00:08:21.800]  
[00:08:21.800 --> 00:08:21.930]   we
[00:08:21.930 --> 00:08:22.200]   were
[00:08:22.200 --> 00:08:22.330]   we
[00:08:22.330 --> 00:08:22.710]   weren
[00:08:22.710 --> 00:08:22.800]  't
[00:08:22.800 --> 00:08:23.350]   creating
[00:08:23.350 --> 00:08:23.550]   the
[00:08:23.550 --> 00:08:23.790]   new
[00:08:23.790 --> 00:08:24.350]   YouTube
[00:08:24.350 --> 00:08:24.360]   we
[00:08:24.360 --> 00:08:24.630]   were
[00:08:24.630 --> 00:08:24.760]   or
[00:08:24.760 --> 00:08:24.960]   the
[00:08:24.960 --> 00:08:25.440]   YouTube
[00:08:25.440 --> 00:08:25.570]   we
[00:08:25.570 --> 00:08:25.840]   were
[00:08:25.840 --> 00:08:26.490]   reinvent
[00:08:26.490 --> 00:08:26.590]  ing
[00:08:26.590 --> 00:08:26.790]   the
[00:08:26.790 --> 00:08:27.170]   wheel
[00:08:27.170 --> 00:08:27.780]   literally
[00:08:27.780 --> 00:08:28.560]   practically
[00:08:28.560 --> 00:08:29.400]  . [SPEAKER_TURN]
[00:08:29.400 --> 00:08:29.460]   And
[00:08:29.460 --> 00:08:29.820]   so
[00:08:29.820 --> 00:08:29.860]   so
[00:08:29.860 --> 00:08:29.920]   I
[00:08:29.920 --> 00:08:30.050]  'm
[00:08:30.050 --> 00:08:30.320]   like
[00:08:30.320 --> 00:08:30.580]   yeah
[00:08:30.580 --> 00:08:30.720]   we
[00:08:30.720 --> 00:08:31.050]   could
[00:08:31.050 --> 00:08:31.520]   totally
[00:08:31.520 --> 00:08:31.650]   do
[00:08:31.650 --> 00:08:31.920]   this
[00:08:31.920 --> 00:08:32.250]   thing
[00:08:32.250 --> 00:08:32.580]   right
[00:08:32.580 --> 00:08:32.710]  ,
[00:08:32.710 --> 00:08:32.840]   So
[00:08:32.840 --> 00:08:32.950]   I
[00:08:32.950 --> 00:08:33.440]   remember
[00:08:33.440 --> 00:08:33.780]   what
[00:08:33.780 --> 00:08:33.910]   get
[00:08:33.910 --> 00:08:34.240]   up
[00:08:34.240 --> 00:08:34.240]   was
[00:08:34.240 --> 00:08:34.700]   gonna
[00:08:34.700 --> 00:08:34.750]   be
[00:08:34.750 --> 00:08:34.760]   a
[00:08:34.760 --> 00:08:35.230]   weekend
[00:08:35.230 --> 00:08:35.500]   shot
[00:08:35.500 --> 00:08:35.700]   and
[00:08:35.700 --> 00:08:35.830]   we
[00:08:35.830 --> 00:08:36.160]   bring
[00:08:36.160 --> 00:08:36.290]   in
[00:08:36.290 --> 00:08:36.760]   Carlton
[00:08:36.760 --> 00:08:36.960]   who
[00:08:36.960 --> 00:08:37.160]   was
[00:08:37.160 --> 00:08:37.450]   the
[00:08:37.450 --> 00:08:37.710]   other
[00:08:37.710 --> 00:08:38.230]   roommate
[00:08:38.230 --> 00:08:38.430]   and
[00:08:38.430 --> 00:08:38.570]   he
[00:08:38.570 --> 00:08:38.760]   was
[00:08:38.760 --> 00:08:39.030]   also
[00:08:39.030 --> 00:08:39.300]   kind
[00:08:39.300 --> 00:08:39.430]   of
[00:08:39.430 --> 00:08:39.700]   like
[00:08:39.700 --> 00:08:39.760]   a
[00:08:39.760 --> 00:08:39.820]   s
[00:08:39.820 --> 00:08:39.950]   he
[00:08:39.950 --> 00:08:40.220]   was
[00:08:40.220 --> 00:08:40.420]   like
[00:08:40.420 --> 00:08:40.480]   a
[00:08:40.480 --> 00:08:40.810]   stunt
[00:08:40.810 --> 00:08:41.090]  man
[00:08:41.090 --> 00:08:41.340]   actor
[00:08:41.340 --> 00:08:41.710]   slash
[00:08:41.710 --> 00:08:42.210]   director
[00:08:42.210 --> 00:08:43.200]  . [SPEAKER_TURN]
[00:08:43.200 --> 00:08:43.670]   Yeah
[00:08:43.670 --> 00:08:43.720]   that
[00:08:43.720 --> 00:08:43.850]  's
[00:08:43.850 --> 00:08:44.440]  ,
[00:08:44.440 --> 00:08:44.490]   correct
[00:08:44.490 --> 00:08:45.200]  . [SPEAKER_TURN]
[00:08:45.200 --> 00:08:45.280]   He
[00:08:45.280 --> 00:08:45.610]   directed
[00:08:45.610 --> 00:08:45.810]   slash
[00:08:45.810 --> 00:08:46.050]   movies
[00:08:46.050 --> 00:08:46.520]  . [SPEAKER_TURN]
[00:08:46.520 --> 00:08:46.740]   Yes
[00:08:46.740 --> 00:08:47.060]  . [SPEAKER_TURN]
[00:08:47.060 --> 00:08:47.380]   No
[00:08:47.380 --> 00:08:47.720]   there
[00:08:47.720 --> 00:08:47.900]  ,
[00:08:47.900 --> 00:08:48.200]   he
[00:08:48.200 --> 00:08:49.100]   d [SPEAKER_TURN]
[00:08:49.100 --> 00:08:49.250]   Well
[00:08:49.250 --> 00:08:49.360]   you
[00:08:49.360 --> 00:08:49.510]   know
[00:08:49.510 --> 00:08:49.660]   that
[00:08:49.660 --> 00:08:49.770]   was
[00:08:49.770 --> 00:08:49.880]   the
[00:08:49.880 --> 00:08:50.340]   like [SPEAKER_TURN]
[00:08:50.460 --> 00:08:50.720]  
[00:08:50.720 --> 00:08:50.820]   Actually
[00:08:50.820 --> 00:08:51.000]   that
[00:08:51.000 --> 00:08:51.090]  's
[00:08:51.090 --> 00:08:51.300]   what
[00:08:51.300 --> 00:08:51.390]   he
[00:08:51.390 --> 00:08:51.540]   does
[00:08:51.540 --> 00:08:51.640]   he
[00:08:51.640 --> 00:08:51.720]  ,
[00:08:51.720 --> 00:08:51.990]   writes
[00:08:51.990 --> 00:08:52.120]   and
[00:08:52.120 --> 00:08:52.440]   directs
[00:08:52.440 --> 00:08:52.530]   sl
[00:08:52.530 --> 00:08:52.750]  asher
[00:08:52.750 --> 00:08:53.020]   movies
[00:08:53.020 --> 00:08:53.580]  . [SPEAKER_TURN]
[00:08:54.080 --> 00:08:54.190]  
[00:08:54.190 --> 00:08:54.310]   Yeah
[00:08:54.310 --> 00:08:54.600]   there
[00:08:54.600 --> 00:08:54.710]  ,
[00:08:54.710 --> 00:08:54.820]   we
[00:08:54.820 --> 00:08:54.930]   go
[00:08:54.930 --> 00:08:55.220]   that
[00:08:55.220 --> 00:08:55.270]  's
[00:08:55.270 --> 00:08:55.520]   yeah
[00:08:55.520 --> 00:08:55.620]   so
[00:08:55.620 --> 00:08:55.720]   it
[00:08:55.720 --> 00:08:55.890]   all
[00:08:55.890 --> 00:08:56.000]   it
[00:08:56.000 --> 00:08:56.190]   all
[00:08:56.190 --> 00:08:56.570]   started
[00:08:56.570 --> 00:08:56.790]   from
[00:08:56.790 --> 00:08:57.100]   that
[00:08:57.100 --> 00:08:57.340]   from
[00:08:57.340 --> 00:08:57.370]   th
[00:08:57.370 --> 00:08:57.600]   this
[00:08:57.600 --> 00:08:57.770]   be
[00:08:57.770 --> 00:08:57.880]  get
[00:08:57.880 --> 00:08:58.110]   this
[00:08:58.110 --> 00:08:58.400]   point
[00:08:58.400 --> 00:08:58.560]  .
[00:08:58.560 --> 00:08:58.680]   So
[00:08:58.680 --> 00:08:58.790]   we
[00:08:58.790 --> 00:08:59.020]   went
[00:08:59.020 --> 00:08:59.130]   up
[00:08:59.130 --> 00:08:59.240]   we
[00:08:59.240 --> 00:08:59.290]   went
[00:08:59.290 --> 00:08:59.570]   up
[00:08:59.570 --> 00:08:59.920]   we
[00:08:59.920 --> 00:09:00.060]   said
[00:09:00.060 --> 00:09:00.320]   alright
[00:09:00.320 --> 00:09:00.780]   Saturday
[00:09:00.780 --> 00:09:01.290]   morning
[00:09:01.290 --> 00:09:01.290]   we
[00:09:01.290 --> 00:09:01.570]   get
[00:09:01.570 --> 00:09:01.620]   up
[00:09:01.620 --> 00:09:01.680]   at
[00:09:01.680 --> 00:09:01.970]   eight
[00:09:01.970 --> 00:09:02.080]   in
[00:09:02.080 --> 00:09:02.250]   the
[00:09:02.250 --> 00:09:02.650]   morning
[00:09:02.650 --> 00:09:02.770]   we
[00:09:02.770 --> 00:09:03.030]   take
[00:09:03.030 --> 00:09:03.160]   our
[00:09:03.160 --> 00:09:03.390]   high
[00:09:03.390 --> 00:09:03.770]   camera
[00:09:03.770 --> 00:09:03.840]   we
[00:09:03.840 --> 00:09:04.020]   had
[00:09:04.020 --> 00:09:04.060]   I
[00:09:04.060 --> 00:09:04.350]   think
[00:09:04.350 --> 00:09:04.630]   we
[00:09:04.630 --> 00:09:04.680]   had
[00:09:04.680 --> 00:09:04.800]   two
[00:09:04.800 --> 00:09:05.200]   cameras
[00:09:05.200 --> 00:09:05.370]   and
[00:09:05.370 --> 00:09:05.600]   like
[00:09:05.600 --> 00:09:05.830]   four
[00:09:05.830 --> 00:09:06.340]   batteries
[00:09:06.340 --> 00:09:06.620]   or
[00:09:06.620 --> 00:09:06.980]   something
[00:09:06.980 --> 00:09:07.140]   and
[00:09:07.140 --> 00:09:07.260]   we
[00:09:07.260 --> 00:09:07.380]   go
[00:09:07.380 --> 00:09:07.480]   up
[00:09:07.480 --> 00:09:07.590]   to
[00:09:07.590 --> 00:09:07.760]   the
[00:09:07.760 --> 00:09:08.050]   caves
[00:09:08.050 --> 00:09:08.220]   and
[00:09:08.220 --> 00:09:08.340]   we
[00:09:08.340 --> 00:09:08.620]   bring
[00:09:08.620 --> 00:09:08.670]   a
[00:09:08.670 --> 00:09:08.960]   bunch
[00:09:08.960 --> 00:09:09.070]   of
[00:09:09.070 --> 00:09:09.300]   food
[00:09:09.300 --> 00:09:09.470]   and
[00:09:09.470 --> 00:09:09.760]   water
[00:09:09.760 --> 00:09:10.050]   right
[00:09:10.050 --> 00:09:10.160]  ,
[00:09:10.160 --> 00:09:10.330]   and
[00:09:10.330 --> 00:09:10.440]   we
[00:09:10.440 --> 00:09:10.550]   go
[00:09:10.550 --> 00:09:10.660]   up
[00:09:10.660 --> 00:09:10.990]   there
[00:09:10.990 --> 00:09:11.160]   and
[00:09:11.160 --> 00:09:11.290]   you
[00:09:11.290 --> 00:09:11.520]   guys
[00:09:11.520 --> 00:09:11.750]   have
[00:09:11.750 --> 00:09:12.230]   your
[00:09:12.230 --> 00:09:12.270]   crash
[00:09:12.270 --> 00:09:12.480]   you
[00:09:12.480 --> 00:09:12.680]   know
[00:09:12.680 --> 00:09:12.840]   all
[00:09:12.840 --> 00:09:13.000]   you
[00:09:13.000 --> 00:09:13.240]   like
[00:09:13.240 --> 00:09:13.490]   your
[00:09:13.490 --> 00:09:13.990]   equipment
[00:09:13.990 --> 00:09:14.160]   and
[00:09:14.160 --> 00:09:14.270]   we
[00:09:14.270 --> 00:09:14.460]   go
[00:09:14.460 --> 00:09:14.490]   up
[00:09:14.490 --> 00:09:14.780]   there
[00:09:14.780 --> 00:09:15.240]   and
[00:09:15.240 --> 00:09:15.270]   shoot
[00:09:15.270 --> 00:09:15.470]   this
[00:09:15.470 --> 00:09:15.760]   thing
[00:09:15.760 --> 00:09:15.930]   and
[00:09:15.930 --> 00:09:16.050]   we
[00:09:16.050 --> 00:09:16.270]   shot
[00:09:16.270 --> 00:09:16.560]   eight
[00:09:16.560 --> 00:09:16.850]   hours
[00:09:16.850 --> 00:09:16.960]   of
[00:09:16.960 --> 00:09:17.360]   footage
[00:09:17.360 --> 00:09:17.590]   in
[00:09:17.590 --> 00:09:17.640]   two
[00:09:17.640 --> 00:09:17.890]   days
[00:09:17.890 --> 00:09:18.160]   which
[00:09:18.160 --> 00:09:18.280]   is
[00:09:18.280 --> 00:09:18.370]   a
[00:09:18.370 --> 00:09:18.410]   f
[00:09:18.410 --> 00:09:18.830]   complete
[00:09:18.830 --> 00:09:19.000]   you
[00:09:19.000 --> 00:09:19.230]   know
[00:09:19.230 --> 00:09:19.490]   we
[00:09:19.490 --> 00:09:19.630]   would
[00:09:19.630 --> 00:09:19.840]   take
[00:09:19.840 --> 00:09:20.140]   do
[00:09:20.140 --> 00:09:20.230]   the
[00:09:20.230 --> 00:09:20.390]   same
[00:09:20.390 --> 00:09:20.600]   take
[00:09:20.600 --> 00:09:20.830]   like
[00:09:20.830 --> 00:09:21.120]   eight
[00:09:21.120 --> 00:09:21.260]   or
[00:09:21.260 --> 00:09:21.400]   ten
[00:09:21.400 --> 00:09:21.690]   times
[00:09:21.690 --> 00:09:23.020]  . [SPEAKER_TURN]
[00:09:23.020 --> 00:09:23.220]   Wow
[00:09:23.220 --> 00:09:23.500]  . [SPEAKER_TURN]
[00:09:23.500 --> 00:09:23.500]  
[00:09:23.500 --> 00:09:23.860]   worked
[00:09:23.860 --> 00:09:24.100]   our
[00:09:24.100 --> 00:09:24.340]   asses
[00:09:24.340 --> 00:09:24.510]   off
[00:09:24.510 --> 00:09:24.700]  .
[00:09:24.700 --> 00:09:24.710]   I
[00:09:24.710 --> 00:09:24.800]   can
[00:09:24.800 --> 00:09:25.290]   say
[00:09:25.290 --> 00:09:25.420]   asses
[00:09:25.420 --> 00:09:25.720]   right
[00:09:25.720 --> 00:09:26.380]  , [SPEAKER_TURN]
[00:09:26.680 --> 00:09:26.680]  
[00:09:26.680 --> 00:09:26.790]   It
[00:09:26.790 --> 00:09:26.990]   was
[00:09:26.990 --> 00:09:27.070]   so
[00:09:27.070 --> 00:09:27.550]   funny
[00:09:27.550 --> 00:09:27.650]   right
[00:09:27.650 --> 00:09:27.760]  ,
[00:09:27.760 --> 00:09:27.810]   '
[00:09:27.810 --> 00:09:28.100]  cause
[00:09:28.100 --> 00:09:28.260]   a
[00:09:28.260 --> 00:09:28.260]   so
[00:09:28.260 --> 00:09:28.370]   it
[00:09:28.370 --> 00:09:28.650]   was
[00:09:28.650 --> 00:09:28.740]   it
[00:09:28.740 --> 00:09:28.820]   was
[00:09:28.820 --> 00:09:28.870]   a
[00:09:28.870 --> 00:09:29.170]   fight
[00:09:29.170 --> 00:09:29.640]   between
[00:09:29.640 --> 00:09:30.040]   Mitchell
[00:09:30.040 --> 00:09:30.230]   and
[00:09:30.230 --> 00:09:30.380]   Dan
[00:09:30.380 --> 00:09:30.490]  ,
[00:09:30.490 --> 00:09:30.780]   right
[00:09:30.780 --> 00:09:30.930]  .
[00:09:30.930 --> 00:09:31.290]   And
[00:09:31.290 --> 00:09:31.370]   and
[00:09:31.370 --> 00:09:31.460]   and
[00:09:31.460 --> 00:09:31.690]   Carl
[00:09:31.690 --> 00:09:31.720]   and
[00:09:31.720 --> 00:09:32.200]   I
[00:09:32.200 --> 00:09:32.210]   would
[00:09:32.210 --> 00:09:32.430]   take
[00:09:32.430 --> 00:09:32.740]   terms
[00:09:32.740 --> 00:09:32.830]  ,
[00:09:32.830 --> 00:09:33.000]   one
[00:09:33.000 --> 00:09:33.290]   would
[00:09:33.290 --> 00:09:33.400]   be
[00:09:33.400 --> 00:09:33.690]   like
[00:09:33.690 --> 00:09:33.800]   the
[00:09:33.800 --> 00:09:34.270]   director
[00:09:34.270 --> 00:09:34.440]   and
[00:09:34.440 --> 00:09:34.610]   one
[00:09:34.610 --> 00:09:34.900]   would
[00:09:34.900 --> 00:09:35.010]   be
[00:09:35.010 --> 00:09:35.180]   the
[00:09:35.180 --> 00:09:35.230]   D
[00:09:35.230 --> 00:09:35.280]  _
[00:09:35.280 --> 00:09:35.330]  P
[00:09:35.330 --> 00:09:35.430]  _
[00:09:35.430 --> 00:09:35.520]  ,
[00:09:35.520 --> 00:09:35.780]   which
[00:09:35.780 --> 00:09:36.070]   would
[00:09:36.070 --> 00:09:36.180]   be
[00:09:36.180 --> 00:09:36.350]   the
[00:09:36.350 --> 00:09:36.520]   guy
[00:09:36.520 --> 00:09:36.930]   holding
[00:09:36.930 --> 00:09:37.100]   the
[00:09:37.100 --> 00:09:37.450]   camera
[00:09:37.450 --> 00:09:37.620]  .
[00:09:37.620 --> 00:09:37.790]   And
[00:09:37.790 --> 00:09:37.960]   the
[00:09:37.960 --> 00:09:38.380]   director
[00:09:38.380 --> 00:09:38.860]   would
[00:09:38.860 --> 00:09:38.890]   say
[00:09:38.890 --> 00:09:39.060]   hey
[00:09:39.060 --> 00:09:39.170]  ,
[00:09:39.170 --> 00:09:39.350]   Mul
[00:09:39.350 --> 00:09:39.510]   get
[00:09:39.510 --> 00:09:39.620]   it
[00:09:39.620 --> 00:09:39.850]   from
[00:09:39.850 --> 00:09:40.080]   this
[00:09:40.080 --> 00:09:40.370]   angle
[00:09:40.370 --> 00:09:40.480]   or
[00:09:40.480 --> 00:09:40.770]   shoot
[00:09:40.770 --> 00:09:40.880]   it
[00:09:40.880 --> 00:09:41.110]   from
[00:09:41.110 --> 00:09:41.340]   here
[00:09:41.340 --> 00:09:41.450]  ,
[00:09:41.450 --> 00:09:41.920]   whatever
[00:09:41.920 --> 00:09:42.260]  .
[00:09:42.260 --> 00:09:42.280]   And
[00:09:42.280 --> 00:09:42.370]   it
[00:09:42.370 --> 00:09:42.540]   was
[00:09:42.540 --> 00:09:43.210]   hilarious
[00:09:43.210 --> 00:09:43.480]   because
[00:09:43.480 --> 00:09:43.590]   it
[00:09:43.590 --> 00:09:43.700]  'd
[00:09:43.700 --> 00:09:43.840]   be
[00:09:43.840 --> 00:09:44.160]   things
[00:09:44.160 --> 00:09:44.420]   like
[00:09:44.420 --> 00:09:44.570]  ,
[00:09:44.570 --> 00:09:44.670]   you
[00:09:44.670 --> 00:09:44.770]  ,
[00:09:44.770 --> 00:09:45.040]   know
[00:09:45.040 --> 00:09:45.480]   Mitchell
[00:09:45.480 --> 00:09:45.590]  ,
[00:09:45.590 --> 00:09:45.880]   would
[00:09:45.880 --> 00:09:45.990]   do
[00:09:45.990 --> 00:09:46.180]   a
[00:09:46.180 --> 00:09:46.270]   back
[00:09:46.270 --> 00:09:46.430]   flip
[00:09:46.430 --> 00:09:46.760]  ,
[00:09:46.760 --> 00:09:46.780]   you
[00:09:46.780 --> 00:09:47.010]   know
[00:09:47.010 --> 00:09:47.110]  ,
[00:09:47.110 --> 00:09:47.470]   flying
[00:09:47.470 --> 00:09:47.720]   over
[00:09:47.720 --> 00:09:47.870]   Dan
[00:09:47.870 --> 00:09:48.040]   and
[00:09:48.040 --> 00:09:48.390]   laying
[00:09:48.390 --> 00:09:48.500]   on
[00:09:48.500 --> 00:09:48.680]   his
[00:09:48.680 --> 00:09:48.970]   butt
[00:09:48.970 --> 00:09:49.010]  ,
