
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.110]   '
[00:15:58.870 --> 00:15:59.180]   about
[00:15:59.180 --> 00:15:59.550]   eighty
[00:15:59.550 --> 00:15:59.980]   percent
[00:15:59.980 --> 00:16:00.100]   of
[00:16:00.100 --> 00:16:00.410]   start
[00:16:00.410 --> 00:16:00.470]  -
[00:16:00.470 --> 00:16:00.650]  ups
[00:16:00.650 --> 00:16:00.890]   fail
[00:16:00.890 --> 00:16:01.260]   across
[00:16:01.260 --> 00:16:01.490]   the
[00:16:01.490 --> 00:16:01.750]   board
[00:16:01.750 --> 00:16:01.930]  .
[00:16:01.930 --> 00:16:02.060]   If
[00:16:02.060 --> 00:16:02.240]   you
[00:16:02.240 --> 00:16:02.410]   can
[00:16:02.410 --> 00:16:02.780]   boost
[00:16:02.780 --> 00:16:02.960]   your
[00:16:02.960 --> 00:16:03.540]   probabilities
[00:16:03.540 --> 00:16:04.120]   by
[00:16:04.120 --> 00:16:04.170]   even
[00:16:04.170 --> 00:16:04.360]   five
[00:16:04.360 --> 00:16:04.790]   percent
[00:16:04.790 --> 00:16:04.940]  ,
[00:16:04.940 --> 00:16:05.150]   that
[00:16:05.150 --> 00:16:05.270]  's
[00:16:05.270 --> 00:16:06.010]   astronomical
[00:16:06.010 --> 00:16:06.460]  . [SPEAKER_TURN]
[00:16:06.460 --> 00:16:06.930]   Have
[00:16:06.930 --> 00:16:07.130]   you
[00:16:07.130 --> 00:16:07.130]   got
[00:16:07.130 --> 00:16:07.530]   any
[00:16:07.530 --> 00:16:07.540]   web
[00:16:07.540 --> 00:16:07.730]   web
[00:16:07.730 --> 00:16:08.070]   start
[00:16:08.070 --> 00:16:08.130]  -
[00:16:08.130 --> 00:16:08.260]  up
[00:16:08.260 --> 00:16:08.810]   examples
[00:16:08.810 --> 00:16:08.950]   so
[00:16:08.950 --> 00:16:09.220]   that
[00:16:09.220 --> 00:16:09.360]   uh
[00:16:09.360 --> 00:16:09.430]   w
[00:16:09.430 --> 00:16:10.050]   something
[00:16:10.050 --> 00:16:10.280]   we
[00:16:10.280 --> 00:16:10.530]   could
[00:16:10.530 --> 00:16:10.800]   wrap
[00:16:10.800 --> 00:16:10.960]   up
[00:16:10.960 --> 00:16:11.280]   ahead
[00:16:11.280 --> 00:16:11.620]   round
[00:16:11.620 --> 00:16:12.540]  ? [SPEAKER_TURN]
[00:16:12.540 --> 00:16:13.040]   Yeah
[00:16:13.040 --> 00:16:13.120]   sure
[00:16:13.120 --> 00:16:13.260]  ,
[00:16:13.260 --> 00:16:13.620]   there
[00:16:13.620 --> 00:16:13.760]  's
[00:16:13.760 --> 00:16:14.120]   there
[00:16:14.120 --> 00:16:14.260]  's
[00:16:14.260 --> 00:16:14.550]   lots
[00:16:14.550 --> 00:16:14.760]  .
[00:16:14.760 --> 00:16:14.940]   Um
[00:16:16.340 --> 00:16:16.450]  
[00:16:16.450 --> 00:16:16.530]   you
[00:16:16.530 --> 00:16:16.810]   know
[00:16:16.810 --> 00:16:16.840]   a
[00:16:16.840 --> 00:16:16.930]   a
[00:16:16.930 --> 00:16:17.230]   great
[00:16:17.230 --> 00:16:17.650]   example
[00:16:17.650 --> 00:16:17.810]   of
[00:16:17.810 --> 00:16:17.830]   a
[00:16:17.830 --> 00:16:18.270]   company
[00:16:18.270 --> 00:16:18.540]   that
[00:16:18.540 --> 00:16:18.640]  's
[00:16:18.640 --> 00:16:19.080]   you
[00:16:19.080 --> 00:16:19.110]   know
[00:16:19.110 --> 00:16:19.330]   been
[00:16:19.330 --> 00:16:19.580]   well
[00:16:19.580 --> 00:16:20.020]   written
[00:16:20.020 --> 00:16:20.350]   about
[00:16:20.350 --> 00:16:20.450]   by
[00:16:20.450 --> 00:16:21.080]   Christians
[00:16:21.080 --> 00:16:21.200]  en
[00:16:21.200 --> 00:16:21.390]   and
[00:16:21.390 --> 00:16:21.770]   others
[00:16:21.770 --> 00:16:21.890]   is
[00:16:21.890 --> 00:16:22.010]   as
[00:16:22.010 --> 00:16:22.640]   disruptive
[00:16:22.640 --> 00:16:22.830]   was
[00:16:22.830 --> 00:16:22.950]   uh
[00:16:22.950 --> 00:16:23.170]   you
[00:16:23.170 --> 00:16:23.390]   know
[00:16:23.390 --> 00:16:23.450]   I
[00:16:23.450 --> 00:16:23.760]   think
[00:16:23.760 --> 00:16:23.950]   six
[00:16:23.950 --> 00:16:24.260]   years
[00:16:24.260 --> 00:16:24.400]   ago
[00:16:24.400 --> 00:16:24.690]   of
[00:16:24.690 --> 00:16:24.880]   sales
[00:16:24.880 --> 00:16:25.220]  force
[00:16:25.220 --> 00:16:25.380]   dot
[00:16:25.380 --> 00:16:25.570]   com
[00:16:25.570 --> 00:16:25.980]  .
[00:16:26.860 --> 00:16:26.990]  
[00:16:26.990 --> 00:16:27.080]   you
[00:16:27.080 --> 00:16:27.380]   know
[00:16:27.380 --> 00:16:27.530]  ,
[00:16:27.530 --> 00:16:27.680]   at
[00:16:27.680 --> 00:16:27.900]   the
[00:16:27.900 --> 00:16:28.020]   time
[00:16:28.020 --> 00:16:28.400]   uh
[00:16:28.400 --> 00:16:28.570]   you
[00:16:28.570 --> 00:16:28.870]   know
[00:16:28.870 --> 00:16:29.020]  ,
[00:16:29.020 --> 00:16:29.240]   now
[00:16:29.240 --> 00:16:29.390]   we
[00:16:29.390 --> 00:16:29.610]   all
[00:16:29.610 --> 00:16:30.130]   realise
[00:16:30.130 --> 00:16:30.300]   it
[00:16:30.300 --> 00:16:30.430]  's
[00:16:30.430 --> 00:16:30.500]   a
[00:16:30.500 --> 00:16:30.870]   great
[00:16:30.870 --> 00:16:31.090]   big
[00:16:31.090 --> 00:16:31.630]   success
[00:16:31.630 --> 00:16:31.760]   uh
[00:16:31.760 --> 00:16:32.010]  ,
[00:16:32.010 --> 00:16:32.130]   but
[00:16:32.130 --> 00:16:32.500]   at
[00:16:32.500 --> 00:16:32.600]   the
[00:16:32.600 --> 00:16:32.800]   time
[00:16:32.800 --> 00:16:32.950]   it
[00:16:32.950 --> 00:16:33.170]   was
[00:16:33.170 --> 00:16:33.310]   this
[00:16:33.310 --> 00:16:33.610]   uh
[00:16:33.610 --> 00:16:33.930]   r
[00:16:33.930 --> 00:16:33.990]  inky
[00:16:33.990 --> 00:16:34.440]   little
[00:16:34.440 --> 00:16:34.900]   online
[00:16:34.900 --> 00:16:34.960]   C
[00:16:34.960 --> 00:16:35.100]  _
[00:16:35.100 --> 00:16:35.170]  R
[00:16:35.170 --> 00:16:35.240]  _
[00:16:35.240 --> 00:16:35.260]  M
[00:16:35.260 --> 00:16:35.310]  _
[00:16:35.310 --> 00:16:35.760]   system
[00:16:35.760 --> 00:16:35.980]  .
[00:16:35.980 --> 00:16:36.300]   The
[00:16:36.300 --> 00:16:37.170]   functionality
[00:16:37.170 --> 00:16:37.390]   was
[00:16:37.390 --> 00:16:37.840]   pretty
[00:16:37.840 --> 00:16:37.990]   cr
[00:16:37.990 --> 00:16:38.210]  ude
[00:16:38.210 --> 00:16:38.430]  .
[00:16:38.430 --> 00:16:38.580]   Uh
[00:16:38.580 --> 00:16:38.650]   i
[00:16:38.650 --> 00:16:38.870]   the
[00:16:38.870 --> 00:16:39.550]   security
[00:16:39.550 --> 00:16:39.690]   was
[00:16:39.690 --> 00:16:39.760]   a
[00:16:39.760 --> 00:16:39.910]   main
[00:16:39.910 --> 00:16:40.800]   concern
[00:16:40.800 --> 00:16:40.840]  .
[00:16:40.840 --> 00:16:41.250]   People
[00:16:41.250 --> 00:16:41.870]   thought
[00:16:41.870 --> 00:16:41.920]   oh
[00:16:41.920 --> 00:16:41.990]   g
[00:16:41.990 --> 00:16:42.210]  eez
[00:16:42.210 --> 00:16:42.390]  ,
[00:16:42.390 --> 00:16:42.430]   I
[00:16:42.430 --> 00:16:42.700]   don
[00:16:42.700 --> 00:16:42.800]  't
[00:16:42.800 --> 00:16:43.170]   wanna
[00:16:43.170 --> 00:16:43.470]   have
[00:16:43.470 --> 00:16:43.690]   all
[00:16:43.690 --> 00:16:43.840]   of
[00:16:43.840 --> 00:16:43.990]   my
[00:16:43.990 --> 00:16:44.330]   data
[00:16:44.330 --> 00:16:44.810]   sitting
[00:16:44.810 --> 00:16:44.960]   on
[00:16:44.960 --> 00:16:45.260]   some
[00:16:45.260 --> 00:16:45.710]   server
[00:16:45.710 --> 00:16:46.380]   somewhere
[00:16:46.380 --> 00:16:46.600]  .
[00:16:46.600 --> 00:16:46.820]   And
[00:16:46.820 --> 00:16:47.190]   there
[00:16:47.190 --> 00:16:47.490]   were
[00:16:47.490 --> 00:16:47.710]   all
[00:16:47.710 --> 00:16:48.080]   these
[00:16:48.080 --> 00:16:48.750]   questions
[00:16:48.750 --> 00:16:49.050]   with
[00:16:49.050 --> 00:16:49.870]   reliability
[00:16:49.870 --> 00:16:50.090]   and
[00:16:50.090 --> 00:16:50.690]   security
[00:16:50.690 --> 00:16:51.010]   and
[00:16:51.010 --> 00:16:51.880]   functionality
[00:16:51.880 --> 00:16:52.450]  .
[00:16:52.450 --> 00:16:53.010]   And
[00:16:53.010 --> 00:16:53.540]   compared
[00:16:53.540 --> 00:16:53.690]   to
[00:16:53.690 --> 00:16:53.780]   C
[00:16:53.780 --> 00:16:53.870]  _
[00:16:53.870 --> 00:16:54.150]  ble
[00:16:54.150 --> 00:16:54.240]  _
[00:16:54.240 --> 00:16:54.430]   or
[00:16:54.430 --> 00:16:55.280]   Microsoft
[00:16:55.280 --> 00:16:55.370]   C
[00:16:55.370 --> 00:16:55.460]  _
[00:16:55.460 --> 00:16:55.550]  R
[00:16:55.550 --> 00:16:55.640]  _
[00:16:55.640 --> 00:16:55.730]  M
[00:16:55.730 --> 00:16:55.820]  _
[00:16:55.820 --> 00:16:56.000]   or
[00:16:56.000 --> 00:16:56.530]   even
[00:16:56.530 --> 00:16:56.860]   Gold
[00:16:56.860 --> 00:16:56.860]  
[00:16:56.860 --> 00:16:57.640]   mine
[00:16:57.640 --> 00:16:57.860]  .
[00:16:57.860 --> 00:16:58.290]   Um
[00:16:58.290 --> 00:16:58.540]   yeah
[00:16:58.540 --> 00:16:58.760]   sales
[00:16:58.760 --> 00:16:59.010]  force
[00:16:59.010 --> 00:16:59.230]   dot
[00:16:59.230 --> 00:16:59.450]   com
[00:16:59.450 --> 00:16:59.890]   really
[00:16:59.890 --> 00:17:00.180]   wasn
[00:17:00.180 --> 00:17:00.320]  't
[00:17:00.320 --> 00:17:00.640]   that
[00:17:00.640 --> 00:17:00.970]   great
[00:17:00.970 --> 00:17:01.120]   an
[00:17:01.120 --> 00:17:01.750]   offering
[00:17:01.750 --> 00:17:01.840]   it
[00:17:01.840 --> 00:17:01.980]  ,
[00:17:01.980 --> 00:17:02.210]   was
[00:17:02.210 --> 00:17:02.520]   if
[00:17:02.520 --> 00:17:02.560]   you
[00:17:02.560 --> 00:17:02.920]   will
[00:17:02.920 --> 00:17:02.990]   uh
[00:17:02.990 --> 00:17:03.500]   cheaper
[00:17:03.500 --> 00:17:03.720]   and
[00:17:03.720 --> 00:17:04.080]   worse
[00:17:04.080 --> 00:17:04.220]   so
[00:17:04.220 --> 00:17:04.360]  ,
[00:17:04.360 --> 00:17:04.720]   lower
[00:17:04.720 --> 00:17:05.230]   cost
[00:17:05.230 --> 00:17:05.300]   and
[00:17:05.300 --> 00:17:05.780]   lower
[00:17:05.780 --> 00:17:06.580]   functionality
[00:17:06.580 --> 00:17:06.580]  .
[00:17:06.580 --> 00:17:06.780]   And
[00:17:06.780 --> 00:17:06.970]   when
[00:17:06.970 --> 00:17:07.430]   we
[00:17:07.430 --> 00:17:07.510]   think
[00:17:07.510 --> 00:17:07.640]   of
[00:17:07.640 --> 00:17:07.850]   the
[00:17:07.850 --> 00:17:08.110]   cost
[00:17:08.110 --> 00:17:08.310]   too
[00:17:08.310 --> 00:17:08.440]  ,
[00:17:08.440 --> 00:17:08.570]   if
[00:17:08.570 --> 00:17:08.630]   I
[00:17:08.630 --> 00:17:08.850]   was
[00:17:08.850 --> 00:17:08.960]   to
[00:17:08.960 --> 00:17:09.230]   even
[00:17:09.230 --> 00:17:09.500]   have
[00:17:09.500 --> 00:17:09.770]   gold
[00:17:09.770 --> 00:17:10.040]   mine
[00:17:10.040 --> 00:17:10.170]  ,
[00:17:10.170 --> 00:17:10.370]   let
[00:17:10.370 --> 00:17:10.500]  's
[00:17:10.500 --> 00:17:10.700]   say
[00:17:10.700 --> 00:17:10.920]   for
[00:17:10.920 --> 00:17:11.030]   my
[00:17:11.030 --> 00:17:11.300]   team
[00:17:11.300 --> 00:17:11.430]   of
[00:17:11.430 --> 00:17:11.630]   six
[00:17:11.630 --> 00:17:11.960]   sales
[00:17:11.960 --> 00:17:12.500]  people
[00:17:12.500 --> 00:17:13.090]   or
[00:17:13.090 --> 00:17:13.300]   or
[00:17:13.300 --> 00:17:13.910]   ACT
[00:17:13.910 --> 00:17:13.940]  ,
[00:17:13.940 --> 00:17:14.270]   I
[00:17:14.270 --> 00:17:14.320]   would
[00:17:14.320 --> 00:17:14.570]   have
[00:17:14.570 --> 00:17:14.940]   to
[00:17:14.940 --> 00:17:14.970]   have
[00:17:14.970 --> 00:17:15.440]   servers
[00:17:15.440 --> 00:17:16.000]   somewhere
[00:17:16.000 --> 00:17:16.300]   right
[00:17:16.300 --> 00:17:16.560]  ,
[00:17:16.560 --> 00:17:16.570]   if
[00:17:16.570 --> 00:17:16.630]   I
[00:17:16.630 --> 00:17:16.950]   wanna
[00:17:16.950 --> 00:17:17.010]   V
[00:17:17.010 --> 00:17:17.070]  _
[00:17:17.070 --> 00:17:17.130]  P
[00:17:17.130 --> 00:17:17.190]  _
[00:17:17.190 --> 00:17:17.380]   and
[00:17:17.380 --> 00:17:17.640]   them
[00:17:17.640 --> 00:17:17.770]   in
[00:17:17.770 --> 00:17:18.030]  .
[00:17:18.030 --> 00:17:18.170]   So
[00:17:18.170 --> 00:17:18.350]   the
[00:17:18.350 --> 00:17:18.810]   cost
[00:17:18.810 --> 00:17:18.840]   isn
[00:17:18.840 --> 00:17:18.940]  't
[00:17:18.940 --> 00:17:19.210]   just
[00:17:19.210 --> 00:17:19.390]   the
[00:17:19.390 --> 00:17:19.850]   license
[00:17:19.850 --> 00:17:19.910]   I
[00:17:19.910 --> 00:17:20.040]  ,
[00:17:20.040 --> 00:17:20.300]   have
[00:17:20.300 --> 00:17:20.430]   to
[00:17:20.430 --> 00:17:20.690]   have
[00:17:20.690 --> 00:17:20.750]   a
[00:17:20.750 --> 00:17:21.140]   server
[00:17:21.140 --> 00:17:21.400]  ,
[00:17:21.400 --> 00:17:21.590]   I
[00:17:21.590 --> 00:17:21.790]   have
[00:17:21.790 --> 00:17:21.820]   to
[00:17:21.820 --> 00:17:22.320]   maintain
[00:17:22.320 --> 00:17:22.520]   the
[00:17:22.520 --> 00:17:22.920]   server
[00:17:22.920 --> 00:17:23.270]   which
[00:17:23.270 --> 00:17:23.380]   is
[00:17:23.380 --> 00:17:23.550]   a
[00:17:23.550 --> 00:17:23.700]   pain
[00:17:23.700 --> 00:17:23.830]   in
[00:17:23.830 --> 00:17:24.030]   the
[00:17:24.030 --> 00:17:24.290]   neck
[00:17:24.290 --> 00:17:24.490]   and
[00:17:24.490 --> 00:17:24.750]   they
[00:17:24.750 --> 00:17:24.950]  're
[00:17:24.950 --> 00:17:25.680]   notoriously
[00:17:25.680 --> 00:17:26.520]   problematic
[00:17:26.520 --> 00:17:26.560]  .
[00:17:26.760 --> 00:17:26.840]   Um
[00:17:26.840 --> 00:17:26.940]   the
[00:17:26.940 --> 00:17:27.270]   cost
[00:17:27.270 --> 00:17:27.400]   is
[00:17:27.400 --> 00:17:27.550]   is
[00:17:27.550 --> 00:17:28.330]   relatively
[00:17:28.330 --> 00:17:28.640]   high
[00:17:28.640 --> 00:17:28.790]  ,
[00:17:28.790 --> 00:17:29.080]   but
[00:17:29.080 --> 00:17:29.720]   with
[00:17:29.720 --> 00:17:29.730]   sales
[00:17:29.730 --> 00:17:30.110]  force
[00:17:30.110 --> 00:17:30.340]   dot
[00:17:30.340 --> 00:17:30.600]   com
[00:17:30.600 --> 00:17:30.720]   it
[00:17:30.720 --> 00:17:30.870]  's
[00:17:30.870 --> 00:17:31.020]   it
[00:17:31.020 --> 00:17:31.170]  's
[00:17:31.170 --> 00:17:31.320]   in
[00:17:31.320 --> 00:17:31.850]   the
[00:17:31.850 --> 00:17:31.940]   cloud
[00:17:31.940 --> 00:17:32.180]  .
[00:17:32.180 --> 00:17:32.320]   So
[00:17:32.320 --> 00:17:32.390]   I
[00:17:32.390 --> 00:17:32.620]   can
[00:17:32.620 --> 00:17:32.930]   just
[00:17:32.930 --> 00:17:33.160]   you
[00:17:33.160 --> 00:17:33.460]   know
[00:17:33.460 --> 00:17:33.800]   I
[00:17:33.800 --> 00:17:33.850]   paid
[00:17:33.850 --> 00:17:34.000]   my
[00:17:34.000 --> 00:17:34.550]   license
[00:17:34.550 --> 00:17:34.710]   or
[00:17:34.710 --> 00:17:34.850]   if
[00:17:34.850 --> 00:17:34.920]   I
[00:17:34.920 --> 00:17:35.070]  'm
[00:17:35.070 --> 00:17:35.300]   one
[00:17:35.300 --> 00:17:35.610]   user
[00:17:35.610 --> 00:17:35.680]   I
[00:17:35.680 --> 00:17:35.830]  'm
[00:17:35.830 --> 00:17:35.900]   I
[00:17:35.900 --> 00:17:36.190]  'm
[00:17:36.190 --> 00:17:36.230]   on
[00:17:36.230 --> 00:17:36.590]   there
[00:17:36.590 --> 00:17:36.820]   for
[00:17:36.820 --> 00:17:37.280]   free
[00:17:37.280 --> 00:17:37.280]  ,
[00:17:37.280 --> 00:17:37.350]   I
[00:17:37.350 --> 00:17:37.730]   have
[00:17:37.730 --> 00:17:37.800]   C
[00:17:37.800 --> 00:17:37.800]  _
[00:17:37.800 --> 00:17:37.870]  R
[00:17:37.870 --> 00:17:37.940]  _
[00:17:37.940 --> 00:17:38.010]  M
[00:17:38.010 --> 00:17:38.080]  _
[00:17:38.080 --> 00:17:38.230]   um
[00:17:38.230 --> 00:17:38.460]   and
[00:17:38.460 --> 00:17:38.610]   it
[00:17:38.610 --> 00:17:38.790]   it
[00:17:38.790 --> 00:17:39.150]   might
[00:17:39.150 --> 00:17:39.300]   be
[00:17:39.300 --> 00:17:39.850]   cheaper
[00:17:39.850 --> 00:17:40.080]   and
[00:17:40.080 --> 00:17:40.470]   worse
[00:17:40.470 --> 00:17:40.700]   but
[00:17:40.700 --> 00:17:40.850]  ,
[00:17:40.850 --> 00:17:41.080]   for
[00:17:41.080 --> 00:17:41.150]   a
[00:17:41.150 --> 00:17:41.530]   lot
[00:17:41.530 --> 00:17:41.530]   of
[00:17:41.530 --> 00:17:42.040]   small
[00:17:42.040 --> 00:17:42.700]   businesses
[00:17:42.700 --> 00:17:42.850]   it
[00:17:42.850 --> 00:17:43.080]   was
[00:17:43.080 --> 00:17:43.390]   good
[00:17:43.390 --> 00:17:44.090]   enough
[00:17:44.090 --> 00:17:44.100]   for
[00:17:44.100 --> 00:17:44.400]   what
[00:17:44.400 --> 00:17:44.710]   they
[00:17:44.710 --> 00:17:45.180]   needed
[00:17:45.180 --> 00:17:45.960]  .
[00:17:46.640 --> 00:17:46.700]  
[00:17:46.700 --> 00:17:46.820]   And
[00:17:46.820 --> 00:17:47.130]   their
[00:17:47.130 --> 00:17:48.000]   alternative
[00:17:48.000 --> 00:17:48.000]   was
[00:17:48.000 --> 00:17:48.370]   really
[00:17:48.370 --> 00:17:48.980]   nothing
[00:17:48.980 --> 00:17:48.990]  .
[00:17:48.990 --> 00:17:49.110]   So
[00:17:49.110 --> 00:17:49.230]   in
[00:17:49.230 --> 00:17:49.290]   a
[00:17:49.290 --> 00:17:49.470]   way
[00:17:49.470 --> 00:17:49.590]   it
[00:17:49.590 --> 00:17:49.770]   was
[00:17:49.770 --> 00:17:50.020]   both
[00:17:50.020 --> 00:17:50.080]   a
[00:17:50.080 --> 00:17:50.260]   low
[00:17:50.260 --> 00:17:50.470]   end
[00:17:50.470 --> 00:17:51.070]   disruption
[00:17:51.070 --> 00:17:51.250]   and
[00:17:51.250 --> 00:17:51.320]   a
[00:17:51.320 --> 00:17:51.490]   new
[00:17:51.490 --> 00:17:51.860]   market
[00:17:51.860 --> 00:17:52.480]   disruption
[00:17:52.480 --> 00:17:52.690]   and
[00:17:52.690 --> 00:17:52.790]   it
[00:17:52.790 --> 00:17:52.970]   was
[00:17:52.970 --> 00:17:53.280]   lower
[00:17:53.280 --> 00:17:53.570]   cost
[00:17:53.570 --> 00:17:53.650]  ,
[00:17:53.650 --> 00:17:54.060]   lower
[00:17:54.060 --> 00:17:54.770]   functionality
[00:17:54.770 --> 00:17:54.950]   and
[00:17:54.950 --> 00:17:55.480]   appealed
[00:17:55.480 --> 00:17:55.570]   to
[00:17:55.570 --> 00:17:55.770]   all
[00:17:55.770 --> 00:17:56.060]   these
[00:17:56.060 --> 00:17:56.240]   non
[00:17:56.240 --> 00:17:56.300]  -
[00:17:56.300 --> 00:17:56.550]  cons
[00:17:56.550 --> 00:17:56.860]  umers
[00:17:56.860 --> 00:17:56.980]   if
[00:17:56.980 --> 00:17:57.160]   you
[00:17:57.160 --> 00:17:57.400]   will
[00:17:57.400 --> 00:17:58.020]  .
[00:17:58.020 --> 00:17:58.020]   Um
[00:17:58.020 --> 00:17:58.220]   now
[00:17:58.220 --> 00:17:58.520]   of
[00:17:58.520 --> 00:17:58.770]   course
[00:17:58.770 --> 00:17:59.070]   what
[00:17:59.070 --> 00:17:59.170]  's
[00:17:59.170 --> 00:17:59.720]   happened
[00:17:59.720 --> 00:17:59.860]   is
[00:17:59.860 --> 00:18:00.130]   with
[00:18:00.130 --> 00:18:00.500]   that
[00:18:00.500 --> 00:18:01.090]   disruptive
[00:18:01.090 --> 00:18:01.720]   foothold
[00:18:03.240 --> 00:18:03.300]  
[00:18:03.300 --> 00:18:03.500]   over
[00:18:03.500 --> 00:18:03.760]   time
[00:18:03.760 --> 00:18:04.020]   they
[00:18:04.020 --> 00:18:04.210]  've
[00:18:04.210 --> 00:18:04.490]   they
[00:18:04.490 --> 00:18:04.660]  've
[00:18:04.660 --> 00:18:05.220]   continued
[00:18:05.220 --> 00:18:05.560]   to
[00:18:05.560 --> 00:18:05.720]   add
[00:18:05.720 --> 00:18:06.400]   functionality
[00:18:06.400 --> 00:18:06.530]  ,
[00:18:06.530 --> 00:18:07.050]   increase
[00:18:07.050 --> 00:18:07.370]   their
[00:18:07.370 --> 00:18:08.080]   reliability
[00:18:08.080 --> 00:18:08.200]  ,
[00:18:08.200 --> 00:18:08.340]   uh
[00:18:08.340 --> 00:18:08.580]   am
[00:18:08.580 --> 00:18:08.600]  el
[00:18:08.600 --> 00:18:08.790]  ior
[00:18:08.790 --> 00:18:08.980]  ate
[00:18:08.980 --> 00:18:09.500]   concerns
[00:18:09.500 --> 00:18:09.760]   over
[00:18:09.760 --> 00:18:10.280]   security
[00:18:10.280 --> 00:18:10.410]   um
[00:18:10.410 --> 00:18:10.600]   and
[00:18:10.600 --> 00:18:10.810]   they
[00:18:10.810 --> 00:18:11.200]  've
[00:18:11.200 --> 00:18:11.440]   gotten
[00:18:11.440 --> 00:18:11.830]   better
[00:18:11.830 --> 00:18:12.020]   and
[00:18:12.020 --> 00:18:12.410]   better
[00:18:12.410 --> 00:18:12.600]   and
[00:18:12.600 --> 00:18:12.990]   better
[00:18:12.990 --> 00:18:13.180]   and
[00:18:13.180 --> 00:18:13.370]   now
[00:18:13.370 --> 00:18:13.810]   they
[00:18:13.810 --> 00:18:13.820]  're
[00:18:13.820 --> 00:18:14.080]   they
[00:18:14.080 --> 00:18:14.270]  're
[00:18:14.270 --> 00:18:14.850]   analytics
[00:18:14.850 --> 00:18:15.040]   and
[00:18:15.040 --> 00:18:15.170]   so
[00:18:15.170 --> 00:18:15.490]   forth
[00:18:15.490 --> 00:18:15.810]   rival
[00:18:15.810 --> 00:18:16.130]   um
[00:18:16.130 --> 00:18:16.590]   mainstream
[00:18:16.590 --> 00:18:16.650]   C
[00:18:16.650 --> 00:18:16.710]  _
[00:18:16.710 --> 00:18:16.770]  R
[00:18:16.770 --> 00:18:16.870]  _
[00:18:16.870 --> 00:18:16.890]  M
[00:18:16.890 --> 00:18:16.950]  _
[00:18:16.950 --> 00:18:17.400]   vendors
[00:18:17.400 --> 00:18:17.850]  .
[00:18:17.850 --> 00:18:18.640]   Um
[00:18:18.640 --> 00:18:18.660]   so
[00:18:18.660 --> 00:18:18.780]   so
[00:18:18.780 --> 00:18:19.150]   you
[00:18:19.150 --> 00:18:19.180]   don
[00:18:19.180 --> 00:18:19.310]  't
[00:18:19.310 --> 00:18:19.580]   have
[00:18:19.580 --> 00:18:19.720]   to
[00:18:19.720 --> 00:18:20.070]   stay
[00:18:20.070 --> 00:18:20.480]   cheaper
[00:18:20.480 --> 00:18:20.690]   and
[00:18:20.690 --> 00:18:21.010]   worse
[00:18:21.010 --> 00:18:21.130]  ,
[00:18:21.130 --> 00:18:21.420]   but
[00:18:21.420 --> 00:18:21.560]   the
[00:18:21.560 --> 00:18:21.880]   point
[00:18:21.880 --> 00:18:22.020]   is
[00:18:22.020 --> 00:18:22.920]   strategically
[00:18:22.920 --> 00:18:23.060]   or
[00:18:23.060 --> 00:18:23.200]   at
[00:18:23.200 --> 00:18:23.760]   least
[00:18:23.760 --> 00:18:24.580]   statistically
[00:18:24.580 --> 00:18:24.850]   that
[00:18:24.850 --> 00:18:24.890]  's
[00:18:24.890 --> 00:18:25.070]   a
[00:18:25.070 --> 00:18:25.550]   much
[00:18:25.550 --> 00:18:25.630]   more
[00:18:25.630 --> 00:18:26.480]   advantageous
[00:18:26.480 --> 00:18:26.830]   place
[00:18:26.830 --> 00:18:27.010]   to
[00:18:27.010 --> 00:18:27.310]   start
[00:18:27.310 --> 00:18:27.650]   your
[00:18:27.650 --> 00:18:28.170]   business
[00:18:28.170 --> 00:18:28.440]  . [SPEAKER_TURN]
[00:18:28.880 --> 00:18:28.940]  
[00:18:28.940 --> 00:18:28.990]   So
[00:18:28.990 --> 00:18:29.260]   does
[00:18:29.260 --> 00:18:29.450]   that
[00:18:29.450 --> 00:18:29.680]   mean
[00:18:29.680 --> 00:18:30.080]   that
[00:18:30.080 --> 00:18:30.140]   that
[00:18:30.140 --> 00:18:30.320]   the
[00:18:30.320 --> 00:18:30.540]   time
[00:18:30.540 --> 00:18:30.830]   right
[00:18:30.830 --> 00:18:31.000]   now
[00:18:31.000 --> 00:18:31.100]   is
[00:18:31.100 --> 00:18:31.400]   right
[00:18:31.400 --> 00:18:31.640]   for
[00:18:31.640 --> 00:18:31.980]   someone
[00:18:31.980 --> 00:18:32.210]   else
[00:18:32.210 --> 00:18:32.320]   to
[00:18:32.320 --> 00:18:32.670]   create
[00:18:32.670 --> 00:18:32.720]   a
[00:18:32.720 --> 00:18:32.890]   new
[00:18:32.890 --> 00:18:33.250]   sales
[00:18:33.250 --> 00:18:33.490]  force
[00:18:33.490 --> 00:18:33.700]   dot
[00:18:33.700 --> 00:18:33.810]   com
[00:18:33.810 --> 00:18:34.040]   that
[00:18:34.040 --> 00:18:34.190]  's
[00:18:34.190 --> 00:18:34.400]   not
[00:18:34.400 --> 00:18:34.550]   very
[00:18:34.550 --> 00:18:34.780]   good
[00:18:34.780 --> 00:18:34.880]  ,
[00:18:34.880 --> 00:18:35.230]   that
[00:18:35.230 --> 00:18:35.260]  's
[00:18:35.260 --> 00:18:35.280]   a
[00:18:35.280 --> 00:18:35.450]   lot
[00:18:35.450 --> 00:18:35.860]   cheaper
[00:18:35.860 --> 00:18:36.030]   and
