
[00:00:00.640 --> 00:00:01.010]   (
[00:11:43.800 --> 00:11:43.850]   to
[00:11:43.850 --> 00:11:44.110]   worry
[00:11:44.110 --> 00:11:44.370]   about
[00:11:44.370 --> 00:11:44.740]   looking
[00:11:44.740 --> 00:11:44.840]   at
[00:11:44.840 --> 00:11:45.050]   your
[00:11:45.050 --> 00:11:45.250]   feet
[00:11:45.250 --> 00:11:45.960]  .
[00:11:46.940 --> 00:11:47.020]  
[00:11:47.020 --> 00:11:47.120]   That
[00:11:47.120 --> 00:11:47.220]  's
[00:11:47.220 --> 00:11:47.320]   the
[00:11:47.320 --> 00:11:47.690]   thing
[00:11:47.690 --> 00:11:47.760]   right
[00:11:47.760 --> 00:11:47.840]  ,
[00:11:47.840 --> 00:11:47.950]   '
[00:11:47.950 --> 00:11:48.100]  cause
[00:11:48.100 --> 00:11:48.130]   '
[00:11:48.130 --> 00:11:48.160]  cause
[00:11:48.160 --> 00:11:48.580]   if
[00:11:48.580 --> 00:11:48.600]   you
[00:11:48.600 --> 00:11:48.710]  're
[00:11:48.710 --> 00:11:48.840]   not
[00:11:48.840 --> 00:11:49.150]   looking
[00:11:49.150 --> 00:11:49.240]   at
[00:11:49.240 --> 00:11:49.410]   your
[00:11:49.410 --> 00:11:49.620]   feet
[00:11:49.620 --> 00:11:49.710]   you
[00:11:49.710 --> 00:11:49.840]   can
[00:11:49.840 --> 00:11:50.010]   just
[00:11:50.010 --> 00:11:50.180]   turn
[00:11:50.180 --> 00:11:50.530]   slightly
[00:11:50.530 --> 00:11:50.930]   sideways
[00:11:50.930 --> 00:11:51.010]   and
[00:11:51.010 --> 00:11:51.180]   then
[00:11:51.180 --> 00:11:51.350]   one
[00:11:51.350 --> 00:11:51.480]   foot
[00:11:51.480 --> 00:11:51.650]   goes
[00:11:51.650 --> 00:11:51.740]   in
[00:11:51.740 --> 00:11:51.960]   front
[00:11:51.960 --> 00:11:52.120]   of
[00:11:52.120 --> 00:11:52.180]   the
[00:11:52.180 --> 00:11:52.400]   other
[00:11:52.400 --> 00:11:53.100]  . [SPEAKER_TURN]
[00:11:53.100 --> 00:11:53.170]   You
[00:11:53.170 --> 00:11:53.320]   didn
[00:11:53.320 --> 00:11:53.360]  't
[00:11:53.360 --> 00:11:53.420]   have
[00:11:53.420 --> 00:11:53.440]   a
[00:11:53.440 --> 00:11:53.630]   face
[00:11:53.630 --> 00:11:53.710]   playing
[00:11:53.710 --> 00:11:53.780]   yet
[00:11:53.780 --> 00:11:54.080]  ? [SPEAKER_TURN]
[00:11:54.080 --> 00:11:54.260]   N
[00:11:54.260 --> 00:11:54.320]   no
[00:11:54.320 --> 00:11:54.400]   I
[00:11:54.400 --> 00:11:54.730]   have
[00:11:54.730 --> 00:11:54.980]   not
[00:11:54.980 --> 00:11:55.230]   but
[00:11:55.230 --> 00:11:55.310]   I
[00:11:55.310 --> 00:11:55.730]   have
[00:11:55.730 --> 00:11:55.800]   uh
[00:11:55.800 --> 00:11:56.130]   like
[00:11:56.130 --> 00:11:56.210]   I
[00:11:56.210 --> 00:11:56.600]   said
[00:11:56.600 --> 00:11:56.690]   I
[00:11:56.690 --> 00:11:56.860]  've
[00:11:56.860 --> 00:11:57.270]   twice
[00:11:57.270 --> 00:11:57.350]   I
[00:11:57.350 --> 00:11:57.920]  've
[00:11:57.920 --> 00:11:58.020]   been
[00:11:58.020 --> 00:11:58.390]   like
[00:11:58.390 --> 00:11:58.850]   little
[00:11:58.850 --> 00:11:59.070]   kind
[00:11:59.070 --> 00:11:59.280]   of
[00:11:59.280 --> 00:11:59.420]   I
[00:11:59.420 --> 00:11:59.560]   did
[00:11:59.560 --> 00:11:59.640]   I
[00:11:59.640 --> 00:11:59.720]   I
[00:11:59.720 --> 00:12:00.050]   didn
[00:12:00.050 --> 00:12:00.210]  't
[00:12:00.210 --> 00:12:00.460]   get
[00:12:00.460 --> 00:12:00.700]   th
[00:12:00.700 --> 00:12:00.780]   no
[00:12:00.780 --> 00:12:00.860]   I
[00:12:00.860 --> 00:12:01.020]  'm
[00:12:01.020 --> 00:12:01.270]   not
[00:12:01.270 --> 00:12:01.430]   it
[00:12:01.430 --> 00:12:01.590]  's
[00:12:01.590 --> 00:12:01.840]   not
[00:12:01.840 --> 00:12:02.250]   going
[00:12:02.250 --> 00:12:02.500]   too
[00:12:02.500 --> 00:12:02.830]   fast
[00:12:02.830 --> 00:12:03.880]  .
[00:12:03.880 --> 00:12:03.970]   Although
[00:12:03.970 --> 00:12:04.030]   um
[00:12:04.030 --> 00:12:04.100]   a
[00:12:04.100 --> 00:12:04.170]   f
[00:12:04.170 --> 00:12:04.320]   uh
[00:12:04.320 --> 00:12:04.900]   friend
[00:12:04.900 --> 00:12:04.930]   of
[00:12:04.930 --> 00:12:05.240]   mine
[00:12:05.240 --> 00:12:05.470]   did
[00:12:05.470 --> 00:12:05.780]   send
[00:12:05.780 --> 00:12:05.930]   me
[00:12:05.930 --> 00:12:06.240]   this
[00:12:06.240 --> 00:12:06.630]   video
[00:12:06.630 --> 00:12:06.780]   of
[00:12:06.780 --> 00:12:07.050]   all
[00:12:07.050 --> 00:12:07.550]   these
[00:12:07.550 --> 00:12:07.860]   people
[00:12:07.860 --> 00:12:08.090]   who
[00:12:08.090 --> 00:12:08.320]   got
[00:12:08.320 --> 00:12:09.220]   completely
[00:12:09.220 --> 00:12:09.330]   spl
[00:12:09.330 --> 00:12:09.870]  attered
[00:12:09.870 --> 00:12:10.080]   on
[00:12:10.080 --> 00:12:10.410]   tread
[00:12:10.410 --> 00:12:10.470]  m
[00:12:10.470 --> 00:12:10.950]  ills
[00:12:10.950 --> 00:12:11.780]  . [SPEAKER_TURN]
[00:12:11.780 --> 00:12:12.010]   Yeah
[00:12:12.010 --> 00:12:12.060]   I
[00:12:12.060 --> 00:12:12.290]   know
[00:12:12.290 --> 00:12:12.340]   I
[00:12:12.340 --> 00:12:12.450]  'm
[00:12:12.450 --> 00:12:12.540]   s
[00:12:12.540 --> 00:12:12.550]   I
[00:12:12.550 --> 00:12:12.950]   started
[00:12:12.950 --> 00:12:13.350]   reading
[00:12:13.350 --> 00:12:13.680]   that
[00:12:13.680 --> 00:12:13.750]   the
[00:12:13.750 --> 00:12:14.210]   Campbell
[00:12:14.210 --> 00:12:14.440]   time
[00:12:14.440 --> 00:12:14.680]   and [SPEAKER_TURN]
[00:12:14.680 --> 00:12:14.690]  
[00:12:14.690 --> 00:12:14.940]   there
[00:12:14.940 --> 00:12:15.100]   was
[00:12:15.100 --> 00:12:15.280]   this
[00:12:15.280 --> 00:12:15.430]   one
[00:12:15.430 --> 00:12:15.630]   girl
[00:12:15.630 --> 00:12:15.780]   who
[00:12:15.780 --> 00:12:15.980]   like
[00:12:15.980 --> 00:12:16.310]   was
[00:12:16.310 --> 00:12:16.480]   rolling
[00:12:16.480 --> 00:12:16.530]   a
[00:12:16.530 --> 00:12:16.580]   r
[00:12:16.580 --> 00:12:16.780]   like
[00:12:16.780 --> 00:12:17.080]   landed
[00:12:17.080 --> 00:12:17.330]   on
[00:12:17.330 --> 00:12:17.380]   her
[00:12:17.380 --> 00:12:17.530]   head
[00:12:17.530 --> 00:12:17.730]   then
[00:12:17.730 --> 00:12:18.030]   landed
[00:12:18.030 --> 00:12:18.130]   on
[00:12:18.130 --> 00:12:18.280]   her
[00:12:18.280 --> 00:12:18.480]   feet
[00:12:18.480 --> 00:12:18.680]   like
[00:12:18.680 --> 00:12:18.910]   just
[00:12:18.910 --> 00:12:19.080]   kept
[00:12:19.080 --> 00:12:19.240]   on
[00:12:19.240 --> 00:12:19.390]   kind
[00:12:19.390 --> 00:12:19.480]   of
[00:12:19.480 --> 00:12:19.830]   rolling
[00:12:19.830 --> 00:12:19.930]   on
[00:12:19.930 --> 00:12:20.030]   it
[00:12:20.030 --> 00:12:20.600]  . [SPEAKER_TURN]
[00:12:20.600 --> 00:12:20.710]   Oh
[00:12:20.710 --> 00:12:20.860]   it
[00:12:20.860 --> 00:12:20.930]  's
[00:12:20.930 --> 00:12:21.040]  ,
[00:12:21.040 --> 00:12:21.430]   brutal
[00:12:21.430 --> 00:12:21.640]  .
[00:12:21.640 --> 00:12:21.650]   So
[00:12:21.650 --> 00:12:21.910]   how
[00:12:21.910 --> 00:12:22.020]   many
[00:12:22.020 --> 00:12:22.300]   hours
[00:12:22.300 --> 00:12:22.350]   a
[00:12:22.350 --> 00:12:22.510]   day
[00:12:22.510 --> 00:12:22.620]   do
[00:12:22.620 --> 00:12:22.890]   you
[00:12:22.890 --> 00:12:22.890]   do
[00:12:22.890 --> 00:12:23.040]   that
[00:12:23.040 --> 00:12:23.430]   '
[00:12:23.430 --> 00:12:23.440]  cause
[00:12:23.440 --> 00:12:23.540]   it
[00:12:23.540 --> 00:12:23.760]   when
[00:12:23.760 --> 00:12:23.810]   I
[00:12:23.810 --> 00:12:23.920]   we
[00:12:23.920 --> 00:12:24.200]   first
[00:12:24.200 --> 00:12:24.530]   talked
[00:12:24.530 --> 00:12:24.820]   about
[00:12:24.820 --> 00:12:24.920]   it
[00:12:24.920 --> 00:12:25.270]   was
[00:12:25.270 --> 00:12:25.300]   like
[00:12:25.300 --> 00:12:25.680]   within
[00:12:25.680 --> 00:12:25.870]   the
[00:12:25.870 --> 00:12:26.150]   first
[00:12:26.150 --> 00:12:26.230]   two
[00:12:26.230 --> 00:12:26.620]   minutes
[00:12:26.620 --> 00:12:27.380]  . [SPEAKER_TURN]
[00:12:27.380 --> 00:12:27.530]   It
[00:12:27.530 --> 00:12:27.560]  's
[00:12:27.560 --> 00:12:27.930]   probably
[00:12:27.930 --> 00:12:28.020]   it
[00:12:28.020 --> 00:12:28.110]  's
[00:12:28.110 --> 00:12:28.480]   probably
[00:12:28.480 --> 00:12:28.650]   like
[00:12:28.650 --> 00:12:28.750]   an
[00:12:28.750 --> 00:12:28.790]   I
[00:12:28.790 --> 00:12:28.980]   mean
[00:12:28.980 --> 00:12:29.110]   the
[00:12:29.110 --> 00:12:29.360]   thing
[00:12:29.360 --> 00:12:29.430]   is
[00:12:29.430 --> 00:12:29.530]   it
[00:12:29.530 --> 00:12:29.610]  's
[00:12:29.610 --> 00:12:29.700]   it
[00:12:29.700 --> 00:12:29.790]   is
[00:12:29.790 --> 00:12:30.200]   honestly
[00:12:30.200 --> 00:12:30.200]   a
[00:12:30.200 --> 00:12:30.380]   pain
[00:12:30.380 --> 00:12:30.470]   so
[00:12:30.470 --> 00:12:30.560]  ,
[00:12:30.560 --> 00:12:30.600]   I
[00:12:30.600 --> 00:12:30.720]   do
[00:12:30.720 --> 00:12:30.780]   it
[00:12:30.780 --> 00:12:30.960]   like
[00:12:30.960 --> 00:12:31.050]   an
[00:12:31.050 --> 00:12:31.320]   hour
[00:12:31.320 --> 00:12:31.620]   probably
[00:12:31.620 --> 00:12:31.640]   a
[00:12:31.640 --> 00:12:31.780]   day
[00:12:31.780 --> 00:12:31.870]   at
[00:12:31.870 --> 00:12:32.010]   the
[00:12:32.010 --> 00:12:32.290]   moment
[00:12:32.290 --> 00:12:32.380]   at
[00:12:32.380 --> 00:12:32.520]   the
[00:12:32.520 --> 00:12:32.700]   most
[00:12:32.700 --> 00:12:32.810]   but
[00:12:32.810 --> 00:12:33.110]  ,
[00:12:33.110 --> 00:12:33.200]   that
[00:12:33.200 --> 00:12:33.200]  's
[00:12:33.200 --> 00:12:33.570]   the
[00:12:33.570 --> 00:12:33.680]   whole
[00:12:33.680 --> 00:12:33.800]   point
[00:12:33.800 --> 00:12:33.890]   of
[00:12:33.890 --> 00:12:34.030]   the
[00:12:34.030 --> 00:12:34.120]   de
[00:12:34.120 --> 00:12:34.160]   '
[00:12:34.160 --> 00:12:34.420]  cause
[00:12:34.420 --> 00:12:34.620]   like
[00:12:34.620 --> 00:12:34.710]   the
[00:12:34.710 --> 00:12:35.170]   whole
[00:12:35.170 --> 00:12:35.170]   point
[00:12:35.170 --> 00:12:35.260]   of
[00:12:35.260 --> 00:12:35.430]   the
[00:12:35.430 --> 00:12:35.580]   desk
[00:12:35.580 --> 00:12:35.670]   is
[00:12:35.670 --> 00:12:35.850]   that
[00:12:35.850 --> 00:12:36.030]   you
[00:12:36.030 --> 00:12:36.130]   don
[00:12:36.130 --> 00:12:36.220]  't
[00:12:36.220 --> 00:12:36.450]   kinda
[00:12:36.450 --> 00:12:36.770]   notice
[00:12:36.770 --> 00:12:36.820]   it
[00:12:36.820 --> 00:12:37.220]   whereas
[00:12:37.220 --> 00:12:37.230]  ,
[00:12:37.230 --> 00:12:37.370]   the
[00:12:37.370 --> 00:12:37.740]   scenario
[00:12:37.740 --> 00:12:37.960]   that
[00:12:37.960 --> 00:12:38.140]   I
[00:12:38.140 --> 00:12:38.260]   just
[00:12:38.260 --> 00:12:38.650]   described
[00:12:38.650 --> 00:12:38.760]   to
[00:12:38.760 --> 00:12:38.840]   you
[00:12:38.840 --> 00:12:38.930]   you
[00:12:38.930 --> 00:12:39.020]  ,
[00:12:39.020 --> 00:12:39.470]   definitely
[00:12:39.470 --> 00:12:39.580]   do
[00:12:39.580 --> 00:12:39.850]   notice
[00:12:39.850 --> 00:12:39.970]   it
[00:12:39.970 --> 00:12:40.120]   like
[00:12:40.120 --> 00:12:40.260]   you
[00:12:40.260 --> 00:12:40.420]  're
[00:12:40.420 --> 00:12:40.720]   holding
[00:12:40.720 --> 00:12:40.860]   the
[00:12:40.860 --> 00:12:41.230]   computer
[00:12:41.230 --> 00:12:41.370]   you
[00:12:41.370 --> 00:12:41.460]  ,
[00:12:41.460 --> 00:12:41.720]   gotta
[00:12:41.720 --> 00:12:41.870]   make
[00:12:41.870 --> 00:12:42.050]   sure
[00:12:42.050 --> 00:12:42.230]   your
[00:12:42.230 --> 00:12:42.410]   feet
[00:12:42.410 --> 00:12:42.550]   are
[00:12:42.550 --> 00:12:42.590]   r
[00:12:42.590 --> 00:12:42.730]   one
[00:12:42.730 --> 00:12:42.870]   one
[00:12:42.870 --> 00:12:43.040]   foot
[00:12:43.040 --> 00:12:43.370]   in
[00:12:43.370 --> 00:12:43.460]   front
[00:12:43.460 --> 00:12:43.480]   of
[00:12:43.480 --> 00:12:43.600]   the
[00:12:43.600 --> 00:12:43.860]   other
[00:12:43.860 --> 00:12:44.500]  . [SPEAKER_TURN]
[00:12:44.660 --> 00:12:44.660]  
[00:12:44.660 --> 00:12:44.760]   So
[00:12:44.760 --> 00:12:44.810]   I
[00:12:44.810 --> 00:12:45.070]   think
[00:12:45.070 --> 00:12:45.330]   there
[00:12:45.330 --> 00:12:45.430]  's
[00:12:45.430 --> 00:12:45.900]   something
[00:12:45.900 --> 00:12:46.000]   to
[00:12:46.000 --> 00:12:46.100]   do
[00:12:46.100 --> 00:12:46.200]   it
[00:12:46.200 --> 00:12:46.410]   like
[00:12:46.410 --> 00:12:46.460]   I
[00:12:46.460 --> 00:12:46.560]  'm
[00:12:46.560 --> 00:12:46.860]   going
[00:12:46.860 --> 00:12:46.920]   to
[00:12:46.920 --> 00:12:47.070]   now
[00:12:47.070 --> 00:12:47.170]   go
[00:12:47.170 --> 00:12:47.430]   walk
[00:12:47.430 --> 00:12:47.800]   upstairs
[00:12:47.800 --> 00:12:47.950]   and
[00:12:47.950 --> 00:12:48.100]   and
[00:12:48.100 --> 00:12:48.740]   uh [SPEAKER_TURN]
[00:12:48.740 --> 00:12:50.170]   M
[00:12:50.170 --> 00:12:51.590]  m
[00:12:51.590 --> 00:12:53.010]  -
[00:12:53.010 --> 00:12:54.430]  h
[00:12:54.430 --> 00:12:57.860]  mm
[00:12:57.860 --> 00:13:12.920]  . [SPEAKER_TURN]
[00:13:14.440 --> 00:13:14.510]  
[00:13:14.510 --> 00:13:14.550]   So
[00:13:14.550 --> 00:13:14.670]   if
[00:13:14.670 --> 00:13:14.710]   I
[00:13:14.710 --> 00:13:14.870]   can
[00:13:14.870 --> 00:13:15.120]   help
[00:13:15.120 --> 00:13:15.200]   to
[00:13:15.200 --> 00:13:15.690]   entertain
[00:13:15.690 --> 00:13:15.850]   the
[00:13:15.850 --> 00:13:16.070]   uh
[00:13:16.070 --> 00:13:16.070]   if
[00:13:16.070 --> 00:13:16.120]   I
[00:13:16.120 --> 00:13:16.420]   can
[00:13:16.420 --> 00:13:16.530]   help
[00:13:16.530 --> 00:13:16.610]   to
[00:13:16.610 --> 00:13:17.100]   entertain
[00:13:17.100 --> 00:13:17.260]   you
[00:13:17.260 --> 00:13:17.590]   people
[00:13:17.590 --> 00:13:17.780]  ,
[00:13:17.780 --> 00:13:17.920]   that
[00:13:17.920 --> 00:13:18.120]  's
[00:13:18.120 --> 00:13:18.290]   fine
[00:13:18.290 --> 00:13:18.360]   by
[00:13:18.360 --> 00:13:18.470]   me
[00:13:18.470 --> 00:13:19.140]  . [SPEAKER_TURN]
[00:13:19.140 --> 00:13:19.320]   Are
[00:13:19.320 --> 00:13:19.500]   you
[00:13:19.500 --> 00:13:19.680]   not
[00:13:19.680 --> 00:13:20.330]   entertained
[00:13:20.330 --> 00:13:20.520]  ?
[00:13:20.520 --> 00:13:20.650]   So
[00:13:20.650 --> 00:13:20.890]   alright
[00:13:20.890 --> 00:13:21.260]  ,
[00:13:21.260 --> 00:13:21.390]   so
[00:13:21.390 --> 00:13:21.450]   I
[00:13:21.450 --> 00:13:21.580]  'll
[00:13:21.580 --> 00:13:21.920]   just
[00:13:21.920 --> 00:13:22.210]   be
[00:13:22.210 --> 00:13:22.320]   able
[00:13:22.320 --> 00:13:22.450]   to
[00:13:22.450 --> 00:13:23.180]   update
[00:13:23.180 --> 00:13:23.340]   another
[00:13:23.340 --> 00:13:23.400]   f
[00:13:23.400 --> 00:13:23.690]   two
[00:13:23.690 --> 00:13:23.730]   to
[00:13:23.730 --> 00:13:24.120]   three
[00:13:24.120 --> 00:13:24.480]   weeks
[00:13:24.480 --> 00:13:24.610]   and
[00:13:24.610 --> 00:13:24.740]   we
[00:13:24.740 --> 00:13:24.940]  'll
[00:13:24.940 --> 00:13:25.270]   see
[00:13:25.270 --> 00:13:25.310]   uh
[00:13:25.310 --> 00:13:25.400]   if
[00:13:25.400 --> 00:13:25.620]   you
[00:13:25.620 --> 00:13:25.800]  're
[00:13:25.800 --> 00:13:26.370]   actually
[00:13:26.370 --> 00:13:26.690]   using
[00:13:26.690 --> 00:13:26.820]   it
[00:13:26.820 --> 00:13:27.020]   and
[00:13:27.020 --> 00:13:27.280]   you
[00:13:27.280 --> 00:13:27.350]   ha
[00:13:27.350 --> 00:13:27.680]   like
[00:13:27.680 --> 00:13:27.710]   m
[00:13:27.710 --> 00:13:27.950]   yeah
[00:13:27.950 --> 00:13:28.220]   well
[00:13:28.220 --> 00:13:28.280]   I
[00:13:28.280 --> 00:13:28.570]   just
[00:13:28.570 --> 00:13:28.820]   hope
[00:13:28.820 --> 00:13:29.020]   you
[00:13:29.020 --> 00:13:29.220]  're
[00:13:29.220 --> 00:13:29.670]   not
[00:13:29.670 --> 00:13:29.690]   over
[00:13:29.690 --> 00:13:29.820]   by
[00:13:29.820 --> 00:13:30.110]   the
[00:13:30.110 --> 00:13:30.290]   time
[00:13:30.290 --> 00:13:30.420]   it
[00:13:30.420 --> 00:13:30.690]   gets
[00:13:30.690 --> 00:13:30.960]   here
[00:13:30.960 --> 00:13:32.060]  . [SPEAKER_TURN]
[00:13:32.060 --> 00:13:32.220]   So
[00:13:32.220 --> 00:13:32.450]   the
[00:13:32.450 --> 00:13:32.910]   reason
[00:13:32.910 --> 00:13:33.140]   why
[00:13:33.140 --> 00:13:33.530]   Jason
[00:13:33.530 --> 00:13:33.680]   is
[00:13:33.680 --> 00:13:33.910]   mil
[00:13:33.910 --> 00:13:34.220]  king
[00:13:34.220 --> 00:13:34.550]   this
[00:13:34.550 --> 00:13:35.350]   subject
[00:13:35.350 --> 00:13:35.500]   right
[00:13:35.500 --> 00:13:35.750]   now
[00:13:35.750 --> 00:13:35.850]   is
[00:13:35.850 --> 00:13:36.400]   because
[00:13:36.400 --> 00:13:36.550]   we
[00:13:36.550 --> 00:13:36.860]   have
[00:13:36.860 --> 00:13:37.190]   like
[00:13:37.190 --> 00:13:37.680]   barely
[00:13:37.680 --> 00:13:37.870]   any
[00:13:37.870 --> 00:13:38.340]   topics
[00:13:38.340 --> 00:13:38.520]   to
[00:13:38.520 --> 00:13:38.800]   talk
[00:13:38.800 --> 00:13:39.240]   about
[00:13:39.240 --> 00:13:39.500]   just
[00:13:39.500 --> 00:13:39.810]   just
[00:13:39.810 --> 00:13:39.960]   as
[00:13:39.960 --> 00:13:40.110]   an
[00:13:40.110 --> 00:13:40.170]   F
[00:13:40.170 --> 00:13:40.240]  _
[00:13:40.240 --> 00:13:40.380]  Y
[00:13:40.380 --> 00:13:40.390]  _
[00:13:40.390 --> 00:13:40.460]  I
[00:13:40.460 --> 00:13:41.660]  _. [SPEAKER_TURN]
[00:13:41.660 --> 00:13:41.850]   M
[00:13:41.850 --> 00:13:42.100]  m
[00:13:42.100 --> 00:13:42.450]  -
[00:13:42.450 --> 00:13:42.540]  h
[00:13:42.540 --> 00:13:42.990]  mm
[00:13:42.990 --> 00:13:43.700]  .
[00:13:44.460 --> 00:13:43.920]   Well
[00:13:43.920 --> 00:13:44.080]   okay
[00:13:44.080 --> 00:13:44.250]   so
[00:13:44.250 --> 00:13:44.300]   I
[00:13:44.300 --> 00:13:44.530]   I
[00:13:44.530 --> 00:13:44.790]   emailed
[00:13:44.790 --> 00:13:44.930]   you
[00:13:44.930 --> 00:13:45.020]   or
[00:13:45.020 --> 00:13:45.470]   whatever
[00:13:45.470 --> 00:13:45.510]   s
[00:13:45.510 --> 00:13:45.850]   or
[00:13:45.850 --> 00:13:45.970]   Pete
[00:13:45.970 --> 00:13:46.130]   Jones
[00:13:46.130 --> 00:13:46.300]   Sky
[00:13:46.300 --> 00:13:46.410]  pe
[00:13:46.410 --> 00:13:46.740]   before
[00:13:46.740 --> 00:13:46.790]   I
[00:13:46.790 --> 00:13:47.010]   came
[00:13:47.010 --> 00:13:47.240]   over
[00:13:47.240 --> 00:13:47.440]   and
[00:13:47.440 --> 00:13:47.450]   I
[00:13:47.450 --> 00:13:47.670]   just
[00:13:47.670 --> 00:13:47.930]   said
[00:13:47.930 --> 00:13:47.940]   I
[00:13:47.940 --> 00:13:48.110]   don
[00:13:48.110 --> 00:13:48.230]  't
[00:13:48.230 --> 00:13:48.590]   really
[00:13:48.590 --> 00:13:48.770]   have
[00:13:48.770 --> 00:13:48.940]   any
[00:13:48.940 --> 00:13:49.270]   topics
[00:13:49.270 --> 00:13:49.440]   but
[00:13:49.440 --> 00:13:49.660]   then
[00:13:49.660 --> 00:13:49.710]   I
[00:13:49.710 --> 00:13:49.930]   just
[00:13:49.930 --> 00:13:50.140]   sort
[00:13:50.140 --> 00:13:50.260]   of
[00:13:50.260 --> 00:13:50.590]   wrote
[00:13:50.590 --> 00:13:50.780]   down
[00:13:50.780 --> 00:13:50.980]   some
[00:13:50.980 --> 00:13:51.350]   things
[00:13:51.350 --> 00:13:51.530]   that
[00:13:51.530 --> 00:13:51.750]   have
[00:13:51.750 --> 00:13:52.080]   popped
[00:13:52.080 --> 00:13:52.190]   in
[00:13:52.190 --> 00:13:52.300]   my
[00:13:52.300 --> 00:13:52.630]   head
[00:13:52.630 --> 00:13:52.650]   or
[00:13:52.650 --> 00:13:52.850]   just
[00:13:52.850 --> 00:13:53.130]   occur
[00:13:53.130 --> 00:13:53.300]   are
[00:13:53.300 --> 00:13:53.850]   things
[00:13:53.850 --> 00:13:53.890]   that
[00:13:53.890 --> 00:13:54.020]   had
[00:13:54.020 --> 00:13:54.240]   occurred
[00:13:54.240 --> 00:13:54.580]   in
[00:13:54.580 --> 00:13:54.680]   my
[00:13:54.680 --> 00:13:55.020]   life
[00:13:55.020 --> 00:13:55.140]   in
[00:13:55.140 --> 00:13:55.190]   the
[00:13:55.190 --> 00:13:55.410]   last
[00:13:55.410 --> 00:13:55.740]   couple
[00:13:55.740 --> 00:13:55.850]   of
[00:13:55.850 --> 00:13:56.130]   weeks
[00:13:56.130 --> 00:13:56.300]   and
[00:13:56.300 --> 00:13:56.350]   I
[00:13:56.350 --> 00:13:56.460]  'm
[00:13:56.460 --> 00:13:56.690]   like
[00:13:56.690 --> 00:13:57.070]   alright
[00:13:57.070 --> 00:13:57.290]   well
[00:13:57.290 --> 00:13:57.340]   I
[00:13:57.340 --> 00:13:57.620]   guess
[00:13:57.620 --> 00:13:57.670]   I
[00:13:57.670 --> 00:13:57.830]  've
[00:13:57.830 --> 00:13:58.840]  . [SPEAKER_TURN]
[00:13:58.840 --> 00:13:58.910]   Oh
[00:13:58.910 --> 00:13:59.120]   you
[00:13:59.120 --> 00:13:59.180]   do
[00:13:59.180 --> 00:13:59.240]   you
[00:13:59.240 --> 00:13:59.320]  ,
[00:13:59.320 --> 00:13:59.440]   got
[00:13:59.440 --> 00:13:59.600]   some
[00:13:59.600 --> 00:14:00.060]  ? [SPEAKER_TURN]
[00:14:00.060 --> 00:14:00.190]   Well
[00:14:00.190 --> 00:14:00.280]   you
[00:14:00.280 --> 00:14:00.410]   know
[00:14:00.410 --> 00:14:00.470]   we
[00:14:00.470 --> 00:14:00.600]   have
[00:14:00.600 --> 00:14:00.630]   I
[00:14:00.630 --> 00:14:00.760]   ever
[00:14:00.760 --> 00:14:00.850]   run
[00:14:00.850 --> 00:14:01.000]   out
[00:14:01.000 --> 00:14:01.030]   of
[00:14:01.030 --> 00:14:01.190]   things
[00:14:01.190 --> 00:14:01.250]   at
[00:14:01.250 --> 00:14:01.340]   the
[00:14:01.340 --> 00:14:01.480]   time
[00:14:01.480 --> 00:14:01.900]  ? [SPEAKER_TURN]
[00:14:01.900 --> 00:14:02.000]   No
[00:14:02.000 --> 00:14:02.050]   I
[00:14:02.050 --> 00:14:02.210]  've
[00:14:02.210 --> 00:14:02.260]   d
[00:14:02.260 --> 00:14:02.320]   I
[00:14:02.320 --> 00:14:02.520]   mean
[00:14:02.520 --> 00:14:02.620]   it
[00:14:02.620 --> 00:14:02.720]  's
[00:14:02.720 --> 00:14:03.010]   never
[00:14:03.010 --> 00:14:03.200]   been
[00:14:03.200 --> 00:14:03.250]   I
[00:14:03.250 --> 00:14:03.410]  've
[00:14:03.410 --> 00:14:03.680]   never
[00:14:03.680 --> 00:14:03.890]   been
[00:14:03.890 --> 00:14:04.100]   able
[00:14:04.100 --> 00:14:04.200]   to
[00:14:04.200 --> 00:14:04.360]   get
[00:14:04.360 --> 00:14:04.520]   you
[00:14:04.520 --> 00:14:04.680]   off
[00:14:04.680 --> 00:14:04.830]   the
[00:14:04.830 --> 00:14:05.040]   show
[00:14:05.040 --> 00:14:05.470]   less
[00:14:05.470 --> 00:14:05.510]   than
[00:14:05.510 --> 00:14:05.570]   an
[00:14:05.570 --> 00:14:05.780]   hour
[00:14:05.780 --> 00:14:05.940]   and
[00:14:05.940 --> 00:14:05.990]   a
[00:14:05.990 --> 00:14:06.260]   half
[00:14:06.260 --> 00:14:06.980]  . [SPEAKER_TURN]
[00:14:06.980 --> 00:14:07.190]   Well
[00:14:07.190 --> 00:14:07.240]   I
[00:14:07.240 --> 00:14:07.320]   I
[00:14:07.320 --> 00:14:07.500]   know
[00:14:07.500 --> 00:14:07.660]   the
[00:14:07.660 --> 00:14:07.980]   minute
[00:14:07.980 --> 00:14:08.030]   I
[00:14:08.030 --> 00:14:08.240]   said
[00:14:08.240 --> 00:14:08.450]   that
[00:14:08.450 --> 00:14:08.490]   I
[00:14:08.490 --> 00:14:08.600]  'm
[00:14:08.600 --> 00:14:08.810]   like
[00:14:08.810 --> 00:14:09.020]   what
[00:14:09.020 --> 00:14:09.180]   am
